match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_onTargetScoringAttempt,stat_goals,stat_interceptionWon,stat_lastManTackle,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_aerialWon,stat_wasFouled,stat_aerialLost,captain,stat_totalCross,stat_totalContest,stat_wonContest,stat_unsuccessfulTouch,stat_keyPass,stat_accurateCross,stat_shotOffTarget,player_sofascoreId,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_totalOffside,stat_bigChanceCreated,stat_hitWoodwork,stat_penaltyWon,stat_penaltyMiss,stat_errorLeadToAGoal,stat_penaltyConceded,stat_goodHighClaim,stat_penaltyFaced,stat_punches,stat_outfielderBlock
11368627,home,Granada,Marc Martínez,marc-martinez,M. Martínez,G,1,185,33,M,232548,EUR,639187200,G,13,13,False,32.0,21.0,18.0,7.0,0.0,15.0,15.0,6.0,17.0,1.0,12.0,3.0,3.0,3.0,3.0,90.0,40.0,7.0,12.0,0.0063609,0,0.7799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368627,home,Granada,Bruno Méndez,bruno-mendez,Bruno Méndez,D,4,184,752,M,923000,EUR,936921600,D,2,2,False,47.0,34.0,11.0,4.0,0.0,17.0,21.0,17.0,26.0,,10.0,,,,,89.0,64.0,7.0,15.0,0.012412,1,,,,4.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,0.1858,0.1105,,,,,,,,,,,,,,,,,,,,,,,,,
11368627,home,Granada,Miguel Rubio,miguel-rubio,M. Rubio,D,15,191,184,M,934351,EUR,889574400,D,4,4,False,41.0,36.0,4.0,1.0,0.0,32.0,33.0,4.0,8.0,2.0,5.0,,,,,90.0,53.0,6.4,6.0,0.00124959,0,,,,4.0,5.0,,1.0,,,,,2.0,2.0,3.0,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
11368627,home,Granada,Raúl Torrente,raul-torrente,R. Torrente,D,4,193,720,M,1134758,EUR,1000080000,D,28,28,False,44.0,28.0,17.0,5.0,0.0,21.0,24.0,7.0,20.0,1.0,5.0,,,,,73.0,51.0,6.2,16.0,0.00972393,0,,,,5.0,6.0,,,,,,,3.0,,3.0,,,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,
11368627,home,Granada,Carlos Neva,neva-carlos,C. Neva,D,21,174,128,M,914178,EUR,834537600,D,15,15,False,46.0,35.0,9.0,5.0,0.0,19.0,24.0,16.0,25.0,2.0,4.0,,,,,90.0,75.0,6.9,17.0,0.020192,0,,,,3.0,3.0,1.0,,,,3.0,,1.0,1.0,1.0,,,,1.0,1.0,True,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
11368627,home,Granada,Sergio Ruiz Alonso,sergio-ruiz-alonso,S. R. Alonso,M,20,171,83,M,857227,EUR,787536000,M,20,20,False,45.0,35.0,4.0,2.0,0.0,14.0,16.0,22.0,32.0,,6.0,,,,,90.0,65.0,6.8,18.0,0.311684,1,,,,6.0,8.0,3.0,1.0,,,2.0,,1.0,1.0,1.0,0.0644,,2.0,4.0,,,3.0,2.0,1.0,3.0,,1.0,1.0,,,,,,,,,,,,,,
11368627,home,Granada,Martin Hongla,martin-hongla,M. Hongla,M,78,183,1195,M,856062,EUR,890006400,M,6,6,False,35.0,29.0,5.0,2.0,0.0,22.0,23.0,7.0,12.0,1.0,2.0,,,,,73.0,41.0,6.4,7.0,0.0139831,0,,,,4.0,3.0,2.0,,,,,,2.0,1.0,,,,1.0,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,
11368627,home,Granada,Gerard Gumbau,gerard-gumbau,G. Gumbau,M,15,187,380,M,326471,EUR,787708800,M,23,23,False,34.0,29.0,5.0,3.0,0.0,9.0,10.0,22.0,34.0,,5.0,,,,,90.0,59.0,7.3,17.0,0.170072,2,,,,5.0,9.0,1.0,1.0,,,,,5.0,3.0,2.0,0.0415,,2.0,2.0,1.0,,10.0,,,2.0,4.0,2.0,2.0,,,,,,,,,,,,,,
11368627,home,Granada,Facundo Pellistri,facundo-pellistri,F. Pellistri,M,28,174,7659,M,989803,EUR,1008806400,F,19,19,False,21.0,17.0,,,0.0,5.0,5.0,12.0,18.0,,4.0,,,,,89.0,37.0,6.5,12.0,0.0776353,3,,,,7.0,3.0,3.0,3.0,1.0,,,,1.0,1.0,1.0,0.7572,0.8611,,,,,2.0,2.0,2.0,3.0,1.0,,1.0,facupellistri,1.0,1.0,,,,,,,,,,,
11368627,home,Granada,Lucas Boyé,lucas-boye,L. Boyé,F,15,183,1345,M,814385,EUR,825465600,F,7,7,False,22.0,16.0,1.0,,0.0,8.0,8.0,9.0,16.0,,3.0,,,,,90.0,47.0,6.7,19.0,0.108636,2,,,,17.0,10.0,,5.0,1.0,,,,2.0,1.0,1.0,0.0669,0.1054,5.0,1.0,7.0,,2.0,6.0,2.0,3.0,,1.0,1.0,,,,2.0,,,,,,,,,,
11368627,home,Granada,Sergio Rodelas,sergio-rodelas,S. Rodelas,F,26,168,75,M,1526648,EUR,1101859200,F,26,26,False,11.0,10.0,,,0.0,6.0,6.0,4.0,6.0,,,,,,,60.0,22.0,6.3,10.0,0.00256542,1,,,,3.0,,,,,,,,,,1.0,0.0132,,,,1.0,,1.0,2.0,,5.0,,,,,,1.0,,,,,,,,,,,
11368627,home,Granada,Gonzalo Villar,gonzalo-villar,G. Villar,M,12,181,1019,M,914765,EUR,890611200,M,24,24,True,10.0,9.0,,,0.0,4.0,4.0,5.0,6.0,,1.0,,,,,30.0,13.0,6.5,2.0,0.116865,0,,,,,2.0,,,,,,,1.0,1.0,,,,1.0,,,,,,,1.0,1.0,,,,,,,1.0,,,,,,,,,
11368627,home,Granada,Kamil Piątkowski,kamil-piatkowski,K. Piątkowski,D,91,191,2396,M,942335,EUR,961545600,D,22,22,True,15.0,12.0,4.0,1.0,0.0,8.0,8.0,4.0,7.0,,,,,,,17.0,15.0,6.5,3.0,0.0042728,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368627,home,Granada,Óscar Melendo,oscar-melendo,Ó. Melendo,M,21,167,152,M,861317,EUR,872294400,M,21,21,True,8.0,5.0,1.0,,0.0,1.0,2.0,4.0,6.0,,3.0,,,,,17.0,11.0,6.7,4.0,0.00508755,0,,,,2.0,2.0,,,,,,,1.0,1.0,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,
11368627,home,Granada,Ricard Sánchez,ricard-sanchez,R. Sánchez,D,2,175,157,M,986726,EUR,951177600,D,12,12,True,3.0,2.0,,,0.0,2.0,2.0,,1.0,,,,,,,10.0,3.0,6.5,1.0,7.14e-05,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368627,home,Granada,Antonio Puertas,antonio-puertas,A. Puertas,M,7,183,210,M,316406,EUR,698630400,M,10,10,True,2.0,2.0,,,0.0,1.0,1.0,1.0,1.0,,1.0,,,,,9.0,4.0,6.6,,0.00015946,1,,,,,1.0,,,,,,,,,,0.7884,,,1.0,,,,,,,,,1.0,,1.0,,,,1.0,1.0,1.0,,,,,,
11368627,home,Granada,Adri López,adri-lopez,A. López,G,,185,10,M,894438,EUR,915840000,G,31,31,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368627,home,Granada,Augusto Batalla,augusto-batalla,A. Batalla,G,13,186,1488,M,358910,EUR,830822400,G,25,25,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368627,home,Granada,Theo Corbeanu,theo-corbeanu,T. Corbeanu,M,7,190,261,M,1121430,EUR,1021593600,F,17,17,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368627,home,Granada,Faitout Maouassa,faitout-maouassa,F. Maouassa,M,27,172,207,M,801287,EUR,899683200,D,3,3,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
