match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_keyPass,captain,stat_aerialLost,stat_challengeLost,stat_errorLeadToAShot,stat_totalOffside,stat_outfielderBlock,stat_wasFouled,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_goals,stat_goodHighClaim,stat_hitWoodwork
11067493,home,Athletico,Bento,,,bento,Bento,G,24,190,9735,M,bento_matheus,1016104,EUR,928972800,G,1,1,False,24.0,16.0,10.0,2.0,14.0,17.0,2.0,7.0,2.0,5.0,1.0,2.0,1.0,1.0,90.0,31.0,6.5,8.0,0.00025825,0,-0.4456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067493,home,Athletico,Erick,,,erick,Erick,M,14,176,1116,M,,874063,EUR,879465600,D,26,26,False,30.0,28.0,1.0,,18.0,19.0,11.0,12.0,2.0,3.0,,,,,90.0,49.0,7.6,6.0,0.0310955,4,,1.0,1.0,1.0,3.0,4.0,6.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,2.0,2.0,2.0,3.0,0.1843,3.0,,,,,,,,,,,,,
11067493,home,Athletico,Thiago Heleno,,,thiago-heleno,T. Heleno,D,44,185,283,M,,33106,EUR,590457600,D,44,44,False,31.0,22.0,7.0,2.0,17.0,21.0,5.0,10.0,9.0,2.0,,,,,90.0,45.0,6.8,10.0,0.00227051,1,,,,,2.0,2.0,3.0,,,,,1.0,,1.0,1.0,1.0,1.0,,0.051,,True,1.0,1.0,1.0,1.0,,,,,,,,
11067493,home,Athletico,Matheus Felipe,,,matheus-felipe,M. Felipe,D,4,186,105,M,,1110173,EUR,910569600,D,42,42,False,37.0,29.0,5.0,,22.0,27.0,7.0,10.0,2.0,1.0,,,,,79.0,47.0,6.9,9.0,0.127799,0,,,,,3.0,1.0,4.0,,,,,,,3.0,1.0,,,,,1.0,,,1.0,,,2.0,,,,,,,
11067493,home,Athletico,Tomás Cuello,,,tomas-cuello,T. Cuello,M,28,176,1951,M,,871273,EUR,952214400,M,28,28,False,32.0,21.0,4.0,3.0,9.0,10.0,14.0,31.0,,5.0,,,,,90.0,65.0,6.7,23.0,0.0349866,2,,,9.0,2.0,1.0,7.0,4.0,,4.0,2.0,,2.0,,,1.0,,2.0,3.0,0.0325,2.0,,2.0,,,,,,,,,,,
11067493,home,Athletico,Fernandinho,,,fernandinho,Fernandinho,M,,179,1901,M,,13630,EUR,484012800,M,5,5,False,39.0,36.0,5.0,3.0,15.0,15.0,21.0,25.0,2.0,7.0,,,,,90.0,54.0,6.8,6.0,0.0249936,1,,,1.0,,2.0,6.0,7.0,2.0,1.0,1.0,,1.0,,,1.0,,,3.0,0.0282,1.0,,2.0,,,,,3.0,,,,,,
11067493,home,Athletico,Alex Santana,,,alex-santana,A. Santana,M,80,182,2736,M,,358166,EUR,800323200,M,80,80,False,25.0,22.0,1.0,1.0,10.0,10.0,12.0,15.0,,3.0,,,,,59.0,34.0,6.7,4.0,0.00367863,1,,,,,2.0,4.0,5.0,,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,2.0,0.027,,,1.0,1.0,,1.0,,1.0,,,,,,
11067493,home,Athletico,Vinicius Kauê,,,vinicius-kaue,Vinicius Kauê,D,,181,36,M,,1116334,EUR,1046476800,M,21,21,False,39.0,29.0,4.0,1.0,15.0,19.0,15.0,26.0,4.0,1.0,,,,,90.0,69.0,6.8,20.0,0.122373,0,,,6.0,1.0,2.0,5.0,5.0,,2.0,1.0,,,,,1.0,,,1.0,,1.0,,3.0,,,,1.0,1.0,,,,,,
11067493,home,Athletico,Vitor Bueno,,,vitor-bueno,Vitor Bueno,M,15,183,625,M,,808785,EUR,778723200,F,8,8,False,17.0,10.0,,,3.0,4.0,11.0,19.0,,2.0,,,,,59.0,32.0,6.8,14.0,0.100829,2,,,6.0,4.0,1.0,3.0,1.0,2.0,1.0,,,,1.0,,,,1.0,,0.0476,2.0,,,,,,,,1.0,0.114,,,,
11067493,home,Athletico,Rômulo,Rômulo,,romulo,Rômulo,F,40,193,3722,M,,1133743,EUR,1013126400,F,35,35,False,4.0,3.0,,,2.0,2.0,1.0,3.0,,1.0,,,,,34.0,8.0,6.6,2.0,0.00088428,0,,,1.0,,,5.0,2.0,,,,,,,,2.0,1.0,,1.0,,,,4.0,,,,,,,,,,,
11067493,home,Athletico,Agustín Canobbio,,,agustin-canobbio,A. Canobbio,M,17,175,3082,M,,846413,EUR,907200000,F,14,14,False,28.0,19.0,,,5.0,7.0,14.0,24.0,,9.0,,,,,90.0,61.0,7.1,20.0,0.0155723,2,,,3.0,,3.0,10.0,13.0,3.0,5.0,4.0,,,1.0,,2.0,,4.0,1.0,0.0344,1.0,,2.0,3.0,,1.0,,4.0,1.0,0.0158,,,,
11067493,home,Athletico,Willian Bigode,,,willian,W. Bigode,F,9,171,759,M,,146308,EUR,532742400,F,11,11,True,14.0,10.0,,,4.0,4.0,6.0,10.0,,2.0,,,,,56.0,23.0,6.9,5.0,0.012361,4,,,,,1.0,8.0,3.0,,,,,1.0,2.0,,1.0,1.0,1.0,3.0,0.5912,,,4.0,2.0,,,,1.0,1.0,0.4126,1.0,1.0,,
