match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_jerseyNumber,stat_totalCross,stat_duelLost,stat_totalContest,stat_aerialLost,stat_outfielderBlock,stat_totalTackle,stat_fouls,captain,stat_interceptionWon,stat_wonTackle,stat_keyPass,stat_unsuccessfulTouch,player_firstName,stat_wonContest,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,player_lastName,stat_blockedScoringAttempt,stat_dispossessed,stat_goals,stat_shotOffTarget,stat_goodHighClaim,player_sofascoreId,stat_totalOffside,stat_challengeLost,stat_accurateCross,stat_bigChanceCreated,stat_bigChanceMissed,stat_errorLeadToAGoal
11406753,away,Inter,Davide Frattesi,davide-frattesi,D. Frattesi,M,178,5601,M,835600,EUR,937958400,M,16,16,False,32.0,28.0,2.0,1.0,0.0,6.0,8.0,22.0,24.0,4.0,7.0,,1.0,2.0,,,,69.0,42.0,6.9,5.0,0.0164077,1,,16,,4.0,,2.0,,1.0,,,1.0,,1.0,,,,,0.032,,,1.0,1.0,,,,davidefrrattesi_22,,1.0,,,,
11406753,away,Inter,Kristjan Asllani,kristjan-asllani,K. Asllani,M,179,5914,M,996820,EUR,1015632000,M,21,21,False,80.0,76.0,8.0,8.0,0.0,33.0,34.0,44.0,47.0,,,,5.0,,,,,74.0,82.0,7.5,5.0,0.137999,0,,23,1.0,1.0,,1.0,,,,,,,2.0,1.0,,,,,,,,,,,,KristjanAsllani,,,1.0,1.0,,
11406753,away,Inter,Henrikh Mkhitaryan,henrikh-mkhitaryan,H. Mkhitaryan,M,178,8680,M,37151,EUR,601344000,M,22,22,False,45.0,41.0,3.0,3.0,0.0,8.0,8.0,33.0,37.0,,1.0,,1.0,,,,,60.0,47.0,6.9,4.0,0.0404222,0,,22,,1.0,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,micki_taryan,,,,,,
11406753,away,Inter,Carlos Augusto,carlos-augusto,C. Augusto,D,184,7355,M,929199,EUR,915667200,M,30,30,False,61.0,56.0,1.0,1.0,0.0,36.0,38.0,20.0,24.0,,1.0,5.0,4.0,,,,,90.0,77.0,7.1,10.0,0.0211044,1,,30,1.0,1.0,,1.0,,1.0,,,,1.0,2.0,,,,,0.0788,,,1.0,,,,,,,,,,,
11406753,away,Inter,Lautaro Martínez,lautaro-martinez,L. Martínez,F,175,122092,M,823984,EUR,872208000,F,10,10,False,18.0,16.0,1.0,1.0,0.0,5.0,6.0,11.0,13.0,2.0,6.0,,3.0,4.0,,,,90.0,31.0,6.7,6.0,0.0369035,3,,10,1.0,2.0,,1.0,,,1.0,True,,,,3.0,,,,0.3947,,,1.0,,,2.0,,LautaroM,1.0,,,,1.0,
11406753,away,Inter,Alexis Sánchez,alexis-sanchez,A. Sánchez,F,169,29898,M,34120,EUR,598492800,F,70,70,False,42.0,32.0,2.0,1.0,0.0,8.0,10.0,25.0,39.0,1.0,1.0,,1.0,1.0,,,,90.0,66.0,7.2,23.0,0.164482,2,,10,7.0,4.0,1.0,,1.0,,1.0,,,,2.0,3.0,,,1.0,0.161,0.0523,,,2.0,,1.0,,AlexisS,1.0,,1.0,,,
11406753,away,Inter,Juan Cuadrado,juan-cuadrado,J. Cuadrado,M,179,11319,M,47743,EUR,580608000,M,7,7,True,24.0,23.0,2.0,1.0,0.0,3.0,3.0,20.0,23.0,,,,,,,,,30.0,31.0,7.1,4.0,0.469837,0,,11,2.0,,,,,,,,1.0,,1.0,,,,,,,,,,,,,cuadrado,,,,1.0,,
11406753,away,Inter,Marko Arnautović,marko-arnautovic,M. Arnautović,F,192,8675,M,21927,EUR,608947200,F,8,8,True,4.0,3.0,,,0.0,,,3.0,4.0,,,,,,,,,30.0,8.0,6.2,3.0,0.00125735,2,,89,,,,,,,,,,,,2.0,,,,0.2805,,,2.0,,,,,m.arnautovic7,2.0,,,,1.0,
11406753,away,Inter,Nicolò Barella,nicolo-barella,N. Barella,M,175,21290,M,363856,EUR,855273600,M,23,23,True,22.0,17.0,3.0,2.0,0.0,4.0,6.0,13.0,16.0,1.0,4.0,,1.0,,,,,21.0,30.0,7.0,8.0,0.0246926,1,,23,,1.0,,,,3.0,,,,2.0,,1.0,,,,0.0259,,,,1.0,,1.0,,nicolo_barella,,,,,,
11406753,away,Inter,Tajon Buchanan,tajon-buchanan,T. Buchanan,M,183,7471,M,973290,EUR,918432000,M,17,17,True,8.0,8.0,,,0.0,4.0,4.0,4.0,8.0,,1.0,,,1.0,,,,21.0,16.0,6.4,6.0,0.00232462,1,,17,4.0,2.0,1.0,1.0,,,,,,,,1.0,,,,0.0141,,,1.0,,,,,,1.0,,,,,
11406753,away,Inter,Davy Klaassen,davy-klaassen,D. Klaassen,M,179,1578,M,97410,EUR,730252800,M,14,14,True,17.0,17.0,2.0,2.0,0.0,4.0,4.0,13.0,13.0,,,,,,,,,16.0,17.0,6.8,,0.0151378,0,,18,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
11406753,away,Inter,Yann Sommer,yann-sommer,Y. Sommer,G,183,12749,M,16206,EUR,598320000,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,yannsommer,,,,,,
11406753,away,Inter,Raffaele Di Gennaro,raffaele-di-gennaro,R. D. Gennaro,G,188,1343,M,301162,EUR,749606400,G,12,12,True,,,,,,,,,,,,,,,,,,,,,,,0,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406753,away,Inter,Yann Bisseck,yann-bisseck,Y. Bisseck,D,194,5415,M,906275,EUR,975456000,D,31,31,True,,,,,,,,,,,,,,,,,,,,,,,0,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406753,away,Inter,Matteo Darmian,matteo-darmian,M. Darmian,M,182,3779,M,19352,EUR,628560000,D,36,36,True,,,,,,,,,,,,,,,,,,,,,,,0,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406753,away,Inter,Hakan Çalhanoğlu,hakan-calhanoglu,H. Çalhanoğlu,M,178,32988,M,135700,EUR,760665600,M,20,20,True,,,,,,,,,,,,,,,,,,,,,,,0,,20,,,,,,,,,,,,,,,,,,,,,,,,HÇalhanoğlu,,,,,,
11406753,away,Inter,Stefano Sensi,stefano-sensi,S. Sensi,M,168,1044,M,294313,EUR,807580800,M,5,5,True,,,,,,,,,,,,,,,,,,,,,,,0,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406753,away,Inter,Federico Dimarco,federico-dimarco,F. Dimarco,M,174,15308,M,284361,EUR,879120000,D,32,32,True,,,,,,,,,,,,,,,,,,,,,,,0,,32,,,,,,,,,,,,,,,,,,,,,,,,dimarco32,,,,,,
11406753,away,Inter,Marcus Thuram,marcus-thuram,M. Thuram,F,192,25521,M,791702,EUR,870825600,F,9,9,True,,,,,,,,,,,,,,,,,,,,,,,0,,9,,,,,,,,,,,,,,,,,,,,,,,,m_thuram,,,,,,
