match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_accurateOppositionHalfPasses,stat_totalCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_totalOffside,stat_aerialLost,stat_aerialWon,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_fouls,stat_dispossessed,stat_totalContest,stat_wonContest,stat_unsuccessfulTouch,stat_wasFouled,stat_accurateCross,captain,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_keyPass,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_goalAssist,stat_bigChanceCreated,stat_bigChanceMissed,stat_goals
11693212,home,Manchester United,Marcus Rashford,,,marcus-rashford,M. Rashford,M,14,185,363363,M,Rashford,814590,EUR,878256000,F,10,10,True,10.0,8.0,1.0,1.0,1.0,1.0,9.0,,,,25.0,13.0,6.6,3.0,1,7.0,,,,,,,,,,,1.0,,,,,,,1.0,,,,,1.0,,,,,,,
11693212,home,Manchester United,Altay Bayındır,,,altay-bayindir,A. Bayındır,G,1,198,15107,M,altaybayindir,815890,EUR,892512000,G,1,1,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11693212,home,Manchester United,Jonny Evans,,,jonny-evans,J. Evans,D,,188,4300,M,6jevans,30144,EUR,568166400,D,35,35,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11693212,home,Manchester United,Scott McTominay,,,scott-mctominay,S. McTominay,M,8,193,25842,M,ScottMcTominay,879346,EUR,850003200,M,39,39,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11693212,home,Manchester United,Christian Eriksen,,,christian-eriksen,C. Eriksen,M,24,182,20679,M,chriseriksen8,105734,EUR,698025600,M,14,14,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11693212,away,Newcastle United,Martin Dúbravka,,,martin-dubravka,M. Dúbravka,G,1,190,3069,M,,42209,EUR,600825600,G,1,1,False,37.0,19.0,26.0,8.0,15.0,20.0,17.0,4.0,,2.0,90.0,41.0,7.0,18.0,0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,
11693212,away,Newcastle United,Valentino Livramento,,,valentino-livramento,V. Livramento,D,21,181,4844,M,,980634,EUR,1037059200,D,21,21,False,23.0,17.0,3.0,1.0,8.0,13.0,11.0,4.0,,,90.0,47.0,7.8,12.0,0,9.0,1.0,3.0,9.0,,,5.0,2.0,,1.0,1.0,2.0,,,,2.0,2.0,2.0,1.0,1.0,,,,,1.0,,,1.0,1.0,,
11693212,away,Newcastle United,Emil Krafth,,,emil-krafth,E. Krafth,D,17,184,1000,M,,150396,EUR,775785600,D,17,17,False,38.0,28.0,5.0,,23.0,27.0,11.0,,,,90.0,52.0,7.3,10.0,1,5.0,,3.0,4.0,,,,,,3.0,3.0,3.0,3.0,2.0,,,,,,1.0,,,1.0,,,,,,,1.0,
11693212,away,Newcastle United,Paul Dummett,,,paul-dummett,P. Dummett,D,,183,154,M,,185995,EUR,685843200,D,3,3,False,31.0,27.0,4.0,3.0,23.0,24.0,7.0,4.0,,,90.0,39.0,7.1,4.0,0,4.0,,1.0,5.0,,,,,,1.0,4.0,5.0,,,,,,,,1.0,,,,,,,,,,,
11693212,away,Newcastle United,Lewis Hall,Lewis Hall,,lewis-hall,L. Hall,D,3,179,4180,M,lewishall_10,1136730,EUR,1094601600,D,20,20,False,34.0,24.0,5.0,3.0,14.0,19.0,15.0,4.0,,,74.0,51.0,7.7,13.0,1,10.0,,2.0,4.0,1.0,,2.0,2.0,,,1.0,1.0,,1.0,1.0,,,,1.0,1.0,,,1.0,,,,,,,,1.0
11693212,away,Newcastle United,Sean Longstaff,,,sean-longstaff,S. Longstaff,M,8,187,1663,M,,866191,EUR,878169600,M,36,36,False,34.0,24.0,2.0,1.0,13.0,19.0,15.0,5.0,,,90.0,51.0,6.7,15.0,1,11.0,,7.0,7.0,2.0,1.0,2.0,,,1.0,2.0,2.0,,2.0,,3.0,1.0,,1.0,3.0,,True,,,,,,,,,
11693212,away,Newcastle United,Matt Targett,,,matt-targett,M. Targett,D,3,183,811,M,,368134,EUR,811382400,M,13,13,False,1.0,,,,,,1.0,,,,5.0,2.0,,1.0,0,,,,2.0,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,
11693212,away,Newcastle United,Joe Willock,,,joe-willock,J. Willock,M,28,186,2664,M,,888550,EUR,935107200,M,28,28,False,15.0,13.0,1.0,1.0,4.0,4.0,11.0,4.0,,,64.0,35.0,7.7,9.0,2,9.0,,3.0,3.0,,,1.0,1.0,1.0,,,1.0,,,1.0,1.0,1.0,,4.0,2.0,,,2.0,,,,,,,,1.0
11693212,away,Newcastle United,Matt Ritchie,,,matt-ritchie,M. Ritchie,M,30,173,299,M,,42699,EUR,621388800,F,11,11,False,19.0,16.0,,,11.0,13.0,10.0,4.0,,,75.0,31.0,6.8,9.0,1,6.0,4.0,5.0,3.0,1.0,1.0,2.0,1.0,,1.0,,,,,2.0,,1.0,,2.0,1.0,1.0,,,,2.0,,,,,,
11693212,away,Newcastle United,Anthony Gordon,,,gordon-anthony,A. Gordon,F,10,183,18379,M,AGordon,914902,EUR,982972800,F,10,10,False,14.0,13.0,,,2.0,2.0,12.0,1.0,,,64.0,22.0,6.7,5.0,0,11.0,,3.0,1.0,,,,,,1.0,,,,,1.0,1.0,1.0,1.0,3.0,,,,,,,,,,,,
11693212,away,Newcastle United,Joelinton,,,joelinton,Joelinton,M,7,186,10165,M,joelinton34,560128,EUR,839980800,F,7,7,False,33.0,29.0,1.0,,16.0,18.0,15.0,7.0,,,90.0,56.0,7.1,11.0,1,13.0,,9.0,6.0,1.0,,4.0,3.0,,,2.0,5.0,,2.0,3.0,5.0,,,2.0,,,,,1.0,2.0,,,1.0,,,
11693212,away,Newcastle United,Miguel Almirón,,,miguel-almiron,M. Almirón,M,10,174,8474,M,miguel_almiron,333373,EUR,760838400,M,24,24,True,25.0,20.0,4.0,2.0,6.0,6.0,20.0,4.0,,,85.0,42.0,8.0,13.0,1,14.0,1.0,6.0,6.0,,,5.0,4.0,,,,,,,,4.0,3.0,1.0,1.0,,,,1.0,,2.0,,,,,,1.0
11693212,away,Newcastle United,Bruno Guimarães,,,bruno-guimaraes,B. Guimarães,M,39,182,31704,M,BrunoGuimarães,866469,EUR,879638400,M,39,39,True,12.0,7.0,2.0,1.0,4.0,5.0,7.0,3.0,,,26.0,22.0,7.0,5.0,1,3.0,,1.0,4.0,,,1.0,1.0,,1.0,,,1.0,2.0,1.0,,,,,3.0,,,,1.0,,,,,,,
11693212,away,Newcastle United,Callum Wilson,,,callum-wilson,C. Wilson,F,9,180,3249,M,,113956,EUR,699148800,F,9,9,True,5.0,2.0,,,,,5.0,,,,26.0,10.0,7.0,4.0,1,2.0,,2.0,3.0,,,,,,2.0,2.0,1.0,,,,,,,1.0,1.0,,,,1.0,1.0,,,,1.0,,
11693212,away,Newcastle United,Dan Burn,,,dan-burn,D. Burn,D,33,201,4556,M,,99090,EUR,705369600,D,33,33,True,6.0,6.0,1.0,1.0,3.0,3.0,3.0,2.0,,,16.0,11.0,6.8,,0,3.0,,,2.0,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
11693212,away,Newcastle United,Kieran Trippier,,,kieran-trippier,K. Trippier,D,2,174,8330,M,ktrippier2,69256,EUR,653702400,D,2,2,True,8.0,6.0,1.0,,4.0,4.0,7.0,1.0,,,15.0,17.0,6.7,5.0,0,2.0,3.0,,,,,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,
11693212,away,Newcastle United,Loris Karius,,,loris-karius,L. Karius,G,1,190,1753,M,,174135,EUR,740707200,G,18,18,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11693212,away,Newcastle United,Amadou Diallo,,,diallo-amadou,A. Diallo,D,16,166,172,M,,1000449,EUR,1045267200,F,49,49,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11693212,away,Newcastle United,Ben Parkinson,Ben Parkinson,,parkinson-ben,B. Parkinson,D,27,183,98,M,,1409087,EUR,1110412800,F,63,63,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11693212,away,Newcastle United,Jamaal Lascelles,,,jamaal-lascelles,J. Lascelles,D,24,188,1028,M,,153444,EUR,752976000,D,6,6,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
