match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_totalClearance,stat_outfielderBlock,stat_errorLeadToAGoal,stat_totalCross,stat_accurateCross,stat_duelWon,stat_totalContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,captain,stat_aerialWon,stat_challengeLost,stat_wonContest,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_unsuccessfulTouch,stat_errorLeadToAShot,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_totalOffside,stat_goals,player_sofascoreId
14053592,home,SC Telstar,Ronald Koeman Jr,ronald-koeman-jr,R. K. Jr,G,1,180.0,144,M,268701,EUR,801187200,G,1,1,False,45.0,38.0,17.0,10.0,0.0,36.0,37.0,2.0,8.0,6.0,1.0,1.0,90.0,47.0,6.6,7.0,0.00225896,0.1272,0,0.2639,0.1,0.04,-0.14,-0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053592,home,SC Telstar,Devon Koswal,devon-koswal,D. Koswal,D,21,180.0,64,M,1068610,EUR,1061337600,D,21,21,False,38.0,33.0,3.0,2.0,0.0,20.0,21.0,13.0,17.0,2.0,,,73.0,46.0,5.7,6.0,0.0105212,,0,,0.12,0.11,-0.56,,Dewon Koswal,,3.0,4.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053592,home,SC Telstar,Guus Offerhaus,guus-offerhaus,G. Offerhaus,M,4,185.0,43,M,1047396,EUR,978480000,D,4,4,False,62.0,55.0,7.0,4.0,0.0,41.0,42.0,14.0,20.0,6.0,,,90.0,80.0,6.2,14.0,0.0384272,,0,,0.25,0.13,-0.21,,,,3.0,7.0,2.0,3.0,,,5.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
14053592,home,SC Telstar,Danny Bakker,danny-bakker,D. Bakker,D,6,178.0,77,M,302690,EUR,790214400,D,6,6,False,78.0,68.0,10.0,6.0,0.0,40.0,42.0,28.0,36.0,6.0,,,90.0,97.0,7.2,10.0,0.125405,,2,,0.35,0.21,-0.36,,,,2.0,4.0,,4.0,,,,,10.0,3.0,1.0,1.0,1.0,1.0,1.0,True,3.0,1.0,3.0,1.0,1.0,1.0,3.0,0.2278,0.2006,-0.54,,,,,,,
14053592,home,SC Telstar,Tyrese Noslin,noslin-tyrese,T. Noslin,M,11,182.0,127,M,1469336,EUR,1031702400,M,11,11,False,29.0,20.0,5.0,,0.0,10.0,14.0,10.0,15.0,8.0,,,90.0,60.0,6.3,18.0,0.0387618,,4,,0.05,0.18,0.25,,Tyrese Noslin,,2.0,7.0,1.0,,2.0,,4.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,,,,,,1.0,,4.0,,0.3592,0.4311,-0.53,2.0,,,,,,
14053592,home,SC Telstar,Tyrone Owusu,tyrone-owusu,T. Owusu,M,8,181.0,213,M,1084609,EUR,920592000,M,8,8,False,39.0,34.0,1.0,1.0,0.0,19.0,21.0,15.0,18.0,3.0,,,90.0,48.0,6.5,7.0,0.0285584,,1,,-0.01,0.15,-0.22,,Tyrone Owusu,,,3.0,1.0,,,,1.0,,4.0,2.0,1.0,1.0,1.0,2.0,,,,,2.0,,1.0,,1.0,0.0254,,-0.1,,1.0,,,,,
14053592,home,SC Telstar,Nils Rossen,nils-rossen,N. Rossen,M,17,181.0,81,M,1150154,EUR,1122854400,M,17,17,False,31.0,30.0,2.0,2.0,0.0,16.0,16.0,14.0,15.0,3.0,,,86.0,42.0,6.8,3.0,0.0523452,,0,,0.14,0.03,-0.13,,Nils,Rossen,1.0,4.0,1.0,,,,,,3.0,,,1.0,1.0,1.0,2.0,,,1.0,,,,,2.0,,,,1.0,,1.0,,,,
14053592,home,SC Telstar,Jeff Hardeveld,jeff-hardeveld,J. Hardeveld,M,2,184.0,72,M,385300,EUR,793843200,M,2,2,False,28.0,21.0,3.0,2.0,0.0,12.0,13.0,9.0,15.0,3.0,,,73.0,56.0,7.4,18.0,0.782838,,0,,0.64,0.0,-0.16,,,,,3.0,,2.0,,,8.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,,1.0,1.0,,,,,1.0,,,,,,1.0,,,,
14053592,home,SC Telstar,Soufiane Hetli,soufiane-hetli,S. Hetli,F,7,186.0,108,M,1548838,EUR,991180800,F,7,7,False,7.0,3.0,,,0.0,1.0,1.0,2.0,6.0,1.0,,,45.0,18.0,5.4,11.0,0.251869,,2,,-0.26,-0.7,-0.05,,Soufiane Hetli,,,6.0,2.0,,,,1.0,,,2.0,,,,2.0,,,,,,,,,,0.1488,,-0.37,2.0,,,2.0,,,
14053592,home,SC Telstar,Patrick Brouwer,patrick-brouwer,P. Brouwer,F,27,176.0,92,M,1066319,EUR,984960000,F,27,27,False,27.0,16.0,3.0,2.0,0.0,4.0,5.0,12.0,22.0,6.0,,,90.0,43.0,6.5,19.0,0.023774,,1,,0.05,0.26,0.14,,,,,5.0,3.0,,,,1.0,,4.0,2.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,1.0,,1.0,0.0806,,-0.17,3.0,,,,,,
