match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_outfielderBlock,stat_penaltyConceded,stat_fouls,stat_shotOffTarget,stat_expectedGoals,stat_keyPass,stat_accurateCross,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_blockedScoringAttempt,captain,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goals,stat_aerialWon,stat_totalOffside,player_sofascoreId,stat_goodHighClaim,stat_punches
12437669,home,Las Palmas,Jasper Cillessen,,,jasper-cillessen,J. Cillessen,G,22,185.0,1502,M,123865,EUR,609206400,G,1,1,False,33.0,20.0,20.0,7.0,0.0,17.0,24.0,3.0,9.0,9.0,2.0,1.0,7.0,90.0,47.0,7.8,13.0,0.00044749,0,0.4051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437669,home,Las Palmas,Marvin Park,,,park-marvin,M. Park,D,2,177.0,650,M,960401,EUR,952387200,D,2,2,False,31.0,27.0,2.0,2.0,0.0,14.0,15.0,13.0,18.0,5.0,,,,90.0,58.0,7.0,9.0,0.0148529,0,,2.0,1.0,5.0,7.0,3.0,1.0,5.0,1.0,6.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
12437669,home,Las Palmas,Alex Suárez,,,alex-suarez,A. Suárez,D,4,179.0,259,M,914848,EUR,725846400,D,4,4,False,37.0,32.0,6.0,2.0,0.0,31.0,33.0,1.0,4.0,3.0,,,,90.0,54.0,6.5,6.0,0.00052078,0,,,,3.0,3.0,1.0,,7.0,1.0,3.0,2.0,1.0,,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,
12437669,home,Las Palmas,Scott McKenna,,,scott-mckenna,S. McKenna,D,26,188.0,973,M,358108,EUR,847756800,D,15,15,False,31.0,26.0,4.0,2.0,0.0,24.0,29.0,2.0,2.0,2.0,,,,90.0,46.0,7.0,6.0,0.00237535,0,,,1.0,2.0,2.0,1.0,,7.0,,2.0,1.0,1.0,,3.0,,,,,,,,,,,,,,,,,,,,
12437669,home,Las Palmas,Mika Mármol,,,mika-marmol,M. Mármol,D,3,181.0,783,M,979146,EUR,993945600,D,3,3,False,37.0,33.0,1.0,,0.0,21.0,24.0,12.0,15.0,1.0,,,,90.0,58.0,6.9,9.0,0.00387877,1,,2.0,1.0,4.0,3.0,2.0,,1.0,4.0,3.0,1.0,,,1.0,,1.0,1.0,0.012,,,,,,,,,,,,,,,,
12437669,home,Las Palmas,José Campaña,,,jose-campana,J. Campaña,M,20,179.0,241,M,96373,EUR,738806400,M,8,8,False,56.0,52.0,4.0,3.0,0.0,29.0,30.0,23.0,30.0,8.0,,,,81.0,69.0,7.2,8.0,0.0295959,0,,4.0,,,4.0,,,2.0,2.0,1.0,1.0,,3.0,,,,,,1.0,,,,,,,,,,,,,,,
12437669,home,Las Palmas,Sandro Ramírez,,,sandro-ramirez,S. Ramírez,M,19,175.0,945,M,188407,EUR,805248000,M,19,19,False,20.0,17.0,1.0,,0.0,12.0,13.0,6.0,11.0,3.0,,,,78.0,42.0,6.9,8.0,0.0115183,2,,4.0,,2.0,6.0,,1.0,2.0,3.0,1.0,1.0,1.0,3.0,,,1.0,1.0,0.3283,,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,
12437669,home,Las Palmas,Javier Muñoz,,,javier-munoz,J. Muñoz,M,14,179.0,313,M,353154,EUR,793929600,M,5,5,False,51.0,44.0,4.0,2.0,0.0,29.0,33.0,16.0,19.0,2.0,,,,90.0,59.0,6.6,9.0,0.133568,1,,1.0,,4.0,1.0,2.0,1.0,2.0,1.0,,,1.0,1.0,,,1.0,1.0,0.0268,1.0,1.0,,,,,,,,,,,,,,
12437669,home,Las Palmas,Kirian Rodríguez,,,kirian-rodriguez,K. Rodríguez,M,20,180.0,441,M,964985,EUR,825984000,M,20,20,False,62.0,56.0,3.0,3.0,0.0,27.0,30.0,29.0,32.0,6.0,,,,81.0,73.0,7.2,9.0,0.178145,1,,,,6.0,3.0,2.0,1.0,,,1.0,1.0,1.0,,,,2.0,,0.0465,1.0,,3.0,2.0,,,True,1.0,1.0,0.03,,,,,,
12437669,home,Las Palmas,Alberto Moleiro,,,alberto-moleiro,A. Moleiro,M,20,172.0,3634,M,1012444,EUR,1064880000,M,10,10,False,24.0,23.0,,,0.0,10.0,10.0,13.0,14.0,1.0,,,,61.0,46.0,7.5,9.0,0.0162971,1,,,,7.0,8.0,1.0,2.0,,,4.0,2.0,3.0,,,,1.0,,0.286,1.0,,7.0,4.0,,,,,1.0,0.8173,1.0,,,,,
