match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_totalKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_jerseyNumber,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_keyPass,stat_aerialWon,stat_dispossessed,stat_outfielderBlock,stat_aerialLost,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_bigChanceCreated,stat_shotOffTarget,captain,stat_wonContest,stat_onTargetScoringAttempt,stat_bigChanceMissed,stat_goals,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_lastManTackle,stat_penaltyConceded,stat_hitWoodwork,stat_totalOffside
11453028,home,Al Raed,André Moreira,André,Moreira,andre-moreira,A. Moreira,G,195.0,72,M,576272,EUR,817862400,G,1,1,False,22.0,18.0,9.0,5.0,0.0,16.0,17.0,2.0,5.0,2.0,1.0,90.0,23.0,6.0,4.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453028,home,Al Raed,Mohammed Al-Dosari,,,mohammed-al-dosari,M. Al-Dosari,D,,12,M,970908,EUR,931651200,D,32,32,False,35.0,29.0,3.0,1.0,0.0,13.0,14.0,17.0,27.0,7.0,,90.0,52.0,6.7,12.0,0,32,6.0,1.0,5.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
11453028,home,Al Raed,Oumar Gonzalez,,,oumar-gonzalez,O. Gonzalez,D,186.0,312,M,842744,EUR,888364800,D,21,21,False,52.0,48.0,6.0,5.0,0.0,28.0,29.0,20.0,23.0,8.0,,90.0,63.0,6.6,6.0,0,21,,,3.0,3.0,,1.0,2.0,1.0,,,1.0,1.0,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,
11453028,home,Al Raed,Mamadou Loum,,,mamadou-loum,M. Loum,M,193.0,526,M,796059,EUR,851904000,D,5,5,False,44.0,39.0,5.0,2.0,0.0,28.0,30.0,11.0,14.0,6.0,,89.0,54.0,6.6,6.0,1,21,,,2.0,5.0,1.0,,4.0,,2.0,1.0,1.0,,,2.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,
11453028,home,Al Raed,Hamad Al-Jayzani,,,hamad-al-jayzani,H. Al-Jayzani,D,176.0,11,M,802975,EUR,731203200,D,28,28,False,32.0,30.0,,,0.0,8.0,10.0,24.0,27.0,5.0,,89.0,54.0,6.9,5.0,1,28,5.0,2.0,4.0,1.0,,,2.0,1.0,1.0,1.0,,3.0,3.0,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,
11453028,home,Al Raed,Mohamed Fouzair,,,mohamed-fouzair,M. Fouzair,M,168.0,271,M,893191,EUR,693532800,M,10,10,False,16.0,14.0,2.0,2.0,0.0,4.0,4.0,14.0,18.0,2.0,,90.0,34.0,6.9,7.0,1,,6.0,4.0,2.0,3.0,,1.0,,2.0,2.0,2.0,,,1.0,,2.0,,,,1.0,,,True,1.0,1.0,,,,,,,,,
11453028,home,Al Raed,Mathias Normann,,,mathias-normann,M. Normann,M,179.0,189,M,565686,EUR,833241600,M,8,8,False,57.0,49.0,10.0,6.0,0.0,23.0,24.0,26.0,33.0,3.0,,90.0,75.0,6.6,12.0,2,12,,,10.0,4.0,,3.0,1.0,1.0,1.0,,2.0,7.0,1.0,,1.0,,,1.0,1.0,,,,1.0,1.0,,,,,,,,,
11453028,home,Al Raed,Mansour Al Bishi,,,mansour-al-bishi,M. A. Bishi,M,168.0,20,M,982351,EUR,956534400,M,14,14,False,31.0,28.0,1.0,,0.0,6.0,6.0,22.0,25.0,4.0,,90.0,44.0,6.6,7.0,1,14,,,5.0,5.0,,4.0,1.0,1.0,,,2.0,1.0,,,2.0,,1.0,,1.0,,1.0,,3.0,,,,,,,,,,
11453028,home,Al Raed,Yahya Sunbul,,,sunbul-yahya,Y. Sunbul,M,166.0,9,M,958020,EUR,884131200,M,45,45,False,25.0,20.0,,,0.0,3.0,3.0,17.0,22.0,3.0,,65.0,42.0,6.4,10.0,2,45,,,9.0,5.0,2.0,5.0,,,1.0,,1.0,1.0,1.0,,2.0,,2.0,,1.0,,,,3.0,2.0,1.0,,,,,,,,
11453028,home,Al Raed,Amir Saâyoud,,,amir-saayoud,A. Saâyoud,F,170.0,2347,M,309154,EUR,654652800,F,7,7,False,40.0,30.0,3.0,2.0,0.0,3.0,3.0,27.0,43.0,,,90.0,64.0,7.5,21.0,3,11,6.0,,4.0,7.0,1.0,7.0,,,1.0,,1.0,,2.0,,1.0,,,1.0,1.0,1.0,1.0,,5.0,1.0,,,,,,,,,
