match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_aerialWon,stat_interceptionWon,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,captain,stat_aerialLost,stat_dispossessed,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_shotValueNormalized,stat_bigChanceCreated,stat_outfielderBlock,stat_wasFouled,stat_shotOffTarget,stat_bigChanceMissed,player_firstName,player_lastName,stat_accurateCross,stat_blockedScoringAttempt,stat_hitWoodwork,stat_goals,stat_totalOffside
14771946,home,Al-Khaleej,Anthony Moris,anthony-moris,A. Moris,G,49,184.0,295,M,39457,EUR,641347200.0,G,49,49,False,27.0,25.0,7.0,5.0,0.0,23.0,24.0,2.0,3.0,1.0,8.0,1.0,1.0,3.0,1.0,1.0,90.0,34.0,7.0,2.0,0.00105891,63.193367389512,8.0,27.825,7.665,0.1305,0,-0.3477,0.11,0.02,-0.01,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14771946,home,Al-Khaleej,Saeed Al Hamsal,saeed-al-hamsal,S. A. Hamsal,D,39,176.0,21,M,818563,EUR,829785600.0,D,39,39,False,39.0,33.0,2.0,2.0,0.0,21.0,23.0,12.0,16.0,1.0,4.0,,,,,,90.0,59.0,6.2,13.0,0.00773633,19.310215614298,3.0,6.195,2.625,,0,,0.02,-0.26,-0.21,,1.0,5.0,3.0,1.0,3.0,1.0,2.0,2.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
14771946,home,Al-Khaleej,Bart Schenkeveld,bart-schenkeveld,B. Schenkeveld,D,4,184.0,280,M,99150,EUR,683337600.0,D,4,4,False,41.0,40.0,2.0,1.0,0.0,28.0,28.0,12.0,13.0,2.0,3.0,,,,,,83.0,47.0,7.0,1.0,0.00311841,168.13047993759,18.0,85.26,19.53,,0,,0.06,0.11,0.17,,,1.0,2.0,,,,1.0,1.0,,1.0,1.0,1.0,20.348165617569,1.0,,,,,,,,,,,,,,,,,,,,
14771946,home,Al-Khaleej,Mohammed Al-Khabrani,mohammed-al-khabrani,M. Al-Khabrani,D,3,178.0,21,M,818696,EUR,750556800.0,D,3,3,False,66.0,63.0,3.0,1.0,0.0,37.0,38.0,26.0,28.0,5.0,1.0,,,,,,90.0,80.0,6.6,5.0,0.0341169,186.29156246245,20.0,135.24,21.105,,1,,0.3,0.12,-0.12,,,4.0,3.0,,,,3.0,1.0,1.0,,,1.0,,,True,3.0,1.0,1.0,0.0871,0.3588,1.0,-0.51,,,,,,,,,,,,
14771946,home,Al-Khaleej,Pedro Rebocho,pedro-rebocho,P. Rebocho,D,5,172.0,204,M,190139,EUR,790819200.0,D,5,5,False,64.0,57.0,1.0,,2.0,23.0,23.0,34.0,41.0,1.0,10.0,,,,,,83.0,73.0,7.3,10.0,0.0349399,124.56194950818,14.0,117.285,20.37,,0,,0.17,0.16,-0.01,,2.0,3.0,2.0,1.0,,,,,1.0,1.0,2.0,1.0,42.424833812584,2.0,,1.0,,,,,2.0,,1.0,,,,,,,,,,,
14771946,home,Al-Khaleej,Dimitrios Kourbelis,dimitrios-kourbelis,D. Kourbelis,M,21,182.0,579,M,128089,EUR,752198400.0,M,21,21,False,89.0,82.0,6.0,3.0,0.0,38.0,38.0,44.0,51.0,1.0,11.0,,,,,,90.0,103.0,7.5,10.0,0.0577191,321.57263855458,34.0,173.88,25.725,,1,,0.45,0.33,0.14,,,5.0,5.0,,3.0,2.0,1.0,1.0,1.0,1.0,,1.0,79.756153486711,4.0,,2.0,1.0,1.0,0.1627,0.634,,0.01,,2.0,2.0,,,,,,,,,
14771946,home,Al-Khaleej,Majed Omar Kanabah,majed-omar-kanabah,M. O. Kanabah,M,12,172.0,36,M,828444,EUR,730771200.0,M,12,12,False,56.0,52.0,,,0.0,26.0,27.0,26.0,29.0,,2.0,,,,,,78.0,61.0,6.4,5.0,0.020169,55.497108293983,10.0,24.36,7.245,,2,,0.04,0.08,-0.02,,,5.0,1.0,,,,1.0,1.0,1.0,4.0,,,,,,1.0,,,0.1121,,,-0.32,,,,2.0,,,,,,,,
14771946,home,Al-Khaleej,Mansour Hamzi,mansour-hamzi,M. Hamzi,M,15,170.0,31,M,818581,EUR,738892800.0,M,15,15,False,27.0,22.0,2.0,2.0,0.0,7.0,7.0,15.0,20.0,1.0,,,,,,,66.0,35.0,7.1,7.0,0.04923,67.472888016722,12.0,32.445,10.5,,1,,0.0,0.33,0.15,,2.0,1.0,3.0,,1.0,1.0,1.0,,,1.0,1.0,1.0,15.194970006095,2.0,,,,1.0,0.1427,0.1828,1.0,0.07,,,,,1.0,,,,,,,
14771946,home,Al-Khaleej,Kostas Fortounis,kostas-fortounis,K. Fortounis,M,10,183.0,2903,M,115577,EUR,719193600.0,M,10,10,False,75.0,65.0,10.0,5.0,0.0,22.0,22.0,43.0,53.0,,1.0,,,,,,90.0,101.0,9.0,21.0,0.485455,338.5928103071,35.0,120.645,25.095,,3,,0.63,0.48,-0.06,,10.0,2.0,6.0,,4.0,2.0,,,1.0,,,,92.830760718896,5.0,,,,1.0,0.4494,0.5699,3.0,0.48,2.0,,4.0,1.0,,,,2.0,1.0,1.0,1.0,
14771946,home,Al-Khaleej,Giorgos Masouras,giorgos-masouras,G. Masouras,M,9,184.0,1890,M,592560,EUR,757382400.0,M,9,9,False,29.0,24.0,2.0,1.0,0.0,5.0,5.0,19.0,24.0,1.0,7.0,,,,,,90.0,51.0,9.2,12.0,0.436361,140.53263341355,14.0,116.025,23.1,,4,,0.25,0.73,-0.14,,3.0,7.0,5.0,2.0,3.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,102.50851365566,7.0,,,1.0,3.0,0.7225,1.4658,3.0,0.82,,,1.0,1.0,,,,2.0,,,2.0,
14771946,home,Al-Khaleej,Joshua King,joshua-king,J. King,F,7,180.0,2230,M,100621,EUR,695433600.0,F,7,7,False,22.0,17.0,1.0,,1.0,5.0,5.0,12.0,17.0,1.0,4.0,,,,,,83.0,34.0,7.4,11.0,0.156321,54.962366897479,9.0,14.175,6.195,,2,,0.14,-0.53,0.13,,,5.0,5.0,,2.0,,1.0,,4.0,3.0,2.0,,,,,,,1.0,1.1321,0.9607,2.0,0.28,2.0,,2.0,1.0,1.0,,,,,,1.0,
14771946,home,Al-Khaleej,Paolo Fernandes,fernandes-paolo,P. Fernandes,M,11,167.0,402,M,851099,EUR,902620800.0,M,11,11,True,7.0,6.0,,,0.0,2.0,3.0,4.0,4.0,,1.0,,,,,,24.0,17.0,6.6,6.0,0.0115482,108.28277021967,10.0,55.86,32.76,,1,,0.0,0.27,-0.11,,1.0,3.0,4.0,1.0,4.0,2.0,,,1.0,,,,72.948559596698,4.0,,,,1.0,0.4512,0.3582,,-0.51,,,2.0,,1.0,,,,,,,
14771946,home,Al-Khaleej,Ali Abdoulraouf Alabdrabalnabi,ali-abdoulraouf-alabdrabalnabi,A. A. Alabdrabalnabi,M,24,,10,M,2040371,EUR,1072915200.0,M,24,24,True,7.0,7.0,,,0.0,6.0,6.0,1.0,1.0,2.0,,,,,,,12.0,9.0,6.3,,0.00047257,43.506783080002,5.0,24.675,10.605,,0,,-0.05,0.05,-0.12,,,2.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,Ali Abdoulraouf Alabdrabalnabi,,,,,,
