match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_aerialLost,stat_outfielderBlock,stat_shotOffTarget,stat_expectedGoals,stat_shotValueNormalized,captain,stat_dispossessed,stat_blockedScoringAttempt,stat_accurateCross,stat_bigChanceCreated,stat_totalOffside,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_lastManTackle,stat_goals,player_sofascoreId
14109607,home,Çaykur Rizespor,Erdem Canpolat,Erdem Canpolat,,erdem-canpolat,E. Canpolat,G,1,194,88,M,1066726,EUR,987120000,G,1,1,False,30.0,13.0,20.0,4.0,0.0,10.0,11.0,3.0,19.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,90.0,38.0,5.9,18.0,0.00089993,0.0098,0,-1.386,0.01,-0.07,-0.28,-0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109607,home,Çaykur Rizespor,Taha Şahin,Taha Sahin,,taha-sahin,T. Şahin,D,37,178,236,M,1394729,EUR,972172800,D,37,37,False,43.0,33.0,5.0,3.0,0.0,16.0,19.0,17.0,24.0,4.0,4.0,,,,,,90.0,70.0,6.7,15.0,0.0385797,,0,,0.3,0.13,-0.42,,3.0,1.0,4.0,4.0,2.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,
14109607,home,Çaykur Rizespor,Attila Mocsi,,,attila-mocsi,A. Mocsi,D,4,188,454,M,889382,EUR,959558400,D,4,4,False,29.0,26.0,3.0,2.0,0.0,22.0,24.0,4.0,5.0,12.0,1.0,,,,,,81.0,46.0,7.1,3.0,0.00096117,,0,,0.02,0.05,0.22,,,6.0,7.0,8.0,2.0,,,,2.0,1.0,,,1.0,,4.0,1.0,,,,,,,,,,,,,,,
14109607,home,Çaykur Rizespor,Samet Akaydın,,,samet-akaydin,S. Akaydın,D,3,190,967,M,863600,EUR,763516800,D,3,3,False,41.0,41.0,4.0,4.0,0.0,26.0,26.0,15.0,15.0,11.0,1.0,,,,,,90.0,67.0,7.2,1.0,0.0609607,,1,,0.13,0.08,-0.04,,,5.0,5.0,9.0,,,,3.0,2.0,1.0,1.0,2.0,,2.0,5.0,2.0,1.0,0.0615,-0.09,,,,,,,,,,,,
14109607,home,Çaykur Rizespor,Casper Højer,,,casper-hojer,C. Højer,D,5,183,146,M,281233,EUR,785289600,D,5,5,False,41.0,33.0,9.0,4.0,0.0,21.0,24.0,12.0,17.0,7.0,2.0,,,,,,90.0,72.0,6.4,20.0,0.325993,,1,,0.23,0.06,-0.5,,7.0,1.0,5.0,4.0,1.0,3.0,1.0,,2.0,1.0,1.0,,,,1.0,,,0.0111,-0.02,True,1.0,1.0,,,,,,,,,
14109607,home,Çaykur Rizespor,Mithat Pala,,,mithat-pala,M. Pala,D,54,172,54,M,1016393,EUR,966297600,M,54,54,False,46.0,40.0,3.0,2.0,0.0,26.0,28.0,14.0,18.0,1.0,10.0,,,,,,90.0,64.0,6.9,10.0,0.0606039,,0,,0.07,0.33,-0.06,,1.0,4.0,7.0,7.0,2.0,,,1.0,1.0,,3.0,3.0,,1.0,4.0,,,,,,1.0,,1.0,1.0,,,,,,,
14109607,home,Çaykur Rizespor,Giannis Papanikolaou,,,giannis-papanikolaou,G. Papanikolaou,M,6,182,211,M,856988,EUR,911347200,M,6,6,False,22.0,17.0,2.0,2.0,0.0,10.0,13.0,7.0,9.0,11.0,2.0,,,,,,59.0,44.0,6.9,9.0,0.0100404,,0,,0.05,0.06,0.16,,,3.0,3.0,5.0,1.0,1.0,,3.0,2.0,1.0,2.0,,1.0,,,,,,,,,,,,,,,,,,
14109607,home,Çaykur Rizespor,Ibrahim Olawoyin,,,ibrahim-olawoyin,I. Olawoyin,M,10,178,457,M,1008173,EUR,880934400,M,10,10,False,31.0,22.0,6.0,1.0,0.0,12.0,15.0,10.0,16.0,2.0,9.0,,,,,,90.0,57.0,6.9,19.0,0.168119,,0,,0.3,0.31,0.0,,,2.0,11.0,11.0,,1.0,,1.0,4.0,2.0,4.0,5.0,1.0,1.0,4.0,,,,,,5.0,,,1.0,,,,,,,
14109607,home,Çaykur Rizespor,Qazim Laci,,,qazim-laci,Q. Laci,M,20,173,985,M,284395,EUR,822009600,M,20,20,False,25.0,20.0,6.0,5.0,0.0,10.0,12.0,10.0,13.0,1.0,3.0,,,,,,68.0,37.0,6.7,11.0,0.268603,,1,,0.23,0.02,-0.08,,1.0,1.0,4.0,2.0,1.0,,,,1.0,1.0,4.0,,1.0,2.0,1.0,,,0.0362,-0.09,,1.0,1.0,,1.0,1.0,,,,,,
14109607,home,Çaykur Rizespor,Valentin Mihăilă,,,valentin-mihaila,V. Mihăilă,M,7,177,3254,M,925242,EUR,949449600,M,7,7,False,17.0,13.0,2.0,1.0,0.0,5.0,7.0,8.0,10.0,2.0,2.0,,,,,,59.0,32.0,6.5,9.0,0.0494046,,1,,0.07,0.1,0.18,,,1.0,6.0,5.0,1.0,2.0,2.0,,1.0,1.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,0.0551,-0.15,,1.0,,,,,,,,,,
