match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_aerialLost,stat_duelLost,stat_bigChanceCreated,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_shotValueNormalized,stat_aerialWon,stat_duelWon,stat_challengeLost,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_errorLeadToAGoal,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_totalContest,stat_wonContest,stat_hitWoodwork,stat_wasFouled,stat_goals,captain,stat_totalOffside,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,player_sofascoreId
14035902,home,Royal Antwerp FC,Taishi Brandon Nozawa,,,taishi-brandon-nozawa,T. B. Nozawa,G,41,191.0,524,M,1002358,EUR,1040774400,G,41,41,False,27.0,15.0,21.0,9.0,0.0,8.0,9.0,7.0,18.0,1.0,8.0,3.0,1.0,1.0,1.0,90.0,37.0,7.0,13.0,0.00248665,0.4998,0,0.4114,0.05,0.01,-0.06,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14035902,home,Royal Antwerp FC,Zeno Van Den Bosch,,,van-den-bosch-zeno,Z. V. D. Bosch,D,33,191.0,594,M,1103765,EUR,1057449600,D,33,33,False,34.0,15.0,17.0,6.0,0.0,9.0,15.0,6.0,19.0,1.0,2.0,,,,,90.0,48.0,6.6,21.0,0.00956581,,2,,0.12,0.02,-0.24,,3.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,0.3252,0.7718,2.0,0.27,,,,,,,,,,,,,,,,,,,,,,
14035902,home,Royal Antwerp FC,Yuto Tsunashima,Yuto Tsunashima,,tsunashima-yuto,Y. Tsunashima,D,4,188.0,256,M,1470622,EUR,966297600,D,4,4,False,26.0,19.0,7.0,4.0,0.0,15.0,19.0,4.0,7.0,3.0,2.0,,,,,90.0,42.0,7.0,8.0,0.00230575,,2,,0.07,0.03,0.32,,3.0,7.0,,,1.0,2.0,,3.0,0.3325,0.2657,,0.11,3.0,7.0,1.0,1.0,1.0,2.0,4.0,1.0,,,,,,,,,,,,,,
14035902,home,Royal Antwerp FC,Rosen Bozhinov,Rosen Bozhinov,,rosen-bozhinov,R. Bozhinov,D,2,195.0,619,M,1152943,EUR,1106438400,D,26,26,False,40.0,28.0,4.0,,0.0,24.0,28.0,4.0,12.0,5.0,8.0,,,,,90.0,53.0,6.1,15.0,0.00079225,,1,,-0.13,0.04,-0.18,,3.0,8.0,,,1.0,2.0,3.0,5.0,0.0526,0.2251,,0.1,7.0,7.0,,,,1.0,,,1.0,,,,,,,,,,,,,
14035902,home,Royal Antwerp FC,Farouck Adekami,Farouck Adekami,,farouck-adekami,F. Adekami,M,22,,253,M,1920581,EUR,1139788800,M,22,22,False,14.0,8.0,1.0,,0.0,5.0,6.0,3.0,8.0,,2.0,,,,,79.0,50.0,7.7,21.0,0.270323,,3,,0.49,0.39,-0.05,,2.0,9.0,1.0,,3.0,1.0,8.0,2.0,0.0913,0.2115,2.0,-0.29,1.0,13.0,,,,,1.0,1.0,,5.0,4.0,2.0,8.0,5.0,1.0,6.0,,,,,,
14035902,home,Royal Antwerp FC,Mauricio Benitez,Mauricio Benitez,,mauricio-benitez,M. Benitez,M,16,185.0,390,M,1402224,EUR,1075766400,M,16,16,False,31.0,23.0,2.0,1.0,0.0,14.0,16.0,9.0,15.0,2.0,10.0,,,,,79.0,47.0,8.2,10.0,0.134717,,2,,0.22,0.11,0.17,,2.0,3.0,,,2.0,1.0,2.0,1.0,0.0999,0.3372,1.0,0.62,3.0,5.0,,,,1.0,1.0,,,,,,1.0,1.0,,,1.0,,,,,
14035902,home,Royal Antwerp FC,Andreas Verstraeten,Andreas,Verstraeten,andreas-verstraeten,A. Verstraeten,M,21,178.0,127,M,1465835,EUR,1136851200,M,21,21,False,25.0,17.0,7.0,3.0,0.0,12.0,16.0,5.0,9.0,,3.0,,,,,79.0,47.0,6.5,20.0,0.0202608,,0,,0.09,0.07,-0.16,,2.0,8.0,,,,1.0,2.0,1.0,,,,,2.0,6.0,2.0,,,,1.0,1.0,,6.0,,2.0,3.0,2.0,,1.0,,,,,,
14035902,home,Royal Antwerp FC,Daam Foulon,,,daam-foulon,D. Foulon,M,5,180.0,205,M,826170,EUR,922147200,M,5,5,False,7.0,2.0,4.0,,0.0,1.0,2.0,1.0,5.0,,2.0,,,,,22.0,17.0,6.8,10.0,0.298789,,0,,0.3,0.06,-0.01,,,1.0,1.0,,,1.0,2.0,,,,1.0,,1.0,1.0,,,,,,,,2.0,,,1.0,,,,,,,,,
14035902,home,Royal Antwerp FC,Thibo Somers,,,somers-thibo,T. Somers,F,24,183.0,225,M,1002804,EUR,921542400,F,24,24,False,22.0,14.0,2.0,,0.0,4.0,5.0,10.0,17.0,2.0,1.0,,,,,90.0,53.0,7.0,20.0,0.059063,,1,,0.01,0.15,0.14,,3.0,3.0,,1.0,,,2.0,,0.0489,,1.0,,1.0,4.0,,,,,2.0,1.0,,3.0,,,,,,1.0,,,,,,
14035902,home,Royal Antwerp FC,Vincent Janssen,,,vincent-janssen,V. Janssen,F,18,184.0,1452,M,339901,EUR,771552000,F,18,18,False,14.0,11.0,2.0,1.0,0.0,5.0,5.0,6.0,9.0,2.0,3.0,,,,,90.0,39.0,6.6,12.0,0.0072182,,4,,-0.06,0.16,-0.01,,2.0,7.0,,2.0,1.0,,2.0,,0.9751,0.7928,1.0,-0.66,3.0,10.0,1.0,3.0,1.0,,,,,1.0,,1.0,8.0,5.0,,2.0,,True,3.0,,,
