match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,captain,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_aerialLost,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_outfielderBlock,stat_challengeLost,stat_blockedScoringAttempt,stat_dispossessed,stat_shotOffTarget,stat_bigChanceCreated,stat_goals,stat_lastManTackle,stat_penaltyFaced,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAShot,stat_penaltyConceded,stat_totalOffside
12778688,home,Real Betis,Rui Silva,Rui,Silva,rui-silva,R. Silva,G,1,191.0,3299,M,253809,EUR,760579200,G,1,1,False,39.0,30.0,15.0,6.0,0.0,25.0,25.0,5.0,14.0,8.0,1.0,2.0,4.0,90.0,50.0,7.4,9.0,0.00135311,0,0.6082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12778688,home,Real Betis,Héctor Bellerín,,,hector-bellerin,H. Bellerín,D,2,178.0,3870,M,188365,EUR,795571200,D,2,2,False,47.0,35.0,7.0,4.0,0.0,18.0,26.0,18.0,23.0,2.0,,,,90.0,78.0,7.7,15.0,0.216953,0,,Bellerín,True,2.0,1.0,2.0,1.0,12.0,4.0,4.0,3.0,1.0,6.0,3.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
12778688,home,Real Betis,Diego Llorente,,,diego-llorente,D. Llorente,D,3,185.0,1146,M,305278,EUR,745459200,D,3,3,False,66.0,50.0,13.0,3.0,0.0,35.0,41.0,15.0,25.0,2.0,,,,90.0,78.0,6.7,16.0,0.00654104,1,,,,,,1.0,3.0,5.0,,,5.0,,3.0,1.0,,,1.0,3.0,1.0,1.0,1.0,0.352,0.1483,,,,,,,,,,,,,,,
12778688,home,Real Betis,Natan,,,natan,Natan,D,4,188.0,3251,M,1015287,EUR,981417600,D,6,6,False,65.0,56.0,10.0,5.0,0.0,44.0,47.0,12.0,18.0,1.0,,,,90.0,75.0,7.1,10.0,0.0064421,0,,,,,,4.0,2.0,5.0,,,4.0,,1.0,1.0,1.0,1.0,,1.0,,,,,,2.0,,,,,,,,,,,,,,
12778688,home,Real Betis,Romain Perraud,,,romain-perraud,R. Perraud,D,15,173.0,596,M,827519,EUR,874886400,D,15,15,False,17.0,14.0,,,0.0,7.0,8.0,7.0,9.0,2.0,,,,45.0,25.0,6.4,3.0,0.00793572,1,,,,,,1.0,3.0,3.0,,,1.0,,,,,2.0,,,,,2.0,0.0285,,,1.0,1.0,,,,,,,,,,,,
12778688,home,Real Betis,Sergi Altimira,,,sergi-altimira,S. Altimira,M,6,188.0,1049,M,1137814,EUR,998697600,M,16,16,False,42.0,36.0,5.0,3.0,0.0,22.0,25.0,14.0,17.0,5.0,,,,90.0,55.0,6.7,8.0,0.00741571,0,,,,,,1.0,7.0,5.0,1.0,1.0,2.0,1.0,2.0,1.0,,,,3.0,,,2.0,,,,2.0,,2.0,,,,,,,,,,,
12778688,home,Real Betis,Marc Roca,,,marc-roca,M. Roca,M,21,184.0,1491,M,847128,EUR,848966400,M,21,21,False,44.0,41.0,3.0,2.0,1.0,22.0,22.0,19.0,24.0,4.0,,,,90.0,57.0,7.4,8.0,0.0265317,0,,,,2.0,,,9.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,,,,,,1.0,2.0,,1.0,,,,,,,,,,,
12778688,home,Real Betis,Pablo Fornals,,,pablo-fornals,P. Fornals,M,8,178.0,2735,M,816763,EUR,824947200,M,18,18,False,40.0,28.0,3.0,,0.0,11.0,13.0,18.0,33.0,1.0,,,,77.0,59.0,6.8,22.0,0.10985,2,,,,6.0,1.0,3.0,3.0,5.0,2.0,1.0,,1.0,1.0,1.0,3.0,1.0,,,,,,0.1308,,,,1.0,1.0,1.0,,,,,,,,,,
12778688,home,Real Betis,Giovani Lo Celso,,,lo-celso-giovani,G. Lo Celso,M,20,177.0,15743,M,798835,EUR,829008000,M,20,20,False,44.0,37.0,4.0,3.0,0.0,7.0,9.0,31.0,41.0,4.0,,,,78.0,69.0,9.7,16.0,0.54086,4,,locelso_giovani,,6.0,1.0,,5.0,7.0,4.0,3.0,1.0,,,,1.0,1.0,4.0,,,2.0,4.0,0.9505,0.791,,1.0,,2.0,2.0,2.0,2.0,,,,,,,,
12778688,home,Real Betis,Abdessamad Ezzalzouli,,,abdessamad-ezzalzouli,A. Ezzalzouli,M,10,177.0,44492,M,1011375,EUR,1008547200,M,10,10,False,33.0,27.0,,,0.0,10.0,12.0,17.0,24.0,4.0,,,,86.0,55.0,7.6,11.0,0.0188544,4,,ez_abde,,3.0,,1.0,5.0,10.0,4.0,4.0,,,2.0,1.0,,1.0,,2.0,1.0,2.0,3.0,0.4708,0.7179,,1.0,1.0,1.0,1.0,,,,,,,,,,
12778688,home,Real Betis,Vitor Roque,Vitor Roque,,vitor-roque,V. Roque,F,9,174.0,73281,M,1150391,EUR,1109548800,F,8,8,False,16.0,10.0,,,0.0,6.0,9.0,4.0,7.0,3.0,,,,86.0,34.0,6.7,12.0,0.00146101,4,,VRoque,,,,2.0,4.0,6.0,2.0,1.0,1.0,,,,5.0,,2.0,3.0,2.0,1.0,3.0,0.9995,0.4323,,,1.0,,2.0,1.0,,,,,,,,,
12778688,home,Real Betis,Ricardo Rodríguez,,,ricardo-rodriguez,R. Rodríguez,D,12,182.0,1729,M,67769,EUR,714700800,D,12,12,True,22.0,17.0,1.0,1.0,0.0,10.0,12.0,7.0,10.0,2.0,,,,45.0,32.0,6.7,7.0,0.00628592,0,,,,,,,,3.0,2.0,2.0,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
12778688,home,Real Betis,Aitor Ruibal,,,aitor-ruibal,A. Ruibal,D,24,176.0,879,M,893062,EUR,827452800,D,24,24,True,7.0,4.0,1.0,,0.0,1.0,1.0,3.0,6.0,1.0,,,,13.0,13.0,6.1,6.0,0.00065825,0,,,,,,,2.0,1.0,1.0,,,,,,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,
12778688,home,Real Betis,Iker Losada,,,iker-losada,I. Losada,M,18,175.0,443,M,992331,EUR,996624000,M,19,19,True,11.0,6.0,1.0,,0.0,2.0,3.0,4.0,9.0,2.0,,,,12.0,19.0,6.8,7.0,0.0057253,0,,,,1.0,,,2.0,4.0,,,,,3.0,2.0,1.0,,1.0,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,
12778688,home,Real Betis,Chimy Ávila,,,chimy-avila,C. Ávila,F,9,171.0,2160,M,789381,EUR,760492800,F,9,9,True,7.0,7.0,1.0,1.0,0.0,3.0,3.0,4.0,4.0,2.0,,,,13.0,9.0,6.6,2.0,0.0599084,0,,,,,,1.0,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
12778688,home,Real Betis,Juanmi,,,juanmi,Juanmi,F,7,169.0,648,M,96369,EUR,737856000,F,7,7,True,3.0,3.0,,,0.0,,,3.0,3.0,1.0,,,,13.0,9.0,6.9,1.0,0.00603776,1,,,,,,,,3.0,1.0,1.0,,,1.0,,1.0,1.0,,,,1.0,1.0,0.0391,0.0263,,,,,,,,,,,,,,,
12778688,home,Real Betis,Francisco Vieites,,,francisco-vieites,F. Vieites,G,13,196.0,313,M,929975,EUR,926035200,G,25,25,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12778688,home,Real Betis,Adrián,,,adrian,Adrián,G,13,190.0,2131,M,50539,EUR,536630400,G,13,13,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12778688,home,Real Betis,Youssouf Sabaly,,,youssouf-sabaly,Y. Sabaly,D,17,174.0,5678,M,111803,EUR,731289600,D,23,23,True,,,,,,,,,,,,,,,,,,,0,,youssouf_sabaly23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12778688,home,Real Betis,Nobel Mendy,,,mendy-nobel,N. Mendy,D,32,187.0,3702,M,1458073,EUR,1092614400,D,32,32,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
