match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_duelLost,stat_totalClearance,stat_fouls,stat_keyPass,stat_duelWon,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_expectedGoals,captain,stat_aerialLost,stat_challengeLost,stat_dispossessed,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_bigChanceCreated,stat_shotOffTarget,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_aerialWon,stat_hitWoodwork,stat_goals,stat_totalOffside,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_goalAssist,stat_goodHighClaim,stat_punches,stat_clearanceOffLine,player_sofascoreId
11409070,home,Estoril Praia,Marcelo Carné,,,marcelo-carne,M. Carné,G,1,188,61,M,243463,EUR,634262400,G,31,31,False,23.0,19.0,6.0,2.0,19.0,20.0,3.0,7.0,4.0,5.0,90.0,32.0,7.3,4.0,4.268e-05,0,0.7574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409070,home,Estoril Praia,Raúl Parra,,,raul-parra,R. Parra,D,36,187,79,M,1069725,EUR,943574400,D,2,2,False,51.0,46.0,6.0,4.0,30.0,31.0,24.0,2.0,,,85.0,61.0,6.5,7.0,0.166015,0,,18.0,4.0,2.0,2.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409070,home,Estoril Praia,Volnei Feltes,,,feltes-volnei,V. Feltes,D,30,188,64,M,1065440,EUR,955756800,D,5,5,False,76.0,68.0,7.0,3.0,54.0,57.0,19.0,5.0,,,90.0,89.0,7.2,9.0,0.0115332,1,,14.0,,,,2.0,,,1.0,1.0,1.0,1.0,3.0,2.0,0.0851,,,,,,,,,,,,,,,,,,,,,,
11409070,home,Estoril Praia,Bernardo Vital,,,vital-bernardo,B. Vital,D,13,187,192,M,1065442,EUR,978048000,D,3,3,False,86.0,74.0,9.0,4.0,58.0,63.0,24.0,7.0,,,90.0,102.0,7.0,14.0,0.00424034,0,,16.0,1.0,,3.0,2.0,,,6.0,,,,2.0,4.0,,True,1.0,1.0,1.0,3.0,2.0,3.0,,,,,,,,,,,,,,,
11409070,home,Estoril Praia,Rodrigo Gomes,,,gomes-rodrigo,R. Gomes,M,21,171,1190,M,1006073,EUR,1057536000,M,21,21,False,36.0,27.0,2.0,1.0,6.0,9.0,34.0,3.0,,,90.0,65.0,7.3,20.0,0.41688,5,,23.0,7.0,2.0,6.0,2.0,,2.0,3.0,4.0,2.0,,,,0.2505,,2.0,1.0,1.0,1.0,1.0,,1.0,2.0,3.0,2.0,,,,,,,,,,,
11409070,home,Estoril Praia,Koba Koindredi,,,koba-koindredi,K. Koindredi,M,8,184,471,M,930233,EUR,1004140800,M,83,83,False,47.0,38.0,5.0,1.0,20.0,23.0,28.0,12.0,,,90.0,69.0,6.5,18.0,0.0145582,0,,18.0,4.0,,7.0,1.0,2.0,,3.0,3.0,1.0,,,3.0,,,1.0,1.0,1.0,,,2.0,,,,2.0,,,,,,,,,,,
11409070,home,Estoril Praia,Mateus Fernandes,,,mateus-fernandes,M. Fernandes,M,18,178,3830,M,1142562,EUR,1089417600,M,82,82,False,53.0,46.0,4.0,1.0,23.0,26.0,28.0,4.0,,,90.0,76.0,7.4,13.0,0.510567,0,,23.0,1.0,,7.0,,3.0,2.0,14.0,2.0,1.0,,,,,,1.0,2.0,,6.0,4.0,5.0,1.0,,,3.0,2.0,,,,,,,,,,
11409070,home,Estoril Praia,Tiago Araújo,,,tiago-araujo,T. Araújo,D,20,184,265,M,997024,EUR,985651200,M,78,78,False,34.0,26.0,7.0,3.0,13.0,15.0,22.0,4.0,,,78.0,59.0,7.0,13.0,0.0367395,1,,13.0,3.0,,3.0,1.0,1.0,,5.0,3.0,3.0,,,1.0,0.0546,,,,2.0,1.0,1.0,1.0,,1.0,,,,1.0,,,,,,,,,
11409070,home,Estoril Praia,Rafik Guitane,,,rafik-guitane,R. Guitane,F,99,170,2125,M,826210,EUR,927676800,F,10,10,False,36.0,30.0,,,5.0,6.0,34.0,4.0,,,90.0,63.0,8.4,22.0,0.662915,1,,25.0,4.0,,11.0,,2.0,5.0,5.0,8.0,2.0,1.0,,1.0,0.0425,,,1.0,2.0,2.0,1.0,1.0,2.0,,,4.0,,,1.0,1.0,0.3407,,,,,,
11409070,home,Estoril Praia,Alejandro Marqués,,,alejandro-marques,A. Marqués,F,9,189,759,M,929894,EUR,965347200,F,9,9,False,5.0,5.0,,,4.0,4.0,1.0,1.0,,,65.0,14.0,6.5,3.0,0.00076066,4,,1.0,,,4.0,,2.0,,,,,,,,0.8556,,2.0,,,,,,,4.0,,2.0,,1.0,,,,2.0,,,,,
11409070,home,Estoril Praia,Joao Marques,,,marques-joao,J. Marques,M,11,179,304,M,1087321,EUR,1013558400,F,33,33,False,20.0,15.0,3.0,3.0,3.0,5.0,16.0,2.0,,,85.0,32.0,6.7,10.0,0.354145,2,,12.0,1.0,,6.0,,2.0,1.0,1.0,1.0,,1.0,,1.0,0.652,,1.0,1.0,1.0,,,1.0,,1.0,,2.0,,,,,0.0305,1.0,1.0,,,,
11409070,home,Estoril Praia,Cassiano,,,cassiano,Cassiano,F,90,184,251,M,157023,EUR,613958400,F,11,11,True,1.0,,,,,,1.0,,,,25.0,3.0,6.3,2.0,,1,,,,,1.0,,,,,,,1.0,,,0.4183,,1.0,,,,,,,,,1.0,,,,,0.9424,1.0,,,,,
