match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_shotValueNormalized,stat_aerialLost,stat_bigChanceMissed,stat_outfielderBlock,stat_fouls,stat_blockedScoringAttempt,stat_wasFouled,stat_totalCross,stat_accurateCross,player_sofascoreId,captain,stat_shotOffTarget,stat_totalOffside,stat_dispossessed,stat_hitWoodwork,stat_errorLeadToAGoal
14572645,home,Feyenoord,Timon Wellenreuther,,,timon-wellenreuther,T. Wellenreuther,G,22,186,589,M,253875,EUR,817948800,G,22,22,False,28.0,23.0,11.0,6.0,0.0,19.0,21.0,4.0,7.0,1.0,1.0,9.0,2.0,4.0,4.0,3.0,3.0,90.0,38.0,7.0,5.0,0.00115489,0.2821,0,0.6036,0.03,0.01,-0.08,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572645,home,Feyenoord,Givairo Read,,,givairo-read,G. Read,D,26,175,1871,M,1388535,EUR,1149206400,D,26,26,False,28.0,21.0,2.0,,0.0,8.0,11.0,13.0,17.0,,4.0,6.0,,,,,,78.0,45.0,7.6,10.0,0.0379041,,1,,0.15,0.01,-0.23,,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,0.1785,0.8995,1.0,0.52,,,,,,,,,,,,,,,
14572645,home,Feyenoord,Anel Ahmedhodžić,,,anel-ahmedhodzic,A. Ahmedhodžić,D,21,190,1551,M,825899,EUR,922406400,D,21,21,False,62.0,51.0,3.0,1.0,0.0,28.0,33.0,23.0,29.0,,2.0,6.0,,,,,,90.0,72.0,6.9,11.0,0.0126467,,1,,0.08,0.16,0.26,,2.0,,,,,1.0,,2.0,3.0,2.0,1.0,,0.1834,0.1565,,0.04,1.0,1.0,2.0,1.0,,,,,,,,,,,
14572645,home,Feyenoord,Gijs Smal,,,gijs-smal,G. Smal,D,5,183,341,M,860160,EUR,872985600,D,5,5,False,80.0,73.0,8.0,5.0,1.0,37.0,39.0,36.0,41.0,,2.0,7.0,,,,,,90.0,92.0,7.6,10.0,0.319555,,2,,0.65,0.23,-0.17,,2.0,,,,2.0,1.0,,,1.0,,,,0.084,0.0151,3.0,-0.09,1.0,,,1.0,1.0,2.0,,,,,,,,,
14572645,home,Feyenoord,Jordan Bos,Jordan Bos,,jordan-bos,J. Bos,D,15,180,746,M,1144138,EUR,1035849600,D,15,15,False,50.0,49.0,2.0,2.0,0.0,15.0,16.0,34.0,34.0,,5.0,3.0,,,,,,65.0,66.0,6.8,6.0,0.076977,,1,,0.33,0.17,-0.15,,6.0,1.0,2.0,1.0,,,,,1.0,3.0,3.0,2.0,0.0202,,1.0,-0.02,1.0,,,3.0,1.0,1.0,2.0,1.0,,,,,,,
14572645,home,Feyenoord,In-Beom Hwang,,,in-beom-hwang,I. Hwang,M,6,177,3391,M,889689,EUR,843177600,M,6,6,False,33.0,28.0,1.0,1.0,0.0,8.0,9.0,20.0,24.0,1.0,4.0,5.0,,,,,,45.0,43.0,7.0,6.0,0.0607381,,1,,0.27,0.13,0.13,,3.0,,,,,,,1.0,3.0,2.0,2.0,1.0,0.015,,,0.01,1.0,,,2.0,1.0,1.0,,,Hwang,,,,,,
14572645,home,Feyenoord,Sem Steijn,,,sem-steijn,S. Steijn,M,14,173,3409,M,944467,EUR,1005523200,M,14,14,False,27.0,19.0,3.0,2.0,0.0,12.0,13.0,7.0,14.0,,8.0,6.0,,,,,,90.0,49.0,6.4,11.0,0.0629589,,3,,-0.24,0.37,-0.1,,6.0,1.0,,,,2.0,,1.0,,5.0,2.0,2.0,0.2578,0.7614,1.0,-0.62,1.0,1.0,1.0,4.0,,3.0,3.0,2.0,,True,1.0,3.0,,,
14572645,home,Feyenoord,Luciano Valente,Luciano Valente,,luciano-valente,L. Valente,M,10,189,1459,M,1121400,EUR,1065225600,M,40,40,False,52.0,40.0,3.0,1.0,0.0,12.0,14.0,28.0,38.0,,7.0,8.0,,,,,,90.0,68.0,7.4,18.0,0.116834,,1,,0.3,0.4,-0.06,,1.0,,5.0,4.0,,,,,,3.0,2.0,2.0,0.0714,,3.0,-0.18,,,,,1.0,,2.0,1.0,,,,,,,
14572645,home,Feyenoord,Anis Hadj Moussa,,,anis-hadj-moussa,A. H. Moussa,F,23,176,22256,M,1218066,EUR,1013385600,F,23,23,False,29.0,19.0,2.0,2.0,0.0,,4.0,19.0,25.0,,5.0,6.0,,,,,,90.0,48.0,7.9,18.0,0.0456494,,3,,-0.19,0.34,-0.06,,6.0,1.0,4.0,2.0,1.0,1.0,1.0,,,2.0,2.0,2.0,0.2408,0.7919,2.0,0.54,,,,1.0,2.0,1.0,1.0,,hadj.a20,,,,2.0,,
14572645,home,Feyenoord,Ayase Ueda,,,ueda-ayase,A. Ueda,F,9,182,7464,M,985823,EUR,904262400,F,9,9,False,10.0,8.0,2.0,1.0,0.0,2.0,2.0,6.0,8.0,,1.0,3.0,,,,,,81.0,20.0,6.1,7.0,0.0156887,,2,,-0.14,0.04,0.15,,6.0,,2.0,,,1.0,,1.0,,,,1.0,0.1288,0.1197,1.0,-0.25,2.0,1.0,,,1.0,1.0,,,bee18,,,,2.0,,
