match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_accurateLongBalls,stat_blockedScoringAttempt,stat_outfielderBlock,stat_fouls,stat_totalOffside,player_firstName,stat_challengeLost,stat_totalContest,stat_wonContest,player_sofascoreId,stat_bigChanceCreated,stat_keyPass,player_lastName,stat_dispossessed,stat_onTargetScoringAttempt,stat_errorLeadToAShot,stat_wasFouled,stat_expectedGoalsOnTarget,captain,stat_goals,stat_bigChanceMissed,stat_goodHighClaim,stat_punches,stat_lastManTackle
13472787,home,Botafogo,Léo Linck,leo-linck,L. Linck,G,24,194.0,1042,M,1119887,EUR,983577600,G,24,24,False,19.0,15.0,3.0,0.0,15.0,17.0,2.0,11.0,1.0,2.0,90.0,30.0,6.4,4.0,0.00012775,0,-0.4283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472787,home,Botafogo,Vitinho,vitinho,Vitinho,D,2,175.0,3615,M,914477,EUR,932688000,D,2,2,False,22.0,19.0,1.0,0.0,7.0,8.0,14.0,,,,45.0,39.0,6.7,6.0,0.014612,1,,12.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,0.0592,,,,,,,,,,,,,,,,,,,,,,,,
13472787,home,Botafogo,Alexander Barboza,alexander-barboza,A. Barboza,D,20,193.0,2577,M,801044,EUR,795312000,D,20,20,False,60.0,48.0,9.0,0.0,19.0,23.0,37.0,7.0,,,90.0,77.0,7.3,12.0,0.0386446,3,,29.0,,,3.0,4.0,7.0,6.0,2.0,9.0,,2.0,2.0,,0.1415,3.0,1.0,2.0,4.0,1.0,,,,,,,,,,,,,,,,,,,
13472787,home,Botafogo,David Ricardo,david-ricardo,D. Ricardo,D,57,188.0,941,M,1186587,EUR,1040428800,D,57,57,False,58.0,55.0,5.0,0.0,29.0,30.0,28.0,9.0,,,90.0,72.0,7.1,4.0,0.0167288,1,,26.0,,,1.0,3.0,3.0,6.0,1.0,7.0,,2.0,2.0,1.0,0.0343,5.0,,,1.0,,David Ricardo,1.0,1.0,1.0,,,,,,,,,,,,,,,
13472787,home,Botafogo,Alex Telles,alex-telles,A. Telles,D,13,181.0,7625,M,312110,EUR,724377600,D,13,13,False,24.0,19.0,3.0,1.0,2.0,3.0,21.0,1.0,,,67.0,38.0,7.3,9.0,0.149606,2,,17.0,7.0,3.0,,,2.0,2.0,1.0,,,1.0,1.0,,0.0537,,1.0,,2.0,,,,1.0,1.0,alextelles13,2.0,4.0,,,,,,,,,,,,
13472787,home,Botafogo,Marlon Freitas,marlon-freitas,M. Freitas,M,17,185.0,3107,M,840202,EUR,796262400,M,17,17,False,91.0,81.0,11.0,0.0,30.0,32.0,59.0,4.0,,,90.0,101.0,7.9,11.0,0.379679,1,,51.0,,,,,,2.0,,,1.0,2.0,2.0,1.0,0.0212,9.0,1.0,3.0,,,,,,,,1.0,3.0,,,,,,,,,,,,
13472787,home,Botafogo,Danilo,danilo,Danilo,M,8,177.0,5268,M,1064039,EUR,988502400,M,35,35,False,78.0,68.0,4.0,2.0,15.0,18.0,60.0,7.0,,,90.0,96.0,8.1,15.0,0.339286,2,,53.0,,,,,4.0,7.0,,,2.0,2.0,,3.0,0.0575,3.0,1.0,,1.0,,,1.0,4.0,3.0,Danilo,,3.0,,1.0,1.0,1.0,2.0,0.0168,,,,,,
13472787,home,Botafogo,Artur,artur,Artur,M,7,168.0,3069,M,841128,EUR,887500800,M,7,7,False,32.0,27.0,1.0,0.0,6.0,6.0,26.0,7.0,,,90.0,53.0,8.2,14.0,0.594116,4,,21.0,5.0,1.0,,,4.0,3.0,,,1.0,,,2.0,0.2073,1.0,1.0,,,,,2.0,3.0,1.0,,,5.0,,,3.0,,2.0,0.7443,True,1.0,,,,
13472787,home,Botafogo,Jefferson Savarino,jefferson-savarino,J. Savarino,M,10,169.0,6802,M,874739,EUR,847670400,M,10,10,False,36.0,30.0,1.0,0.0,6.0,6.0,30.0,1.0,,,78.0,49.0,7.0,9.0,0.204394,5,,24.0,2.0,2.0,,,,1.0,2.0,1.0,,1.0,1.0,3.0,0.9197,,2.0,,,,,,,,savarino10,,3.0,,,1.0,,,0.3636,,,1.0,,,
13472787,home,Botafogo,Jeffinho,jeffinho,Jeffinho,M,47,177.0,1438,M,1016948,EUR,946512000,M,47,47,False,13.0,9.0,,0.0,2.0,3.0,10.0,2.0,,,45.0,23.0,6.4,10.0,0.00963542,0,,7.0,2.0,,,,1.0,2.0,,1.0,,2.0,1.0,4.0,,,,,1.0,,,,,,,,1.0,,,,1.0,,,,,,,,
