match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialWon,stat_duelWon,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_blockedScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_keyPass,stat_aerialLost,stat_duelLost,stat_bigChanceCreated,stat_fouls,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_accurateCross,stat_challengeLost,captain,stat_dispossessed,stat_bigChanceMissed,stat_goals,stat_savedShotsFromInsideTheBox,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAGoal,stat_errorLeadToAShot,stat_totalOffside
12504407,home,Juventus,Michele Di Gregorio,,,michele-di-gregorio,M. Di Gregorio,G,16,187.0,8129,M,L'UomoTigre,844609,EUR,869961600,G,29,29,False,26.0,21.0,12.0,7.0,0.0,15.0,15.0,6.0,11.0,2.0,6.0,2.0,90.0,34.0,6.8,5.0,0.00278626,0,-0.3981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504407,home,Juventus,Timothy Weah,,,weah-timothy,T. Weah,M,22,185.0,11671,M,timothyweah,855810,EUR,951177600,D,22,22,False,34.0,27.0,6.0,2.0,1.0,15.0,19.0,12.0,16.0,2.0,6.0,,90.0,58.0,7.3,11.0,0.0068594,2,,1.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,0.0479,1.0,,,,,,,,,,,,,,,,,,,
12504407,home,Juventus,Federico Gatti,Federico Gatti,,federico-gatti,F. Gatti,D,4,190.0,4940,M,FedericoGatti,1128063,EUR,898646400,D,4,4,False,39.0,34.0,6.0,3.0,0.0,26.0,28.0,8.0,12.0,2.0,6.0,,90.0,57.0,7.4,7.0,0.00351768,1,,1.0,2.0,9.0,2.0,1.0,,1.0,,,5.0,4.0,,1.0,0.0802,1.0,1.0,4.0,1.0,2.0,,,,,,,,,,,,,,,
12504407,home,Juventus,Renato Veiga,,,renato-veiga,R. Veiga,D,12,190.0,11718,M,renatoveiga95,1087359,EUR,1059436800,D,12,12,False,41.0,35.0,5.0,,0.0,31.0,34.0,4.0,7.0,4.0,5.0,,90.0,54.0,7.3,7.0,0.00241166,1,,,3.0,6.0,,,,,2.0,2.0,3.0,3.0,1.0,,0.0209,,1.0,2.0,,1.0,1.0,0.0467,,,,,,,,,,,,,
12504407,home,Juventus,Nicolò Savona,,,nicolo-savona,N. Savona,D,37,192.0,2582,M,,1010220,EUR,1048032000,D,37,37,False,33.0,28.0,4.0,1.0,0.0,16.0,18.0,14.0,19.0,1.0,4.0,,90.0,57.0,6.7,8.0,0.0890081,1,,4.0,1.0,5.0,2.0,1.0,,1.0,,,2.0,2.0,,1.0,0.0104,1.0,,2.0,,,,,2.0,1.0,,,,,,,,,,,
12504407,home,Juventus,Manuel Locatelli,,,manuel-locatelli,M. Locatelli,M,5,185.0,8228,M,locamanuel73,363860,EUR,884217600,M,5,5,False,72.0,56.0,10.0,6.0,0.0,26.0,29.0,30.0,43.0,3.0,7.0,,90.0,97.0,7.1,22.0,0.0501273,0,,,1.0,5.0,3.0,,,,,1.0,4.0,3.0,1.0,,,2.0,1.0,7.0,,1.0,,,,,True,2.0,,,,,,,,,
12504407,home,Juventus,Teun Koopmeiners,,,teun-koopmeiners,T. Koopmeiners,M,8,183.0,6981,M,teunkoopmeiners,803033,EUR,888624000,M,8,8,False,39.0,35.0,3.0,2.0,0.0,19.0,20.0,20.0,27.0,,5.0,,90.0,64.0,8.0,10.0,0.258989,5,,8.0,1.0,5.0,,,1.0,3.0,1.0,,2.0,2.0,1.0,2.0,0.2537,3.0,,4.0,,2.0,1.0,0.0496,4.0,1.0,,1.0,,,,,,,,,
12504407,home,Juventus,Nicolás González,,,nicolas-gonzalez,N. González,M,23,180.0,17229,M,nicoigonzalez,901325,EUR,891820800,M,11,11,False,24.0,16.0,,,0.0,7.0,8.0,9.0,16.0,3.0,7.0,,86.0,52.0,7.8,13.0,0.0151344,4,,,9.0,16.0,3.0,2.0,2.0,,,,2.0,2.0,3.0,3.0,0.2956,1.0,1.0,7.0,,2.0,2.0,0.6774,,2.0,,1.0,,,,,,,,,
12504407,home,Juventus,Weston McKennie,,,weston-mckennie,W. McKennie,M,22,185.0,7292,M,west.mckennie,881931,EUR,904262400,M,16,16,False,25.0,15.0,,,0.0,7.0,9.0,9.0,17.0,1.0,3.0,,85.0,39.0,6.6,13.0,0.0737852,1,,1.0,3.0,5.0,,,,1.0,,,2.0,1.0,2.0,1.0,0.0608,1.0,2.0,7.0,,1.0,,,1.0,3.0,,1.0,,,,,,,,,
12504407,home,Juventus,Kenan Yıldız,Kenan Yıldız,,yildiz-kenan,K. Yıldız,M,10,187.0,82614,M,KenanYıldız,1149011,EUR,1115164800,M,10,10,False,24.0,22.0,1.0,,0.0,6.0,7.0,18.0,24.0,,3.0,,65.0,45.0,6.8,14.0,0.451269,2,,7.0,,3.0,3.0,1.0,1.0,1.0,,,1.0,,2.0,1.0,0.0742,5.0,,5.0,,1.0,,,2.0,,,3.0,,,,,,,,,
12504407,home,Juventus,Randal Kolo Muani,,,randal-kolo-muani,R. K. Muani,F,39,187.0,23659,M,RKM,871706,EUR,912816000,F,20,20,False,15.0,8.0,,,0.0,4.0,4.0,4.0,13.0,,3.0,,90.0,37.0,8.0,18.0,0.0706211,3,,2.0,,3.0,4.0,2.0,1.0,,,,,,4.0,1.0,0.6417,1.0,2.0,7.0,,2.0,2.0,1.1704,,,,2.0,1.0,2.0,,,,,,,
12504407,home,Juventus,Dušan Vlahović,,,dusan-vlahovic,D. Vlahović,F,9,190.0,43057,M,DV9,832208,EUR,949017600,F,9,9,True,5.0,3.0,,,0.0,,,3.0,5.0,,2.0,,25.0,14.0,7.5,4.0,0.00485023,2,,,2.0,4.0,2.0,2.0,1.0,,,,,,1.0,,0.0767,,1.0,3.0,,1.0,1.0,0.0624,,,,1.0,,1.0,,,,,,,
12504407,home,Juventus,Khéphren Thuram,,,khephren-thuram,K. Thuram,M,19,191.0,11655,M,k_thuram,904832,EUR,985564800,M,19,19,True,4.0,4.0,1.0,1.0,1.0,,,4.0,4.0,,,,10.0,4.0,7.4,,0.0979433,0,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,
12504407,home,Juventus,Francisco Conceição,,,francisco-conceicao,F. Conceição,F,7,170.0,19864,M,FConceicao_7,979222,EUR,1039824000,F,7,7,True,1.0,,,,0.0,,,,1.0,,,,9.0,2.0,7.3,1.0,,1,,,,,,,,,,,,,,,0.2979,,,1.0,,,1.0,0.7599,,1.0,,,,1.0,,,,,,,
12504407,home,Juventus,Carlo Pinsoglio,,,carlo-pinsoglio,C. Pinsoglio,G,23,194.0,2090,M,,46420,EUR,637545600,G,23,23,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504407,home,Juventus,Mattia Perin,,,mattia-perin,M. Perin,G,1,188.0,3256,M,,79645,EUR,721353600,G,1,1,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504407,home,Juventus,Alberto Costa,Alberto Baio,,alberto-baio,A. Costa,D,20,185.0,2748,M,,1160957,EUR,1064793600,D,2,2,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504407,home,Juventus,Jonas Rouhi,,,rouhi-jonas,J. Rouhi,D,73,183.0,1883,M,,1087749,EUR,1073433600,D,40,40,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504407,home,Juventus,Nicolò Fagioli,,,nicolo-fagioli,N. Fagioli,M,44,178.0,4280,M,nicolofagioli,901850,EUR,981936000,M,21,21,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504407,home,Juventus,Douglas Luiz,,,douglas-luiz,D. Luiz,M,21,175.0,11801,M,Douglas_Luiz,867887,EUR,894672000,M,26,26,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504407,home,Juventus,Samuel Mbangula,Samuel,Mbangula,samuel-mbangula,S. Mbangula,M,7,180.0,4367,M,Samu,1100836,EUR,1074211200,F,51,51,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504407,home,Juventus,Vasilije Adžić,Vasilije,Adžić,vasilije-adzic,V. Adžić,M,17,187.0,5124,M,,1149288,EUR,1147392000,M,17,17,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504407,away,Empoli,Devis Vásquez,,,devis-vasquez,D. Vásquez,G,32,195.0,2465,M,,925285,EUR,894931200,G,23,23,False,31.0,19.0,20.0,8.0,0.0,16.0,20.0,3.0,11.0,3.0,12.0,4.0,90.0,44.0,6.8,12.0,0.00052971,0,-1.2336,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,1.0,1.0,,,
12504407,away,Empoli,Mattia De Sciglio,,,mattia-de-sciglio,M. De Sciglio,D,,183.0,1055,M,,137667,EUR,719539200,D,22,22,False,21.0,15.0,2.0,,0.0,6.0,9.0,9.0,12.0,1.0,2.0,,90.0,35.0,6.5,8.0,0.0058502,2,,,1.0,2.0,,,,1.0,1.0,,,,1.0,1.0,0.4883,,,,,,1.0,0.3443,,,,,,1.0,,,,,1.0,,
12504407,away,Empoli,Ardian Ismajli,,,ardian-ismajli,A. Ismajli,D,44,188.0,1151,M,,840414,EUR,844041600,D,34,34,False,10.0,9.0,1.0,,0.0,7.0,8.0,2.0,2.0,2.0,2.0,,59.0,17.0,6.4,2.0,0.00056609,0,,,,1.0,,,,,,,,,1.0,1.0,,,1.0,2.0,,1.0,,,,,True,,,,,,,,,1.0,
12504407,away,Empoli,Luca Marianucci,,,marianucci-luca,L. Marianucci,D,35,186.0,890,M,,1165371,EUR,1090540800,D,35,35,False,50.0,40.0,8.0,2.0,0.0,27.0,28.0,13.0,22.0,4.0,4.0,,89.0,62.0,6.1,12.0,0.00366969,0,,,4.0,6.0,,,,,1.0,,2.0,1.0,1.0,,,1.0,7.0,10.0,,1.0,,,,2.0,,1.0,,,,,,,,1.0,
12504407,away,Empoli,Emmanuel Gyasi,,,emmanuel-gyasi,E. Gyasi,M,11,182.0,716,M,,541578,EUR,758246400,M,11,11,False,17.0,14.0,2.0,,0.0,3.0,5.0,12.0,14.0,1.0,3.0,,90.0,33.0,6.2,7.0,0.0325346,0,,2.0,,3.0,1.0,,,,,,2.0,1.0,1.0,1.0,,,1.0,3.0,,1.0,,,1.0,,,,,,,,,,,,
