match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,player_firstName,player_lastName,stat_challengeLost,stat_onTargetScoringAttempt,stat_shotOffTarget,stat_outfielderBlock,stat_keyPass,stat_accurateCross,stat_dispossessed,stat_bigChanceCreated,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_totalOffside,player_sofascoreId,stat_goodHighClaim,stat_hitWoodwork
10389984,home,Nantes,Alban Lafont,alban-lafont,A. Lafont,G,40,195,2914,M,826201,EUR,917049600,G,1,1,False,True,24.0,14.0,14.0,4.0,11.0,11.0,3.0,13.0,1.0,6.0,3.0,6.0,1.0,90.0,35.0,8.2,11.0,0.0,0.0,0.000964253,0,1.5047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389984,home,Nantes,Fabien Centonze,fabien-centonze,F. Centonze,D,18,182,177,M,802034,EUR,821750400,D,28,28,False,,32.0,18.0,7.0,2.0,11.0,13.0,7.0,21.0,2.0,5.0,,,,90.0,55.0,6.9,22.0,0.0,0.0,0.00766886,0,,2.0,1.0,2.0,4.0,6.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,
10389984,home,Nantes,Jean-Charles Castelletto,jean-charles-castelletto,J.-C. Castelletto,D,21,186,1499,M,191204,EUR,791078400,D,21,21,False,,49.0,35.0,14.0,4.0,23.0,23.0,12.0,26.0,4.0,6.0,,,,90.0,58.0,7.0,15.0,0.0477,0.0682,0.0063065,1,,,,5.0,1.0,5.0,,,2.0,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,
10389984,home,Nantes,Andrei Girotto,andrei-girotto,A. Girotto,D,3,186,273,M,794836,EUR,698284800,D,3,3,False,,35.0,29.0,7.0,4.0,22.0,26.0,7.0,9.0,7.0,2.0,,,,90.0,49.0,7.4,6.0,0.0312,0.0,0.00159879,1,,,1.0,2.0,3.0,3.0,,,3.0,,,,1.0,2.0,,,,,1.0,1.0,,,,,,,,,,
10389984,home,Nantes,Quentin Merlin,quentin-merlin,Q. Merlin,M,26,173,1164,M,1102502,EUR,1021507200,D,29,29,False,,24.0,19.0,8.0,6.0,13.0,13.0,6.0,14.0,,2.0,,,,50.0,40.0,7.1,10.0,0.0332,0.0767,0.0298363,1,,3.0,1.0,1.0,2.0,4.0,4.0,3.0,1.0,,,,,,Quentin Merlin,,,1.0,,,1.0,,,,,,,,,
10389984,home,Nantes,Evann Guessand,evann-guessand,E. Guessand,F,29,185,5228,M,930245,EUR,993945600,M,7,7,False,,17.0,12.0,1.0,,5.0,6.0,8.0,14.0,,5.0,,,,68.0,34.0,6.8,14.0,0.1373,0.0602,0.19921,1,,3.0,2.0,2.0,7.0,4.0,3.0,1.0,1.0,,,3.0,1.0,1.0,,,1.0,1.0,,,2.0,1.0,1.0,1.0,,,,,,
10389984,home,Nantes,Moussa Sissoko,moussa-sissoko,M. Sissoko,M,17,187,1081,M,27014,EUR,619228800,M,17,17,False,,34.0,30.0,5.0,3.0,14.0,16.0,16.0,18.0,2.0,8.0,,,,90.0,42.0,6.7,5.0,0.1119,0.1524,0.0184532,1,,,2.0,,4.0,3.0,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,1.0,,,2.0,,,,1.0,,,,,
10389984,home,Nantes,Pedro Chirivella,pedro-chirivella,P. Chirivella,M,4,178,556,M,799216,EUR,864345600,M,5,5,False,,45.0,39.0,6.0,4.0,22.0,24.0,17.0,21.0,1.0,10.0,,,,83.0,54.0,7.0,8.0,0.0,0.0,0.00898358,0,,,,,2.0,4.0,1.0,1.0,,2.0,1.0,1.0,1.0,,,,2.0,,,,,,,,,,,,,
10389984,home,Nantes,Moses Simon,moses-simon,M. Simon,F,27,168,4098,M,330051,EUR,805507200,M,27,27,False,,18.0,11.0,1.0,,2.0,6.0,11.0,17.0,,3.0,,,,83.0,33.0,6.5,15.0,0.052,0.0,0.0408332,1,,5.0,1.0,1.0,5.0,3.0,,,,,,1.0,2.0,,,,1.0,,,,1.0,2.0,3.0,,,1.0,2.0,,,
10389984,home,Nantes,Mostafa Mohamed,mostafa-mohamed,M. Mohamed,F,31,185,32494,M,873551,EUR,880675200,F,31,31,False,,17.0,8.0,1.0,,1.0,4.0,7.0,13.0,,3.0,,,,68.0,25.0,6.4,10.0,0.5001,0.0,0.0110198,3,,,5.0,2.0,7.0,5.0,,,,1.0,1.0,,2.0,1.0,,,,,2.0,,,,1.0,,1.0,1.0,,mostafamohamed11,,
