match_id,side,team,player_name,player_firstName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_wasFouled,stat_fouls,stat_keyPass,stat_interceptionWon,stat_unsuccessfulTouch,stat_totalOffside,stat_dispossessed,stat_blockedScoringAttempt,stat_totalTackle,stat_wonTackle,stat_errorLeadToAGoal,stat_expectedGoals,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_shotOffTarget,captain,stat_goalAssist,stat_bigChanceCreated,stat_penaltyWon,stat_onTargetScoringAttempt,stat_goals,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_bigChanceMissed,stat_hitWoodwork,stat_penaltyConceded
11408401,home,Chaves,Rodrigo Nascimento,Rodrigo Nascimento,rodrigo-nascimento,R. Nascimento,G,31,198,55,M,1128775,EUR,822614400,G,31,31,False,24.0,17.0,13.0,6.0,12.0,12.0,5.0,12.0,1.0,7.0,2.0,1.0,1.0,1.0,90.0,32.0,6.2,7.0,0.0005013,0,-1.2886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11408401,home,Chaves,Carraça,,carraca,Carraça,D,15,177,50,M,589020,EUR,730944000,D,27,27,False,21.0,16.0,1.0,,7.0,10.0,11.0,16.0,2.0,2.0,,,,,90.0,42.0,6.1,11.0,0.0406566,0,,,5.0,2.0,1.0,4.0,5.0,6.0,1.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
11408401,home,Chaves,Ygor Nogueira,,ygor-nogueira,Y. Nogueira,D,40,187,112,M,757980,EUR,796262400,D,3,3,False,28.0,20.0,5.0,2.0,14.0,16.0,6.0,12.0,4.0,3.0,,,,,90.0,37.0,6.4,9.0,0.00241016,0,,,,,1.0,3.0,1.0,4.0,,1.0,,,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11408401,home,Chaves,Vasco Fernandes,,vasco-fernandes,V. Fernandes,D,,181,45,M,41650,EUR,532137600,D,13,13,False,32.0,27.0,6.0,2.0,20.0,22.0,7.0,10.0,3.0,1.0,,,,,90.0,42.0,5.7,7.0,0.00798144,1,,,,,2.0,1.0,3.0,3.0,,,,,1.0,1.0,,1.0,1.0,2.0,1.0,1.0,0.0445,,,,,,,,,,,,,,,,
11408401,home,Chaves,Júnior Pius,,junior-pius,J. Pius,D,40,192,41,M,604214,EUR,819417600,D,40,40,False,29.0,17.0,2.0,1.0,11.0,13.0,6.0,17.0,2.0,4.0,,,,,71.0,58.0,7.2,18.0,0.0046384,0,,,1.0,,,6.0,4.0,11.0,3.0,1.0,,1.0,2.0,2.0,,,,2.0,2.0,,,3.0,2.0,,,,,,,,,,,,,,
11408401,home,Chaves,Dário Essugo,,dario-essugo,D. Essugo,M,14,178,9115,M,1110006,EUR,1110758400,M,14,14,False,25.0,22.0,3.0,2.0,18.0,19.0,4.0,6.0,1.0,7.0,,,,,90.0,37.0,6.7,6.0,0.0015858,0,,,,,,1.0,4.0,5.0,1.0,3.0,2.0,,2.0,2.0,,1.0,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,
11408401,home,Chaves,Bernardo Sousa,,bernardo-sousa,B. Sousa,F,77,178,72,M,1087371,EUR,954115200,M,7,7,False,14.0,9.0,1.0,,3.0,6.0,6.0,10.0,1.0,2.0,,,,,67.0,25.0,6.7,11.0,0.00394463,1,,,2.0,,,1.0,3.0,3.0,1.0,1.0,,1.0,,1.0,,2.0,,1.0,,,0.0149,,,,1.0,,,,,,,,,,,,
11408401,home,Chaves,Guima,,ricardo-guimaraes-guima,Guima,M,30,181,615,M,370710,EUR,816307200,M,21,21,False,39.0,29.0,6.0,4.0,19.0,23.0,10.0,16.0,1.0,8.0,,,,,90.0,58.0,7.4,15.0,0.111459,1,,,,,1.0,1.0,5.0,8.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,,1.0,1.0,,0.0292,3.0,3.0,,1.0,True,1.0,1.0,,,,,,,,,
11408401,home,Chaves,Raphael Guzzo,,raphael-guzzo,R. Guzzo,M,14,180,92,M,190151,EUR,789350400,M,80,80,False,20.0,16.0,2.0,1.0,6.0,7.0,10.0,14.0,1.0,,,,,,71.0,35.0,6.8,10.0,0.00467317,2,,,1.0,,1.0,1.0,7.0,3.0,2.0,1.0,5.0,,,3.0,,,1.0,1.0,1.0,,0.0752,1.0,,,1.0,,,,1.0,,,,,,,,
11408401,home,Chaves,Leandro Sanca,,sanca-leandro,L. Sanca,M,11,184,101,M,1141665,EUR,946944000,M,10,10,False,25.0,19.0,6.0,3.0,10.0,13.0,9.0,14.0,,10.0,,,,,82.0,46.0,6.6,13.0,0.00554574,2,,,2.0,,2.0,,9.0,4.0,3.0,,,,1.0,1.0,,2.0,2.0,1.0,1.0,,0.0695,5.0,3.0,1.0,,,,,,,,,,,,,
11408401,home,Chaves,Héctor Hernández,,hector-hernandez,H. Hernández,F,23,180,2876,M,352448,EUR,811036800,F,23,23,False,15.0,14.0,,,9.0,9.0,5.0,6.0,2.0,1.0,,,,,82.0,36.0,6.7,13.0,0.00242838,1,,,,,9.0,2.0,16.0,4.0,,1.0,2.0,,,7.0,,3.0,,1.0,1.0,,0.7884,2.0,,,,,,,,1.0,1.0,,,,,,
11408401,home,Chaves,João Correia,,joao-correia,J. Correia,M,77,175,850,M,804272,EUR,841881600,D,77,77,True,3.0,3.0,,,1.0,1.0,2.0,4.0,1.0,,,,,,23.0,10.0,6.8,3.0,0.00978589,2,,,2.0,,1.0,,2.0,1.0,,,,,,,1.0,1.0,,,,,0.3097,1.0,1.0,,1.0,,,,,1.0,1.0,,,,,,
