match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_challengeLost,stat_interceptionWon,stat_fouls,stat_keyPass,stat_aerialWon,stat_goalAssist,stat_aerialLost,stat_bigChanceCreated,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_totalOffside,stat_blockedScoringAttempt,stat_goals,stat_bigChanceMissed,stat_outfielderBlock,stat_goodHighClaim,stat_savedShotsFromInsideTheBox
11252717,home,Austin FC,Brad Stuver,,,brad-stuver,B. Stuver,G,1,190,109,M,314190,EUR,671760000.0,G,1,1,False,True,29.0,24.0,9.0,4.0,21.0,21.0,3.0,8.0,5.0,2.0,90.0,35.0,7.2,5.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11252717,home,Austin FC,Nick Lima,,,nick-lima,N. Lima,D,24,173,46,M,864223,EUR,785030400.0,D,24,24,False,,71.0,63.0,10.0,6.0,33.0,35.0,31.0,39.0,2.0,,90.0,88.0,7.2,13.0,0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,
11252717,home,Austin FC,Alexander Ring,,,alexander-ring,A. Ring,M,4,178,144,M,56403,EUR,671155200.0,D,8,8,False,,46.0,44.0,7.0,5.0,21.0,21.0,23.0,25.0,5.0,,45.0,47.0,6.7,2.0,0,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
11252717,home,Austin FC,Héctor Jimenez,,,hector-jimenez,H. Jimenez,D,,175,15,M,149012,EUR,594518400.0,D,16,16,False,,57.0,48.0,1.0,1.0,16.0,18.0,33.0,41.0,,,90.0,68.0,6.8,13.0,0,2.0,1.0,4.0,2.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
11252717,home,Austin FC,Leo Väisänen,,,leo-vaisanen,L. Väisänen,D,6,186,114,M,807419,EUR,869616000.0,D,15,15,False,,60.0,57.0,3.0,3.0,42.0,44.0,15.0,16.0,,,45.0,62.0,6.8,3.0,0,,,,3.0,,,,,,,,1.0,,,,,2.0,,,,,,,,,,,,
11252717,home,Austin FC,Adam Lundqvist,,,adam-lundqvist,A. Lundqvist,D,21,174,35,M,283219,EUR,764121600.0,D,21,21,False,,32.0,26.0,5.0,2.0,10.0,10.0,19.0,29.0,6.0,,82.0,59.0,7.5,16.0,3,7.0,3.0,4.0,2.0,1.0,2.0,1.0,,,,2.0,,,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,
11252717,home,Austin FC,Rodney Redes,,,redes-rodney,R. Redes,M,7,175,432,M,931228,EUR,951177600.0,M,11,11,False,,27.0,23.0,1.0,,8.0,9.0,16.0,22.0,1.0,,90.0,39.0,7.6,7.0,4,4.0,1.0,2.0,3.0,,1.0,1.0,,,,,1.0,1.0,,,1.0,1.0,,1.0,,1.0,2.0,,1.0,1.0,,,,
11252717,home,Austin FC,Daniel Pereira,,,daniel-pereira,D. Pereira,M,8,175,688,M,1116373,EUR,963532800.0,M,6,6,False,,41.0,41.0,2.0,2.0,24.0,24.0,17.0,17.0,6.0,,63.0,53.0,7.1,4.0,0,,,2.0,5.0,2.0,2.0,2.0,,1.0,1.0,2.0,2.0,,1.0,,2.0,,,,,,,,,,,,,
11252717,home,Austin FC,Jhojan Valencia,,,jhojan-valencia,J. Valencia,M,20,172,186,M,819115,EUR,838425600.0,M,5,5,False,,57.0,52.0,6.0,6.0,25.0,26.0,27.0,31.0,6.0,,90.0,71.0,7.2,9.0,0,,,5.0,6.0,3.0,3.0,3.0,1.0,3.0,3.0,,,,,2.0,,,,,,,,,,,,,,
11252717,home,Austin FC,Emiliano Rigoni,,,emiliano-rigoni,Emiliano Rigoni,M,24,180,1525,M,257587,EUR,728784000.0,M,7,7,False,,25.0,23.0,4.0,2.0,6.0,6.0,18.0,26.0,3.0,,63.0,38.0,6.8,10.0,0,7.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,
11252717,home,Austin FC,Maximiliano Urruti,,,maximiliano-urruti,M. Urruti,F,,183,95,,249995,EUR,667180800.0,F,37,37,False,,16.0,14.0,2.0,2.0,3.0,3.0,11.0,13.0,4.0,,90.0,25.0,7.0,7.0,3,,,7.0,1.0,3.0,1.0,1.0,,,,2.0,,,,3.0,,,,1.0,,1.0,2.0,,,1.0,1.0,,,
11252717,home,Austin FC,Julio Cascante,,,cascante-julio,J. Cascante,D,,186,187,M,796415,EUR,749606400.0,D,18,18,True,,26.0,22.0,6.0,3.0,20.0,23.0,2.0,3.0,3.0,,45.0,30.0,6.8,4.0,0,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,1.0,,
