match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_aerialWon,stat_outfielderBlock,stat_shotOffTarget,stat_errorLeadToAShot,stat_expectedGoals,stat_challengeLost,stat_totalContest,stat_wonContest,captain,stat_dispossessed,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,player_firstName,player_lastName,stat_blockedScoringAttempt,stat_totalOffside,stat_errorLeadToAGoal,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_bigChanceMissed,player_sofascoreId
12764415,home,FCSB,Ștefan Târnovanu,stefan-tarnovanu,Ș. Târnovanu,G,32,197,1736,M,914414,EUR,957830400,G,32,32,False,31.0,19.0,17.0,6.0,0.0,16.0,23.0,3.0,8.0,2.0,1.0,8.0,2.0,1.0,1.0,3.0,90.0,42.0,7.3,12.0,0.00101364,0,0.6626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764415,home,FCSB,Valentin Crețu,valentin-cretu,V. Crețu,D,2,176,426,M,44478,EUR,599702400,D,2,2,False,43.0,34.0,8.0,2.0,0.0,27.0,31.0,8.0,13.0,5.0,3.0,4.0,1.0,,,,90.0,68.0,7.3,13.0,0.121703,0,,1.0,1.0,1.0,4.0,2.0,4.0,3.0,3.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,
12764415,home,FCSB,Siyabonga Ngezana,siyabonga-ngezana,S. Ngezana,D,30,188,1241,M,905541,EUR,868924800,D,30,30,False,42.0,34.0,8.0,4.0,0.0,30.0,36.0,4.0,6.0,7.0,2.0,4.0,1.0,,,,90.0,55.0,7.4,8.0,0.00076803,0,,,,4.0,4.0,,5.0,1.0,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,
12764415,home,FCSB,Mihai Popescu,mihai-popescu,M. C. Popescu,D,17,190,704,M,798298,EUR,736732800,D,17,17,False,35.0,22.0,12.0,6.0,0.0,19.0,27.0,3.0,8.0,8.0,4.0,2.0,2.0,,,,90.0,51.0,7.4,14.0,0.00054977,1,,,,2.0,2.0,2.0,1.0,1.0,,,,5.0,2.0,1.0,1.0,0.136,,,,,,,,,,,,,,,,,
12764415,home,FCSB,Risto Radunović,risto-radunovic,R. Radunović,D,33,184,500,M,117128,EUR,704937600,D,33,33,False,35.0,30.0,6.0,4.0,0.0,27.0,30.0,4.0,7.0,6.0,2.0,4.0,,,,,90.0,63.0,7.5,8.0,0.0782097,1,,2.0,1.0,2.0,4.0,,5.0,4.0,,1.0,1.0,,,1.0,,0.0282,1.0,1.0,1.0,,,,,,,,,,,,,,
12764415,home,FCSB,Adrian Șut,adrian-sut,A. Șut,M,89,185,1259,M,839577,EUR,925430400,M,8,8,False,38.0,32.0,4.0,2.0,0.0,23.0,28.0,9.0,10.0,2.0,1.0,3.0,,,,,90.0,43.0,6.7,7.0,0.00417753,0,,,,,3.0,,2.0,1.0,,1.0,2.0,,,,,,1.0,,,True,1.0,,,,,,,,,,,,
12764415,home,FCSB,Marius Ștefănescu,marius-stefanescu,M. Ștefănescu,M,15,168,495,M,988637,EUR,903398400,M,15,15,False,9.0,6.0,,,0.0,6.0,9.0,,,1.0,,2.0,,,,,45.0,16.0,6.5,6.0,4.591e-05,0,,,,1.0,3.0,1.0,,,1.0,1.0,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,
12764415,home,FCSB,Alexandru Băluță,alexandru-baluta,A. Băluță,M,10,166,455,M,942700,EUR,747878400,M,25,25,False,6.0,2.0,1.0,,0.0,1.0,4.0,1.0,2.0,1.0,,1.0,,,,,45.0,14.0,6.3,8.0,5.783e-05,0,,,,,3.0,1.0,,,2.0,1.0,,1.0,,,,,,,,,2.0,,,,,,,,,,,,
12764415,home,FCSB,Florin Tănase,florin-tanase,F. Tănase,M,10,185,1396,M,537032,EUR,788745600,M,7,7,False,4.0,3.0,1.0,,0.0,3.0,3.0,,1.0,1.0,1.0,,1.0,,,,29.0,11.0,7.1,5.0,2.415e-05,1,,,,,1.0,,,,2.0,,,,,,,0.0539,,1.0,,,,1.0,1.0,0.2527,,,,,,,,,
12764415,home,FCSB,David Miculescu,david-miculescu,D. Miculescu,F,11,190,914,M,905096,EUR,988761600,M,11,11,False,24.0,19.0,4.0,1.0,0.0,12.0,14.0,7.0,10.0,13.0,3.0,7.0,1.0,,,,89.0,44.0,8.1,8.0,0.0261198,4,,,,,2.0,,5.0,5.0,1.0,1.0,,4.0,,3.0,,0.2108,,4.0,3.0,,,1.0,,0.0517,,,,,,,,,
