match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_sofascoreId,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_penaltyConceded,stat_wasFouled,stat_fouls,stat_keyPass,captain,stat_onTargetScoringAttempt,stat_wonTackle,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_shotOffTarget,stat_outfielderBlock,stat_totalOffside,stat_errorLeadToAShot,stat_blockedScoringAttempt,stat_dispossessed,stat_goals,stat_penaltyWon,stat_bigChanceMissed,stat_savedShotsFromInsideTheBox,stat_saves,stat_keeperSaveValue
14167874,home,AS Monaco,Philipp Köhn,,,philipp-kohn,P. Köhn,G,16,191.0,698,M,868964,EUR,891475200,G,16,16,False,22.0,19.0,5.0,2.0,0.0,16.0,19.0,3.0,3.0,1.0,5.0,1.0,1.0,2.0,2.0,90.0,27.0,6.1,3.0,0.00033913,0,-1.095,0.05,0.01,-0.12,-0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14167874,home,AS Monaco,Krépin Diatta,,,krepin-diatta,K. Diatta,M,27,173.0,13115,M,873534,EUR,919900800,D,27,27,False,51.0,45.0,4.0,3.0,0.0,8.0,9.0,37.0,42.0,4.0,11.0,,,,,90.0,84.0,8.1,14.0,0.850479,0,,0.94,0.26,-0.34,,krepindiatta,8.0,4.0,3.0,4.0,4.0,8.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,
14167874,home,AS Monaco,Eric Dier,,,eric-dier,E. Dier,D,3,191.0,4317,M,146101,EUR,758592000,D,3,3,False,90.0,80.0,3.0,1.0,0.0,34.0,38.0,46.0,52.0,2.0,5.0,,,,,90.0,103.0,7.0,12.0,0.0625526,1,,0.36,0.27,-0.28,,ericdier,1.0,,,3.0,,6.0,,,,,1.0,3.0,1.0,,,,,True,1.0,1.0,0.229,0.3285,-0.52,,,,,,,,,,,,
14167874,home,AS Monaco,Mohammed Salisu,,,mohammed-salisu,M. Salisu,D,22,188.0,5721,M,946158,EUR,924307200,D,22,22,False,96.0,87.0,8.0,4.0,0.0,42.0,44.0,45.0,52.0,4.0,11.0,,,,,90.0,109.0,7.5,10.0,0.0343441,1,,0.34,0.26,-0.02,,salisu_sarki,,,1.0,6.0,3.0,8.0,,,,,1.0,2.0,,,,2.0,,,,1.0,0.0162,,-0.04,1.0,4.0,1.0,,,,,,,,,
14167874,home,AS Monaco,Kassoum Ouattara,,,ouattara-kassoum,K. Ouattara,D,20,176.0,696,M,1397558,EUR,1097712000,D,20,20,False,27.0,20.0,1.0,1.0,0.0,12.0,13.0,8.0,14.0,1.0,2.0,,,,,70.0,48.0,6.3,12.0,0.0770402,3,,0.17,0.02,-0.47,,,1.0,,,5.0,2.0,7.0,,1.0,,,2.0,1.0,1.0,,1.0,1.0,,,,1.0,0.1547,,-0.57,3.0,,,1.0,,,,,,,,
14167874,home,AS Monaco,Jordan Teze,,,jordan-teze,J. Teze,D,4,183.0,1060,M,825846,EUR,938649600,M,4,4,False,62.0,48.0,4.0,1.0,0.0,12.0,17.0,36.0,45.0,1.0,8.0,,,,,90.0,79.0,7.4,20.0,0.596744,2,,0.92,0.3,-0.2,,,6.0,2.0,2.0,,5.0,1.0,1.0,,,1.0,,1.0,1.0,,,2.0,5.0,,1.0,1.0,0.0657,0.1645,0.17,,,,,1.0,,,,,,,
14167874,home,AS Monaco,Mamadou Coulibaly,,,mamadou-coulibaly,M. Coulibaly,M,28,179.0,1437,M,1410148,EUR,1082505600,M,28,28,False,25.0,23.0,1.0,1.0,0.0,12.0,13.0,11.0,12.0,,,,,,,45.0,31.0,6.8,4.0,0.0116723,1,,0.04,0.2,-0.05,,,,,,2.0,2.0,4.0,1.0,,,,,2.0,2.0,,,1.0,,,,2.0,0.0329,,-0.19,,,,,1.0,,,,,,,
14167874,home,AS Monaco,Maghnes Akliouche,,,maghnes-akliouche,M. Akliouche,M,11,183.0,5917,M,1130939,EUR,1014595200,M,11,11,False,45.0,38.0,1.0,1.0,0.0,6.0,6.0,32.0,39.0,1.0,3.0,,,,,90.0,59.0,6.7,15.0,0.129611,1,,0.26,0.49,-0.2,,,3.0,,1.0,,7.0,2.0,3.0,1.0,,,,,2.0,,2.0,,1.0,,,,0.016,,-0.09,1.0,,1.0,,,2.0,,,,,,
14167874,home,AS Monaco,Ansu Fati,,,ansu-fati,A. Fati,F,31,178.0,169176,M,962883,EUR,1036022400,M,31,31,False,38.0,33.0,2.0,2.0,0.0,8.0,8.0,25.0,30.0,,2.0,,,,,90.0,52.0,7.8,9.0,0.066009,3,,0.22,0.16,-0.1,,AnsuFati,,,3.0,1.0,6.0,4.0,,5.0,2.0,,,1.0,1.0,,,,2.0,,2.0,,1.673,1.6802,0.5,1.0,,1.0,,,,2.0,,,,,
14167874,home,AS Monaco,Takumi Minamino,,,takumi-minamino,T. Minamino,M,18,174.0,8866,M,155818,EUR,790214400,M,18,18,False,32.0,23.0,1.0,,0.0,10.0,11.0,13.0,21.0,,3.0,,,,,70.0,42.0,5.9,13.0,0.018834,0,,-0.59,0.04,-0.12,,Minamino,1.0,,,,2.0,1.0,,,,,,,2.0,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,,,,,
14167874,home,AS Monaco,Mika Biereth,Mika Biereth,,mika-biereth,M. Biereth,F,14,187.0,5335,M,1083007,EUR,1044662400,F,14,14,False,3.0,3.0,,,0.0,,,3.0,3.0,1.0,,,,,,69.0,14.0,6.3,7.0,0.00180657,1,,-0.06,-0.53,0.14,,,2.0,,1.0,,4.0,1.0,,1.0,,,,,2.0,,1.0,,,,,,0.0632,,-0.07,,,,,1.0,2.0,,,,,,
14167874,home,AS Monaco,Folarin Balogun,,,folarin-balogun,F. Balogun,F,9,179.0,5047,M,934237,EUR,994118400,F,9,9,True,10.0,6.0,,,0.0,,,6.0,10.0,,1.0,,,,,45.0,17.0,6.7,7.0,0.124343,1,,-0.21,0.09,-0.02,,balogun,,,2.0,1.0,4.0,4.0,,3.0,2.0,,,,2.0,,1.0,2.0,,,1.0,,0.0191,0.3089,-0.12,,,,,,,,1.0,,,,
