match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_duelLost,stat_blockedScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,captain,stat_aerialLost,stat_shotOffTarget,stat_unsuccessfulTouch,stat_wasFouled,player_firstName,player_lastName,stat_goalAssist,stat_challengeLost,stat_dispossessed,stat_bigChanceCreated,stat_keyPass,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_totalCross,stat_clearanceOffLine,stat_accurateCross,stat_totalOffside,player_sofascoreId,stat_goals,stat_bigChanceMissed,stat_hitWoodwork
11396437,home,SV Werder Bremen,Jiří Pavlenka,jiri-pavlenka,J. Pavlenka,G,1,196,521,M,154040,EUR,703209600,G,1,1,False,35.0,21.0,22.0,8.0,17.0,20.0,4.0,15.0,1.0,1.0,2.0,5.0,2.0,1.0,3.0,2.0,90.0,45.0,7.1,14.0,0.0,0.0,0.00171332,0,0.2218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396437,home,SV Werder Bremen,Amos Pieper,amos-pieper,A. Pieper,D,5,191,299,M,851254,EUR,884995200,D,5,5,False,45.0,34.0,6.0,1.0,23.0,28.0,11.0,17.0,5.0,10.0,4.0,8.0,,,,,90.0,61.0,7.5,11.0,0.0245,0.0,0.00484183,1,,1.0,1.0,1.0,1.0,5.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
11396437,home,SV Werder Bremen,Niklas Stark,niklas-stark,N. Stark,D,4,190,247,M,229544,EUR,797817600,D,4,4,False,39.0,26.0,10.0,3.0,22.0,28.0,4.0,11.0,4.0,5.0,7.0,7.0,,,,,90.0,50.0,6.7,14.0,0.0129,0.0,0.00089829,1,,4.0,,1.0,,,,3.0,True,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
11396437,home,SV Werder Bremen,Miloš Veljković,milos-veljkovic,M. Veljković,D,13,188,1253,M,227224,EUR,812073600,D,13,13,False,46.0,39.0,8.0,4.0,29.0,33.0,10.0,13.0,5.0,7.0,,7.0,,,,,90.0,52.0,6.7,7.0,0.0,0.0,0.00644498,0,,3.0,,,,2.0,1.0,1.0,,2.0,,,1.0,,,,,,,,,,,,,,,,,,
11396437,home,SV Werder Bremen,Senne Lynen,senne-lynen,S. Lynen,M,14,182,401,M,826171,EUR,919382400,M,14,14,False,39.0,38.0,3.0,3.0,25.0,25.0,13.0,14.0,,5.0,1.0,5.0,,,,,80.0,51.0,7.6,2.0,0.0317,0.0,0.116005,1,,4.0,1.0,1.0,,2.0,1.0,1.0,,1.0,,,3.0,,,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,
11396437,home,SV Werder Bremen,Mitchell Weiser,mitchell-weiser,M. Weiser,M,8,176,1411,M,138150,EUR,766886400,M,8,8,False,42.0,29.0,3.0,2.0,13.0,15.0,16.0,27.0,1.0,6.0,3.0,9.0,,,,,90.0,83.0,6.7,23.0,0.1209,0.0,0.408735,1,,13.0,,,,1.0,,4.0,,1.0,1.0,2.0,1.0,,,,1.0,5.0,,1.0,5.0,3.0,,,,,,,,,
11396437,home,SV Werder Bremen,Romano Schmid,romano-schmid,R. Schmid,M,20,168,1020,M,830127,EUR,948931200,M,20,20,False,45.0,31.0,1.0,,6.0,9.0,25.0,36.0,1.0,14.0,,8.0,,,,,89.0,78.0,7.5,25.0,0.1326,0.2528,0.155715,2,,10.0,,,,4.0,3.0,,,,,3.0,3.0,,,,2.0,4.0,,3.0,10.0,6.0,2.0,,,,,,,,
11396437,home,SV Werder Bremen,Jens Stage,jens-stage,J. Stage,M,6,187,697,M,830142,EUR,847411200,M,6,6,False,39.0,21.0,3.0,1.0,12.0,18.0,9.0,21.0,5.0,6.0,,8.0,,,,,90.0,47.0,6.7,20.0,0.0737,0.0,0.0458947,1,,5.0,1.0,,1.0,,,2.0,,2.0,,,2.0,,,,,1.0,,2.0,,,,,,,,,,,
11396437,home,SV Werder Bremen,Olivier Deman,deman-olivier,O. Deman,D,2,181,445,M,960114,EUR,954979200,M,2,2,False,34.0,28.0,5.0,2.0,14.0,15.0,14.0,21.0,1.0,6.0,2.0,5.0,,,,,80.0,55.0,7.5,10.0,0.0897,0.1166,0.0405464,2,,8.0,1.0,2.0,,3.0,2.0,2.0,,3.0,,,2.0,,,,2.0,1.0,,,1.0,1.0,1.0,2.0,1.0,,,,,,
11396437,home,SV Werder Bremen,Marvin Ducksch,marvin-ducksch,M. Ducksch,F,33,187,1088,M,258325,EUR,762998400,F,7,7,False,31.0,20.0,1.0,,1.0,2.0,22.0,38.0,,2.0,2.0,2.0,,,,,80.0,48.0,8.0,18.0,0.2697,0.1148,0.635826,2,,2.0,,,,,,,,1.0,1.0,,1.0,,,1.0,,,1.0,5.0,2.0,1.0,1.0,9.0,,3.0,1.0,,,,
