match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAShot,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_accurateLongBalls,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_clearanceOffLine,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,player_firstName,player_lastName,stat_fouls,stat_goalAssist,stat_accurateCross,stat_bigChanceCreated,stat_keyPass,captain,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_penaltyConceded,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_punches,stat_hitWoodwork,stat_totalOffside,stat_penaltyWon
11453298,home,Al Tai,Moataz Al-Baqaawi,moataz-al-baqaawi,M. Al-Baqaawi,G,33,180.0,23,M,892891,EUR,883872000,G,44,44,False,22.0,19.0,3.0,19.0,21.0,1.0,3.0,1.0,3.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,90.0,33.0,6.3,3.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453298,home,Al Tai,Ibrahim Alnakhli,ibrahim-alnakhli,I. Alnakhli,D,88,176.0,35,M,847004,EUR,857865600,D,88,88,False,26.0,23.0,1.0,15.0,17.0,11.0,3.0,2.0,7.0,1.0,3.0,3.0,,,,,,,,,90.0,46.0,7.5,8.0,0,1.0,8.0,2.0,1.0,1.0,1.0,3.0,4.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,
11453298,home,Al Tai,Robert Bauer,robert-bauer,R. Bauer,D,,183.0,117,M,253871,EUR,797385600,D,27,27,False,69.0,65.0,5.0,44.0,44.0,25.0,,3.0,1.0,1.0,2.0,4.0,,1.0,,,,,,,90.0,73.0,6.5,4.0,0,3.0,21.0,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
11453298,home,Al Tai,Enzo Roco,enzo-roco,E. Roco,D,3,191.0,398,M,105971,EUR,713923200,D,5,5,False,105.0,99.0,6.0,63.0,66.0,39.0,2.0,1.0,5.0,,6.0,6.0,,3.0,,,,,,,90.0,116.0,7.0,6.0,0,5.0,36.0,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,
11453298,home,Al Tai,Hussain Qasim,hussain-qasim,H. Qasim,D,12,179.0,18,M,948595,EUR,874800000,D,12,12,False,60.0,54.0,1.0,23.0,27.0,36.0,1.0,4.0,3.0,1.0,3.0,7.0,,2.0,,,,,,,88.0,76.0,7.4,9.0,0,,32.0,3.0,1.0,,1.0,2.0,,,,,,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
11453298,home,Al Tai,Alfa Semedo,alfa-semedo,A. Semedo,M,30,190.0,367,M,887343,EUR,872899200,M,30,30,False,67.0,57.0,,24.0,26.0,41.0,1.0,3.0,5.0,,,4.0,,1.0,,,,,,,90.0,78.0,7.1,13.0,3,,33.0,,,,,,2.0,,1.0,,,1.0,,,,,True,1.0,2.0,1.0,2.0,1.0,1.0,1.0,,,,,,
11453298,home,Al Tai,Bernard Mensah,bernard-mensah,B. Mensah,M,43,180.0,416,M,546220,EUR,782352000,M,43,43,False,69.0,65.0,5.0,28.0,29.0,40.0,,6.0,8.0,,1.0,7.0,,1.0,,,,,,,90.0,88.0,7.5,11.0,2,4.0,37.0,,2.0,,,,1.0,1.0,4.0,,,2.0,,,,1.0,,2.0,7.0,6.0,1.0,1.0,,,1.0,,,,,
11453298,home,Al Tai,Andrei Cordea,andrei-cordea,A. Cordea,M,24,176.0,392,M,944628,EUR,930182400,M,11,11,False,34.0,26.0,2.0,6.0,6.0,32.0,,10.0,2.0,,1.0,6.0,,,,,,,,,90.0,55.0,7.1,19.0,0,,21.0,4.0,,,,,,,3.0,,,5.0,2.0,1.0,,3.0,,2.0,5.0,2.0,,,,,,,,,,
11453298,home,Al Tai,Rakan Shamlan,rakan-shamlan,R. Shamlan,M,70,175.0,13,M,948599,EUR,900374400,M,70,70,False,20.0,18.0,,1.0,1.0,19.0,,4.0,,1.0,,,,,,,,,,,54.0,25.0,7.0,4.0,1,,17.0,,1.0,,,1.0,,,1.0,,,1.0,,,,,,1.0,,,,1.0,1.0,,,,,,,
11453298,home,Al Tai,Virgil Misidjan,virgil-misidjan,V. Misidjan,F,7,173.0,281,M,148623,EUR,743472000,M,10,10,False,22.0,19.0,1.0,5.0,5.0,20.0,,6.0,5.0,1.0,,4.0,,4.0,,,,,,,65.0,39.0,6.7,12.0,1,1.0,14.0,3.0,,,,1.0,,,1.0,,,,,,1.0,1.0,,2.0,4.0,1.0,,,,,,1.0,,,,
