match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_ballRecovery,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_keyPass,stat_accurateLongBalls,stat_aerialLost,stat_challengeLost,stat_interceptionWon,stat_wonContest,stat_shotOffTarget,stat_outfielderBlock,stat_expectedGoals,stat_shotValueNormalized,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_errorLeadToAGoal,stat_totalOffside,stat_expectedGoalsOnTarget,captain,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_wasFouled,stat_accurateCross,stat_goals,stat_hitWoodwork,stat_penaltyMiss,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_punches,stat_keeperSaveValue,stat_penaltyConceded,stat_errorLeadToAShot
13981596,home,Juventus,Michele Di Gregorio,,,michele-di-gregorio,M. Di Gregorio,G,16,187,8129,M,L'UomoTigre,844609,EUR,869961600,G,16,16,False,6.0,5.0,1.0,0.0,5.0,6.0,2.0,90.0,8.0,6.4,1.0,1.368e-05,5.9193665201608,1.0,5.67,5.67,0,-0.2454,0.0,0.0,-0.07,-0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981596,home,Juventus,Pierre Kalulu,,,pierre-kalulu,P. Kalulu,D,15,183,6630,M,Kalulujr_,965330,EUR,960163200,D,15,15,False,64.0,61.0,,0.0,19.0,20.0,6.0,90.0,77.0,6.7,9.0,0.0788433,217.95032247109,25.0,90.72,23.73,0,,0.28,0.2,-0.15,,42.0,44.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,78.164827323408,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981596,home,Juventus,Bremer,,,bremer,Bremer,D,3,188,9433,M,Bremer,885197,EUR,858643200,D,3,3,False,74.0,68.0,4.0,0.0,32.0,34.0,5.0,90.0,77.0,6.8,7.0,0.0161459,225.45181627708,32.0,82.215,10.71,0,,0.27,0.11,-0.2,,36.0,40.0,,2.0,2.0,3.0,,,,1.0,,,,,,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13981596,home,Juventus,Lloyd Kelly,,,lloyd-kelly,L. Kelly,D,6,191,3053,M,,865167,EUR,907632000,D,6,6,False,90.0,83.0,2.0,0.0,42.0,45.0,8.0,90.0,100.0,7.3,8.0,0.0195712,510.44849568128,52.0,293.685,46.305,1,,0.27,0.29,-0.12,,41.0,45.0,,6.0,2.0,8.0,,1.0,2.0,1.0,1.0,1.0,1.0,46.323021155793,1.0,,2.0,1.0,,,1.0,1.0,1.0,0.0424,-0.26,,,,,,,,,,,,,,,,,,,,,
13981596,home,Juventus,Andrea Cambiaso,,,cambiaso-andrea,A. Cambiaso,D,27,181,7318,M,andrea_cambiaso,917048,EUR,951004800,D,27,27,False,50.0,40.0,1.0,0.0,20.0,24.0,8.0,69.0,81.0,6.2,20.0,0.0275911,205.54983902666,28.0,93.345,34.965,3,,-0.2,0.28,-0.51,,20.0,26.0,4.0,,3.0,6.0,2.0,,,6.0,4.0,4.0,,47.181336310568,2.0,1.0,1.0,,1.0,,,2.0,,0.1621,0.12,1.0,1.0,1.0,1.0,0.1953,,,,,,,,,,,,,,,,
13981596,home,Juventus,Manuel Locatelli,,,manuel-locatelli,M. Locatelli,M,5,185,8228,M,locamanuel73,363860,EUR,884217600,M,5,5,False,91.0,82.0,10.0,0.0,20.0,22.0,4.0,77.0,98.0,7.8,11.0,0.451276,302.74097709709,44.0,115.395,10.92,1,,0.74,0.26,-0.04,,62.0,69.0,,,2.0,1.0,,2.0,,,,,,,,2.0,7.0,,,,,,1.0,0.0208,-0.05,,,,,,True,1.0,1.0,1.0,,,,,,,,,,,,
13981596,home,Juventus,Khéphren Thuram,,,khephren-thuram,K. Thuram,M,19,191,11655,M,k_thuram,904832,EUR,985564800,M,19,19,False,53.0,49.0,2.0,0.0,17.0,17.0,5.0,69.0,66.0,6.9,8.0,0.0495924,253.74670420262,28.0,120.12,30.24,1,,-0.14,0.34,-0.11,,32.0,36.0,1.0,2.0,4.0,7.0,1.0,1.0,,5.0,,1.0,1.0,53.632488213853,3.0,,2.0,1.0,1.0,,,,,0.1145,-0.22,,,,,,,,1.0,,,,,,,,,,,,,
13981596,home,Juventus,Francisco Conceição,,,francisco-conceicao,F. Conceição,F,7,170,19864,M,FConceicao_7,979222,EUR,1039824000,M,7,7,False,29.0,27.0,,0.0,5.0,5.0,2.0,45.0,48.0,6.9,9.0,0.204712,118.11115044726,19.0,30.765,9.66,0,,0.14,0.26,-0.06,,22.0,24.0,7.0,,1.0,4.0,,1.0,,3.0,2.0,3.0,1.0,47.086933694352,4.0,2.0,,,,1.0,1.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,
13981596,home,Juventus,Weston McKennie,,,weston-mckennie,W. McKennie,M,22,185,7292,M,west.mckennie,881931,EUR,904262400,M,22,22,False,36.0,30.0,,0.0,7.0,8.0,7.0,83.0,51.0,7.5,12.0,0.213625,77.284771097283,11.0,50.715,20.685,2,,-0.18,0.23,-0.06,,23.0,28.0,,,3.0,1.0,1.0,2.0,,,,2.0,1.0,,,3.0,,,,,1.0,,,0.7328,0.57,1.0,1.0,,,0.3988,,,1.0,,,1.0,,,,,,,,,,
13981596,home,Juventus,Kenan Yıldız,Kenan Yıldız,,yildiz-kenan,K. Yıldız,M,10,187,82614,M,KenanYıldız,1149011,EUR,1115164800,M,10,10,False,58.0,46.0,5.0,0.0,6.0,7.0,1.0,90.0,105.0,8.5,32.0,0.578042,428.19880142548,44.0,260.19,28.875,6,,1.0,0.89,-0.13,,40.0,51.0,10.0,,11.0,12.0,3.0,17.0,,,,1.0,,266.48045459174,17.0,4.0,,,1.0,,10.0,2.0,,0.2569,-0.59,,,,,,,1.0,4.0,2.0,4.0,,1.0,,,,,,,,,
