match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_totalOffside,stat_keyPass,stat_aerialWon,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_wonTackle,stat_expectedGoals,stat_expectedGoalsOnTarget,captain,stat_dispossessed,stat_blockedScoringAttempt,stat_hitWoodwork,stat_goals,stat_penaltyFaced,stat_lastManTackle,stat_penaltyConceded,stat_bigChanceCreated,player_sofascoreId,stat_bigChanceMissed
12530734,home,Konyaspor,Deniz Ertaş,Deniz Ertas,,deniz-ertas,D. Ertaş,G,1,194,250,M,1195772,EUR,1111276800,G,1,1,False,41.0,22.0,24.0,5.0,0.0,19.0,21.0,3.0,20.0,4.0,9.0,2.0,3.0,1.0,1.0,1.0,90.0,52.0,7.1,19.0,0.00197063,0,0.2333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530734,home,Konyaspor,Alassane Ndao,,,ndao-alassane,A. Ndao,M,,176,333,M,1016033,EUR,851040000,D,18,18,False,28.0,22.0,3.0,2.0,0.0,13.0,14.0,10.0,18.0,5.0,2.0,,,,,,90.0,62.0,7.2,14.0,0.0261755,0,,4.0,1.0,2.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
12530734,home,Konyaspor,Adil Demirbağ,,,adil-demirbag,A. Demirbağ,D,4,182,168,M,787949,EUR,881712000,D,4,4,False,36.0,32.0,5.0,3.0,0.0,25.0,28.0,7.0,8.0,8.0,2.0,,,,,,90.0,48.0,7.1,4.0,0.00221871,0,,,,1.0,1.0,1.0,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,
12530734,home,Konyaspor,Uğurcan Yazğılı,,,ugurcan-yazgili,U. Yazğılı,D,5,184,99,M,904303,EUR,923616000,D,5,5,False,38.0,33.0,6.0,4.0,0.0,23.0,25.0,10.0,13.0,12.0,2.0,,,,,,90.0,66.0,8.1,6.0,0.00802659,3,,,,1.0,4.0,11.0,2.0,,,1.0,5.0,1.0,4.0,1.0,,1.0,2.0,2.0,1.0,1.0,2.0,0.1015,0.1421,,,,,,,,,,,
12530734,home,Konyaspor,Guilherme Haubert Sityá,,,guilherme-haubert-sitya,G. H. Sityá,D,12,179,254,M,224112,EUR,638928000,D,12,12,False,27.0,19.0,5.0,2.0,0.0,8.0,10.0,14.0,22.0,3.0,4.0,,,,,,90.0,50.0,7.3,13.0,0.157902,0,,5.0,3.0,,2.0,3.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,2.0,2.0,,,,,,,True,,,,,,,,,,
12530734,home,Konyaspor,Marko Jevtović,,,marko-jevtovic,M. Jevtović,M,16,194,134,M,310068,EUR,743472000,M,16,16,False,16.0,8.0,2.0,,0.0,5.0,6.0,3.0,10.0,3.0,,,,,,,58.0,21.0,6.6,8.0,0.00122526,0,,,,1.0,2.0,3.0,,,,,1.0,,,1.0,,,2.0,,,,1.0,,,,,,,,,,,,,
12530734,home,Konyaspor,Louka Prip,,,prip-louka,L. Prip,M,,182,142,M,976127,EUR,867542400,M,11,11,False,19.0,16.0,2.0,1.0,0.0,5.0,6.0,11.0,14.0,,3.0,,,,,,58.0,26.0,7.0,5.0,0.00862251,2,,1.0,,2.0,3.0,2.0,1.0,,,,1.0,,1.0,,,,,1.0,1.0,,1.0,0.0958,0.1374,,,,,,,,,,,
12530734,home,Konyaspor,Melih İbrahimoğlu,,,melih-ibrahimoglu,M. Ibrahimoglu,M,77,175,134,M,998462,EUR,963792000,M,77,77,False,31.0,24.0,6.0,4.0,0.0,13.0,14.0,11.0,18.0,1.0,,,,,,,83.0,46.0,7.0,10.0,0.00999765,0,,1.0,,,5.0,7.0,2.0,3.0,1.0,1.0,5.0,,1.0,1.0,,,,,,,4.0,,,,,,,,,,,,,
12530734,home,Konyaspor,Pedrinho,,,pedrinho,Pedrinho,M,8,173,205,M,1015939,EUR,850953600,M,8,8,False,19.0,11.0,7.0,5.0,0.0,1.0,3.0,12.0,19.0,1.0,8.0,,,,,,85.0,38.0,7.6,12.0,0.320286,3,,3.0,2.0,1.0,8.0,3.0,2.0,1.0,,4.0,2.0,,1.0,3.0,,3.0,,2.0,,,1.0,0.0539,,,1.0,1.0,,,,,,,,
12530734,home,Konyaspor,Yusuf Erdoğan,,,yusuf-erdogan,Y. Erdoğan,M,10,172,204,M,256663,EUR,713145600,M,10,10,False,10.0,8.0,1.0,1.0,0.0,1.0,1.0,8.0,15.0,1.0,2.0,,,,,,90.0,24.0,6.9,9.0,0.1195,1,,6.0,1.0,,3.0,2.0,2.0,1.0,,,1.0,,,,1.0,2.0,1.0,1.0,,,1.0,0.0362,,,,,,,,,,,,
