match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_errorLeadToAShot,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_errorLeadToAGoal,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,captain,stat_aerialWon,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_lastManTackle,stat_accurateCross,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_keyPass,stat_bigChanceMissed,stat_goals,stat_totalOffside,player_sofascoreId
12421168,home,Royal Antwerp FC,Senne Lammens,,,senne-lammens,S. Lammens,G,31,193.0,27447,M,964753,EUR,1026000000,G,91,91,False,34.0,27.0,9.0,3.0,0.0,27.0,30.0,4.0,14.0,1.0,4.0,9.0,90.0,57.0,8.4,8.0,0.00015933,0,0.1931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421168,home,Royal Antwerp FC,Kobe Corbanie,Kobe Corbanie,,corbanie-kobe,K. Corbanie,D,2,187.0,205,M,1463869,EUR,1115683200,D,2,2,False,29.0,27.0,2.0,1.0,0.0,20.0,22.0,8.0,2.0,,,,90.0,51.0,5.7,7.0,0.00365967,0,,7.0,1.0,2.0,8.0,3.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,2.0,1.0,4.0,,,,,,,,,,,,,,,,,
12421168,home,Royal Antwerp FC,Toby Alderweireld,,,toby-alderweireld,T. Alderweireld,D,,186.0,1445,M,44575,EUR,604800000,D,23,23,False,53.0,35.0,16.0,3.0,0.0,29.0,33.0,20.0,4.0,,,,90.0,75.0,6.6,20.0,0.00195675,2,,6.0,,2.0,4.0,3.0,2.0,,,,12.0,,,1.0,2.0,,,True,3.0,1.0,1.0,3.0,1.0,0.1803,0.3774,,,,,,,,,
12421168,home,Royal Antwerp FC,Zeno Van Den Bosch,,,van-den-bosch-zeno,Z. V. D. Bosch,D,33,191.0,594,M,1103765,EUR,1057449600,D,33,33,False,72.0,65.0,11.0,5.0,0.0,57.0,58.0,14.0,1.0,,,,90.0,90.0,7.5,8.0,0.00231957,1,,8.0,,,2.0,6.0,,,1.0,,5.0,3.0,3.0,,,1.0,1.0,,2.0,1.0,,2.0,2.0,0.0507,,2.0,,,,,,,,
12421168,home,Royal Antwerp FC,Jelle Bataille,,,jelle-bataille,J. Bataille,D,25,175.0,224,M,889387,EUR,927158400,D,25,25,False,19.0,17.0,1.0,,0.0,12.0,14.0,5.0,,,,,42.0,25.0,6.3,3.0,0.00071453,0,,5.0,,,3.0,2.0,1.0,1.0,,,,1.0,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,
12421168,home,Royal Antwerp FC,Denis Odoi,Denis,Odoi,denis-odoi,D. Odoi,M,3,177.0,876,M,58994,EUR,580694400,M,6,6,False,41.0,35.0,2.0,1.0,1.0,26.0,29.0,14.0,7.0,1.0,,,90.0,64.0,6.9,10.0,0.158065,1,,10.0,2.0,,2.0,3.0,,1.0,,,5.0,1.0,,,1.0,1.0,1.0,,2.0,,,,1.0,0.1522,,,1.0,1.0,1.0,1.0,,,,
12421168,home,Royal Antwerp FC,Jaïro Riedewald,,,jairo-riedewald,J. Riedewald,M,44,186.0,1207,M,285989,EUR,842227200,M,4,4,False,25.0,20.0,1.0,,0.0,17.0,19.0,6.0,2.0,,,,78.0,37.0,6.6,6.0,0.00261045,0,,3.0,,1.0,4.0,2.0,2.0,,,,5.0,1.0,1.0,,1.0,,1.0,,1.0,,,1.0,2.0,,,,,,,,,,,
12421168,home,Royal Antwerp FC,Anthony Valencia,,,anthony-valencia,A. Valencia,F,14,175.0,559,M,1020197,EUR,1058659200,M,14,14,False,14.0,10.0,,,0.0,5.0,5.0,10.0,4.0,1.0,,,56.0,29.0,6.5,9.0,0.0672437,1,,6.0,1.0,,3.0,3.0,,2.0,1.0,,,2.0,2.0,,2.0,1.0,,,,,,,1.0,0.0463,,,1.0,,1.0,2.0,,,,
12421168,home,Royal Antwerp FC,Tjaronn Chery,,,tjaronn-chery,T. Chery,M,10,170.0,874,M,35208,EUR,581385600,M,9,9,False,24.0,19.0,3.0,2.0,1.0,13.0,13.0,16.0,3.0,,,,79.0,36.0,7.5,9.0,0.318406,1,,9.0,5.0,,5.0,2.0,,1.0,1.0,,,,,,,1.0,3.0,,1.0,,,,,0.0111,,,3.0,2.0,1.0,5.0,,,,
12421168,home,Royal Antwerp FC,Gyrano Kerk,,,gyrano-kerk,G. Kerk,M,7,175.0,505,M,386950,EUR,817862400,M,7,7,False,22.0,17.0,,,0.0,8.0,8.0,15.0,4.0,,,,90.0,52.0,7.3,20.0,0.202125,3,,10.0,1.0,1.0,19.0,6.0,6.0,7.0,7.0,3.0,,1.0,1.0,,3.0,2.0,1.0,,,1.0,2.0,,1.0,0.845,0.4446,,1.0,,,1.0,1.0,2.0,,
