match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_expectedGoals,stat_keyPass,captain,stat_fouls,player_firstName,player_lastName,stat_totalCross,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_shotOffTarget,stat_hitWoodwork,stat_unsuccessfulTouch,stat_dispossessed,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_goalAssist,stat_accurateCross,stat_outfielderBlock,stat_errorLeadToAGoal,stat_totalOffside,stat_punches,stat_ownGoals
11401975,home,Almere City FC,Nordin Bakker,nordin-bakker,N. Bakker,G,31,196,132,M,945955,EUR,878256000,G,1,1,False,26.0,6.0,25.0,5.0,1.0,2.0,5.0,24.0,1.0,9.0,1.0,2.0,2.0,90.0,35.0,6.6,20.0,0.00582793,0,0.7997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401975,home,Almere City FC,Joey Jacobs,joey-jacobs,J. Jacobs,D,3,183,24,M,930838,EUR,955324800,D,3,3,False,33.0,23.0,11.0,8.0,11.0,12.0,12.0,21.0,4.0,3.0,,,,90.0,68.0,7.4,21.0,0.0442931,1,,1.0,3.0,3.0,9.0,2.0,1.0,1.0,5.0,4.0,1.0,0.0152,1.0,,,,,,,,,,,,,,,,,,,,,,,
11401975,home,Almere City FC,Damian van Bruggen,damian-van-bruggen,D. v. Bruggen,D,14,184,62,M,285991,EUR,827107200,D,4,4,False,29.0,23.0,5.0,1.0,21.0,22.0,2.0,7.0,3.0,2.0,,,,90.0,41.0,6.7,6.0,0.0009521,0,,1.0,,3.0,2.0,,,4.0,1.0,1.0,1.0,,,True,2.0,,,,,,,,,,,,,,,,,,,,,
11401975,home,Almere City FC,Theo Barbet,theo-barbet,T. Barbet,D,22,184,56,M,911846,EUR,983836800,D,22,22,False,41.0,28.0,13.0,4.0,12.0,14.0,16.0,28.0,2.0,3.0,,,,90.0,69.0,6.8,18.0,0.0308926,0,,3.0,,3.0,3.0,,,2.0,1.0,,1.0,,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,
11401975,home,Almere City FC,Jochem Ritmeester van de Kamp,jochem-ritmeester-van-de-kamp,J. R. v. d. Kamp,M,39,177,175,M,1157777,EUR,1067731200,M,39,39,False,29.0,16.0,7.0,2.0,6.0,7.0,10.0,22.0,1.0,3.0,,,,77.0,41.0,7.1,14.0,0.0159145,2,,1.0,,2.0,3.0,1.0,,1.0,1.0,1.0,,0.2217,1.0,,,Jochem van de Kamp,,,2.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,
11401975,home,Almere City FC,Stije Resink,stije-resink,S. Resink,M,6,186,608,M,1090328,EUR,1053993600,M,28,28,False,29.0,19.0,8.0,1.0,6.0,9.0,13.0,20.0,,5.0,,,,90.0,50.0,7.5,17.0,0.114043,2,,4.0,1.0,10.0,8.0,2.0,,1.0,4.0,2.0,3.0,0.6861,1.0,,2.0,Stije Resink,,,1.0,,,,,4.0,1.0,1.0,2.0,1.0,1.3992,,,,,,,
11401975,home,Almere City FC,Álvaro Peña,alvaro-pena,Á. Peña,M,23,178,37,M,294351,EUR,688262400,M,6,6,False,31.0,23.0,4.0,3.0,7.0,11.0,16.0,21.0,,2.0,,,,67.0,48.0,6.8,15.0,0.021112,1,,2.0,4.0,10.0,8.0,,1.0,1.0,1.0,,2.0,0.0661,,,4.0,,,1.0,1.0,1.0,,,,2.0,4.0,,,,,,,,,,,
11401975,home,Almere City FC,Peer Koopmeiners,peer-koopmeiners,P. Koopmeiners,M,6,186,510,M,922018,EUR,957398400,M,15,15,False,50.0,36.0,12.0,7.0,17.0,24.0,20.0,32.0,5.0,7.0,,,,90.0,84.0,7.1,24.0,0.357334,1,,3.0,2.0,9.0,10.0,3.0,1.0,3.0,6.0,2.0,2.0,0.0806,1.0,,,,,6.0,,,,,,2.0,3.0,1.0,,,,1.0,1.0,1.0,1.0,,,
11401975,home,Almere City FC,Yoann Cathline,cathline-yoann,Y. Cathline,M,10,176,517,M,1105700,EUR,1027296000,M,19,19,False,31.0,21.0,3.0,,10.0,11.0,11.0,23.0,,7.0,,,,90.0,64.0,6.8,27.0,0.103569,2,,1.0,,10.0,7.0,,1.0,1.0,1.0,1.0,1.0,0.043,2.0,,,,,3.0,10.0,5.0,,1.0,,4.0,4.0,,,,,,,,,,,
11401975,home,Almere City FC,Rajiv Van La Parra,rajiv-van-la-parra,R. V. L. Parra,M,7,181,101,M,38096,EUR,675993600,F,27,27,False,7.0,4.0,,,1.0,3.0,4.0,6.0,,3.0,,,,67.0,31.0,6.5,14.0,0.0230405,1,,4.0,2.0,10.0,6.0,,,,,,2.0,0.0302,,,1.0,,,2.0,5.0,2.0,,1.0,,4.0,3.0,,,,,,1.0,,,2.0,,
