match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAGoal,stat_goodHighClaim,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_keyPass,stat_shotValueNormalized,stat_dispossessed,stat_outfielderBlock,stat_wasFouled,player_firstName,player_lastName,captain,stat_wonContest,stat_shotOffTarget,stat_fouls,stat_totalOffside,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_errorLeadToAShot,stat_hitWoodwork,stat_clearanceOffLine
14025117,home,Tottenham Hotspur,Richarlison,richarlison,Richarlison,F,9,184,44707,M,Richarlison,840217,EUR,863222400,F,9,9,False,9.0,6.0,,,0.0,3.0,5.0,3.0,4.0,,2.0,1.0,3.0,,,,,,,60.0,21.0,6.3,9.0,0.00838092,6.0418394550004,1.0,-5.04,-5.04,,0,,-0.16,-0.36,0.13,,1.0,,3.0,4.0,,,,,,1.0,1.0,3.0,,,,,,1.0,,1.0,,,,,,,,,,,1.0,,,
14025117,home,Tottenham Hotspur,Rodrigo Bentancur,bentancur-rodrigo,R. Bentancur,M,30,187,8306,M,rodrigo_bentancur,791190,EUR,867196800,M,30,30,True,16.0,12.0,1.0,,0.0,5.0,7.0,7.0,9.0,2.0,2.0,,2.0,,,,,,,30.0,22.0,6.6,7.0,0.138418,68.344254742924,6.0,30.135,19.425,,0,,0.21,-0.01,-0.03,,1.0,1.0,,4.0,,1.0,,,,,,1.0,,19.999705622834,1.0,2.0,,1.0,,,,,,,,2.0,,,,,,,,
14025117,home,Tottenham Hotspur,Xavi Simons,xavi-simons,X. Simons,M,7,179,51062,M,XaviSimons,997183,EUR,1050883200,M,7,7,True,14.0,10.0,1.0,,0.0,3.0,4.0,7.0,10.0,2.0,3.0,,,,,,,,,30.0,23.0,6.5,8.0,0.00644623,37.530474396373,5.0,-9.975,4.83,,2,,0.03,-0.21,-0.07,,,,,3.0,1.0,2.0,,2.0,,,,2.0,0.0988,,,,-0.28,1.0,,,,,,1.0,,,,,,,,,,
14025117,home,Tottenham Hotspur,Wilson Odobert,wilson-odobert,W. Odobert,F,28,182,4519,M,,1142679,EUR,1101600000,F,28,28,True,13.0,11.0,1.0,,0.0,2.0,2.0,9.0,11.0,1.0,1.0,,1.0,,,,,,,30.0,19.0,6.4,6.0,0.0134194,76.815285116347,8.0,18.795,13.23,,1,,-0.02,0.09,0.0,,,,,2.0,,2.0,,,,,,1.0,0.0868,29.244632389113,2.0,,-0.37,,,,,,,,1.0,,,,,,,,,
14025117,home,Tottenham Hotspur,Pape Matar Sarr,pape-matar-sarr,P. M. Sarr,M,29,185,32679,M,pape,1002711,EUR,1031961600,M,29,29,True,9.0,7.0,,,0.0,7.0,8.0,,1.0,3.0,3.0,1.0,1.0,,,,,,,13.0,13.0,6.8,4.0,4.088e-05,23.094473442334,2.0,12.6,17.64,,0,,-0.08,-0.08,-0.01,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025117,home,Tottenham Hotspur,Mathys Tel,mathys-tel,M. Tel,F,11,183,11348,M,m.tel14,1048888,EUR,1114560000,F,11,11,True,2.0,2.0,,,0.0,,,2.0,2.0,,,,,,,,,,,10.0,2.0,6.5,,0.00038337,7.0534338445895,1.0,-6.615,-6.615,,0,,0.01,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025117,home,Tottenham Hotspur,Antonín Kinský,antonin-kinsky,A. Kinský,G,31,190,3150,M,,1031251,EUR,1047513600,G,31,31,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025117,home,Tottenham Hotspur,Djed Spence,djed-spence,D. Spence,D,24,184,4534,M,,945798,EUR,965779200,D,24,24,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025117,home,Tottenham Hotspur,Ben Davies,ben-davies,B. Davies,D,33,181,2694,M,,94758,EUR,735609600,D,33,33,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025117,home,Tottenham Hotspur,Brennan Johnson,brennan-johnson,B. Johnson,F,11,186,10704,M,brenjohnson_,1085180,EUR,990576000,F,22,22,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025117,away,Fulham,Bernd Leno,bernd-leno,B. Leno,G,1,190,2695,M,,103335,EUR,699667200,G,1,1,False,41.0,22.0,25.0,6.0,0.0,17.0,24.0,5.0,17.0,2.0,2.0,3.0,7.0,,1.0,,3.0,,,90.0,50.0,5.9,20.0,0.00061339,27.327528532046,5.0,5.88,4.83,,0,-0.5376,0.09,0.01,-0.17,-0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025117,away,Fulham,Kenny Tete,kenny-tete,K. Tete,D,2,180,1146,M,,190877,EUR,813196800,D,2,2,False,27.0,21.0,4.0,2.0,0.0,16.0,18.0,5.0,9.0,2.0,11.0,8.0,3.0,,,,,,,90.0,69.0,7.8,16.0,0.00191208,67.52744862643,7.0,25.41,23.31,,1,,0.0,0.19,0.17,,,,2.0,6.0,,1.0,,,3.0,6.0,4.0,3.0,0.06,,,,0.54,2.0,1.0,3.0,,,,,,1.0,,1.0,1.0,0.2774,,,,
14025117,away,Fulham,Joachim Andersen,joachim-andersen,J. Andersen,D,5,190,2378,M,,362682,EUR,833500800,D,5,5,False,47.0,38.0,14.0,8.0,0.0,31.0,33.0,7.0,14.0,4.0,6.0,13.0,3.0,,,,,,,90.0,67.0,8.0,10.0,0.00172139,126.16636163069,16.0,11.34,14.49,,0,,0.31,0.17,0.73,,,,1.0,1.0,,,,,,1.0,1.0,1.0,,,,,,,1.0,2.0,,,True,,,,,,,,,,,
14025117,away,Fulham,Calvin Bassey,calvin-bassey,C. Bassey,D,3,185,8710,M,,861972,EUR,946598400,D,3,3,False,28.0,22.0,3.0,,0.0,21.0,23.0,1.0,5.0,1.0,6.0,5.0,,,,,,,,90.0,42.0,6.4,8.0,0.00021468,30.418228029532,6.0,10.5,10.815,,0,,0.05,0.01,-0.21,,,,3.0,4.0,,,,,,4.0,2.0,2.0,,,,,,,1.0,1.0,,,,,,1.0,,,,,,1.0,,
14025117,away,Fulham,Ryan Sessegnon,ryan-sessegnon,R. Sessegnon,D,30,178,1731,M,,836698,EUR,958608000,D,30,30,False,23.0,18.0,3.0,1.0,0.0,11.0,15.0,7.0,8.0,1.0,5.0,6.0,5.0,,,,,,,90.0,60.0,7.1,14.0,0.0555414,82.539157528863,10.0,22.89,22.26,,0,,0.2,0.28,0.13,,2.0,,,3.0,2.0,1.0,,,2.0,4.0,3.0,,,39.520541461402,2.0,,,,1.0,,,,,,,,1.0,,,,,,,
14025117,away,Fulham,Sander Berge,sander-berge,S. Berge,M,16,195,2096,M,,793167,EUR,887414400,M,16,16,False,24.0,20.0,1.0,,0.0,14.0,14.0,6.0,10.0,,1.0,2.0,4.0,,,,,,,90.0,30.0,6.5,5.0,0.0035558,45.59588149843,6.0,-16.8,2.835,,0,,0.17,-0.11,-0.02,,,,2.0,2.0,,,,,2.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
14025117,away,Fulham,Alex Iwobi,alex-iwobi,A. Iwobi,M,17,183,8263,M,alexanderiwobi,352770,EUR,831081600,M,17,17,False,31.0,25.0,3.0,2.0,0.0,15.0,17.0,10.0,14.0,,4.0,1.0,4.0,,,,,,,87.0,47.0,6.9,13.0,0.0120755,67.689707394985,8.0,11.76,18.165,,0,,0.25,0.03,0.15,,1.0,,,3.0,1.0,1.0,,,,2.0,1.0,3.0,,,,,,2.0,1.0,1.0,,,,1.0,,,,,,,,,,
14025117,away,Fulham,Harry Wilson,harry-wilson,H. Wilson,M,8,173,4932,M,,355528,EUR,858988800,M,8,8,False,18.0,11.0,4.0,1.0,0.0,7.0,11.0,4.0,7.0,,2.0,2.0,6.0,,,,,,,68.0,27.0,7.6,9.0,0.0347381,101.44786257643,9.0,76.02,25.305,,2,,0.1,0.12,0.14,,1.0,1.0,1.0,2.0,,1.0,,1.0,,2.0,1.0,,0.1496,26.368177202833,1.0,,0.52,,,,,,,,,,1.0,1.0,1.0,0.7485,,,,
14025117,away,Fulham,Joshua King,joshua-king,J. King,M,24,172,1804,M,,1546231,EUR,1167782400,M,24,24,False,15.0,13.0,,,1.0,5.0,6.0,8.0,9.0,,3.0,2.0,5.0,,,,,,,68.0,22.0,6.2,4.0,0.00372072,136.18986464142,10.0,13.44,17.64,,0,,-0.32,0.11,-0.15,,,,2.0,6.0,2.0,,,,,1.0,,1.0,,18.343680764776,1.0,1.0,,1.0,,2.0,Joshua King,,,,,2.0,,,,,,,,
14025117,away,Fulham,Samuel Chukwueze,samuel-chukwueze,S. Chukwueze,F,19,172,21963,M,chukwuezesamuel8,822470,EUR,927331200,M,19,19,False,18.0,15.0,,,1.0,8.0,9.0,7.0,9.0,1.0,4.0,2.0,5.0,,,,,,,81.0,36.0,7.2,9.0,0.692525,97.464445515935,15.0,41.055,12.81,,2,,0.44,0.09,-0.02,,1.0,,,5.0,1.0,3.0,,1.0,1.0,,,1.0,0.1074,,,2.0,-0.2,2.0,,1.0,,,,2.0,1.0,1.0,,,,,,,1.0,
14025117,away,Fulham,Raúl Jiménez,raul-jimenez,R. Jiménez,F,7,189,17432,M,RJimenez9,192442,EUR,673401600,F,7,7,False,30.0,18.0,2.0,1.0,0.0,8.0,8.0,10.0,22.0,6.0,8.0,2.0,3.0,,,,,,,90.0,46.0,6.8,19.0,0.00559188,60.047046505262,8.0,15.54,15.33,,0,,-0.11,0.1,0.37,,,,10.0,12.0,1.0,1.0,,,,1.0,,4.0,,,,,,1.0,1.0,,,,,1.0,,2.0,2.0,,,,,,,1.0
14025117,away,Fulham,Saša Lukić,sasa-lukic,S. Lukić,M,20,183,2086,M,,371222,EUR,839894400,M,20,20,True,6.0,5.0,,,0.0,4.0,4.0,1.0,2.0,,3.0,1.0,3.0,,,,,,,22.0,13.0,6.9,3.0,0.00038104,49.044603074593,2.0,30.45,16.17,,0,,0.01,0.11,0.22,,1.0,,1.0,1.0,,,,,,3.0,1.0,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,
14025117,away,Fulham,Emile Smith Rowe,emile-smith-rowe,E. Smith Rowe,M,32,182,7311,M,esr,867445,EUR,964742400,M,32,32,True,10.0,10.0,,,0.0,8.0,8.0,2.0,2.0,,3.0,,,,,,,,,22.0,17.0,6.8,1.0,0.0122527,9.3668554926345,2.0,-1.995,0.0,,1,,0.03,0.01,0.13,,,,1.0,2.0,,,,1.0,,3.0,3.0,,0.0937,,,,0.02,1.0,,,,,,,,,,,,,,,,
14025117,away,Fulham,Kevin,kevin,Kevin,M,22,176,5325,M,,1112879,EUR,1041638400,F,22,22,True,2.0,2.0,,,0.0,1.0,1.0,1.0,1.0,,3.0,,1.0,,,,,,,9.0,9.0,6.7,2.0,0.00024222,18.817979345624,3.0,18.48,11.445,,1,,0.01,0.02,-0.01,,,,1.0,2.0,,2.0,,,1.0,1.0,,1.0,0.0385,,,,0.0,,,1.0,Kevin,,,1.0,,,,1.0,,0.0535,,,,
14025117,away,Fulham,Timothy Castagne,timothy-castagne,T. Castagne,D,21,185,2321,M,,329417,EUR,818121600,D,21,21,True,,,,,0.0,,,,,,,,,,,,,,,8.0,,6.4,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025117,away,Fulham,Benjamin Lecomte,benjamin-lecomte,B. Lecomte,G,23,186,336,M,,123207,EUR,672624000,G,23,23,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025117,away,Fulham,Jorge Cuenca,jorge-cuenca,J. Cuenca,D,15,190,660,M,,868715,EUR,942796800,D,15,15,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025117,away,Fulham,Tom Cairney,tom-cairney,T. Cairney,M,10,185,581,M,,82566,EUR,664329600,M,10,10,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025117,away,Fulham,Adama Traoré,adama-traore,A. Traoré,F,17,178,12517,M,adamatrd,286165,EUR,822528000,F,11,11,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025117,away,Fulham,Jonah Kusi-Asare,jonah-kusi-asare,J. Kusi-Asare,F,18,196,3959,M,,1503757,EUR,1183507200,F,18,18,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
