match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_totalOffside,stat_shotOffTarget,stat_interceptionWon,stat_expectedGoals,player_firstName,player_lastName,stat_challengeLost,stat_wasFouled,stat_accurateCross,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,stat_keyPass,stat_errorLeadToAShot,stat_hitWoodwork,stat_savedShotsFromInsideTheBox,stat_bigChanceCreated,stat_bigChanceMissed,stat_goals,stat_goalAssist
10385429,home,Chelsea,Kepa Arrizabalaga,kepa-arrizabalaga,K. Arrizabalaga,G,13,188,26145,M,KepaA,232422,EUR,781142400,G,1,1,False,33.0,25.0,13.0,5.0,21.0,24.0,4.0,9.0,14.0,2.0,2.0,90.0,45.0,6.6,9.0,0.00145426,0,0.1926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385429,home,Chelsea,César Azpilicueta,cesar-azpilicueta,C. Azpilicueta,D,3,178,4642,M,Dave,21555,EUR,620265600,D,28,28,False,45.0,40.0,1.0,,22.0,24.0,18.0,23.0,3.0,,,90.0,64.0,6.9,11.0,0.0108082,0,,True,2.0,1.0,2.0,5.0,6.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,
10385429,home,Chelsea,Thiago Silva,thiago-silva,T. Silva,D,3,181,42659,M,ThiagoSilva,33541,EUR,464659200,D,6,6,False,62.0,56.0,2.0,1.0,44.0,47.0,12.0,15.0,5.0,,,90.0,72.0,7.0,6.0,0.00626749,1,,,,,,,2.0,,,,5.0,,2.0,2.0,,,,1.0,1.0,0.0488,,,,,,,,,,,,,,,,
10385429,home,Chelsea,Kalidou Koulibaly,kalidou-koulibaly,K. Koulibaly,D,3,187,26311,M,kkoulibaly26,126071,EUR,677376000,D,26,26,False,89.0,77.0,9.0,3.0,65.0,72.0,12.0,17.0,4.0,,,90.0,100.0,6.8,14.0,0.0037577,0,,,,1.0,2.0,4.0,3.0,,,,3.0,1.0,1.0,,2.0,3.0,,,2.0,,,,,,,,,,,,,,,,,
10385429,home,Chelsea,Marc Cucurella,marc-cucurella,M. Cucurella,D,3,175,37239,M,cucurella3,794939,EUR,901065600,D,32,32,False,48.0,38.0,2.0,,32.0,40.0,6.0,9.0,7.0,,,68.0,62.0,6.5,12.0,0.0104168,0,,,1.0,,,5.0,5.0,,,,1.0,1.0,4.0,1.0,1.0,,,,2.0,,,,5.0,1.0,,,,,,,,,,,,
10385429,home,Chelsea,Denis Zakaria,denis-zakaria,D. Zakaria,M,6,191,3221,M,,770677,EUR,848448000,M,20,20,False,54.0,50.0,3.0,3.0,23.0,24.0,27.0,30.0,6.0,,,90.0,65.0,6.8,7.0,0.0373762,0,,,,,,4.0,5.0,2.0,4.0,4.0,1.0,,1.0,1.0,1.0,,,,1.0,,,,2.0,,,,,,,,,,,,,
10385429,home,Chelsea,Mateo Kovačić,mateo-kovacic,M. Kovačić,M,8,178,33708,M,Kova8,136710,EUR,768182400,M,8,8,False,69.0,60.0,3.0,2.0,35.0,38.0,25.0,31.0,5.0,,,90.0,80.0,7.0,11.0,0.0750325,1,,,,2.0,,4.0,5.0,1.0,1.0,1.0,1.0,,3.0,3.0,1.0,1.0,,1.0,1.0,0.0241,,,,1.0,,,,,,,,,,,,
10385429,home,Chelsea,Hakim Ziyech,hakim-ziyech,H. Ziyech,M,30,181,60999,M,HZiyech,249437,EUR,732499200,M,22,22,False,28.0,20.0,3.0,,6.0,7.0,15.0,28.0,4.0,,,69.0,49.0,6.6,20.0,0.0914135,1,,,7.0,,,3.0,4.0,1.0,2.0,,,,2.0,1.0,,,,,,0.0224,,,,2.0,1.0,1.0,0.4994,,,,,,,,,
10385429,home,Chelsea,Raheem Sterling,raheem-sterling,R. Sterling,F,,170,36469,M,Sterling7,138534,EUR,786844800,M,17,17,False,1.0,1.0,,,1.0,1.0,,,,,,5.0,2.0,,1.0,9.42769e-06,0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385429,home,Chelsea,Christian Pulišić,christian-pulisic,C. Pulišić,M,11,177,37774,M,CMPulisic,817957,EUR,906076800,M,10,10,False,5.0,4.0,,,3.0,4.0,1.0,1.0,1.0,,,22.0,9.0,6.7,1.0,0.000118478,1,,,,,,,2.0,,,,,,1.0,,,,,,,0.0468,,,,1.0,,,,1.0,,,,,,,,
