match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,stat_duelLost,stat_onTargetScoringAttempt,stat_goals,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_aerialLost,stat_outfielderBlock,stat_unsuccessfulTouch,stat_wasFouled,captain,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_challengeLost,stat_totalContest,stat_wonContest,stat_keyPass,stat_bigChanceMissed,stat_shotOffTarget,stat_dispossessed,stat_bigChanceCreated,stat_totalOffside,stat_blockedScoringAttempt
10385483,home,Bournemouth,Mark Travers,,,mark-travers,M. Travers,G,12,191,619,M,856720,EUR,926985600,G,1,1,False,26.0,20.0,14.0,9.0,14.0,15.0,6.0,11.0,1.0,1.0,8.0,2.0,1.0,2.0,90.0,36.0,7.3,6.0,0.0,0.0,0.00271436,0,0.5261,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385483,home,Bournemouth,Jefferson Lerma,,,jefferson-lerma,J. Lerma,M,8,179,5444,M,355796,EUR,783043200,D,8,8,False,27.0,21.0,6.0,1.0,16.0,16.0,5.0,11.0,,1.0,1.0,,,,90.0,35.0,7.5,6.0,0.2403,0.1149,0.00157013,1,,jeffersonlerma,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
10385483,home,Bournemouth,Chris Mepham,,,chris-mepham,C. Mepham,D,2,191,391,M,865740,EUR,878688000,D,6,6,False,47.0,38.0,9.0,6.0,32.0,37.0,6.0,10.0,5.0,8.0,2.0,,,,90.0,69.0,7.9,11.0,0.0,0.0,0.00289523,0,,,2.0,,,13.0,1.0,2.0,1.0,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,
10385483,home,Bournemouth,Lloyd Kelly,,,lloyd-kelly,L. Kelly,D,6,191,3053,M,865167,EUR,907632000,D,5,5,False,26.0,15.0,7.0,2.0,13.0,19.0,3.0,8.0,2.0,5.0,2.0,,,,90.0,47.0,7.5,13.0,0.0,0.0,0.0877107,0,,,2.0,,,11.0,1.0,2.0,2.0,,,1.0,1.0,,True,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,
10385483,home,Bournemouth,Adam Smith,,,adam-smith,A. Smith,D,15,180,494,M,44566,EUR,672883200,M,15,15,False,24.0,14.0,5.0,3.0,6.0,10.0,8.0,15.0,,2.0,5.0,,,,90.0,46.0,6.4,13.0,0.0763,0.0,0.010688,1,,,5.0,,,2.0,2.0,1.0,,1.0,,,1.0,1.0,,,1.0,,4.0,,,,1.0,1.0,,,,
10385483,home,Bournemouth,Ben Pearson,,,ben-pearson,B. Pearson,M,4,174,71,M,190857,EUR,789177600,M,22,22,False,33.0,23.0,6.0,4.0,19.0,24.0,4.0,9.0,1.0,6.0,7.0,,,,72.0,43.0,6.9,11.0,0.0,0.0,0.00198458,0,,,5.0,,,1.0,1.0,3.0,1.0,3.0,1.0,,1.0,2.0,,,,,1.0,,,,,,,,,
10385483,home,Bournemouth,Philip Billing,,,philip-billing,P. Billing,M,8,193,1790,M,548660,EUR,834451200,M,29,29,False,30.0,24.0,3.0,1.0,18.0,21.0,6.0,9.0,1.0,6.0,8.0,,,,90.0,47.0,7.5,6.0,0.0106,0.0,0.00669163,1,,,4.0,,,3.0,5.0,5.0,2.0,2.0,1.0,1.0,,,,,,,1.0,,,,,1.0,,,,
10385483,home,Bournemouth,Jordan Zemura,,,jordan-zemura,J. Zemura,D,33,173,795,M,964119,EUR,942537600,M,33,33,False,22.0,15.0,5.0,2.0,10.0,13.0,5.0,9.0,1.0,6.0,6.0,,,,90.0,41.0,7.4,10.0,0.0,0.0,0.0102967,0,,,4.0,,,2.0,,3.0,2.0,2.0,1.0,2.0,2.0,,,,,,1.0,2.0,2.0,1.0,,,,,,
10385483,home,Bournemouth,Marcus Tavernier,,,marcus-tavernier,M. Tavernier,M,16,178,1762,M,895576,EUR,922060800,F,16,16,False,24.0,15.0,2.0,1.0,7.0,10.0,10.0,22.0,2.0,14.0,10.0,,,,86.0,54.0,7.9,20.0,0.0,0.0,0.123749,0,,,7.0,,,,,1.0,1.0,1.0,4.0,,2.0,5.0,,,8.0,2.0,,7.0,6.0,3.0,,,1.0,1.0,1.0,
10385483,home,Bournemouth,Dominic Solanke,,,dominic-solanke,D. Solanke,F,19,186,11267,M,361420,EUR,874195200,F,9,9,False,8.0,5.0,1.0,1.0,1.0,3.0,4.0,5.0,1.0,5.0,3.0,,,,89.0,26.0,6.5,10.0,0.2138,0.0635,0.00108797,3,,Dom_Solanke,10.0,1.0,,1.0,,1.0,1.0,4.0,1.0,,3.0,2.0,,,,,1.0,3.0,1.0,,,,2.0,,,2.0
