match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_challengeLost,stat_wasFouled,player_firstName,player_lastName,stat_goals,stat_keyPass,stat_shotOffTarget,stat_outfielderBlock,stat_dispossessed,stat_accurateCross,stat_errorLeadToAShot,stat_blockedScoringAttempt,player_sofascoreId,stat_totalOffside,stat_bigChanceCreated,stat_goalAssist,stat_bigChanceMissed
10388519,home,TSG Hoffenheim,Oliver Baumann,oliver-baumann,O. Baumann,G,1,185,1392,M,40244,EUR,644284800,G,1,1,False,True,24.0,19.0,8.0,3.0,19.0,21.0,3.0,10.0,1.0,1.0,1.0,90.0,36.0,5.9,5.0,0.0,0.0,0.00027003,0,-1.7167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388519,home,TSG Hoffenheim,Ozan Kabak,ozan-kabak,O. Kabak,D,5,185,2402,M,857740,EUR,953942400,D,5,5,False,,60.0,54.0,3.0,1.0,40.0,42.0,19.0,2.0,,,,90.0,76.0,6.5,10.0,0.0438,0.1702,0.00946304,1,,14.0,1.0,2.0,2.0,7.0,5.0,3.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,
10388519,home,TSG Hoffenheim,John Brooks,john-brooks,J. Brooks,D,25,193,355,M,132149,EUR,728179200,D,23,23,False,,83.0,74.0,7.0,3.0,51.0,53.0,30.0,2.0,,,,90.0,98.0,6.6,10.0,0.0,0.0,0.00984028,0,,23.0,,,5.0,2.0,8.0,,,,9.0,1.0,2.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,
10388519,home,TSG Hoffenheim,Stanley N'Soki,stanley-nsoki,S. N'Soki,D,34,184,416,M,904991,EUR,923616000,D,34,34,False,,65.0,56.0,5.0,3.0,34.0,35.0,30.0,10.0,,,,90.0,83.0,7.3,13.0,0.1398,0.7699,0.0248807,1,,22.0,,,,2.0,5.0,2.0,2.0,1.0,1.0,2.0,3.0,,4.0,,2.0,,,,1.0,1.0,,,,,,,,,,,
10388519,home,TSG Hoffenheim,Kevin Akpoguma,kevin-akpoguma,K. Akpoguma,D,25,192,335,M,187423,EUR,798249600,M,25,25,False,,29.0,21.0,3.0,,8.0,10.0,19.0,6.0,,,,90.0,55.0,6.7,13.0,0.1436,0.0,0.255053,1,,13.0,,,4.0,5.0,5.0,3.0,,,2.0,2.0,1.0,,1.0,2.0,,,,,,1.0,1.0,2.0,,,,,,,,,
10388519,home,TSG Hoffenheim,Thomas Delaney,thomas-delaney,T. Delaney,M,27,182,1294,M,66477,EUR,683856000,M,17,17,False,,39.0,27.0,6.0,2.0,17.0,20.0,19.0,4.0,,,,64.0,49.0,5.9,14.0,0.0,0.0,0.00848371,0,,10.0,,3.0,1.0,11.0,5.0,1.0,,,,1.0,2.0,,,2.0,4.0,2.0,,,,,,,1.0,,,,,,,,
10388519,home,TSG Hoffenheim,Dennis Geiger,dennis-geiger,D. Geiger,M,8,172,160,M,795004,EUR,897436800,M,8,8,False,,27.0,23.0,2.0,,11.0,12.0,18.0,2.0,,,,45.0,34.0,6.2,6.0,0.0,0.0,0.0140077,0,,13.0,3.0,1.0,,4.0,,,,,,1.0,,,,3.0,,,,,,,,,,1.0,1.0,,,,,,
10388519,home,TSG Hoffenheim,Angeliño,angelino,Angeliño,M,3,171,3342,M,848355,EUR,852336000,M,11,11,False,,20.0,13.0,3.0,2.0,7.0,9.0,15.0,1.0,,,,64.0,39.0,5.7,16.0,0.0593,0.0,0.00297973,1,,6.0,4.0,2.0,,7.0,,1.0,,,1.0,1.0,,,1.0,,1.0,,,,,,,,3.0,,,1.0,,,,,
10388519,home,TSG Hoffenheim,Christoph Baumgartner,christoph-baumgartner,C. Baumgartner,M,14,180,2738,M,825956,EUR,933465600,F,14,14,False,,36.0,28.0,3.0,1.0,11.0,11.0,27.0,3.0,,,,90.0,57.0,6.6,12.0,0.0,0.0,0.0362979,0,,18.0,2.0,,,7.0,5.0,2.0,,,2.0,1.0,3.0,,,,4.0,2.0,,,,,,1.0,1.0,1.0,,,,,,,
10388519,home,TSG Hoffenheim,Andrej Kramarić,andrej-kramaric,A. Kramarić,F,27,177,7591,M,67647,EUR,677289600,F,27,27,False,,40.0,35.0,5.0,5.0,14.0,15.0,27.0,7.0,,,,90.0,53.0,6.9,9.0,0.2102,0.2079,0.0795703,3,,21.0,2.0,,1.0,3.0,3.0,2.0,,2.0,,1.0,,,,1.0,1.0,2.0,,,,,,,,,,1.0,andrejkramaric,,,,
