match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_shotOffTarget,stat_interceptionWon,stat_lastManTackle,stat_totalTackle,stat_wonTackle,stat_penaltyConceded,stat_wasFouled,stat_fouls,stat_totalOffside,stat_expectedGoals,stat_keyPass,stat_aerialLost,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_expectedGoalsOnTarget,captain,stat_unsuccessfulTouch,stat_dispossessed,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_bigChanceCreated,player_sofascoreId,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAShot,stat_goals,stat_hitWoodwork,stat_penaltyWon
12117256,home,Bahia,Marcos Felipe,marcos-felipe,M. Felipe,G,1,189,1142,M,358524,EUR,829353600,G,22,22,False,41.0,33.0,13.0,6.0,0.0,29.0,31.0,4.0,10.0,1.0,6.0,4.0,1.0,5.0,1.0,90.0,53.0,7.5,9.0,0.0023923,0,0.9806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117256,home,Bahia,Santiago Arias,santiago-arias,S. Arias,D,13,177,3440,M,158583,EUR,695260800,D,13,13,False,50.0,35.0,5.0,1.0,0.0,19.0,24.0,18.0,28.0,2.0,5.0,,,,,90.0,73.0,6.9,16.0,0.121718,1,,,,2.0,2.0,2.0,3.0,9.0,1.0,1.0,1.0,1.0,5.0,3.0,1.0,2.0,2.0,1.0,0.1196,2.0,,,,,,,,,,,,,,,,,,,,
12117256,home,Bahia,Gabriel Xavier,gabriel-xavier,G. Xavier,D,3,190,1259,M,1117710,EUR,989107200,D,3,3,False,55.0,51.0,9.0,5.0,0.0,43.0,44.0,8.0,11.0,7.0,3.0,,,,,90.0,74.0,7.3,4.0,0.00395629,2,,Gabriel Xavier,,,,3.0,2.0,7.0,,1.0,,,2.0,1.0,,1.0,2.0,,0.1368,,1.0,1.0,1.0,1.0,1.0,0.1792,,,,,,,,,,,,,,
12117256,home,Bahia,Kanu,kanu,Kanu,D,4,186,926,M,871705,EUR,857692800,D,4,4,False,48.0,43.0,3.0,1.0,0.0,38.0,40.0,5.0,8.0,,6.0,,,,,90.0,57.0,6.7,6.0,0.0020047,0,,,,,,2.0,3.0,3.0,1.0,,2.0,,,,,1.0,,,,,2.0,,,,2.0,,True,1.0,,,,,,,,,,,,
12117256,home,Bahia,Luciano Juba,luciano-juba,L. Juba,D,46,176,3659,M,1017264,EUR,935884800,D,46,46,False,53.0,41.0,5.0,1.0,0.0,24.0,28.0,17.0,26.0,6.0,5.0,,,,,90.0,73.0,6.6,14.0,0.0101651,1,,,,1.0,,,2.0,1.0,1.0,1.0,5.0,,,,,,,,0.0873,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,,,
12117256,home,Bahia,Caio Alexandre,caio-alexandre,C. Alexandre,M,19,174,1777,M,1008832,EUR,919814400,M,19,19,False,48.0,48.0,4.0,4.0,0.0,30.0,30.0,18.0,18.0,,4.0,,,,,77.0,50.0,6.6,1.0,0.0104918,0,,,,,,,2.0,,,,,,,,,,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,
12117256,home,Bahia,Carlos De Pena,carlos-de-pena,Carlos De Pena,M,27,177,495,M,311394,EUR,700272000,M,14,14,False,31.0,21.0,2.0,1.0,0.0,12.0,16.0,10.0,19.0,,4.0,,,,,60.0,47.0,6.9,16.0,0.0388641,1,,,,4.0,1.0,,3.0,2.0,,,5.0,,1.0,1.0,,,1.0,,0.0339,1.0,,2.0,1.0,,,,,1.0,1.0,,1.0,,,,,,,,,
12117256,home,Bahia,Cauly,cauly,Cauly,M,8,175,2903,M,255873,EUR,811123200,M,8,8,False,45.0,36.0,3.0,1.0,0.0,15.0,19.0,22.0,27.0,,3.0,,,,,90.0,58.0,7.1,13.0,0.113937,0,,,,1.0,1.0,1.0,3.0,5.0,,,1.0,,1.0,1.0,,1.0,1.0,1.0,,2.0,1.0,3.0,2.0,,,,,3.0,,,,1.0,,,,,,,,
12117256,home,Bahia,Jean Lucas,jean-lucas,J. Lucas,M,6,181,3752,M,927975,EUR,898473600,M,6,6,False,31.0,26.0,1.0,1.0,0.0,13.0,15.0,13.0,16.0,1.0,5.0,,,,,77.0,47.0,7.0,8.0,0.0190636,1,,,,,,,7.0,3.0,1.0,,4.0,,1.0,1.0,,,4.0,,0.0194,,,2.0,2.0,1.0,,0.0322,,,2.0,,,,,,,,,,,
12117256,home,Bahia,Everaldo,everaldo,Everaldo,F,9,181,2414,M,386212,EUR,678672000,F,9,9,False,13.0,10.0,1.0,,0.0,1.0,2.0,9.0,11.0,1.0,1.0,,,,,67.0,20.0,6.6,6.0,0.0164986,1,,,,,,3.0,6.0,5.0,,1.0,,,,,,2.0,2.0,,0.0269,1.0,3.0,2.0,,,,,,1.0,,,,,,,,,,,,
