match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_dispossessed,stat_totalClearance,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_duelWon,stat_shotOffTarget,stat_totalTackle,stat_expectedGoals,stat_aerialLost,stat_aerialWon,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_wonTackle,stat_wasFouled,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_challengeLost,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goals,stat_accurateCross,stat_blockedScoringAttempt,player_sofascoreId,stat_totalOffside,stat_outfielderBlock,stat_bigChanceMissed,stat_savedShotsFromInsideTheBox,stat_errorLeadToAShot,stat_hitWoodwork,stat_ownGoals
12421133,home,RSC Anderlecht,Colin Coosemans,,,colin-coosemans,C. Coosemans,G,26,185,265,M,122399,EUR,712800000,G,26,26,False,True,51.0,41.0,11.0,3.0,0.0,39.0,43.0,2.0,8.0,1.0,1.0,1.0,6.0,4.0,90.0,60.0,7.2,12.0,0.00307088,0,1.2518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421133,home,RSC Anderlecht,Killian Sardella,,,killian-sardella,K. Sardella,D,54,177,482,M,909964,EUR,1020297600,D,54,54,False,,20.0,17.0,2.0,2.0,0.0,9.0,10.0,8.0,11.0,,,,,,45.0,34.0,6.7,6.0,0.0142368,1,,1.0,2.0,1.0,2.0,0.0312,,,,,,,,,,,,,,,,,,,,,,,,,
12421133,home,RSC Anderlecht,Jan-Carlo Simić,Jan-Carlo Simić,,jan-carlo-simic,J. Simić,D,4,185,1987,M,1214992,EUR,1114992000,D,4,4,False,,68.0,59.0,8.0,6.0,0.0,39.0,43.0,20.0,25.0,1.0,,,7.0,,90.0,73.0,7.2,9.0,0.00514083,1,,,4.0,1.0,1.0,0.0218,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
12421133,home,RSC Anderlecht,Zanka,,,zanka,Zanka,D,,189,459,M,26404,EUR,640828800,D,13,13,False,,86.0,76.0,9.0,4.0,0.0,59.0,62.0,17.0,24.0,,,6.0,2.0,,90.0,93.0,7.0,10.0,0.0111138,0,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
12421133,home,RSC Anderlecht,Moussa Ndiaye,,,moussa-ndiaye,M. Ndiaye,D,16,181,1546,M,982315,EUR,1024358400,D,5,5,False,,52.0,47.0,4.0,1.0,0.0,25.0,26.0,22.0,26.0,2.0,1.0,1.0,6.0,,90.0,71.0,7.9,8.0,0.0326939,0,,,11.0,,1.0,,,2.0,4.0,4.0,1.0,1.0,4.0,1.0,1.0,2.0,,,,,,,,,,,,,,,
12421133,home,RSC Anderlecht,Theo Leoni,,,theo-leoni,T. Leoni,M,6,174,569,M,867251,EUR,956275200,M,17,17,False,,53.0,48.0,1.0,1.0,0.0,23.0,23.0,25.0,30.0,4.0,1.0,1.0,3.0,,90.0,64.0,7.9,6.0,0.5118,2,,,4.0,1.0,3.0,0.2935,,,,,,3.0,1.0,,1.0,2.0,2.0,1.0,1.0,0.3826,,,,,,,,,,,
12421133,home,RSC Anderlecht,Mats Rits,,,mats-rits,M. Rits,M,23,180,216,M,70961,EUR,742953600,M,23,23,False,,29.0,24.0,1.0,,0.0,14.0,15.0,10.0,14.0,3.0,1.0,,,,62.0,39.0,7.2,7.0,0.0117016,1,,,3.0,,3.0,0.0645,,,1.0,,,2.0,,,1.0,,,,1.0,0.1291,1.0,,,,,,,,,,
12421133,home,RSC Anderlecht,Anders Dreyer,,,anders-dreyer,A. Dreyer,F,10,174,2337,M,809280,EUR,894067200,M,36,36,False,,47.0,36.0,4.0,2.0,0.0,9.0,9.0,29.0,46.0,3.0,,,9.0,,90.0,65.0,7.6,20.0,0.142671,3,,8.0,2.0,1.0,1.0,0.1864,1.0,,2.0,1.0,1.0,1.0,,2.0,,3.0,1.0,,2.0,0.4532,,2.0,,,,,,,,,
12421133,home,RSC Anderlecht,Mario Stroeykens,Mathieu,Stroeykens,mario-stroeykens,M. Stroeykens,M,29,177,3682,M,1101702,EUR,1096416000,M,29,29,False,,38.0,33.0,3.0,1.0,0.0,12.0,14.0,21.0,24.0,6.0,5.0,,8.0,,62.0,53.0,6.9,12.0,0.0778041,1,,,5.0,,2.0,0.0691,,,2.0,2.0,,1.0,1.0,2.0,1.0,2.0,,,,,,,1.0,,,,,,,,
12421133,home,RSC Anderlecht,Samuel Edozie,Samuel Edozie,,samuel-edozie,S. Edozie,M,23,181,774,M,1065214,EUR,1043712000,M,27,27,False,,11.0,10.0,,,0.0,2.0,2.0,8.0,10.0,4.0,1.0,1.0,,,62.0,28.0,7.6,8.0,0.0365387,3,,1.0,4.0,1.0,,0.8212,,,4.0,2.0,1.0,,2.0,3.0,1.0,,,,2.0,1.6028,1.0,,,,,,,,,,
12421133,home,RSC Anderlecht,Kasper Dolberg,,,kasper-dolberg,K. Dolberg,F,9,187,4191,M,795761,EUR,876096000,F,12,12,False,,15.0,14.0,,,1.0,1.0,2.0,13.0,13.0,3.0,2.0,1.0,3.0,,79.0,28.0,9.1,4.0,0.691767,3,,,4.0,,,0.9401,,,,,,,4.0,1.0,,2.0,1.0,1.0,2.0,1.6669,2.0,,1.0,KDolberg,1.0,,,,,,
12421133,home,RSC Anderlecht,Thomas Foket,,,thomas-foket,T. Foket,D,25,177,266,M,245615,EUR,780451200,D,25,25,True,,22.0,21.0,,,1.0,13.0,13.0,9.0,13.0,1.0,,1.0,2.0,,45.0,33.0,7.4,4.0,0.137073,0,,4.0,1.0,,1.0,,,,,,,1.0,,,,1.0,1.0,1.0,,,,1.0,,,,1.0,,,,,
12421133,home,RSC Anderlecht,Yari Verschaeren,,,verschaeren-yari,Y. Verschaeren,M,10,172,1145,M,901898,EUR,994896000,M,10,10,True,,9.0,9.0,,,0.0,2.0,2.0,7.0,7.0,5.0,1.0,,,,28.0,14.0,6.2,3.0,0.0145577,0,,,,,,,,,2.0,,,,,,2.0,,,,,,,,,,,,,,,,
12421133,home,RSC Anderlecht,Francis Amuzu,,,amuzu-francis,F. Amuzu,M,9,170,1932,M,901889,EUR,935366400,M,7,7,True,,7.0,7.0,,,0.0,1.0,1.0,6.0,6.0,1.0,,,,,28.0,10.0,7.3,1.0,0.0177939,1,,,1.0,,,0.0986,,,1.0,,,,1.0,,,,,,1.0,0.8125,1.0,,,,,,,,,,
12421133,home,RSC Anderlecht,Leander Dendoncker,,,leander-dendoncker,L. Dendoncker,M,20,188,1662,M,190405,EUR,797904000,M,32,32,True,,21.0,19.0,2.0,2.0,0.0,7.0,7.0,12.0,14.0,2.0,1.0,,,,28.0,27.0,7.0,3.0,0.0272035,1,,,3.0,,2.0,0.0241,1.0,,,,,1.0,1.0,,,1.0,,,1.0,0.0097,,,,,,,,,,,
12421133,home,RSC Anderlecht,Luis Vázquez,,,luis-vazquez,L. Vázquez,F,19,191,1685,M,974713,EUR,988070400,F,20,20,True,,,,,,0.0,,,,,,,,,,11.0,1.0,6.3,,,1,,,,,,0.478,,,,,,,,,,,,,1.0,0.9038,,,,,,,1.0,,,,
12421133,home,RSC Anderlecht,Mads Juhl Kikkenborg,,,kikkenborg-mads-juhl,M. J. Kikkenborg,G,16,197,183,M,984005,EUR,939254400,G,16,16,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421133,home,RSC Anderlecht,Amando Lapage,,,amando-lapage,A. Lapage,D,4,187,181,M,1396102,EUR,1099872000,D,73,73,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
