match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_blockedScoringAttempt,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_expectedGoals,stat_shotValueNormalized,captain,stat_aerialLost,stat_dispossessed,stat_fouls,stat_totalOffside,stat_totalCross,stat_totalContest,stat_wonContest,stat_unsuccessfulTouch,stat_keyPass,stat_shotOffTarget,stat_accurateCross,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_errorLeadToAShot,stat_expectedGoalsOnTarget,stat_goals,stat_bigChanceCreated,stat_penaltyFaced,stat_penaltyConceded
14131915,home,FC Alverca,André Gomes,André Gomes,,andre-gomes,A. Gomes,G,13,182,794,M,1139990,EUR,1098230400,G,13,13,False,32.0,9.0,30.0,7.0,0.0,8.0,14.0,1.0,18.0,1.0,8.0,1.0,1.0,3.0,90.0,38.0,7.2,23.0,0.00023023,0.3514,0,0.4069,0.02,-0.01,0.18,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131915,home,FC Alverca,Kaiky Naves,Kaiky Naves,,kaiky-naves,K. Naves,D,4,186,1824,M,1167068,EUR,1020816000,D,4,4,False,48.0,38.0,15.0,9.0,0.0,27.0,32.0,11.0,16.0,8.0,3.0,,,,90.0,70.0,8.3,10.0,0.00521258,,1,,0.19,0.04,0.56,,1.0,1.0,1.0,1.0,10.0,1.0,1.0,7.0,4.0,0.138,-0.21,,,,,,,,,,,,,,,,,,,,
14131915,home,FC Alverca,Sergi Gómez,,,sergi-gomez,S. Gómez,D,5,185,195,M,125625,EUR,701740800,D,5,5,False,35.0,30.0,8.0,3.0,0.0,28.0,28.0,2.0,7.0,1.0,2.0,,,,90.0,40.0,7.0,5.0,0.00056978,,0,,0.03,0.0,0.28,,1.0,,,,5.0,,,,,,,True,,,,,,,,,,,,,,,,,,,
14131915,home,FC Alverca,Bastien Meupiyou,,,bastien-meupiyou,B. Meupiyou,D,33,191,529,M,1405973,EUR,1142726400,D,33,33,False,30.0,29.0,,,0.0,25.0,25.0,4.0,5.0,3.0,2.0,1.0,,,90.0,44.0,7.2,2.0,0.00208823,,0,,0.07,0.02,0.54,,1.0,3.0,,,7.0,1.0,2.0,1.0,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
14131915,home,FC Alverca,Nabil Touaizi,,,nabil-touaizi,N. Touaizi,F,2,183,485,M,904849,EUR,980985600,M,2,2,False,25.0,21.0,1.0,,0.0,8.0,8.0,13.0,17.0,2.0,3.0,,,,90.0,45.0,6.9,12.0,0.0242711,,0,,0.12,0.14,0.19,,,3.0,1.0,,4.0,,1.0,1.0,1.0,,,,,1.0,1.0,,2.0,1.0,1.0,4.0,1.0,,,,,,,,,,
14131915,home,FC Alverca,Sabit Abdulai,,,sabit-abdulai,S. Abdulai,M,21,185,126,M,1031485,EUR,926380800,M,21,21,False,17.0,12.0,1.0,,0.0,6.0,8.0,6.0,9.0,3.0,,1.0,,,47.0,25.0,5.7,7.0,0.00139022,,0,,0.07,0.01,0.21,,1.0,3.0,,,,,,1.0,1.0,,,,,,3.0,,,,,2.0,,,,,,,,,,,
14131915,home,FC Alverca,Alexsandro Amorim,,,amorim,Amorim,M,4,177,437,M,1511706,EUR,1116374400,M,8,8,False,39.0,30.0,4.0,1.0,0.0,15.0,17.0,15.0,22.0,6.0,7.0,3.0,,,89.0,52.0,7.0,10.0,0.00979982,,1,,0.05,0.26,0.13,,,3.0,1.0,,,,1.0,,,0.0142,-0.08,,1.0,,1.0,,,3.0,3.0,1.0,,1.0,,,,,,,,,
14131915,home,FC Alverca,Francisco Chissumba,Francisco,Chissumba,francisco-chissumba,F. Chissumba,D,55,180,264,M,1158067,EUR,1117324800,M,55,55,False,23.0,15.0,5.0,1.0,0.0,6.0,11.0,9.0,12.0,,3.0,,,,90.0,42.0,6.1,13.0,0.00745847,,1,,0.03,-0.11,-0.06,,,7.0,1.0,,1.0,,1.0,,,0.0558,-0.18,,2.0,,1.0,,,3.0,,,2.0,1.0,,,,,,,,,
14131915,home,FC Alverca,Lincoln,,,lincoln,Lincoln,M,18,177,840,M,794928,EUR,910396800,F,18,18,False,23.0,23.0,2.0,2.0,0.0,12.0,12.0,11.0,11.0,8.0,4.0,4.0,,,73.0,43.0,7.2,4.0,0.0669072,,1,,0.3,-0.53,-0.12,,,5.0,2.0,,1.0,,2.0,4.0,4.0,0.0856,-0.19,,,,2.0,,3.0,1.0,,2.0,3.0,,2.0,1.0,1.0,1.0,0.063,,,,
14131915,home,FC Alverca,Marko Milovanović,Marko,Milovanović,marko-milovanovic,M. Milovanović,F,9,196,376,M,1100957,EUR,1059955200,F,9,9,False,10.0,8.0,,,0.0,6.0,8.0,2.0,2.0,5.0,3.0,2.0,,,66.0,24.0,7.1,8.0,0.00223806,,2,,-0.07,0.05,0.15,,2.0,5.0,,,2.0,,,1.0,,0.821,0.32,,,1.0,3.0,,,1.0,,4.0,,1.0,,,1.0,,0.6296,1.0,,,
14131915,home,FC Alverca,Figueiredo,Figueiredo,,figueiredo,Figueiredo,M,20,178,683,M,1105790,EUR,997747200,F,20,20,False,8.0,5.0,1.0,1.0,0.0,1.0,1.0,4.0,7.0,4.0,,2.0,,,45.0,24.0,7.0,9.0,0.073502,,4,,0.11,0.1,0.14,,1.0,1.0,,2.0,,,,1.0,1.0,0.1512,-0.28,,,,,,2.0,1.0,,3.0,2.0,1.0,1.0,,1.0,,0.3236,,1.0,,
14131915,home,FC Alverca,Tomás Mendes,,,tomas-mendes,T. Mendes,M,16,179,65,M,1119693,EUR,1100995200,M,16,16,True,14.0,9.0,,,1.0,6.0,9.0,3.0,5.0,4.0,2.0,,,,45.0,22.0,7.1,6.0,0.00847203,,0,,0.01,0.15,-0.02,,2.0,,,,3.0,1.0,,2.0,1.0,,,,,,,,,,,1.0,1.0,,,,,1.0,,,1.0,,
14131915,home,FC Alverca,Sandro Lima,,,sandro-lima,S. Lima,F,91,186,115,M,344023,EUR,657072000,F,91,91,True,4.0,4.0,,,0.0,2.0,2.0,2.0,2.0,5.0,1.0,1.0,,,24.0,15.0,8.1,2.0,0.0010063,,1,,-0.02,0.29,0.28,,1.0,3.0,,,2.0,2.0,,1.0,1.0,0.4486,0.51,,1.0,,3.0,,,2.0,2.0,2.0,,,,,1.0,,0.74,1.0,,,
14131915,home,FC Alverca,Davy Gui,Davy,Gui,davy-jean-carl-kamon-gui-gui,D. Gui,M,6,185,95,M,2033832,EUR,1150329600,M,6,6,True,6.0,3.0,2.0,,0.0,,1.0,3.0,5.0,4.0,2.0,1.0,,,17.0,14.0,6.9,4.0,0.00037429,,0,,-0.02,0.05,-0.03,,,2.0,2.0,,,1.0,1.0,3.0,2.0,,,,,,,,,,,1.0,,,,,,,,,,,
14131915,home,FC Alverca,Gian Cabezas,Gian Cabezas,,gian-cabezas,G. Cabezas,M,28,178,88,M,1099301,EUR,1041379200,M,28,28,True,,,,,0.0,,,,,,,,,,1.0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131915,home,FC Alverca,Matheus Mendes,,,matheus-mendes,M. Mendes,G,31,193,410,M,1018555,EUR,921024000,G,31,31,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131915,home,FC Alverca,Gonçalo Esteves,,,goncalo-esteves,G. Esteves,D,2,171,466,M,1130376,EUR,1077840000,D,22,22,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131915,home,FC Alverca,Diogo Martins,,,diogo-martins,D. Martins,M,88,174,33,M,913033,EUR,840585600,M,88,88,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
