match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalContest,stat_wonContest,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_keyPass,stat_totalShots,player_firstName,player_lastName,stat_aerialWon,stat_duelLost,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_aerialLost,stat_challengeLost,stat_dispossessed,stat_wonTackle,stat_fouls,stat_outfielderBlock,stat_wasFouled,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_shotOffTarget,stat_bigChanceCreated,captain,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_hitWoodwork,stat_penaltyWon,stat_penaltyConceded,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,player_sofascoreId
10382297,home,RKC Waalwijk,Etienne Vaessen,etienne-vaessen,E. Vaessen,G,1,187,465,M,809408,EUR,806716800,G,1,1,False,41.0,26.0,19.0,5.0,23.0,29.0,3.0,12.0,1.0,1.0,1.0,5.0,2.0,3.0,90.0,50.0,7.1,15.0,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382297,home,RKC Waalwijk,Julian Lelieveld,julian-lelieveld,J. Lelieveld,D,2,184,104,M,798179,EUR,880329600,D,2,2,False,71.0,64.0,5.0,2.0,38.0,41.0,26.0,30.0,3.0,2.0,1.0,5.0,,,90.0,90.0,6.9,13.0,,0,,,1.0,1.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
10382297,home,RKC Waalwijk,Jurien Gaari,jurien-gaari,J. Gaari,D,3,181,58,M,884944,EUR,756604800,D,23,23,False,70.0,62.0,9.0,6.0,45.0,47.0,17.0,23.0,6.0,,,10.0,,,90.0,83.0,6.7,12.0,,0,,,4.0,7.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,
10382297,home,RKC Waalwijk,Shawn Adewoye,shawn-adewoye,S. Adewoye,D,4,183,156,M,989586,EUR,962236800,D,4,4,False,93.0,81.0,8.0,6.0,60.0,67.0,21.0,26.0,4.0,2.0,2.0,11.0,,,90.0,108.0,7.0,13.0,,0,,,1.0,4.0,3.0,2.0,1.0,,1.0,2.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,,
10382297,home,RKC Waalwijk,Thierry Lutonda,thierry-lutonda,T. Lutonda,D,5,167,113,M,867246,EUR,972604800,D,5,5,False,34.0,28.0,1.0,1.0,20.0,23.0,8.0,11.0,4.0,2.0,2.0,5.0,,,45.0,51.0,6.9,7.0,,0,,,1.0,,2.0,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,
10382297,home,RKC Waalwijk,Pelle Clement,pelle-clement,P. Clement,M,6,177,70,M,795135,EUR,832464000,M,14,14,False,49.0,39.0,1.0,1.0,18.0,20.0,22.0,31.0,9.0,3.0,2.0,5.0,,,90.0,68.0,7.4,13.0,2.0,1,,,2.0,6.0,1.0,2.0,3.0,,1.0,3.0,1.0,,,,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,
10382297,home,RKC Waalwijk,Vurnon Anita,vurnon-anita,V. Anita,M,,166,66,M,15007,EUR,607651200,M,6,6,False,70.0,60.0,7.0,6.0,35.0,37.0,26.0,34.0,4.0,1.0,1.0,8.0,,,90.0,79.0,7.2,11.0,1.0,0,,,1.0,2.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,
10382297,home,RKC Waalwijk,Yassin Oukili,oukili-yassin,Y. Oukili,M,5,195,495,M,1010846,EUR,978480000,M,33,33,False,8.0,6.0,,,1.0,2.0,5.0,6.0,1.0,1.0,,1.0,,,45.0,18.0,6.2,8.0,,0,,,,4.0,,,1.0,3.0,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,
10382297,home,RKC Waalwijk,Mats Seuntjens,mats-seuntjens,M. Seuntjens,M,20,187,138,M,163541,EUR,703468800,F,20,20,False,37.0,28.0,2.0,,8.0,11.0,22.0,30.0,3.0,5.0,1.0,3.0,,,89.0,63.0,7.3,24.0,5.0,1,,,,9.0,,,,4.0,,,4.0,,1.0,1.0,2.0,,4.0,2.0,1.0,1.0,,,,,,,,,,,,,
10382297,home,RKC Waalwijk,Michiel Kramer,michiel-kramer,M. Kramer,F,29,195,192,M,36781,EUR,597110400,F,29,29,False,29.0,24.0,,,14.0,16.0,11.0,14.0,5.0,1.0,1.0,3.0,,,89.0,37.0,8.3,6.0,,3,,,2.0,6.0,,,,1.0,2.0,3.0,,,1.0,,2.0,,1.0,1.0,1.0,,True,2.0,2.0,1.0,,,,,,,,,
