match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_outfielderBlock,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_interceptionWon,stat_expectedGoals,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_totalCross,stat_challengeLost,stat_dispossessed,stat_accurateCross,stat_shotOffTarget,captain,stat_bigChanceMissed,stat_goalAssist,stat_bigChanceCreated,stat_totalOffside,stat_goals,stat_hitWoodwork
11406850,home,Salernitana,Guillermo Ochoa,,,guillermo-ochoa,G. Ochoa,G,13,185,4425,M,GuiOchoa,15497,EUR,490060800,G,13,13,False,6.0,5.0,2.0,1.0,4.0,5.0,1.0,1.0,7.0,5.0,5.0,90.0,17.0,7.3,1.0,0.00021546,0,0.8697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406850,home,Salernitana,Triantafyllos Pasalidis,Triantafyllos,Pasalidis,triantafyllos-pasalidis,T. Pasalidis,D,,185,43,M,,859266,EUR,837648000,D,4,4,False,41.0,37.0,3.0,1.0,17.0,18.0,20.0,23.0,2.0,,,90.0,47.0,6.4,5.0,0.0151673,0,,4.0,1.0,6.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,
11406850,home,Salernitana,Konstantinos Manolas,Konstantinos,Manolas,konstantinos-manolas,K. Manolas,D,44,185,1080,M,,41234,EUR,676771200,D,44,44,False,32.0,31.0,3.0,2.0,24.0,24.0,7.0,8.0,1.0,,,61.0,35.0,6.8,1.0,0.00221108,0,,3.0,3.0,3.0,3.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
11406850,home,Salernitana,Marco Pellegrino,Marco Pellegrino,,pellegrino-marco,M. Pellegrino,D,26,184,1270,M,,1095023,EUR,1026950400,D,24,24,False,41.0,36.0,1.0,,21.0,23.0,15.0,18.0,1.0,,,90.0,54.0,6.4,7.0,0.00312597,1,,6.0,2.0,8.0,4.0,3.0,1.0,,1.0,,1.0,1.0,,2.0,1.0,1.0,1.0,0.0286,,,,,,,,,,,,,,
11406850,home,Salernitana,Alessandro Zanoli,,,zanoli-alessandro,A. Zanoli,M,59,186,923,M,,922928,EUR,970531200,M,59,59,False,27.0,21.0,3.0,1.0,6.0,7.0,15.0,20.0,2.0,,,90.0,52.0,6.6,14.0,0.178063,1,,,,4.0,3.0,1.0,1.0,,1.0,1.0,,1.0,,5.0,1.0,,1.0,0.0454,1.0,0.1395,,,,,,,,,,,,
11406850,home,Salernitana,Toma Bašić,,,toma-basic,T. Bašić,M,26,189,1423,M,,798002,EUR,848880000,M,26,26,False,28.0,25.0,1.0,1.0,13.0,13.0,12.0,15.0,3.0,,,73.0,34.0,7.0,3.0,0.00656553,0,,,,1.0,2.0,1.0,,,,,1.0,,1.0,2.0,2.0,,1.0,,,,,,,,,,,,,,,
11406850,home,Salernitana,Lassana Coulibaly,,,coulibaly-lassana,L. Coulibaly,M,29,183,2761,M,,804621,EUR,829094400,M,18,18,False,41.0,33.0,5.0,3.0,17.0,20.0,16.0,22.0,6.0,,,90.0,54.0,6.5,13.0,0.0351295,0,,,,5.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,,,3.0,,,,1.0,1.0,2.0,,,,,,,,,
11406850,home,Salernitana,Domagoj Bradarić,,,domagoj-bradaric,D. Bradarić,M,12,178,1470,M,,897594,EUR,944784000,M,3,3,False,33.0,29.0,1.0,1.0,14.0,14.0,16.0,21.0,1.0,,,90.0,53.0,7.0,9.0,0.0162605,2,,1.0,,1.0,,3.0,,,2.0,,,,,,,,1.0,0.0788,,,2.0,,,1.0,2.0,,,,,,,
11406850,home,Salernitana,Grigoris Kastanos,,,grigoris-kastanos,G. Kastanos,M,28,179,526,M,,791566,EUR,886118400,F,20,20,False,16.0,12.0,,,3.0,5.0,9.0,11.0,5.0,,,73.0,28.0,7.0,7.0,0.0122723,3,,,,1.0,6.0,,1.0,1.0,2.0,5.0,,1.0,,1.0,,2.0,,0.2024,,,,,,,1.0,,,,,,,
11406850,home,Salernitana,Antonio Candreva,,,antonio-candreva,A. Candreva,F,87,180,936,M,,27982,EUR,541468800,F,87,87,False,37.0,36.0,4.0,3.0,12.0,12.0,26.0,35.0,1.0,,,87.0,56.0,7.5,10.0,0.106973,1,,,,,3.0,1.0,2.0,2.0,1.0,,,2.0,,1.0,1.0,1.0,,0.0335,,,10.0,,,2.0,,True,,,,,,
