match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_totalTackle,stat_errorLeadToAGoal,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_wonTackle,stat_wasFouled,captain,stat_aerialLost,stat_aerialWon,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_bestBallCarryProgression,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_totalCross,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_shotValueNormalized,stat_totalOffside,stat_accurateCross,stat_shotOffTarget,player_sofascoreId,stat_goals,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_accurateKeeperSweeper,stat_errorLeadToAShot
14572655,home,Real Betis,Pau López,pau-lopez,P. López,G,25,189.0,1238,M,548848,EUR,787276800,G,25,25,False,48.0,31.0,28.0,12.0,0.0,26.0,28.0,5.0,20.0,1.0,1.0,9.0,1.0,1.0,3.0,4.0,1.0,1.0,90.0,59.0,6.7,18.0,0.00393655,71.684270286938,12.0,-5.8582856173975,0.5382,0,0.1504,0.17,0.0,-0.38,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572655,home,Real Betis,Angel Ortiz,angel-ortiz,Á. Ortiz,D,40,167.0,493,M,1152139,EUR,1090713600,D,40,40,False,33.0,31.0,2.0,1.0,0.0,13.0,15.0,18.0,18.0,6.0,2.0,5.0,4.0,,,,,,90.0,49.0,6.9,5.0,0.0687549,74.446421737637,9.0,20.593914045189,,0,,0.25,0.03,-0.04,,,,4.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
14572655,home,Real Betis,Diego Llorente,diego-llorente,D. Llorente,D,3,185.0,1163,M,305278,EUR,745459200,D,3,3,False,67.0,60.0,2.0,1.0,0.0,44.0,47.0,16.0,20.0,3.0,3.0,2.0,,,,,,,90.0,78.0,6.4,9.0,0.00724046,162.35150765158,24.0,21.437117169692,,0,,0.22,0.11,-0.14,,,,6.0,,,,,1.0,,,True,3.0,3.0,3.0,1.0,3.0,,,,,,,,,,,,,,,,,,,
14572655,home,Real Betis,Natan,natan,Natan,D,4,188.0,3280,M,1015287,EUR,981417600,D,4,4,False,57.0,53.0,2.0,,0.0,42.0,43.0,11.0,14.0,2.0,2.0,4.0,2.0,,,,,,90.0,67.0,6.6,5.0,0.00463126,143.36247646367,22.0,20.700770973558,,0,,0.06,0.24,0.2,,,,3.0,1.0,,,,,2.0,,,1.0,,3.0,,1.0,16.861677717672,27.216694949975,1.0,,,,,,,,,,,,,,,,
14572655,home,Real Betis,Valentín Gómez,diego-gomez,V. Gómez,D,16,181.0,2170,M,1186010,EUR,1056585600,D,16,16,False,52.0,49.0,3.0,3.0,0.0,29.0,30.0,20.0,22.0,8.0,2.0,7.0,2.0,,,,,,90.0,71.0,6.8,7.0,0.0136754,93.769264426777,15.0,45.88398645226,,0,,-0.06,0.07,-0.13,,Valentín,Gómez,5.0,1.0,1.0,2.0,1.0,,1.0,1.0,,1.0,4.0,,,1.0,16.325038341662,18.935319801894,1.0,2.0,,,,,,,,,,,,,,,
14572655,home,Real Betis,Nelson Deossa,nelson-deossa,N. Deossa,M,18,185.0,4682,M,1129401,EUR,949795200,M,18,18,False,33.0,31.0,4.0,2.0,0.0,16.0,16.0,15.0,17.0,12.0,4.0,7.0,4.0,,,,,,74.0,55.0,7.9,6.0,0.228406,152.71385048162,17.0,80.44622949776,,1,,0.27,0.45,0.28,,Nelson Deossa,,5.0,,1.0,3.0,2.0,,,4.0,,2.0,2.0,,2.0,1.0,21.515481325678,27.807979861903,1.0,,1.0,1.0,0.0974,0.0339,1.0,-0.03,,,,,,,,,
14572655,home,Real Betis,Marc Roca,marc-roca,M. Roca,M,21,184.0,1517,M,847128,EUR,848966400,M,21,21,False,63.0,57.0,5.0,3.0,0.0,29.0,31.0,28.0,32.0,3.0,,6.0,1.0,,,,,,90.0,71.0,6.9,8.0,0.032412,147.81308072629,24.0,36.829876168902,,0,,0.28,0.06,0.14,,,,5.0,1.0,1.0,,,2.0,1.0,1.0,,1.0,1.0,,1.0,2.0,,,,,,,,,1.0,,1.0,,,,,,,,
14572655,home,Real Betis,Pablo Fornals,pablo-fornals,P. Fornals,M,8,178.0,2768,M,816763,EUR,824947200,M,8,8,False,74.0,70.0,5.0,3.0,0.0,34.0,34.0,36.0,40.0,2.0,1.0,,1.0,,,,,,90.0,82.0,7.4,6.0,0.222782,143.32993660829,22.0,18.013895222342,,1,,0.51,-0.51,-0.02,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,4.0,1.0,,0.1686,,6.0,0.01,,2.0,1.0,,,,,,
14572655,home,Real Betis,Antony,antony,Antony,M,7,172.0,218925,M,958380,EUR,951350400,F,7,7,False,53.0,44.0,2.0,1.0,1.0,19.0,19.0,25.0,34.0,8.0,1.0,3.0,2.0,,,,,,90.0,76.0,8.0,16.0,0.208864,243.66955061273,31.0,107.51457618635,,4,,0.15,0.1,-0.02,,,,13.0,3.0,1.0,8.0,3.0,,1.0,2.0,,2.0,1.0,,1.0,2.0,27.865278067013,93.694557619599,5.0,1.0,1.0,2.0,0.0961,0.4031,1.0,0.52,,1.0,2.0,Antony,1.0,,,,
14572655,home,Real Betis,Chimy Ávila,chimy-avila,C. Ávila,F,9,171.0,2152,M,789381,EUR,760492800,F,9,9,False,16.0,11.0,3.0,3.0,1.0,3.0,5.0,8.0,11.0,4.0,1.0,,,,,,,,83.0,28.0,6.9,8.0,0.0186007,23.269892446337,4.0,-3.8069902878,,4,,0.22,0.05,0.0,,,,6.0,,3.0,1.0,1.0,,,1.0,,2.0,2.0,1.0,,1.0,,,,,,1.0,0.2036,0.1203,2.0,0.04,2.0,,1.0,,,1.0,2.0,,
