match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_onTargetScoringAttempt,stat_wonTackle,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_lastManTackle,stat_challengeLost,stat_dispossessed,stat_accurateCross,stat_shotOffTarget,stat_aerialWon,stat_blockedScoringAttempt,stat_outfielderBlock,captain,stat_goals,player_sofascoreId,stat_totalOffside,stat_goodHighClaim,stat_bigChanceMissed,stat_bigChanceCreated,stat_hitWoodwork
13633560,home,Nantes,Patrik Carlgren,,,patrik-carlgren,P. Carlgren,G,30,188,122,M,156236,EUR,694828800,G,30,30,False,21.0,14.0,13.0,6.0,0.0,10.0,11.0,4.0,10.0,6.0,3.0,4.0,90.0,29.0,7.2,7.0,0.00041229,0,0.7063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13633560,home,Nantes,Kelvin Amian,,,kelvin-amian,K. Amian,D,98,179,199,M,802143,EUR,886896000,D,98,98,False,22.0,14.0,2.0,,0.0,7.0,10.0,7.0,13.0,,,,90.0,43.0,6.7,13.0,0.0594862,0,,1.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
13633560,home,Nantes,Jean-Charles Castelletto,,,jean-charles-castelletto,J.-C. Castelletto,D,21,186,1499,M,191204,EUR,791078400,D,21,21,False,36.0,31.0,1.0,1.0,0.0,12.0,14.0,19.0,22.0,2.0,,,90.0,50.0,7.0,7.0,0.01141,1,,,,1.0,3.0,1.0,1.0,4.0,,1.0,,1.0,,1.0,1.0,1.0,0.0997,0.3451,,,,,,,,,,,,,,,,
13633560,home,Nantes,Nathan Zeze,Nathan Zeze,,zeze-nathan,N. Zeze,D,44,190,847,M,1154687,EUR,1119052800,D,44,44,False,27.0,23.0,3.0,1.0,0.0,17.0,18.0,6.0,9.0,4.0,,,90.0,40.0,7.2,4.0,0.00976434,0,,,,,4.0,1.0,1.0,5.0,2.0,2.0,,,,,2.0,1.0,,,1.0,,,,,,,,,,,,,,,
13633560,home,Nantes,Nicolas Pallois,,,nicolas-pallois,N. Pallois,D,5,190,248,M,106496,EUR,559008000,D,4,4,False,16.0,12.0,2.0,,0.0,7.0,9.0,5.0,8.0,4.0,,,73.0,27.0,7.0,6.0,0.00365744,0,,1.0,2.0,4.0,4.0,,,3.0,2.0,3.0,,,,,3.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,
13633560,home,Nantes,Nicolas Cozza,,,nicolas-cozza,N. Cozza,D,3,178,184,M,886286,EUR,915753600,D,3,3,False,14.0,10.0,1.0,,0.0,6.0,8.0,5.0,9.0,3.0,,,90.0,33.0,6.8,8.0,0.0927274,2,,3.0,,,3.0,,,1.0,1.0,2.0,1.0,,,,2.0,1.0,0.0482,,,,,1.0,2.0,,,,,,,,,,,
13633560,home,Nantes,Johann Lepenant,,,johann-lepenant,J. Lepenant,M,8,176,892,M,963299,EUR,1035244800,M,8,8,False,19.0,16.0,1.0,1.0,0.0,7.0,8.0,9.0,11.0,1.0,,,90.0,41.0,6.6,8.0,0.00370567,1,,,,8.0,5.0,1.0,,,3.0,3.0,3.0,2.0,,,1.0,1.0,0.1099,,,4.0,1.0,,,1.0,1.0,1.0,,,,,,,,
13633560,home,Nantes,Pedro Chirivella,,,pedro-chirivella,P. Chirivella,M,4,178,556,M,799216,EUR,864345600,M,5,5,False,39.0,33.0,3.0,2.0,0.0,21.0,23.0,12.0,16.0,7.0,,,86.0,45.0,6.3,7.0,0.0153172,1,,,,4.0,1.0,1.0,,,,1.0,,,,,,,0.0167,,,3.0,,,,,1.0,,True,,,,,,,
13633560,home,Nantes,Douglas Augusto,,,douglas-augusto,D. Augusto,M,66,173,491,M,809034,EUR,853113600,M,6,6,False,20.0,14.0,4.0,2.0,0.0,7.0,10.0,7.0,11.0,4.0,,,90.0,40.0,7.7,9.0,0.00782991,2,,1.0,,2.0,6.0,1.0,,5.0,1.0,4.0,1.0,1.0,,1.0,3.0,2.0,0.1613,0.5535,,,,,1.0,,,,,1.0,,,,,,
13633560,home,Nantes,Matthis Abline,,,abline-matthis,M. Abline,F,10,182,1315,M,999070,EUR,1048809600,F,39,39,False,24.0,12.0,2.0,1.0,0.0,2.0,5.0,10.0,21.0,2.0,,,86.0,35.0,6.4,19.0,0.329955,0,,2.0,5.0,10.0,4.0,4.0,1.0,,,,,,1.0,,,,,,,,2.0,,,3.0,,,,,,,,,,
13633560,home,Nantes,Moses Simon,,,moses-simon,M. Simon,F,27,168,4098,M,330051,EUR,805507200,F,27,27,False,20.0,11.0,,,0.0,4.0,8.0,7.0,19.0,5.0,,,90.0,42.0,6.6,22.0,0.00882479,1,,7.0,2.0,8.0,4.0,4.0,2.0,,1.0,1.0,,,1.0,,,1.0,0.0516,,,,4.0,,,,1.0,,,,,,,,,
13633560,home,Nantes,Mostafa Mohamed,,,mostafa-mohamed,M. Mohamed,F,31,185,32494,M,873551,EUR,880675200,F,31,31,True,6.0,4.0,,,0.0,1.0,2.0,3.0,4.0,1.0,,,17.0,13.0,6.6,6.0,0.135892,0,,,1.0,3.0,3.0,,,,,,2.0,,1.0,,,1.0,,,,,2.0,,,2.0,,,,,mostafamohamed11,1.0,,,,
13633560,home,Nantes,Fabien Centonze,,,fabien-centonze,F. Centonze,D,18,182,177,M,802034,EUR,821750400,D,18,18,True,,,,,0.0,,,,,,,,9.0,1.0,6.5,,,0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
