match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_challengeLost,stat_shotOffTarget,stat_outfielderBlock,stat_fouls,stat_unsuccessfulTouch,stat_wasFouled,stat_bigChanceCreated,stat_goals,stat_keyPass,captain,stat_bigChanceMissed,stat_totalOffside,stat_hitWoodwork,stat_errorLeadToAShot,stat_savedShotsFromInsideTheBox,stat_punches,stat_errorLeadToAGoal
12437004,home,Arsenal,David Raya,david-raya,D. Raya,G,1,183,26174,M,d_raya1,581310,EUR,811123200,G,22,22,False,23.0,21.0,5.0,3.0,0.0,17.0,17.0,4.0,6.0,7.0,1.0,1.0,1.0,90.0,27.0,6.5,2.0,0.00230727,0,-0.3539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437004,home,Arsenal,Thomas Partey,thomas-partey,T. Partey,M,16,185,42575,M,TPartey5,316148,EUR,739929600,D,5,5,False,74.0,70.0,5.0,3.0,0.0,23.0,25.0,48.0,51.0,1.0,,,,84.0,96.0,7.7,9.0,0.045436,2,,,,2.0,1.0,1.0,1.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,0.1136,0.2285,,,,,,,,,,,,,,,,,
12437004,home,Arsenal,William Saliba,william-saliba,W. Saliba,D,2,193,43258,M,WSaliba4,941168,EUR,985392000,D,2,2,False,92.0,89.0,4.0,3.0,0.0,51.0,51.0,38.0,41.0,1.0,,,,90.0,95.0,7.0,3.0,0.0263553,0,,,,,,1.0,1.0,2.0,3.0,,2.0,2.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,
12437004,home,Arsenal,Gabriel Magalhães,gabriel-magalhaes,Gabriel,D,6,190,49131,M,GabrielMagalhães,869792,EUR,882489600,D,6,6,False,61.0,58.0,7.0,4.0,0.0,30.0,30.0,28.0,32.0,1.0,,,,90.0,66.0,6.8,4.0,0.0370485,3,,,,1.0,,2.0,1.0,3.0,1.0,,,,,1.0,,,,,0.1955,,,2.0,1.0,1.0,,,,,,,,,,,,,
12437004,home,Arsenal,Riccardo Calafiori,riccardo-calafiori,R. Calafiori,D,33,188,24414,M,richycala,957602,EUR,1021766400,D,33,33,False,45.0,37.0,1.0,1.0,0.0,8.0,12.0,29.0,35.0,6.0,,,,89.0,67.0,7.4,12.0,0.123705,0,,,,2.0,,,1.0,3.0,9.0,,3.0,3.0,,,,3.0,3.0,2.0,,,1.0,,1.0,2.0,1.0,2.0,,,,,,,,,,,
12437004,home,Arsenal,Bukayo Saka,bukayo-saka,B. Saka,F,7,178,182271,M,BSaka7,934235,EUR,999648000,M,7,7,False,38.0,35.0,1.0,,2.0,3.0,3.0,35.0,46.0,8.0,,,,90.0,71.0,9.9,16.0,0.933301,7,,,,11.0,3.0,2.0,,10.0,3.0,2.0,2.0,,2.0,4.0,2.0,,1.0,,0.3106,0.647,2.0,1.0,,2.0,1.0,2.0,3.0,1.0,7.0,,,,,,,,
12437004,home,Arsenal,Jorginho,jorginho,Jorginho,M,21,180,32466,M,jorginhofrello,132874,EUR,693187200,M,20,20,False,42.0,38.0,1.0,,0.0,11.0,11.0,27.0,31.0,6.0,,,,61.0,49.0,6.8,6.0,0.138698,1,,,,,,1.0,,4.0,3.0,1.0,,,,,,,1.0,1.0,0.0405,,2.0,1.0,,,1.0,2.0,,,1.0,True,,,,,,,
12437004,home,Arsenal,Declan Rice,declan-rice,D. Rice,M,41,188,64734,M,DeclanRice,856714,EUR,916272000,M,41,41,False,44.0,41.0,2.0,2.0,0.0,12.0,13.0,31.0,38.0,6.0,,,,90.0,63.0,7.3,10.0,0.195056,2,,,,7.0,2.0,1.0,,5.0,2.0,2.0,,,,1.0,3.0,1.0,2.0,1.0,0.1381,,,1.0,,2.0,,,,,4.0,,,,,,,,
12437004,home,Arsenal,Raheem Sterling,raheem-sterling,R. Sterling,F,,170,36469,M,Sterling7,138534,EUR,786844800,M,30,30,False,15.0,14.0,,,0.0,3.0,3.0,11.0,16.0,3.0,,,,60.0,34.0,6.9,10.0,0.0218013,2,,,,4.0,,1.0,,4.0,4.0,2.0,5.0,4.0,,1.0,,,,,0.3342,,,1.0,,,1.0,,,,1.0,,1.0,,,,,,
12437004,home,Arsenal,Kai Havertz,kai-havertz,K. Havertz,F,29,193,67778,M,KaiHav,836705,EUR,929059200,F,29,29,False,32.0,27.0,2.0,,0.0,4.0,4.0,23.0,30.0,3.0,,,,90.0,53.0,7.9,11.0,0.0358487,7,,,,2.0,,3.0,4.0,6.0,7.0,,4.0,2.0,2.0,1.0,,1.0,1.0,1.0,0.7735,1.2326,,4.0,,1.0,2.0,,,1.0,1.0,,1.0,,,,,,
12437004,home,Arsenal,Gabriel Jesus,gabriel-jesus,G. Jesus,F,9,175,74471,M,GabrielJesus,794839,EUR,860025600,F,9,9,False,13.0,9.0,1.0,,0.0,2.0,2.0,7.0,11.0,3.0,,,,60.0,20.0,7.3,4.0,0.0584201,3,,,,,,1.0,,2.0,3.0,,1.0,1.0,,1.0,,,,,0.3782,,,2.0,,1.0,,2.0,1.0,,3.0,,,1.0,,,,,
12437004,home,Arsenal,Gabriel Martinelli,gabriel-martinelli,G. Martinelli,F,11,180,68888,M,GabiMartinelli,922573,EUR,992822400,F,11,11,True,20.0,16.0,1.0,1.0,0.0,2.0,2.0,14.0,19.0,1.0,,,,30.0,26.0,7.4,7.0,0.0413014,1,,,,1.0,,,,1.0,1.0,1.0,,,1.0,,,,1.0,1.0,0.4053,0.548,,,,,1.0,,,1.0,,,,,,,,,
