match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_crossNotClaimed,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_totalOffside,stat_keyPass,player_firstName,player_lastName,stat_aerialLost,stat_dispossessed,stat_outfielderBlock,stat_wasFouled,captain,stat_onTargetScoringAttempt,stat_clearanceOffLine,stat_goals,stat_blockedScoringAttempt,player_sofascoreId
10382281,home,FC Utrecht,Fabian de Keijzer,fabian-de-keijzer,F. d. Keijzer,G,1,193,109,M,856743,EUR,957916800,G,16,16,False,26.0,11.0,25.0,10.0,5.0,8.0,6.0,18.0,2.0,2.0,3.0,7.0,1.0,1.0,4.0,4.0,2.0,90.0,37.0,7.8,15.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
10382281,home,FC Utrecht,Sean Klaiber,sean-klaiber,S. Klaiber,D,31,184,217,M,336535,EUR,775612800,D,17,17,False,37.0,28.0,5.0,1.0,17.0,22.0,12.0,17.0,,4.0,4.0,12.0,,,,,,90.0,67.0,7.0,15.0,1,2.0,1.0,7.0,2.0,2.0,1.0,1.0,6.0,3.0,2.0,1.0,4.0,1.0,1.0,,,,,,,,,,,,
10382281,home,FC Utrecht,Mike van der Hoorn,mike-van-der-hoorn,M. v. d. Hoorn,D,3,190,158,M,152414,EUR,719107200,D,33,33,False,39.0,25.0,9.0,3.0,14.0,19.0,11.0,20.0,1.0,4.0,10.0,6.0,,,,,,90.0,59.0,7.2,16.0,0,,,5.0,1.0,2.0,1.0,,,1.0,,,,,,,,2.0,1.0,3.0,1.0,,,,,,
10382281,home,FC Utrecht,Nick Viergever,nick-viergever,N. Viergever,D,24,182,150,M,46900,EUR,618105600,D,24,24,False,24.0,17.0,6.0,,10.0,11.0,7.0,13.0,1.0,1.0,3.0,3.0,,,,,,90.0,30.0,6.7,7.0,0,,,4.0,,,,,,,,,1.0,,,,,3.0,,1.0,,True,,,,,
10382281,home,FC Utrecht,Mark van der Maarel,mark-van-der-maarel,M. van der Maarel,D,,177,47,M,88615,EUR,618883200,D,2,2,False,17.0,10.0,5.0,1.0,6.0,9.0,4.0,8.0,,1.0,3.0,7.0,,,,,,90.0,38.0,7.1,12.0,2,,,5.0,3.0,1.0,,1.0,1.0,1.0,1.0,,1.0,,,,,1.0,,1.0,,,1.0,1.0,,,
10382281,home,FC Utrecht,Jens Toornstra,jens-toornstra,J. Toornstra,M,18,178,203,M,99960,EUR,607651200,M,18,18,False,21.0,16.0,1.0,1.0,4.0,7.0,14.0,22.0,,1.0,,5.0,,,,,,89.0,38.0,7.2,12.0,0,8.0,2.0,2.0,1.0,,,,,1.0,1.0,,,1.0,3.0,,,,1.0,1.0,,,,,,,
10382281,home,FC Utrecht,Luuk Brouwers,luuk-brouwers,L. Brouwers,M,8,180,141,M,794014,EUR,894153600,M,8,8,False,27.0,19.0,2.0,,12.0,14.0,7.0,13.0,,1.0,3.0,4.0,,,,,,90.0,39.0,6.5,10.0,0,,,6.0,2.0,1.0,,,3.0,,,1.0,1.0,,,,,2.0,,2.0,1.0,,,,,,
10382281,home,FC Utrecht,Sander van de Streek,sander-van-de-streek,S. v. d. Streek,M,22,180,185,M,220155,EUR,732931200,M,22,22,False,27.0,17.0,2.0,1.0,6.0,9.0,11.0,18.0,6.0,10.0,4.0,3.0,,,,,,90.0,43.0,7.0,13.0,1,,,14.0,4.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,7.0,1.0,,3.0,,1.0,,1.0,,
10382281,home,FC Utrecht,Victor Jensen,victor-jensen,V. Jensen,M,7,175,409,M,856648,EUR,949968000,F,7,7,False,23.0,18.0,,,10.0,11.0,8.0,12.0,,2.0,,4.0,,,,,,71.0,31.0,6.9,8.0,1,,,3.0,1.0,1.0,1.0,1.0,,,,3.0,1.0,,1.0,,,1.0,,,1.0,,,,,,
10382281,home,FC Utrecht,Anastasios Douvikas,douvikas-anastasios,A. Douvikas,F,11,184,4415,M,894863,EUR,933552000,F,9,9,False,10.0,6.0,,,3.0,4.0,3.0,6.0,6.0,14.0,,5.0,,,,,,72.0,35.0,6.8,14.0,3,,,11.0,,5.0,2.0,1.0,,1.0,1.0,2.0,3.0,,,,,3.0,2.0,,5.0,,1.0,,,1.0,
