match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,player_sofascoreId,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_outfielderBlock,stat_wonTackle,stat_ownGoals,stat_fouls,stat_keyPass,stat_shotOffTarget,stat_blockedScoringAttempt,stat_expectedGoals,stat_shotValueNormalized,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_goals,stat_errorLeadToAShot,captain,stat_totalOffside,stat_goodHighClaim,stat_punches,stat_errorLeadToAGoal,stat_accurateCross
14025210,home,West Ham United,Alphonse Aréola,alphonse-areola,A. Aréola,G,23,195.0,3046,M,96531,EUR,730771200,G,23,23,False,24.0,10.0,18.0,4.0,0.0,7.0,8.0,3.0,16.0,1.0,5.0,1.0,1.0,2.0,90.0,30.0,5.5,14.0,0.00111411,24.504677774805,4.0,13.335,7.77,0.0035,0,-2.0824,0.05,0.01,-0.34,-0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025210,home,West Ham United,Aaron Wan-Bissaka,aaron-wan-bissaka,A. Wan-Bissaka,D,29,183.0,18282,M,863653,EUR,880502400,D,29,29,False,30.0,24.0,1.0,,0.0,7.0,10.0,17.0,20.0,3.0,2.0,,,,90.0,57.0,5.4,16.0,0.0119578,71.539033207685,9.0,40.11,19.53,,0,,0.01,-0.27,-0.63,,,,awbissaka,2.0,1.0,1.0,9.0,2.0,1.0,6.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
14025210,home,West Ham United,Konstantinos Mavropanos,konstantinos-mavropanos,K. Mavropanos,D,15,194.0,2680,M,829022,EUR,881798400,D,15,15,False,44.0,41.0,6.0,3.0,0.0,28.0,29.0,13.0,15.0,5.0,5.0,2.0,,,90.0,58.0,5.6,4.0,0.00602337,109.23402224247,16.0,35.385,13.23,,0,,0.21,0.13,-0.88,,,,,,3.0,1.0,5.0,1.0,,,,3.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,
14025210,home,West Ham United,Jean-Clair Todibo,jean-clair-todibo,J-C. Todibo,D,25,189.0,2607,M,945217,EUR,946512000,D,25,25,False,49.0,47.0,1.0,1.0,0.0,27.0,27.0,20.0,22.0,1.0,4.0,,,,90.0,54.0,6.1,2.0,0.00597235,160.69521602767,19.0,87.36,21.0,,0,,0.25,0.12,-0.46,,,,,,1.0,,2.0,,,1.0,1.0,2.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,
14025210,home,West Ham United,El Hadji Malick Diouf,diouf-el-hadji-malick,E. H. M. Diouf,M,12,183.0,14539,M,1471764,EUR,1104192000,D,12,12,False,25.0,22.0,2.0,2.0,0.0,13.0,13.0,9.0,12.0,4.0,,1.0,,,90.0,49.0,5.9,9.0,0.00537806,75.803935609548,10.0,58.905,16.38,,2,,-0.08,0.0,-0.41,,El Hadji Malick Diouf,,,2.0,,1.0,5.0,,2.0,2.0,,4.0,,2.0,,,1.0,,2.0,,1.0,1.0,0.0462,-0.22,,,,,,,,,,,
14025210,home,West Ham United,Soungoutou Magassa,soungoutou-magassa,S. Magassa,M,27,188.0,1742,M,1170560,EUR,1065571200,M,27,27,False,35.0,30.0,3.0,2.0,0.0,10.0,12.0,20.0,23.0,6.0,7.0,1.0,,,81.0,50.0,6.9,7.0,0.00786669,100.0527958003,11.0,62.265,22.68,,1,,0.1,0.18,-0.04,,Soungoutou Magassa,,,,2.0,,5.0,1.0,,1.0,,1.0,2.0,5.0,1.0,,3.0,,1.0,1.0,,,0.0112,-0.03,1.0,0.0225,,,,,,,,,
14025210,home,West Ham United,Freddie Potts,freddie-potts,F. Potts,M,32,183.0,468,M,1089582,EUR,1063324800,M,32,32,False,45.0,43.0,,,1.0,22.0,23.0,21.0,22.0,7.0,1.0,2.0,,,88.0,59.0,7.3,4.0,0.00998855,77.007768389252,7.0,34.44,29.82,,1,,0.26,0.1,-0.15,,Freddie Potts,,,2.0,,2.0,2.0,1.0,,,,1.0,1.0,3.0,,,1.0,,1.0,1.0,,1.0,0.0409,0.01,,,1.0,,,,,,,,
14025210,home,West Ham United,Mateus Fernandes,mateus-fernandes,M. Fernandes,M,18,178.0,3830,M,1142562,EUR,1089417600,M,18,18,False,56.0,48.0,4.0,2.0,0.0,23.0,25.0,25.0,31.0,3.0,11.0,1.0,,,90.0,68.0,6.8,12.0,0.00831051,150.73526090765,12.0,87.045,43.89,,2,,-0.31,0.46,-0.49,,,,,,1.0,1.0,13.0,5.0,4.0,,,,1.0,1.0,,,,,3.0,,1.0,,0.1638,0.5,1.0,0.4052,,1.0,1.0,,,,,,
14025210,home,West Ham United,Lucas Paquetá,lucas-paqueta,L. Paquetá,M,20,180.0,63569,M,839981,EUR,872640000,M,10,10,False,38.0,29.0,2.0,1.0,0.0,12.0,13.0,17.0,25.0,2.0,2.0,,,,89.0,47.0,6.0,16.0,0.163745,59.830473378635,10.0,25.515,13.65,,0,,0.31,0.05,-0.2,,,,Paqueta,,6.0,2.0,11.0,,1.0,1.0,,,,,4.0,,,,3.0,1.0,,,,,,,,,,,,,,,
14025210,home,West Ham United,Jarrod Bowen,jarrod-bowen,J. Bowen,M,20,174.0,9125,M,552884,EUR,851040000,F,20,20,False,12.0,9.0,1.0,1.0,0.0,3.0,3.0,6.0,9.0,6.0,2.0,1.0,,,90.0,38.0,7.1,18.0,0.00321741,143.51738589889,11.0,92.295,29.4,,1,,-0.37,0.29,0.17,,,,jarrodbowen,7.0,2.0,1.0,7.0,,1.0,5.0,2.0,,,2.0,3.0,,2.0,,2.0,1.0,,,0.6508,0.32,1.0,0.2992,,1.0,,True,1.0,,,,
14025210,home,West Ham United,Crysencio Summerville,crysencio-summerville,C. Summerville,M,7,174.0,5285,M,917005,EUR,1004400000,F,7,7,False,14.0,11.0,,,0.0,1.0,1.0,10.0,13.0,7.0,2.0,4.0,,,88.0,30.0,6.9,7.0,0.00483708,99.007854233355,10.0,47.67,35.49,,3,,-0.29,0.24,0.0,,,,csummerville7,,1.0,,4.0,,1.0,2.0,2.0,1.0,,1.0,1.0,,1.0,,3.0,1.0,2.0,1.0,0.1124,-0.23,,,,,,,,,,,
14025210,home,West Ham United,Callum Wilson,callum-wilson,C. Wilson,F,9,180.0,3241,M,113956,EUR,699148800,F,9,9,True,,,,,0.0,,,,,,,,,,9.0,,6.3,,,,,,,,0,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025210,home,West Ham United,Tomáš Souček,tomas-soucek,T. Souček,M,28,192.0,3256,M,799041,EUR,793843200,M,28,28,True,3.0,2.0,1.0,,0.0,,,2.0,3.0,,,,,,8.0,3.0,6.6,1.0,0.00097833,14.541261935826,2.0,12.705,10.08,,0,,0.05,0.01,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025210,home,West Ham United,Mohamadou Kanté,mohamadou-kante,M. Kanté,M,55,189.0,411,M,1523623,EUR,1127174400,M,55,55,True,3.0,1.0,,,0.0,,,1.0,3.0,,3.0,,,,2.0,3.0,,2.0,0.00035592,,,,,,0,,,,,,Mohamadou Kanté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025210,home,West Ham United,Guido Rodríguez,guido-rodriguez,G. Rodríguez,M,2,185.0,3908,M,609752,EUR,766108800,M,24,24,True,8.0,7.0,,,0.0,2.0,3.0,5.0,5.0,,1.0,,,,1.0,9.0,,2.0,0.00152242,31.790656721939,3.0,-1.575,1.575,,0,,,,,,,,guiido_rodriguez,,1.0,,2.0,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,
14025210,home,West Ham United,Mads Hermansen,mads-hermansen,M. Hermansen,G,1,187.0,1770,M,856640,EUR,963273600,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025210,home,West Ham United,Max Kilman,max-kilman,M. Kilman,D,3,192.0,1250,M,894474,EUR,864345600,D,3,3,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025210,home,West Ham United,Kyle Walker-Peters,kyle-walker-peters,K. Walker-Peters,D,2,173.0,1504,M,823085,EUR,860889600,D,2,2,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025210,home,West Ham United,Igor Júlio,igor-julio,I. Júlio,D,3,185.0,1338,M,842513,EUR,886809600,D,5,5,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025210,home,West Ham United,Oliver Scarles,scarles-oliver,O. Scarles,M,30,180.0,573,M,1150952,EUR,1134345600,D,30,30,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,Oliver Scarles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025210,away,Aston Villa,Marco Bizot,marco-bizot,M. Bizot,G,40,194.0,898,M,100390,EUR,668563200,G,40,40,False,39.0,34.0,11.0,6.0,0.0,33.0,36.0,1.0,3.0,2.0,7.0,1.0,,1.0,90.0,47.0,6.2,5.0,0.00019801,49.993364544324,10.0,-8.925,1.785,0.0114,0,-1.2732,0.02,0.01,-0.24,-0.58,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,2.0,1.0,,
14025210,away,Aston Villa,Matty Cash,matty-cash,M. Cash,D,2,185.0,9380,M,833956,EUR,870912000,D,2,2,False,49.0,43.0,5.0,1.0,0.0,25.0,26.0,18.0,23.0,6.0,4.0,1.0,,,90.0,62.0,6.5,10.0,0.0137215,213.22641185223,20.0,-64.785,13.02,,0,,-0.09,0.07,-0.35,,,,mattycash622,1.0,,2.0,3.0,1.0,,,,2.0,1.0,3.0,,,3.0,,2.0,1.0,,,,,,,,,,,,,,,
14025210,away,Aston Villa,Ezri Konsa,ezri-konsa,E. Konsa,D,4,183.0,3197,M,827679,EUR,877564800,D,4,4,False,86.0,84.0,4.0,2.0,0.0,59.0,59.0,25.0,27.0,,4.0,,,,90.0,89.0,6.0,3.0,0.0210086,417.47545996932,44.0,-302.925,7.98,,0,,0.24,0.26,-0.66,,,,,,,,1.0,,,,,1.0,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,1.0,
14025210,away,Aston Villa,Victor Lindelöf,victor-lindelof,V. Lindelöf,D,3,187.0,8884,M,143334,EUR,774403200,D,3,3,False,69.0,62.0,3.0,2.0,1.0,48.0,52.0,14.0,17.0,4.0,3.0,,,,90.0,73.0,6.8,7.0,0.0150064,298.99025230745,32.0,-193.2,8.715,,0,,0.06,0.25,-0.37,,,,victorlindelof,,,3.0,1.0,1.0,,,,3.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,
