match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_keyPass,stat_challengeLost,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_expectedGoalsOnTarget,captain,stat_accurateCross,stat_dispossessed,stat_goals,stat_totalOffside,stat_blockedScoringAttempt,stat_penaltyConceded,stat_goalAssist,stat_bigChanceMissed,stat_penaltyWon,stat_errorLeadToAShot,player_sofascoreId
11401972,home,Go Ahead Eagles,Jeffrey de Lange,jeffrey-de-lange,J. de Lange,G,12,188,623,M,803034,EUR,891388800,G,1,1,False,39.0,28.0,15.0,4.0,25.0,30.0,3.0,9.0,1.0,11.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,90.0,49.0,6.9,11.0,0.00096971,0,0.1079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401972,home,Go Ahead Eagles,Mats Deijl,mats-deijl,M. Deijl,D,20,180,337,M,794013,EUR,868924800,D,2,2,False,29.0,18.0,12.0,6.0,7.0,10.0,11.0,23.0,7.0,1.0,,,,,,,,90.0,51.0,7.1,18.0,0.390954,1,,,,4.0,4.0,2.0,5.0,2.0,2.0,1.0,1.0,3.0,1.0,3.0,2.0,1.0,1.0,0.1198,1.0,,,,,,,,,,,,,,,,
11401972,home,Go Ahead Eagles,Gerrit Nauber,gerrit-nauber,G. Nauber,D,3,185,79,M,133168,EUR,703123200,D,3,3,False,27.0,25.0,4.0,2.0,16.0,16.0,9.0,11.0,3.0,2.0,,,,,,,,64.0,33.0,6.8,2.0,0.180184,0,,,,,1.0,1.0,1.0,,,,,3.0,,2.0,,,,,1.0,,,,,,,,,,,,,,,,
11401972,home,Go Ahead Eagles,Joris Kramer,joris-kramer,J. Kramer,D,4,190,140,M,793742,EUR,838944000,D,4,4,False,59.0,43.0,12.0,3.0,23.0,27.0,20.0,32.0,7.0,6.0,,,,,,,,90.0,78.0,7.3,17.0,0.113773,1,,,,,3.0,4.0,5.0,,,,,8.0,,3.0,3.0,1.0,1.0,0.0251,2.0,1.0,1.0,2.0,0.0903,,,,,,,,,,,,
11401972,home,Go Ahead Eagles,Bas Kuipers,bas-kuipers,B. Kuipers,D,25,180,146,M,339879,EUR,777081600,D,5,5,False,39.0,33.0,6.0,4.0,12.0,14.0,22.0,31.0,3.0,4.0,2.0,,,,,,,90.0,65.0,7.8,14.0,0.272376,1,,,,6.0,1.0,1.0,4.0,,,,,1.0,1.0,,,1.0,2.0,0.1822,2.0,,1.0,,0.654,True,1.0,1.0,1.0,1.0,,,,,,,
11401972,home,Go Ahead Eagles,Evert Linthorst,evert-linthorst,E. Linthorst,M,8,187,123,M,932555,EUR,952041600,M,8,8,False,13.0,11.0,,,6.0,6.0,5.0,7.0,3.0,4.0,2.0,,,,,,,33.0,20.0,7.1,3.0,0.0229951,0,,,,,1.0,,1.0,1.0,1.0,,,,1.0,,,1.0,,,2.0,,,1.0,,,,,,,,,,,,,
11401972,home,Go Ahead Eagles,Enric Llansana,enric-llansana,E. Llansana,M,24,183,329,M,916951,EUR,987033600,M,21,21,False,36.0,26.0,3.0,1.0,18.0,22.0,9.0,15.0,8.0,4.0,,,,,,,,80.0,50.0,6.6,12.0,0.00809437,2,,,,1.0,1.0,6.0,5.0,,,,1.0,2.0,,2.0,1.0,1.0,3.0,0.1995,,,,1.0,,,1.0,1.0,,,1.0,1.0,,,,,
11401972,home,Go Ahead Eagles,Bobby Adekanye,bobby-adekanye,B. Adekanye,M,11,170,177,M,825851,EUR,918950400,M,11,11,False,22.0,11.0,6.0,2.0,2.0,2.0,11.0,24.0,8.0,6.0,2.0,,,,,,,90.0,45.0,7.1,20.0,0.383744,1,,,,4.0,,1.0,7.0,9.0,5.0,1.0,,,,,,2.0,,0.0731,1.0,2.0,,,,,2.0,1.0,,,1.0,,1.0,,,,
11401972,home,Go Ahead Eagles,Willum Thor Willumsson,willum-thor-willumsson,W. T. Willumsson,M,19,193,297,M,978823,EUR,909100800,M,18,18,False,30.0,23.0,2.0,,7.0,8.0,16.0,23.0,1.0,9.0,1.0,,,,,,,90.0,46.0,6.6,17.0,0.177225,0,,,,1.0,,,4.0,,,,,2.0,,,,6.0,,,2.0,2.0,,,,,,2.0,,1.0,,,,,,,
11401972,home,Go Ahead Eagles,Oliver Edvardsen,oliver-valaker-edvardsen,O. Edvardsen,M,17,175,591,M,878599,EUR,921801600,M,23,23,False,18.0,13.0,,,4.0,5.0,11.0,17.0,5.0,3.0,2.0,,,,,,,80.0,43.0,7.2,12.0,0.198189,2,,,,4.0,2.0,1.0,5.0,2.0,1.0,,1.0,,2.0,1.0,1.0,1.0,,0.1138,2.0,,,,,,2.0,2.0,,,1.0,,,,,,
