match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_challengeLost,stat_totalClearance,stat_ballRecovery,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,player_firstName,player_lastName,stat_ownGoals,stat_onTargetScoringAttempt,stat_goals,stat_clearanceOffLine,stat_outfielderBlock,stat_keyPass,stat_totalOffside,captain,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_savedShotsFromInsideTheBox,stat_errorLeadToAShot,stat_goalAssist
11369980,home,RC Sporting Charleroi,Hervé Koffi,herve-koffi,H. Koffi,G,12,187.0,15803,M,HKoffi,867299,EUR,845424000,G,16,16,False,21.0,14.0,15.0,9.0,7.0,8.0,7.0,13.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,90.0,28.0,6.0,9.0,0.00120314,0,-1.4967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369980,home,RC Sporting Charleroi,Jeremy Petris,jeremy-petris,J. Petris,D,29,183.0,120,M,,910937,EUR,885945600,D,98,98,False,36.0,29.0,1.0,1.0,6.0,7.0,24.0,33.0,5.0,,1.0,6.0,,,,90.0,72.0,6.5,21.0,0.0549618,1,,4.0,1.0,1.0,1.0,5.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0277,,,,,,,,,,,,,,,,
11369980,home,RC Sporting Charleroi,Jules Van Cleemput,jules-van-cleemput,J. Van Cleemput,D,2,182.0,37,M,,799163,EUR,878601600,D,4,4,False,45.0,31.0,13.0,4.0,22.0,26.0,10.0,22.0,1.0,,2.0,8.0,,,,90.0,60.0,6.2,17.0,0.125734,0,,3.0,1.0,,2.0,3.0,,,,,2.0,1.0,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,
11369980,home,RC Sporting Charleroi,Achraf Dari,achraf-dari,A. Dari,D,15,190.0,8589,M,dari_achraf,964795,EUR,925948800,D,37,37,False,43.0,29.0,12.0,3.0,17.0,18.0,12.0,25.0,6.0,,4.0,7.0,,,,90.0,60.0,7.2,15.0,0.012489,2,,,,4.0,6.0,11.0,1.0,1.0,1.0,1.0,2.0,1.0,,,3.0,1.0,0.2646,,,,1.0,1.0,,,,,,,,,,,
11369980,home,RC Sporting Charleroi,Žan Rogelj,zan-rogelj,Ž. Rogelj,D,21,175.0,87,M,,888605,EUR,943488000,D,29,29,False,33.0,28.0,4.0,2.0,12.0,14.0,19.0,24.0,1.0,,1.0,7.0,,,,89.0,60.0,7.8,11.0,0.0719489,1,,5.0,3.0,,1.0,4.0,1.0,,,,4.0,3.0,3.0,1.0,,,0.0176,,,,1.0,,1.0,1.0,2.0,,,,,,,,
11369980,home,RC Sporting Charleroi,Antoine Bernier,antoine-bernier,A. Bernier,M,17,170.0,106,M,,834261,EUR,873849600,M,17,17,False,6.0,6.0,,,1.0,1.0,6.0,7.0,6.0,1.0,,3.0,,,,66.0,20.0,6.4,6.0,0.0239978,0,,2.0,1.0,3.0,,4.0,,1.0,,,1.0,3.0,1.0,4.0,1.0,1.0,,,,,,,,,,1.0,,,,,,,
11369980,home,RC Sporting Charleroi,Marco Ilaimaharitra,marco-ilaimaharitra,M. Ilaimaharitra,M,23,178.0,500,M,,358198,EUR,806716800,M,26,26,False,61.0,49.0,4.0,3.0,10.0,12.0,42.0,53.0,3.0,2.0,,7.0,,,,90.0,80.0,7.3,16.0,0.219499,0,,4.0,3.0,,1.0,5.0,,3.0,2.0,,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,3.0,,True,,,,,,
11369980,home,RC Sporting Charleroi,Etienne Camara,etienne-camara,E. Camara,M,5,190.0,290,M,,1097542,EUR,1048982400,M,5,5,False,51.0,41.0,4.0,3.0,17.0,19.0,24.0,33.0,3.0,1.0,,10.0,,,,90.0,71.0,7.4,15.0,0.0255831,3,,1.0,,,,7.0,1.0,3.0,3.0,2.0,1.0,4.0,1.0,3.0,,1.0,0.0791,Etienne Camara,,,,,,,2.0,1.0,,1.0,1.0,,,,
11369980,home,RC Sporting Charleroi,Parfait Guiagon,parfait-guiagon,P. Guiagon,M,10,169.0,1096,M,,1030459,EUR,982800000,M,8,8,False,28.0,22.0,,,4.0,5.0,18.0,23.0,7.0,2.0,1.0,6.0,,,,89.0,47.0,6.6,13.0,0.0535142,3,,,,1.0,,3.0,1.0,4.0,1.0,2.0,,1.0,1.0,3.0,1.0,,0.1012,,,,1.0,,,,1.0,,,,,,,,
11369980,home,RC Sporting Charleroi,Daan Heymans,heymans-daan,D. Heymans,M,38,186.0,544,M,,845344,EUR,929404800,F,18,18,False,39.0,30.0,1.0,1.0,8.0,9.0,22.0,32.0,6.0,1.0,,3.0,,,,83.0,55.0,7.1,17.0,0.0386083,2,,2.0,,,2.0,3.0,2.0,,,,,1.0,1.0,3.0,,3.0,0.1046,,,,1.0,,,,2.0,,,1.0,1.0,,,,
11369980,home,RC Sporting Charleroi,Oday Dabbagh,oday-dabbagh,O. Dabbagh,F,98,182.0,6574,M,,920458,EUR,912643200,F,9,9,False,40.0,33.0,2.0,2.0,11.0,12.0,22.0,30.0,6.0,,,2.0,,,,90.0,51.0,6.6,14.0,0.0454025,2,,2.0,,1.0,1.0,2.0,,2.0,,1.0,,,,3.0,1.0,3.0,0.1778,,,,,,,,2.0,,,,1.0,1.0,,,
11369980,home,RC Sporting Charleroi,Ahmed Nadhir Benbouali,ahmed-nadhir-benbouali,A. N. Benbouali,F,7,190.0,776,M,,1177807,EUR,955929600,F,13,13,True,7.0,5.0,,,1.0,1.0,4.0,6.0,4.0,,,,,,,24.0,13.0,6.5,2.0,0.007357,2,,,,4.0,2.0,2.0,,,,,,,,,,,0.4261,Ahmed Nadhir Benbouali,,,2.0,,,,,,,,,1.0,,,
11369980,home,RC Sporting Charleroi,Youssouph Badji,youssouph-badji,Y. Badji,F,25,192.0,351,M,,982334,EUR,1008806400,F,10,10,True,4.0,3.0,,,1.0,1.0,2.0,3.0,,,,,,,,22.0,7.0,6.6,4.0,0.197388,0,,,,,1.0,1.0,,,,,,,,2.0,,,,,,,,,,,1.0,,,,,,,,
11369980,home,RC Sporting Charleroi,Vetle Winger Dragsnes,vetle-winger-dragsnes,V. W. Dragsnes,D,20,187.0,53,M,,548640,EUR,760492800,D,15,15,True,10.0,7.0,,,3.0,4.0,4.0,6.0,,,,1.0,,,,15.0,16.0,6.6,7.0,0.00504531,0,,,,,,,,,,,1.0,,,2.0,,,,,,,,,,,,1.0,,,,,,,
