match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,player_jerseyNumber,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_aerialWon,stat_penaltyWon,stat_keyPass,stat_challengeLost,stat_outfielderBlock,captain,stat_blockedScoringAttempt,stat_hitWoodwork,stat_onTargetScoringAttempt,stat_goals,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_penaltyConceded,stat_bigChanceCreated,player_sofascoreId,stat_totalOffside,stat_bigChanceMissed
10389982,home,Auxerre,Benoît Costil,benoit-costil,B. Costil,G,188,146,M,26965,EUR,552268800,G,23,23,False,22.0,19.0,9.0,6.0,17.0,18.0,2.0,4.0,7.0,1.0,1.0,90.0,29.0,6.6,3.0,0.0,0.0,0.00019591,0,-0.4175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389982,home,Auxerre,Paul Joly,paul-joly,P. Joly,D,182,234,M,1130986,EUR,960336000,D,26,26,False,50.0,40.0,8.0,4.0,22.0,24.0,19.0,30.0,6.0,,,90.0,83.0,7.2,17.0,0.0192,0.0,0.0264051,1,,Paul Joly,,26,4.0,1.0,2.0,5.0,7.0,1.0,2.0,1.0,1.0,3.0,2.0,5.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
10389982,home,Auxerre,Jubal,jubal,Jubal,D,190,384,M,329195,EUR,746582400,D,4,4,False,51.0,46.0,7.0,5.0,36.0,37.0,11.0,15.0,5.0,,,90.0,66.0,7.6,6.0,0.0,0.0,0.0844183,0,,,,5,1.0,1.0,,2.0,5.0,,,,,6.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
10389982,home,Auxerre,Julian Jeanvier,julian-jeanvier,J. Jeanvier,D,183,630,M,250477,EUR,702000000,D,27,27,False,39.0,38.0,3.0,3.0,29.0,29.0,9.0,10.0,3.0,,,52.0,46.0,5.9,1.0,0.0,0.0,0.00252111,0,,,,,,,2.0,6.0,2.0,,,,,5.0,,1.0,1.0,,,3.0,1.0,,,1.0,1.0,,,,,,,,,,,,,
10389982,home,Auxerre,Quentin Bernard,quentin-bernard,Q. Bernard,D,184,16,M,156367,EUR,615772800,D,3,3,False,58.0,51.0,9.0,7.0,29.0,30.0,24.0,30.0,4.0,,,90.0,74.0,7.2,9.0,0.0,0.0,0.0526593,0,,,,5,2.0,2.0,1.0,2.0,2.0,,,,,3.0,2.0,1.0,1.0,1.0,,1.0,1.0,,2.0,,,,,,,,,,,,,,,
10389982,home,Auxerre,Birama Touré,birama-toure,B. Touré,M,183,136,M,246507,EUR,707788800,M,12,12,False,50.0,44.0,10.0,5.0,32.0,33.0,12.0,17.0,5.0,,,90.0,61.0,6.6,6.0,0.0553,0.0,0.00530779,2,,,,60,,,2.0,3.0,2.0,,1.0,1.0,1.0,2.0,1.0,,,,1.0,,,,,1.0,,True,1.0,,,,,,,,,,,
10389982,home,Auxerre,Lassine Sinayoko,sinayoko-lassine,L. Sinayoko,F,186,10455,M,927005,EUR,944611200,M,17,17,False,30.0,24.0,2.0,,6.0,6.0,18.0,24.0,11.0,,,90.0,51.0,6.7,15.0,0.2663,0.0,0.247271,4,,,,10,,,3.0,11.0,9.0,2.0,7.0,3.0,2.0,1.0,,2.0,,3.0,2.0,1.0,2.0,,1.0,1.0,,,2.0,1.0,,,,,,,,,,
10389982,home,Auxerre,Hamza Sakhi,hamza-sakhi,H. Sakhi,M,172,812,M,340547,EUR,834105600,M,22,22,False,54.0,49.0,10.0,9.0,23.0,24.0,26.0,34.0,4.0,,,87.0,69.0,6.9,11.0,0.0,0.0,0.0306184,0,,,,78,4.0,,,2.0,4.0,1.0,1.0,1.0,,1.0,5.0,,,1.0,2.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,
10389982,home,Auxerre,Youssouf M'Changama,youssouf-mchangama,Y. M'Changama,M,175,694,M,197550,EUR,651888000,M,6,6,False,33.0,27.0,3.0,1.0,18.0,21.0,10.0,14.0,5.0,,,55.0,41.0,6.7,9.0,0.0,0.0,0.00986722,0,,,,10,2.0,1.0,,1.0,1.0,,,,,,,,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
10389982,home,Auxerre,Nuno Da Costa,nuno-da-costa,N. Da Costa,F,184,1014,M,209374,EUR,666144000,M,9,9,False,16.0,11.0,2.0,,1.0,2.0,10.0,14.0,4.0,,,65.0,40.0,7.4,11.0,0.2564,0.3699,0.0480845,2,,,,10,,,2.0,7.0,13.0,3.0,7.0,7.0,1.0,,2.0,3.0,1.0,3.0,3.0,,,,2.0,2.0,,,,,1.0,,,,,,,,,
