match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalTackle,stat_wonTackle,captain,stat_aerialWon,stat_interceptionWon,stat_wasFouled,stat_shotOffTarget,stat_blockedScoringAttempt,stat_outfielderBlock,stat_fouls,stat_expectedGoals,stat_totalContest,stat_wonContest,stat_unsuccessfulTouch,stat_dispossessed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_keyPass,stat_bigChanceCreated,player_sofascoreId,stat_bigChanceMissed,stat_hitWoodwork,stat_totalOffside,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_goals
12437832,home,Las Palmas,Dinko Horkaš,,,dinko-horkas,D. Horkaš,G,1,189.0,377,M,855922,EUR,921024000,G,13,13,False,34.0,28.0,12.0,6.0,0.0,23.0,26.0,5.0,8.0,3.0,7.0,1.0,2.0,2.0,90.0,41.0,6.6,6.0,0.00120477,0,-0.1506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437832,home,Las Palmas,Viti Rozada,,,viti-rozada,V. Rozada,D,17,171.0,116,M,1031499,EUR,874368000,D,18,18,False,45.0,43.0,2.0,2.0,0.0,16.0,17.0,28.0,29.0,,2.0,,,,90.0,64.0,7.2,2.0,0.0935399,0,,1.0,1.0,1.0,2.0,5.0,1.0,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
12437832,home,Las Palmas,Alex Suárez,,,alex-suarez,A. Suárez,D,4,179.0,259,M,914848,EUR,725846400,D,4,4,False,54.0,46.0,6.0,4.0,0.0,27.0,30.0,19.0,24.0,3.0,6.0,,,,75.0,61.0,6.9,8.0,0.00774244,0,,,,,1.0,5.0,1.0,,,True,3.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,
12437832,home,Las Palmas,Juanma Herzog,,,juanma-herzog,J. Herzog,D,15,186.0,242,M,1513451,EUR,1084406400,D,28,28,False,48.0,42.0,6.0,4.0,0.0,26.0,28.0,16.0,20.0,2.0,5.0,,,,90.0,58.0,7.1,6.0,0.00945994,3,,,,1.0,2.0,4.0,1.0,,,,4.0,2.0,,2.0,1.0,1.0,1.0,0.2349,,,,,,,,,,,,,,,,
12437832,home,Las Palmas,Álex Muñoz,,,alex-munoz,Á. Muñoz,D,3,185.0,176,M,273227,EUR,775526400,D,23,23,False,22.0,16.0,2.0,2.0,0.0,5.0,7.0,11.0,15.0,1.0,3.0,,,,58.0,39.0,6.6,10.0,0.00368955,0,,,,2.0,4.0,3.0,,1.0,1.0,,1.0,2.0,,,,,1.0,,2.0,1.0,1.0,,,,,,,,,,,,,
12437832,home,Las Palmas,Javier Muñoz,,,javier-munoz,J. Muñoz,M,14,179.0,313,M,353154,EUR,793929600,M,5,5,False,25.0,21.0,1.0,1.0,0.0,9.0,10.0,13.0,16.0,,4.0,,,,58.0,36.0,7.2,5.0,0.0351325,1,,1.0,1.0,,2.0,4.0,1.0,1.0,1.0,,,,1.0,,,,,0.0203,2.0,2.0,,1.0,1.0,0.0462,1.0,,,,,,,,,
12437832,home,Las Palmas,Dário Essugo,,,dario-essugo,D. Essugo,M,14,178.0,9115,M,1110006,EUR,1110758400,M,29,29,False,78.0,74.0,5.0,4.0,0.0,20.0,21.0,54.0,57.0,1.0,7.0,,,,90.0,96.0,8.4,5.0,0.135975,3,,,,,1.0,12.0,1.0,1.0,1.0,,5.0,3.0,2.0,,2.0,1.0,,0.0696,4.0,4.0,1.0,,1.0,0.1756,1.0,,,,,,,,,
12437832,home,Las Palmas,Adnan Januzaj,,,adnan-januzaj,A. Januzaj,M,24,186.0,1621,M,328145,EUR,791942400,M,24,24,False,35.0,25.0,5.0,2.0,0.0,4.0,4.0,28.0,48.0,,2.0,,,,90.0,68.0,7.5,27.0,0.402236,3,,17.0,7.0,1.0,5.0,5.0,1.0,1.0,1.0,,1.0,,1.0,1.0,2.0,,,0.2116,4.0,2.0,4.0,1.0,,,4.0,1.0,,,,,,,,
12437832,home,Las Palmas,Fábio Silva,,,fabio-silva,F. Silva,F,21,185.0,5306,M,954076,EUR,1027036800,M,37,37,False,12.0,8.0,2.0,2.0,0.0,2.0,3.0,6.0,13.0,,4.0,,,,67.0,27.0,6.9,11.0,0.0107902,3,,4.0,,1.0,4.0,4.0,1.0,2.0,,,,,1.0,2.0,,,1.0,0.1717,2.0,1.0,1.0,,1.0,0.587,,,fabio.silva,1.0,,,,,,
12437832,home,Las Palmas,Alberto Moleiro,,,alberto-moleiro,A. Moleiro,M,20,172.0,3634,M,1012444,EUR,1064880000,M,10,10,False,49.0,41.0,,,0.0,11.0,13.0,31.0,37.0,1.0,4.0,,,,90.0,72.0,7.4,13.0,0.133914,7,,1.0,1.0,,4.0,7.0,,,,,,,3.0,3.0,3.0,,,0.3366,5.0,4.0,1.0,3.0,1.0,0.0106,2.0,,,,,,,,,
