match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_jerseyNumber,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,player_firstName,player_lastName,stat_aerialLost,stat_interceptionWon,stat_wasFouled,captain,stat_totalCross,stat_dispossessed,stat_totalOffside,stat_keyPass,stat_onTargetScoringAttempt,stat_goals,stat_penaltyConceded,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_goalAssist,stat_bigChanceCreated,stat_accurateCross,stat_blockedScoringAttempt,stat_outfielderBlock,stat_shotOffTarget,player_sofascoreId,stat_errorLeadToAShot,stat_penaltyWon,stat_bigChanceMissed,stat_penaltyMiss
11450057,home,Gaziantep FK,Florin Niță,florin-nita,F. Niță,G,185,1579,M,83551,EUR,552268800,G,33,33,False,40.0,17.0,31.0,8.0,11.0,16.0,6.0,24.0,10.0,1.0,4.0,1.0,1.0,5.0,90.0,48.0,8.0,24.0,0.00148293,0,1.8133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450057,home,Gaziantep FK,Ertuğrul Ersoy,ertugrul-ersoy,E. Ersoy,D,185,88,M,355004,EUR,855792000,D,15,15,False,15.0,11.0,1.0,,8.0,10.0,3.0,5.0,5.0,,,,,,90.0,41.0,7.4,5.0,0.00095834,0,,5,4.0,5.0,10.0,3.0,1.0,1.0,8.0,5.0,4.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
11450057,home,Gaziantep FK,Nicolas N'Koulou,nicolas-nkoulou,N. N'Koulou,D,184,462,M,38533,EUR,638496000,D,63,63,False,20.0,16.0,5.0,2.0,14.0,17.0,2.0,3.0,3.0,,,,,,90.0,30.0,7.0,4.0,0.00037482,0,,3,,1.0,2.0,,,,5.0,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
11450057,home,Gaziantep FK,Papy Djilobodji,papy-djilobodji,P. Djilobodji,D,193,175,M,106661,EUR,596937600,D,3,3,False,30.0,18.0,7.0,,17.0,21.0,1.0,9.0,4.0,,,,,,90.0,38.0,6.6,13.0,0.00066067,0,,3,1.0,2.0,3.0,2.0,,,3.0,2.0,,1.0,,,,,1.0,,True,,,,,,,,,,,,,,,,,,,,
11450057,home,Gaziantep FK,Salem M'Bakata,salem-mbakata,S. M'Bakata,D,177,65,M,940367,EUR,892944000,D,22,22,False,26.0,23.0,1.0,1.0,12.0,14.0,11.0,13.0,3.0,,,,,,90.0,59.0,7.0,10.0,0.0102849,0,,22,,3.0,3.0,,1.0,1.0,2.0,1.0,,4.0,,,,2.0,2.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
11450057,home,Gaziantep FK,Ogün Özçiçek,ogun-ozcicek,O. Özçiçek,M,172,50,M,859783,EUR,917136000,M,61,61,False,42.0,36.0,6.0,4.0,22.0,24.0,14.0,18.0,6.0,,,,,,90.0,50.0,6.7,6.0,0.00652146,0,,61,,2.0,3.0,1.0,2.0,2.0,,1.0,,,1.0,,,,2.0,,,,,,1.0,,,,,,,,,,,,,,,,
11450057,home,Gaziantep FK,Deian Sorescu,deian-sorescu,D. Sorescu,M,175,703,M,797602,EUR,872812800,M,18,18,False,19.0,10.0,3.0,1.0,5.0,9.0,5.0,12.0,5.0,,,,,,90.0,37.0,6.7,16.0,0.00553246,1,,18,1.0,9.0,5.0,3.0,1.0,,1.0,3.0,1.0,2.0,2.0,,,1.0,,1.0,,2.0,2.0,,,1.0,1.0,1.0,0.6292,0.9049,,,,,,,,,,,
11450057,home,Gaziantep FK,Jamiro Monteiro,monteiro-jamiro,J. Monteiro,M,175,308,M,815080,EUR,754444800,M,23,23,False,21.0,16.0,,,9.0,12.0,7.0,12.0,1.0,,,,,,75.0,35.0,7.0,13.0,0.159965,0,,35,,6.0,5.0,1.0,2.0,1.0,,3.0,2.0,1.0,2.0,Jamiro,Monteiro,,1.0,1.0,,3.0,2.0,1.0,1.0,,,,,,1.0,1.0,,,,,,,,,
11450057,home,Gaziantep FK,Alexandru Maxim,alexandru-maxim,A. Maxim,M,177,793,M,180511,EUR,647395200,M,44,44,False,40.0,35.0,5.0,4.0,20.0,22.0,16.0,20.0,4.0,,,,,,89.0,52.0,7.0,8.0,0.053226,1,,44,,2.0,,1.0,,,1.0,,,1.0,,,,1.0,,,,2.0,,,1.0,,,,0.0749,,,,1.0,1.0,1.0,,,,,,
11450057,home,Gaziantep FK,Mustafa Eskihellaç,mustafa-eskihellac,M. Eskihellaç,D,175,571,M,899069,EUR,862790400,M,11,11,False,25.0,20.0,,,6.0,7.0,14.0,19.0,5.0,,,,,,89.0,39.0,7.1,10.0,0.0747327,1,,19,2.0,6.0,6.0,4.0,1.0,1.0,,1.0,,4.0,,,,2.0,,2.0,,1.0,,,3.0,,,,0.0218,,,,,,,1.0,,,,,
