match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_duelLost,stat_totalContest,stat_aerialLost,stat_aerialWon,stat_duelWon,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoals,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_unsuccessfulTouch,stat_challengeLost,stat_wonContest,stat_wasFouled,stat_totalOffside,stat_keyPass,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_bigChanceMissed,captain,stat_goals,stat_outfielderBlock,stat_errorLeadToAShot,stat_goodHighClaim,stat_punches,player_sofascoreId
12499519,home,1. FSV Mainz 05,Lasse Riess,,,lasse-riess,L. Riess,G,1,191,83,M,1069252,EUR,996192000,G,1,1,False,43.0,27.0,27.0,11.0,0.0,21.0,22.0,6.0,21.0,2.0,8.0,1.0,1.0,2.0,2.0,90.0,47.0,6.8,16.0,0.00867067,0,-0.3902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499519,home,1. FSV Mainz 05,Danny da Costa,,,danny-da-costa,D. Costa,D,21,186,305,M,97926,EUR,742521600,D,21,21,False,14.0,12.0,1.0,1.0,0.0,9.0,9.0,3.0,5.0,2.0,,,,,,26.0,17.0,6.3,3.0,0.00489378,0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499519,home,1. FSV Mainz 05,Andreas Hanche-Olsen,,,andreas-hanche-olsen,A. Hanche-Olsen,D,25,185,370,M,794294,EUR,853459200,D,25,25,False,75.0,68.0,6.0,5.0,0.0,52.0,54.0,16.0,21.0,7.0,5.0,,,,,90.0,88.0,7.6,7.0,0.0078049,1,,3.0,,2.0,4.0,6.0,1.0,2.0,2.0,2.0,1.0,0.0828,,,,,,,,,,,,,,,,,,,,,
12499519,home,1. FSV Mainz 05,Dominik Kohr,,,dominik-kohr,D. Kohr,D,31,183,342,M,152206,EUR,759974400,D,31,31,False,2.0,1.0,,,0.0,,1.0,1.0,1.0,1.0,1.0,,,,,10.0,3.0,6.5,1.0,0.00058751,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499519,home,1. FSV Mainz 05,Anthony Caci,,,anthony-caci,A. Caci,M,19,184,357,M,846471,EUR,867715200,M,19,19,False,43.0,33.0,2.0,,0.0,16.0,19.0,18.0,27.0,1.0,4.0,,,,,81.0,67.0,6.5,18.0,0.0469677,0,,3.0,1.0,1.0,1.0,2.0,,1.0,1.0,1.0,,,3.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,
12499519,home,1. FSV Mainz 05,Kaishu Sano,,,kaishu-sano,K. Sano,M,6,176,2306,M,1028307,EUR,978134400,M,6,6,False,61.0,53.0,5.0,2.0,0.0,27.0,29.0,27.0,34.0,1.0,8.0,,,,,90.0,80.0,7.3,10.0,0.106956,1,,6.0,1.0,2.0,,3.0,1.0,4.0,1.0,1.0,1.0,0.0377,2.0,1.0,1.0,,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,
12499519,home,1. FSV Mainz 05,Nadiem Amiri,,,nadiem-amiri,N. Amiri,M,10,180,2793,M,327755,EUR,846374400,M,18,18,False,67.0,59.0,12.0,6.0,0.0,34.0,35.0,28.0,42.0,1.0,6.0,,,,,90.0,86.0,7.0,18.0,0.142851,2,,3.0,1.0,,,1.0,,,,,1.0,0.1567,10.0,3.0,1.0,1.0,,,1.0,,2.0,1.0,1.0,0.1001,,,,,,,,,
12499519,home,1. FSV Mainz 05,Phillipp Mwene,,,phillipp-mwene,P. Mwene,M,2,170,470,M,138126,EUR,759801600,M,2,2,False,38.0,29.0,6.0,3.0,0.0,10.0,12.0,19.0,31.0,1.0,8.0,,,,,81.0,60.0,6.9,18.0,0.0391947,0,,6.0,1.0,3.0,1.0,5.0,,2.0,2.0,2.0,1.0,,5.0,,1.0,,,,2.0,,1.0,,,,,,,,,,,,
12499519,home,1. FSV Mainz 05,Paul Nebel,,,paul-nebel,P. Nebel,F,8,169,1155,M,980621,EUR,1034208000,F,8,8,False,44.0,33.0,,,0.0,9.0,12.0,27.0,40.0,,3.0,,,,,90.0,72.0,7.1,23.0,0.362113,0,,7.0,3.0,1.0,1.0,3.0,,1.0,1.0,1.0,,,8.0,3.0,2.0,2.0,2.0,1.0,,1.0,3.0,,,,1.0,,,,,,,,
12499519,home,1. FSV Mainz 05,Jae-sung Lee,,,jae-sung-lee,J. Lee,F,7,180,2646,M,537552,EUR,713404800,F,7,7,False,24.0,21.0,1.0,1.0,0.0,4.0,5.0,17.0,19.0,1.0,,,,,,81.0,37.0,6.5,6.0,0.0223713,2,,6.0,,3.0,1.0,4.0,1.0,,2.0,,1.0,0.4378,,,1.0,1.0,1.0,,1.0,1.0,,,1.0,,,1.0,,,,,,,
