match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,length,id,isHome,incidentClass,player_id,player_name,injury,description,reason,playerName,rescinded
10389761,FT,2.0,2.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,,,,,,,
10389761,,,,,90,0.0,,1,,,injuryTime,3.0,,,,,,,,,,
10389761,,2.0,2.0,,88,,,3,,,goal,,168332898.0,True,regular,873551.0,Mostafa Mohamed,,,,,
10389761,,,,,81,,,10,,,substitution,,121622390.0,False,regular,,,False,,,,
10389761,,,,,81,,,10,,,substitution,,121622391.0,False,regular,,,False,,,,
10389761,,,,,81,,,10,,,substitution,,121622389.0,True,regular,,,False,,,,
10389761,,,,,81,,,10,,,substitution,,121622388.0,True,regular,,,False,,,,
10389761,,1.0,2.0,,71,,,20,,,goal,,168332425.0,False,regular,985934.0,Youssouf Ndayishimiye,,,,,
10389761,,,,,65,,,26,,,substitution,,121622188.0,True,regular,,,False,,,,
10389761,,,,,65,,,26,,,substitution,,121622187.0,True,regular,,,False,,,,
10389761,,,,,64,,,27,,,substitution,,121622191.0,False,regular,,,False,,,,
10389761,,,,,64,,,27,,,substitution,,121622190.0,False,regular,,,False,,,,
10389761,,,,,64,,,27,,,substitution,,121622189.0,False,regular,,,False,,,,
10389761,HT,1.0,1.0,False,45,999.0,2700.0,1,0.0,2700.0,period,,,,,,,,,,,
10389761,,,,,35,,,11,,,inGamePenalty,,118417317.0,True,missed,806076.0,Ludovic Blas,,Woodwork,woodwork,,
10389761,,1.0,1.0,,31,,,15,,,goal,,168331116.0,True,regular,27014.0,Moussa Sissoko,,,,,
10389761,,,,,30,,,16,,,card,,120660057.0,False,yellow,906075.0,Melvin Bard,,,Foul,Melvin Bard,False
10389761,,,,,29,,,17,,,card,,120660031.0,True,yellow,892624.0,Samuel Moutoussamy,,,Foul,Samuel Moutoussamy,False
10389761,,0.0,1.0,,5,,,41,,,goal,,168330564.0,False,regular,894396.0,Terem Moffi,,,,,
