match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,player_jerseyNumber,stat_totalCross,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_aerialLost,stat_aerialWon,stat_challengeLost,captain,stat_onTargetScoringAttempt,stat_goals,stat_wasFouled,stat_shotOffTarget,stat_goalAssist,stat_accurateCross,stat_bigChanceCreated,stat_errorLeadToAShot,stat_keyPass,player_sofascoreId,stat_penaltyWon,stat_totalOffside,stat_outfielderBlock,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_penaltyConceded,stat_bigChanceMissed,stat_blockedScoringAttempt
10382237,home,FC Emmen,Ben Scholte,ben-scholte,B. Scholte,F,185,21,M,1048127,EUR,997401600,M,19,19,True,2.0,1.0,1.0,,1.0,1.0,,1.0,1.0,,9.0,3.0,6.4,2.0,0,Ben Scholte,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
10382237,home,FC Emmen,Eric Oelschlägel,eric-oelschlagel,E. Oelschlägel,G,193,62,M,253515,EUR,811555200,G,1,1,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382237,home,FC Emmen,Kyan van Dorp,kyan-van-dorp,K. v. Dorp,G,187,14,M,905384,EUR,958521600,G,16,16,True,,,,,,,,,,,,,,,0,Kyan,van Dorp,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382237,home,FC Emmen,Dennis Vos,dennis-vos,D. Vos,D,179,46,M,966537,EUR,1006905600,D,14,14,True,,,,,,,,,,,,,,,0,Dennis,Vos,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382237,home,FC Emmen,Arnaud Luzayadio,luzayadio-arnaud,A. Luzayadio,D,176,19,,872888,EUR,932342400,D,29,29,True,,,,,,,,,,,,,,,0,Arnaud,Luzayadio,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382237,home,FC Emmen,Michaël Heylen,michael-heylen,M. Heylen,D,187,30,M,311954,EUR,757555200,D,13,13,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382237,home,FC Emmen,Azzeddine Toufiqui,toufiqui-azzeddine,A. Toufiqui,M,175,52,,914710,EUR,924998400,M,27,27,True,,,,,,,,,,,,,,,0,Azzeddine,Toufiqui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382237,away,Go Ahead Eagles,Jeffrey de Lange,jeffrey-de-lange,J. de Lange,G,188,623,M,803034,EUR,891388800,G,1,1,False,35.0,24.0,21.0,10.0,19.0,21.0,5.0,14.0,7.0,1.0,90.0,38.0,6.1,11.0,0,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,
10382237,away,Go Ahead Eagles,Mats Deijl,mats-deijl,M. Deijl,D,180,337,M,794013,EUR,868924800,D,2,2,False,38.0,20.0,11.0,3.0,9.0,16.0,11.0,22.0,8.0,,90.0,60.0,7.0,21.0,0,,,20,,4.0,5.0,,1.0,1.0,6.0,5.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,True,,,,,,,1.0,,2.0,,,,,,,,,
10382237,away,Go Ahead Eagles,Jamal Amofa,jamal-amofa,J. Amofa,D,185,110,M,1049653,EUR,911952000,D,25,25,False,31.0,22.0,6.0,1.0,18.0,23.0,4.0,8.0,4.0,,82.0,42.0,6.8,9.0,0,Jamal Amofa,,6,,,3.0,,2.0,2.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
10382237,away,Go Ahead Eagles,Gerrit Nauber,gerrit-nauber,G. Nauber,D,185,79,M,133168,EUR,703123200,D,3,3,False,37.0,26.0,5.0,,21.0,23.0,5.0,15.0,4.0,,90.0,48.0,6.4,14.0,0,,,3,1.0,2.0,3.0,1.0,,,3.0,2.0,2.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,
10382237,away,Go Ahead Eagles,Fredrik Oppegård,fredrik-oppegard,F. Oppegård,D,175,200,M,1005648,EUR,1028678400,D,26,26,False,30.0,25.0,8.0,5.0,17.0,21.0,8.0,11.0,4.0,,76.0,51.0,6.6,10.0,0,,,22,2.0,1.0,4.0,,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,1.0,,
10382237,away,Go Ahead Eagles,Bobby Adekanye,bobby-adekanye,B. Adekanye,M,170,177,M,825851,EUR,918950400,M,11,11,False,19.0,12.0,1.0,,4.0,6.0,8.0,13.0,6.0,,87.0,49.0,6.6,16.0,2,,,11,,9.0,13.0,2.0,7.0,4.0,,,2.0,,3.0,3.0,2.0,1.0,,,1.0,1.0,6.0,1.0,,,,,,,,,,,,,1.0,
10382237,away,Go Ahead Eagles,Jay Idzes,jay-idzes,J. Idzes,D,190,19136,M,933641,EUR,959904000,M,6,6,False,25.0,19.0,1.0,1.0,11.0,14.0,8.0,11.0,6.0,,90.0,33.0,7.0,6.0,1,,,21,,6.0,3.0,,,,2.0,1.0,,,,2.0,3.0,3.0,1.0,,1.0,1.0,,,,,,,,jayidzes,,1.0,,,,,,
10382237,away,Go Ahead Eagles,Philippe Rommens,philippe-rommens,P. Rommens,M,175,233,M,606190,EUR,872035200,M,10,10,False,50.0,39.0,8.0,5.0,22.0,27.0,20.0,31.0,5.0,,90.0,67.0,7.1,20.0,1,,,88,8.0,3.0,4.0,2.0,,,1.0,,3.0,3.0,1.0,1.0,,1.0,,,,,,,,3.0,1.0,,1.0,,,,,,,,,1.0
10382237,away,Go Ahead Eagles,Rashaan Fernandes,rashaan-fernandes,R. Fernandes,M,170,40,M,803024,EUR,901670400,M,7,7,False,28.0,17.0,3.0,1.0,7.0,10.0,10.0,19.0,10.0,,76.0,37.0,6.5,13.0,1,,,7,1.0,3.0,2.0,1.0,,,,1.0,1.0,,,,,1.0,2.0,,1.0,,,,,,,,,,,,,,,,,
10382237,away,Go Ahead Eagles,Isac Lidberg,isac-lidberg,I. Lidberg,F,185,1089,M,798175,EUR,905212800,F,9,9,False,22.0,12.0,1.0,,4.0,7.0,8.0,15.0,1.0,,90.0,38.0,6.5,17.0,1,,,7,,8.0,6.0,1.0,1.0,,,,2.0,1.0,5.0,2.0,3.0,3.0,1.0,,,,2.0,1.0,,,,,1.0,,,,,,,,1.0,
10382237,away,Go Ahead Eagles,Finn Stokkers,finn-stokkers,F. Stokkers,F,187,69,M,360006,EUR,829785600,F,27,27,False,22.0,16.0,,,4.0,4.0,13.0,19.0,5.0,,76.0,30.0,7.3,9.0,1,,,27,1.0,6.0,5.0,2.0,,,,,,,1.0,2.0,2.0,4.0,,,1.0,,2.0,,1.0,1.0,,,1.0,,,,,,,,,
10382237,away,Go Ahead Eagles,Jose Fontán,jose-fontan,J. Fontán,D,182,68,M,964609,EUR,950227200,D,4,4,True,4.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,,14.0,8.0,6.6,1.0,0,,,3,,,2.0,,,,3.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
10382237,away,Go Ahead Eagles,Evert Linthorst,evert-linthorst,E. Linthorst,M,187,123,M,932555,EUR,952041600,M,8,8,True,6.0,5.0,,,2.0,2.0,3.0,4.0,2.0,,14.0,6.0,6.4,1.0,0,,,8,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
10382237,away,Go Ahead Eagles,Sylla Sow,sylla-sow,S. Sow,F,182,143,M,845995,EUR,839462400,F,19,19,True,9.0,6.0,,,2.0,4.0,4.0,5.0,1.0,,14.0,15.0,6.4,6.0,1,,,88,,3.0,1.0,1.0,2.0,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,
10382237,away,Go Ahead Eagles,Federico Mattiello,federico-mattiello,F. Mattiello,M,182,46,,227866,EUR,805680000,D,33,33,True,4.0,4.0,,,2.0,2.0,2.0,2.0,1.0,,8.0,10.0,6.6,,0,,,,,1.0,2.0,,1.0,1.0,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
10382237,away,Go Ahead Eagles,Jahnoah Markelo,jahnoah-markelo,J. Markelo,F,179,246,M,1142326,EUR,1041638400,M,24,24,True,3.0,1.0,,,,,2.0,4.0,,,11.0,6.0,6.4,3.0,0,Jahnoah Markelo,,24,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,
10382237,away,Go Ahead Eagles,Luca Plogmann,luca-plogmann,L. Plogmann,G,187,85,M,877840,EUR,952646400,G,40,40,True,,,,,,,,,,,,,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382237,away,Go Ahead Eagles,Erwin Mulder,erwin-mulder,E. Mulder,G,193,46,M,19019,EUR,604886400,G,22,22,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382237,away,Go Ahead Eagles,Xander Blomme,xander-blomme,X. Blomme,M,172,76,M,997161,EUR,1024617600,M,20,20,True,,,,,,,,,,,,,,,0,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382237,away,Go Ahead Eagles,Dario Serra,serra-dario,D. Serra,F,180,33,M,1431589,EUR,1042934400,F,17,17,True,,,,,,,,,,,,,,,0,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
