match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_interceptionWon,stat_totalTackle,stat_accurateCross,stat_totalClearance,stat_wonTackle,stat_keyPass,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,player_firstName,player_lastName,stat_totalContest,stat_wonContest,captain,stat_shotOffTarget,stat_expectedGoals,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,stat_totalOffside,stat_punches,stat_outfielderBlock,stat_bigChanceCreated,stat_hitWoodwork,stat_goals
12450867,home,Angers,Yahia Fofana,yahia-fofana,Y. Fofana,G,75,194,3568,M,yahia.fofana_,877977,EUR,966816000,G,30,30,False,29.0,14.0,25.0,10.0,0.0,8.0,12.0,6.0,17.0,15.0,2.0,2.0,3.0,1.0,1.0,90.0,43.0,7.2,15.0,0.00703345,0,0.2277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450867,home,Angers,Carlens Arcus,carlens-arcus,C. Arcus,D,2,180,5908,M,,794373,EUR,835920000,D,2,2,False,14.0,12.0,,,0.0,6.0,6.0,6.0,9.0,3.0,,,,,,76.0,28.0,6.5,5.0,0.00380096,0,,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
12450867,home,Angers,Abdoulaye Bamba,abdoulaye-bamba,A. Bamba,D,25,182,172,M,,121180,EUR,641001600,D,25,25,False,16.0,11.0,7.0,3.0,0.0,5.0,6.0,7.0,11.0,1.0,,,,,,90.0,26.0,6.9,6.0,0.148385,0,,1.0,1.0,2.0,1.0,4.0,,,1.0,2.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
12450867,home,Angers,Cédric Hountondji,cedric-hountondji,C. Hountondji,D,4,195,551,M,,342911,EUR,758937600,D,22,22,False,31.0,21.0,10.0,4.0,0.0,16.0,18.0,5.0,13.0,1.0,,,,,,90.0,42.0,6.8,11.0,0.00630976,0,,,2.0,1.0,4.0,4.0,1.0,,2.0,2.0,,4.0,2.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,
12450867,home,Angers,Jordan Lefort,jordan-lefort,J. Lefort,D,21,184,183,M,,363042,EUR,741225600,D,21,21,False,62.0,47.0,12.0,5.0,0.0,24.0,28.0,23.0,35.0,3.0,,,,,,90.0,72.0,6.7,18.0,0.0256792,0,,1.0,,2.0,2.0,3.0,1.0,,1.0,,,2.0,,,,1.0,1.0,,,,,,,,,,,,,,,,
12450867,home,Angers,Jacques Ekomié,jacques-ekomie,J. Ekomie,D,3,179,570,M,,1170532,EUR,1061251200,D,3,3,False,20.0,15.0,,,0.0,1.0,3.0,14.0,20.0,3.0,,,,,,76.0,60.0,6.7,17.0,0.0128555,0,,3.0,,,5.0,5.0,,1.0,,2.0,,2.0,2.0,,3.0,2.0,1.0,Jacques Ekomie,,4.0,1.0,,,,,,,,,,,,
12450867,home,Angers,Pierrick Capelle,pierrick-capelle,P. Capelle,M,15,181,58,M,,209768,EUR,545443200,M,15,15,False,28.0,22.0,2.0,1.0,0.0,4.0,5.0,19.0,28.0,3.0,,,,,,79.0,47.0,6.5,18.0,0.110231,0,,5.0,1.0,1.0,6.0,6.0,,2.0,,3.0,1.0,,1.0,,3.0,,1.0,,,4.0,2.0,True,,,,,,,,,,,
12450867,home,Angers,Jean-Eudes Aholou,jean-eudes-aholou,J. Aholou,M,6,187,438,M,,156004,EUR,764121600,M,6,6,False,23.0,20.0,,,0.0,11.0,12.0,9.0,11.0,3.0,,,,,,90.0,49.0,6.6,13.0,0.00509547,1,,,,2.0,10.0,7.0,1.0,4.0,2.0,3.0,,,3.0,,3.0,1.0,4.0,,,2.0,1.0,,1.0,0.092,,,,,,,,,
12450867,home,Angers,Yassin Belkhdim,belkhdim-yassin,Y. Belkhdim,M,14,175,1155,M,,1195241,EUR,1013644800,M,14,14,False,18.0,16.0,,,0.0,9.0,9.0,7.0,10.0,2.0,,,,,,70.0,36.0,6.8,9.0,0.0124685,1,,1.0,,,4.0,5.0,2.0,1.0,1.0,3.0,,1.0,1.0,,5.0,1.0,3.0,,,1.0,1.0,,,0.0657,1.0,0.2256,,,,,,,
12450867,home,Angers,Sidiki Cherif,sidiki-cherif,S. Cherif,F,26,188,3001,M,,1514916,EUR,1166140800,F,11,11,False,10.0,4.0,,,0.0,3.0,6.0,2.0,5.0,3.0,,,,,,76.0,36.0,6.3,17.0,0.0772052,2,,1.0,7.0,2.0,14.0,6.0,,3.0,,1.0,1.0,,1.0,1.0,3.0,3.0,,,,4.0,,,,0.0919,1.0,0.194,1.0,4.0,,,,,
12450867,home,Angers,Himad Abdelli,himad-abdelli,H. Abdelli,M,8,185,7344,M,,945830,EUR,942796800,F,10,10,False,54.0,41.0,4.0,,0.0,10.0,11.0,31.0,50.0,6.0,,,,,,90.0,88.0,6.9,33.0,0.0535412,1,,7.0,,1.0,9.0,10.0,,3.0,,3.0,,,3.0,1.0,4.0,3.0,1.0,,,8.0,3.0,,,0.0302,,,1.0,,,,,,
12450867,home,Angers,Loïs Diony,lois-diony,L. Diony,F,9,183,240,M,,294641,EUR,724809600,F,9,9,True,4.0,1.0,,,0.0,,,1.0,4.0,,,,,,,20.0,6.0,6.5,5.0,0.00052134,0,,,,1.0,,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,
12450867,home,Angers,Lilian Raolisoa,lilian-raolisoa,L. Raolisoa,D,27,178,247,M,,1462778,EUR,961113600,D,27,27,True,2.0,2.0,,,0.0,,,2.0,3.0,,,,,,,14.0,5.0,6.5,1.0,0.0006325,0,,1.0,,1.0,1.0,2.0,1.0,,,1.0,,,,,,,,Lilian Raolisoa,,,,,,,,,,,,,,,
12450867,home,Angers,Florent Hanin,florent-hanin,F. Hanin,D,26,177,69,M,,170129,EUR,634089600,D,26,26,True,9.0,8.0,1.0,1.0,0.0,3.0,3.0,6.0,7.0,1.0,,,,,,14.0,17.0,6.7,1.0,0.0311726,1,,1.0,,,,,,,1.0,,1.0,,,,,,,,,,,,1.0,0.0032,,,,,,,,,
12450867,home,Angers,Ibrahima Niane,ibrahima-niane,I. Niane,F,,187,431,M,,880775,EUR,921110400,F,7,7,True,10.0,8.0,1.0,1.0,0.0,1.0,1.0,8.0,10.0,,,,,,,14.0,14.0,7.0,2.0,0.0245432,2,,1.0,,1.0,,1.0,,,,,1.0,,,1.0,,,,,,,,,,0.1034,1.0,0.0457,1.0,,,,,,
12450867,home,Angers,Zinédine Ould Khaled,zinedine-ould-khaled,Z. O. Khaled,M,22,195,241,M,,989899,EUR,947808000,D,12,12,True,4.0,3.0,,,0.0,1.0,1.0,2.0,3.0,,,,,,,11.0,8.0,6.5,3.0,0.00404468,0,,,1.0,,2.0,1.0,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
12450867,home,Angers,Melvin Zinga,melvin-zinga,M. Zinga,G,16,187,122,M,,963201,EUR,1016236800,G,16,16,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450867,home,Angers,Emmanuel Biumla,emmanuel-biumla,E. Biumla,D,24,185,111,M,,1442036,EUR,1115510400,M,24,24,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450867,home,Angers,Zinedine Ferhat,zinedine-ferhat,Z. Ferhat,M,8,183,1385,M,,842400,EUR,730944000,M,20,20,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450867,home,Angers,Esteban Lepaul,lepaul-esteban,E. Lepaul,F,9,177,1997,M,,966621,EUR,956016000,F,19,19,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450867,away,RC Lens,Brice Samba,brice-samba,B. Samba,G,30,186,2098,M,,164055,EUR,767232000,G,30,30,False,29.0,23.0,14.0,8.0,0.0,22.0,22.0,1.0,7.0,8.0,1.0,1.0,3.0,,,90.0,38.0,7.6,6.0,0.0002372,0,0.4654,,,,,,,,,,,1.0,,,,,,,,,,True,,,,,,,1.0,,,,
12450867,away,RC Lens,Jonathan Gradit,jonathan-gradit,J. Gradit,D,24,180,273,M,,369650,EUR,722563200,D,24,24,False,67.0,52.0,10.0,3.0,0.0,25.0,31.0,28.0,37.0,3.0,,,,,,90.0,88.0,7.3,18.0,0.104098,0,,1.0,3.0,3.0,6.0,8.0,,,3.0,5.0,1.0,6.0,2.0,1.0,2.0,,3.0,,,1.0,,,,,,,,,,,,,
12450867,away,RC Lens,Kevin Danso,danso-kevin,K. Danso,D,4,190,3440,M,,794953,EUR,906163200,D,4,4,False,59.0,47.0,8.0,3.0,0.0,30.0,37.0,17.0,22.0,5.0,,,,,,90.0,76.0,7.3,15.0,0.00584688,0,,,2.0,5.0,5.0,8.0,1.0,1.0,,2.0,,5.0,,1.0,2.0,1.0,1.0,,,,,,,,,,,,,2.0,,,
12450867,away,RC Lens,Facundo Medina,facundo-medina,F. Medina,D,32,184,4462,M,,860307,EUR,927849600,D,14,14,False,50.0,46.0,6.0,4.0,0.0,23.0,24.0,23.0,26.0,1.0,,,,,,90.0,63.0,7.4,7.0,0.0130934,2,,,,,3.0,2.0,,1.0,1.0,2.0,,3.0,2.0,,,,2.0,,,,,,1.0,0.0986,1.0,0.0804,,,,,,,
12450867,away,RC Lens,Ruben Aguilar,ruben-aguilar,R. Aguilar,M,2,172,407,M,,579576,EUR,735782400,M,2,2,False,50.0,44.0,3.0,2.0,1.0,20.0,23.0,24.0,30.0,5.0,,,,,,90.0,84.0,8.0,13.0,0.123753,1,,3.0,,,2.0,6.0,1.0,,4.0,4.0,,,2.0,1.0,2.0,1.0,1.0,,,1.0,1.0,,1.0,0.0475,,,,1.0,,1.0,1.0,,
12450867,away,RC Lens,Adrien Thomasson,adrien-thomasson,A. Thomasson,M,28,177,523,M,,231946,EUR,755481600,M,28,28,False,58.0,47.0,3.0,1.0,0.0,22.0,26.0,26.0,33.0,7.0,,,,,,90.0,84.0,6.8,19.0,0.102282,0,,1.0,2.0,1.0,11.0,9.0,3.0,3.0,1.0,5.0,1.0,4.0,2.0,1.0,4.0,,2.0,,,4.0,3.0,,,,,,,,,,,,
