match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_dispossessed,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_goals,stat_penaltyConceded,stat_wonContest,stat_goalAssist,stat_bigChanceCreated,player_sofascoreId,stat_blockedScoringAttempt,stat_hitWoodwork,stat_totalOffside,stat_bigChanceMissed,stat_goodHighClaim
10390075,home,Nantes,Alban Lafont,alban-lafont,A. Lafont,G,40,195,2914,M,826201,EUR,917049600,G,1,1,False,True,25.0,18.0,12.0,5.0,14.0,14.0,4.0,11.0,1.0,5.0,2.0,1.0,2.0,1.0,90.0,28.0,6.5,7.0,0.0,0.0,0.00154821,0,-0.11657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10390075,home,Nantes,Fabien Centonze,fabien-centonze,F. Centonze,D,18,182,177,M,802034,EUR,821750400,D,28,28,False,,47.0,46.0,3.0,3.0,16.0,16.0,31.0,38.0,3.0,7.0,,,,,90.0,73.0,7.5,9.0,0.0361,0.0,0.216131,2,,7.0,1.0,5.0,7.0,2.0,1.0,2.0,1.0,6.0,2.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,
10390075,home,Nantes,Jean-Charles Castelletto,jean-charles-castelletto,J.-C. Castelletto,D,21,186,1499,M,191204,EUR,791078400,D,21,21,False,,63.0,55.0,4.0,3.0,27.0,31.0,29.0,33.0,1.0,4.0,,,,,90.0,73.0,6.9,9.0,0.1765,0.183683,0.238437,1,,1.0,1.0,4.0,5.0,1.0,,,2.0,2.0,1.0,,,1.0,1.0,,,1.0,3.0,1.0,1.0,1.0,,,,,,,,,,,
10390075,home,Nantes,Nicolas Pallois,nicolas-pallois,N. Pallois,D,5,190,248,M,106496,EUR,559008000,D,4,4,False,,51.0,48.0,6.0,4.0,23.0,23.0,25.0,28.0,4.0,10.0,,,,,90.0,68.0,7.4,5.0,0.2441,0.266036,0.0145882,1,,,,2.0,7.0,2.0,,,3.0,5.0,3.0,2.0,1.0,1.0,,,,,1.0,,1.0,,1.0,1.0,,,,,,,,,
10390075,home,Nantes,Quentin Merlin,quentin-merlin,Q. Merlin,M,26,173,1164,M,1102502,EUR,1021507200,D,29,29,False,,45.0,35.0,6.0,3.0,15.0,18.0,20.0,33.0,1.0,6.0,,,,,71.0,71.0,7.1,19.0,0.0,0.0,0.0261303,0,,6.0,,1.0,4.0,1.0,1.0,,2.0,1.0,1.0,1.0,,,1.0,Quentin Merlin,,,2.0,,,,,,1.0,,,,,,,,
10390075,home,Nantes,Ludovic Blas,ludovic-blas,L. Blas,F,10,180,1176,M,806076,EUR,883526400,M,10,10,False,,35.0,29.0,2.0,1.0,10.0,10.0,23.0,38.0,,6.0,,,,,86.0,79.0,8.0,25.0,0.03,0.0,0.867496,1,,13.0,4.0,13.0,13.0,4.0,6.0,1.0,3.0,5.0,2.0,4.0,4.0,3.0,5.0,,,1.0,1.0,2.0,,,,,3.0,1.0,2.0,,,,,,
10390075,home,Nantes,Moussa Sissoko,moussa-sissoko,M. Sissoko,M,17,187,1081,M,27014,EUR,619228800,M,17,17,False,,52.0,45.0,4.0,4.0,10.0,11.0,35.0,42.0,,12.0,,,,,86.0,63.0,7.1,11.0,0.0,0.0,0.0848133,0,,1.0,,5.0,5.0,,4.0,,2.0,2.0,,,,2.0,1.0,,,1.0,1.0,,,,,,2.0,,,,,,,,
10390075,home,Nantes,Samuel Moutoussamy,moutoussamy-samuel,S. Moutoussamy,M,92,178,6604,M,892624,EUR,839808000,M,8,8,False,,66.0,57.0,5.0,3.0,27.0,31.0,30.0,35.0,,12.0,,,,,90.0,85.0,6.9,10.0,0.0784,0.0,0.0188876,1,,,,9.0,9.0,4.0,3.0,1.0,1.0,2.0,1.0,,3.0,,,Samuel,Moutoussamy,4.0,2.0,,,,,,2.0,,,,,,,,
10390075,home,Nantes,Moses Simon,moses-simon,M. Simon,F,27,168,4098,M,330051,EUR,805507200,M,27,27,False,,27.0,22.0,1.0,,4.0,5.0,21.0,34.0,,3.0,,,,,86.0,48.0,6.7,17.0,0.0229,0.0,0.393911,1,,12.0,3.0,4.0,3.0,,5.0,1.0,,,,,1.0,,1.0,,,1.0,,,,,,,2.0,,,,,,,,
10390075,home,Nantes,Mostafa Mohamed,mostafa-mohamed,M. Mohamed,F,31,185,32494,M,873551,EUR,880675200,F,31,31,False,,19.0,13.0,2.0,2.0,2.0,3.0,11.0,16.0,1.0,3.0,,,,,90.0,33.0,6.9,9.0,0.4476,0.275652,0.345043,5,,,,6.0,6.0,,2.0,1.0,,1.0,1.0,1.0,,2.0,,,,2.0,4.0,1.0,3.0,,,,1.0,,,mostafamohamed11,1.0,1.0,1.0,,
10390075,home,Nantes,Andy Delort,andy-delort,A. Delort,F,,182,2883,M,84744,EUR,686966400,F,99,99,False,,15.0,11.0,2.0,1.0,1.0,1.0,11.0,17.0,,1.0,,,,,71.0,29.0,6.8,9.0,0.3177,0.569321,0.177091,5,,3.0,1.0,3.0,3.0,1.0,,,,2.0,2.0,2.0,,,1.0,,,1.0,1.0,1.0,3.0,,,,,,,LeTigre,2.0,,,1.0,
10390075,home,Nantes,João Victor,joao-victor,J. Victor,D,38,187,1786,M,982998,EUR,900633600,D,38,38,True,,12.0,8.0,,,3.0,4.0,6.0,9.0,1.0,2.0,,,,,19.0,21.0,6.7,4.0,0.1271,0.0,0.0277474,0,,1.0,1.0,2.0,3.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,1.0,1.0,,,,,,1.0,,,,,,,,
