match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_bigChanceCreated,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_penaltyConceded,stat_fouls,stat_keyPass,stat_aerialWon,stat_aerialLost,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_totalTackle,captain,stat_wonTackle,stat_shotOffTarget,stat_goals,stat_blockedScoringAttempt,player_sofascoreId,stat_bigChanceMissed,stat_totalOffside,stat_penaltyWon,stat_errorLeadToAGoal,stat_penaltyMiss
10408259,home,Almería,El Bilal Touré,el-bilal-toure,E. B. Touré,F,19,185,9510,M,982615,EUR,1002067200,F,9,9,False,13.0,9.0,,,5.0,5.0,4.0,8.0,3.0,2.0,2.0,,,,,,,,,84.0,21.0,7.3,5.0,1.0847,0.9909,0.0012045,2,,,,,,,3.0,,,,,,1.0,,2.0,,3.0,2.0,,,1.0,,,,1.0,1.0,,el_bilal_9,,,,,
10408259,home,Almería,Largie Ramazani,largie-ramazani,L. Ramazani,M,17,167,1568,M,909966,EUR,983232000,F,7,7,True,5.0,4.0,,,2.0,3.0,2.0,2.0,3.0,,2.0,1.0,,,,,,,,26.0,14.0,6.3,3.0,0.3856,0.0,0.0124656,3,,,,,,,5.0,1.0,1.0,,,,,,,,,2.0,1.0,,,2.0,,2.0,3.0,,,,1.0,1.0,,,
10408259,home,Almería,Samú Costa,samuel-costa,S. Costa,M,12,183,1427,M,988351,EUR,975283200,M,23,23,True,6.0,2.0,3.0,1.0,2.0,4.0,,2.0,,1.0,3.0,,,,,,,,,26.0,9.0,6.3,5.0,0.0,0.0,2.396e-05,0,,,,,,,2.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,
10408259,home,Almería,Alejandro Pozo,alejandro-pozo,A. Pozo,D,7,174,158,M,848080,EUR,919641600,M,17,17,True,3.0,1.0,1.0,,,,1.0,3.0,2.0,,1.0,1.0,,,,,,,,18.0,8.0,6.6,4.0,0.0,0.0,0.0102326,0,,,,,,,,,,,,,2.0,,,1.0,,,,,,1.0,,1.0,,,,,,,,,
10408259,home,Almería,Chumi,chumi,Chumi,D,21,186,188,M,913455,EUR,920332800,D,21,21,True,2.0,2.0,,,,,2.0,2.0,,1.0,1.0,,,,,,,,,14.0,5.0,6.6,1.0,0.0,0.0,0.00070566,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408259,home,Almería,Francisco Portillo,francisco-portillo,F. Portillo,M,20,169,93,M,106288,EUR,645235200,M,8,8,True,4.0,2.0,1.0,,,2.0,2.0,2.0,,,1.0,,,,,,,,,14.0,4.0,6.4,2.0,0.0,0.0,0.00132388,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408259,home,Almería,Fernando Pacheco,fernando-pacheco,F. Pacheco,G,1,186,220,M,144501,EUR,706147200,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408259,home,Almería,Kaiky,kaiky,Kaiky,D,15,185,747,M,1105331,EUR,1073865600,D,2,2,True,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,Kaiky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408259,home,Almería,Martin Šviderský,martin-svidersky,M. Šviderský,M,6,180,139,M,964161,EUR,1033689600,M,26,26,True,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408259,home,Almería,Arnau Puigmal,arnau-puigmal,A. Puigmal,M,2,173,145,M,910023,EUR,979084800,M,18,18,True,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408259,home,Almería,Íñigo Eguaras,inigo-eguaras,Í. Eguaras,M,16,181,52,M,572198,EUR,699926400,M,4,4,True,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408259,home,Almería,Dyego Sousa,dyego-sousa,D. Sousa,F,,190,127,M,128360,EUR,621734400,F,11,11,True,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408259,home,Almería,Lázaro,lazaro,Lázaro,F,7,181,1882,M,1002556,EUR,1015891200,F,14,14,True,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408259,away,Girona FC,Juan Carlos,juan-carlos,J. Carlos,G,1,187,226,M,83708,EUR,569635200,G,1,1,False,23.0,21.0,3.0,2.0,21.0,22.0,,1.0,,,6.0,,,3.0,,,4.0,1.0,1.0,90.0,31.0,6.6,2.0,0.0,0.0,8.235e-05,0,-0.3009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408259,away,Girona FC,Arnau Martínez,arnau-martinez,A. Martínez,D,4,181,1573,M,1084081,EUR,1051228800,D,4,4,False,37.0,30.0,3.0,2.0,15.0,20.0,15.0,21.0,4.0,1.0,5.0,,,,,,,,,69.0,60.0,6.5,12.0,0.1298,0.0,0.0594229,2,,Arnau Martinez,,,4.0,,4.0,2.0,,,,,,,1.0,1.0,,,3.0,2.0,,2.0,,,1.0,,1.0,,,,,,
10408259,away,Girona FC,Santiago Bueno,santiago-bueno,S. Bueno,D,4,189,1175,M,846308,EUR,910569600,D,22,22,False,75.0,65.0,9.0,4.0,41.0,42.0,24.0,33.0,10.0,2.0,2.0,2.0,,,,,,,,90.0,83.0,6.9,10.0,0.113,0.0,0.0200392,1,,,,,,,3.0,,,,1.0,,,,2.0,,8.0,1.0,,,,,,,1.0,,,,,,1.0,,
10408259,away,Girona FC,Bernardo Espinosa,bernardo-espinosa,Bernardo,D,,192,218,M,139919,EUR,616118400,D,2,2,False,81.0,68.0,5.0,,47.0,53.0,21.0,28.0,6.0,5.0,5.0,1.0,,,,,,,,90.0,90.0,5.7,13.0,0.0,0.0,0.0110295,0,,,,,,,4.0,,,,,1.0,,,1.0,,5.0,3.0,,,,,,,,,,,,,,1.0,
10408259,away,Girona FC,Miguel Gutiérrez,miguel-gutierrez,M. Gutiérrez,D,3,180,4281,M,908716,EUR,996192000,D,3,3,False,33.0,26.0,2.0,2.0,12.0,16.0,14.0,20.0,3.0,,5.0,2.0,,,,,,,,79.0,58.0,6.3,19.0,0.0287,0.0,0.0167491,1,,,,1.0,3.0,,5.0,,,1.0,,,2.0,,1.0,1.0,,1.0,4.0,1.0,,,,,,,1.0,MGutiérrez,,,,,
10408259,away,Girona FC,Yangel Herrera,yangel-herrera,Y. Herrera,M,12,184,4247,M,839585,EUR,884131200,M,21,21,False,31.0,26.0,4.0,2.0,6.0,7.0,21.0,28.0,3.0,,5.0,,,,,,,,,90.0,50.0,6.2,13.0,0.4385,0.5232,0.155489,4,,,,,4.0,1.0,8.0,1.0,1.0,,,,1.0,,3.0,1.0,1.0,1.0,2.0,,2.0,2.0,,2.0,1.0,,1.0,YangelHerrera8,1.0,,,,
10408259,away,Girona FC,Oriol Romeu,oriol-romeu,O. Romeu,M,28,182,14412,M,69416,EUR,685670400,M,18,18,False,52.0,49.0,7.0,6.0,27.0,29.0,22.0,25.0,4.0,,7.0,,,,,,,,,90.0,62.0,6.7,8.0,0.0,0.0,0.163886,0,,,,,2.0,,4.0,1.0,,,,,1.0,,2.0,,1.0,1.0,,,,3.0,,1.0,,,,oriolromeu,,,,,
10408259,away,Girona FC,Aleix García,aleix-garcia,A. García,M,24,173,4524,M,796047,EUR,867456000,M,14,14,False,63.0,53.0,9.0,4.0,23.0,25.0,35.0,49.0,9.0,,6.0,3.0,,,,,,,,90.0,84.0,7.9,17.0,0.0,0.0,0.601366,0,,,,,11.0,5.0,3.0,1.0,,1.0,,,1.0,,,4.0,2.0,2.0,1.0,1.0,,3.0,,2.0,,,,AlexGarcia97,,,,,
10408259,away,Girona FC,Rodrigo Riquelme,rodrigo-riquelme,R. Riquelme,M,17,174,4780,M,989113,EUR,954633600,M,17,17,False,11.0,8.0,,,2.0,2.0,7.0,12.0,2.0,,1.0,2.0,,,,,,,,79.0,21.0,6.7,8.0,0.1582,0.0689,0.0713705,2,,,,,3.0,1.0,6.0,,,,,,,,3.0,,,1.0,3.0,,1.0,,,,1.0,1.0,,,,1.0,,,
10408259,away,Girona FC,Valentín Castellanos,valentin-castellanos,V. Castellanos,F,11,179,10645,M,877013,EUR,907372800,F,9,9,False,7.0,5.0,,,1.0,1.0,4.0,6.0,1.0,,1.0,,,,,,,,,69.0,13.0,6.6,4.0,0.2364,0.0,0.00910032,1,,,,,,,4.0,,,,,,1.0,,1.0,,,3.0,,,,1.0,,1.0,1.0,,,tatycastellanos11,,1.0,,,
10408259,away,Girona FC,Cristhian Stuani,cristhian-stuani,C. Stuani,F,7,184,1894,M,32048,EUR,529459200,F,7,7,False,10.0,9.0,,,5.0,5.0,4.0,6.0,2.0,3.0,1.0,,,,,,,,,90.0,23.0,6.7,6.0,1.7601,1.9841,0.116045,3,,,,,1.0,,,,,,,,4.0,,,2.0,1.0,,,,2.0,1.0,True,1.0,,1.0,1.0,,1.0,1.0,,,1.0
10408259,away,Girona FC,Yan Couto,couto-yan,Y. Couto,D,2,169,7132,M,1002813,EUR,1023062400,D,20,20,True,7.0,7.0,1.0,1.0,,,7.0,9.0,,,1.0,,,,,,,,,21.0,12.0,6.6,2.0,0.0,0.0,0.00587468,0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,yan.couto,,,,,
10408259,away,Girona FC,Manu Vallejo,manu-vallejo,M. Vallejo,F,21,167,236,M,828969,EUR,855878400,F,25,25,True,6.0,4.0,,,,,5.0,8.0,1.0,,,,,,,,,,,21.0,9.0,6.6,3.0,0.0,0.0,0.00574361,0,,,,,2.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
10408259,away,Girona FC,Valery Fernández,valery-fernandez,V. Fernández,D,21,179,309,M,962378,EUR,943315200,D,11,11,True,8.0,6.0,1.0,,2.0,3.0,4.0,5.0,1.0,,2.0,1.0,,,,,,,,11.0,13.0,7.0,2.0,0.0,0.0,0.00683538,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
10408259,away,Girona FC,Toni Villa,toni-villa,Toni,M,19,171,108,M,813523,EUR,789436800,M,12,12,True,5.0,4.0,,,,,4.0,5.0,3.0,,1.0,1.0,,,,,,,,11.0,10.0,6.8,2.0,0.0,0.0,0.00553975,0,,,,,,,1.0,,,,,1.0,,,,,,,2.0,1.0,,1.0,,1.0,,,,,,,,,
10408259,away,Girona FC,Paulo Gazzaniga,paulo-gazzaniga,P. Gazzaniga,G,13,196,1913,M,164343,EUR,694310400,G,13,13,True,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408259,away,Girona FC,Toni Fuidias,toni-fuidias,T. Fuidias,G,13,195,276,M,991960,EUR,987292800,G,26,26,True,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408259,away,Girona FC,Javier Hernández,javier-hernandez,J. Hernández,D,26,181,457,M,1031658,EUR,894067200,D,16,16,True,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408259,away,Girona FC,David López,david-lopez,D. López,D,5,185,551,M,135116,EUR,623894400,D,5,5,True,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408259,away,Girona FC,Ramón Terrats,ramon-terrats,R. Terrats,M,14,179,517,M,1088565,EUR,971827200,M,8,8,True,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,Ramón Terrats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408259,away,Girona FC,Iván Martín,ivan-martin,I. Martín,M,23,178,895,M,973699,EUR,918950400,M,23,23,True,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408259,away,Girona FC,Samu Sáiz,samu-saiz,S. Sáiz,M,,174,124,M,99527,EUR,664502400,M,10,10,True,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
