match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_unsuccessfulTouch,stat_possessionLostCtrl,captain,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_interceptionWon,stat_fouls,stat_totalTackle,stat_wonTackle,stat_accurateCross,stat_shotOffTarget,stat_blockedScoringAttempt,stat_expectedGoals,stat_keyPass,stat_dispossessed,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_wasFouled,stat_expectedGoalsOnTarget,player_firstName,player_lastName,stat_goalAssist,stat_bigChanceCreated,stat_bigChanceMissed,stat_goals,stat_totalOffside,stat_penaltyFaced,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_outfielderBlock,stat_penaltyConceded,stat_clearanceOffLine
11401926,home,FC Twente,Lars Unnerstall,lars-unnerstall,L. Unnerstall,G,1,198,265,M,94835,EUR,648432000,G,1,1,False,10.0,10.0,2.0,2.0,8.0,8.0,2.0,2.0,7.0,1.0,2.0,90.0,19.0,6.6,0.00090326,0,-0.1577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401926,home,FC Twente,Alfons Sampsted,alfons-sampsted,A. Sampsted,D,2,180,197,M,842536,EUR,891820800,D,12,12,False,17.0,14.0,2.0,2.0,8.0,9.0,6.0,9.0,4.0,,,29.0,24.0,6.3,0.00847327,0,,1.0,2.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401926,home,FC Twente,Robin Pröpper,robin-propper,R. Pröpper,D,3,190,269,M,196082,EUR,748742400,D,3,3,False,105.0,97.0,8.0,5.0,23.0,26.0,74.0,79.0,8.0,,,90.0,115.0,6.6,0.0762079,0,,,1.0,9.0,True,4.0,1.0,11.0,1.0,5.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401926,home,FC Twente,Alec Van Hoorenbeeck,alec-van-hoorenbeeck,A. V. Hoorenbeeck,D,18,187,120,M,974203,EUR,914976000,D,17,17,False,56.0,51.0,3.0,2.0,18.0,21.0,33.0,35.0,4.0,,,45.0,60.0,6.6,0.0342561,0,,,,5.0,,,1.0,,2.0,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
11401926,home,FC Twente,Gijs Smal,gijs-smal,G. Smal,D,5,183,339,M,860160,EUR,872985600,D,5,5,False,70.0,62.0,4.0,2.0,8.0,8.0,55.0,66.0,4.0,,,71.0,81.0,6.8,0.121822,2,,4.0,1.0,12.0,,,,1.0,,,,,1.0,,,1.0,1.0,1.0,0.0516,2.0,,,,,,,,,,,,,,,,,,,,
11401926,home,FC Twente,Sem Steijn,sem-steijn,S. Steijn,M,14,173,3417,M,944467,EUR,1005523200,M,14,14,False,26.0,23.0,,,3.0,4.0,20.0,23.0,3.0,,,90.0,45.0,7.8,0.309025,6,,1.0,3.0,8.0,,4.0,1.0,5.0,8.0,,,,,4.0,2.0,,1.0,3.0,0.4074,2.0,1.0,2.0,2.0,2.0,1.0,0.1074,,,,,,,,,,,,,,
11401926,home,FC Twente,Mathias Kjølø,mathias-kjolo,M. Kjølø,M,4,174,167,M,966546,EUR,993600000,M,4,4,False,28.0,24.0,4.0,2.0,10.0,10.0,14.0,18.0,1.0,,,29.0,29.0,6.5,0.00617587,0,,,1.0,5.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401926,home,FC Twente,Michal Sadílek,michal-sadilek,M. Sadílek,M,23,168,329,M,825731,EUR,928108800,M,23,23,False,108.0,98.0,11.0,9.0,16.0,19.0,84.0,95.0,4.0,,,90.0,127.0,7.6,0.364679,4,,6.0,1.0,17.0,,2.0,6.0,6.0,8.0,2.0,,,,2.0,2.0,2.0,,4.0,0.1399,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,
11401926,home,FC Twente,Daan Rots,daan-rots,D. Rots,M,11,179,509,M,1048430,EUR,996019200,F,11,11,False,37.0,26.0,2.0,1.0,1.0,3.0,25.0,34.0,2.0,,,45.0,47.0,7.7,0.402392,1,,,1.0,15.0,,,5.0,5.0,9.0,2.0,,,,1.0,1.0,,1.0,,0.0275,2.0,2.0,3.0,2.0,,1.0,,,,1.0,1.0,,,,,,,,,,
11401926,home,FC Twente,Manfred Ugalde,manfred-ugalde,M. Ugalde,F,9,171,2754,M,993560,EUR,1022284800,F,27,27,False,23.0,16.0,,,5.0,5.0,11.0,20.0,2.0,,,90.0,42.0,8.6,0.694233,4,,2.0,3.0,13.0,,2.0,1.0,4.0,4.0,,1.0,,1.0,1.0,1.0,,2.0,,0.9285,3.0,1.0,,,2.0,2.0,0.2987,,,1.0,1.0,1.0,1.0,1.0,,,,,,,
