match_id,side,team,player_name,player_firstName,player_slug,player_shortName,player_position,player_jerseyNumber,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_challengeLost,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_duelWon,stat_dispossessed,stat_totalClearance,stat_clearanceOffLine,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,player_lastName,stat_aerialLost,stat_aerialWon,stat_shotOffTarget,stat_blockedScoringAttempt,stat_interceptionWon,captain,stat_onTargetScoringAttempt,stat_totalOffside,player_height,stat_totalContest,stat_wonContest,stat_goals,stat_penaltyWon,stat_penaltyConceded,stat_penaltyFaced,stat_punches,stat_goalAssist,stat_bigChanceCreated,stat_bigChanceMissed
11807970,home,Cray Valley Paper Mills,Sam Freeman,Sam Freeman,sam-freeman,S. Freeman,G,1,1,M,1592914,EUR,654998400.0,G,1,1,False,22.0,10.0,20.0,8.0,4.0,5.0,6.0,17.0,1.0,1.0,12.0,4.0,4.0,90.0,31.0,5.8,12.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11807970,home,Cray Valley Paper Mills,Barney Williams,,barney-williams,B. Williams,D,,1,M,294257,EUR,797472000.0,D,2,2,False,20.0,14.0,8.0,6.0,5.0,6.0,10.0,18.0,3.0,,5.0,,,90.0,47.0,6.6,18.0,0,4.0,1.0,4.0,2.0,4.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
11807970,home,Cray Valley Paper Mills,Cem Tumkaya,Cem Tumkaya,cem-tumkaya,C. Tumkaya,M,6,1,M,1088163,EUR,,D,6,6,False,22.0,10.0,12.0,4.0,7.0,10.0,3.0,12.0,3.0,,3.0,,,90.0,31.0,6.0,13.0,2,,,2.0,1.0,2.0,,3.0,,,,,1.0,,,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,
11807970,home,Cray Valley Paper Mills,Arthur Lee,Arthur Lee,arthur-lee,A. Lee,D,4,1,M,1088045,EUR,708566400.0,D,4,4,False,18.0,8.0,11.0,2.0,5.0,8.0,3.0,10.0,1.0,,1.0,,,90.0,29.0,5.7,11.0,1,,,2.0,,8.0,,,,,,,,,,1.0,2.0,,,,True,1.0,,,,,,,,,,,,
11807970,home,Cray Valley Paper Mills,Clement Asiedu,Clement Asiedu,clement-asiedu,C. Asiedu,D,19,1,M,1592887,EUR,,D,19,19,False,10.0,5.0,4.0,2.0,2.0,5.0,3.0,7.0,2.0,1.0,5.0,,,68.0,26.0,5.9,12.0,0,2.0,,1.0,1.0,2.0,,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,
11807970,home,Cray Valley Paper Mills,Sonny Black,Sonny Black,sonny-black,S. Black,M,8,1,M,1592916,EUR,835142400.0,M,8,8,False,31.0,20.0,3.0,1.0,12.0,14.0,8.0,17.0,2.0,1.0,2.0,,,90.0,48.0,6.3,15.0,0,,,4.0,1.0,6.0,,,4.0,3.0,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,
11807970,home,Cray Valley Paper Mills,Matthew Vigor,,matthew-vigor,M. Vigor,M,,2,M,1390353,EUR,1088467200.0,M,16,16,False,20.0,12.0,4.0,1.0,5.0,7.0,7.0,13.0,1.0,,3.0,,,59.0,32.0,6.4,11.0,1,,,3.0,,5.0,,,1.0,,2.0,1.0,1.0,,,,1.0,1.0,,,,,,184.0,,,,,,,,,,
11807970,home,Cray Valley Paper Mills,Hassan Ibrahim,Hassan Ibrahim,hassan-ibrahim,H. Ibrahim,M,18,6,M,1088854,EUR,,M,18,18,False,9.0,3.0,2.0,,2.0,3.0,1.0,6.0,4.0,1.0,3.0,,,63.0,20.0,6.3,10.0,0,,,6.0,1.0,1.0,,,3.0,2.0,3.0,2.0,2.0,,,,1.0,,,1.0,,,,,,,,,,,,,,
11807970,home,Cray Valley Paper Mills,Michael Ademiluyi,Michael Ademiluyi,michael-ademiluyi,M. Ademiluyi,D,11,2,M,1156309,EUR,,F,11,11,False,12.0,7.0,3.0,,5.0,8.0,2.0,4.0,1.0,,4.0,,,60.0,21.0,6.5,7.0,0,,,3.0,,1.0,,,,,1.0,2.0,,,,1.0,,,,1.0,,,1.0,,1.0,1.0,,,,,,,,
11807970,home,Cray Valley Paper Mills,Freddie Parker,Freddie Parker,freddie-parker,F. Parker,F,9,2,M,1580798,EUR,985305600.0,F,9,9,False,20.0,13.0,1.0,1.0,10.0,12.0,3.0,8.0,12.0,,2.0,,,90.0,34.0,7.1,13.0,0,,,8.0,1.0,,1.0,1.0,2.0,1.0,5.0,2.0,4.0,,,7.0,4.0,,,,,,,,,,,,,,,,,
11807970,home,Cray Valley Paper Mills,Kyrell Lisbie,,kyrell-lisbie,K. Lisbie,M,17,209,M,1490087,EUR,1070236800.0,F,17,17,False,9.0,4.0,,,2.0,2.0,3.0,8.0,4.0,2.0,6.0,,,68.0,26.0,7.6,9.0,1,1.0,1.0,7.0,,1.0,,,3.0,3.0,3.0,2.0,,1.0,,1.0,2.0,,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,
11807970,home,Cray Valley Paper Mills,Julien Anau,Julien Anau,julien-anau,J. Anau,M,,1,M,1592901,EUR,773625600.0,M,12,12,True,7.0,4.0,,,1.0,3.0,3.0,4.0,3.0,1.0,1.0,,,31.0,9.0,6.2,4.0,0,,,,,,,,,,1.0,,1.0,,,1.0,,,,,,,,190.0,,,,,,,,,,
11807970,home,Cray Valley Paper Mills,Denzel Gayle,Denzel Gayle,denzel-gayle,D. Gayle,M,7,1,M,1088197,EUR,,M,7,7,True,5.0,3.0,2.0,1.0,2.0,3.0,1.0,3.0,1.0,,2.0,,,30.0,10.0,6.6,5.0,0,1.0,,3.0,,,,,2.0,2.0,2.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
11807970,home,Cray Valley Paper Mills,Mohammed-Idris Oshilaja,Mohammed-Idris Oshilaja,mohammed-idris-oshilaja,M. Oshilaja,D,5,3,M,1592908,EUR,,D,5,5,True,7.0,5.0,1.0,,3.0,4.0,2.0,3.0,2.0,1.0,,,,27.0,12.0,6.1,4.0,0,,,1.0,1.0,2.0,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,
