match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_keyPass,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_aerialWon,stat_onTargetScoringAttempt,stat_penaltyWon,stat_totalContest,stat_wonContest,stat_totalCross,stat_accurateCross,stat_blockedScoringAttempt,stat_dispossessed,captain,stat_bigChanceCreated,stat_hitWoodwork,stat_goals,player_firstName,player_lastName,stat_bigChanceMissed,stat_outfielderBlock,stat_goodHighClaim,stat_penaltyFaced,stat_punches,player_sofascoreId,stat_errorLeadToAShot,stat_totalOffside,stat_penaltyConceded
11396446,home,VfL Bochum 1848,Manuel Riemann,manuel-riemann,M. Riemann,G,1,186,218,M,24937,EUR,589766400,G,1,1,False,50.0,31.0,32.0,13.0,18.0,19.0,13.0,31.0,1.0,12.0,1.0,5.0,5.0,3.0,3.0,90.0,61.0,7.7,19.0,0.0,0.0,0.0123535,1.0,0,0.2526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396446,home,VfL Bochum 1848,Erhan Mašović,erhan-masovic,E. Mašović,D,4,189,232,M,833213,EUR,911692800,D,4,4,False,32.0,25.0,5.0,2.0,11.0,13.0,14.0,19.0,9.0,6.0,2.0,,,,,90.0,50.0,7.4,8.0,0.0112,0.0,0.0237912,,1,,2.0,4.0,1.0,1.0,2.0,1.0,7.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
11396446,home,VfL Bochum 1848,Ivan Ordets,ivan-ordets,I. Ordets,D,,194,123,M,137673,EUR,710553600,D,20,20,False,46.0,36.0,5.0,3.0,24.0,28.0,12.0,18.0,14.0,9.0,3.0,,,,,90.0,63.0,8.1,10.0,0.0622,0.314,0.0126432,,2,,3.0,6.0,,1.0,3.0,5.0,1.0,1.0,,3.0,10.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
11396446,home,VfL Bochum 1848,Bernardo,bernardo,Bernardo,D,13,186,580,M,828571,EUR,800409600,D,5,5,False,46.0,33.0,10.0,3.0,18.0,22.0,15.0,24.0,7.0,6.0,,,,,,90.0,63.0,6.8,13.0,0.0,0.0,0.0505398,,0,,4.0,6.0,2.0,,2.0,1.0,2.0,,,1.0,4.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
11396446,home,VfL Bochum 1848,Felix Passlack,passlack-felix,F. Passlack,M,25,170,280,M,795000,EUR,896400000,M,15,15,False,44.0,34.0,,,14.0,15.0,22.0,33.0,8.0,15.0,3.0,,,,,90.0,79.0,7.7,18.0,0.1975,0.0,0.256104,2.0,2,,2.0,3.0,,1.0,2.0,2.0,3.0,3.0,1.0,,,,,3.0,2.0,4.0,2.0,1.0,,,,,,,,,,,,,,,,
11396446,home,VfL Bochum 1848,Matúš Bero,matus-bero,M. Bero,M,19,181,413,M,187207,EUR,810345600,M,19,19,False,37.0,24.0,5.0,1.0,10.0,11.0,14.0,27.0,6.0,8.0,1.0,,,,,90.0,50.0,6.5,19.0,0.0,0.0,0.0640167,,0,,2.0,9.0,1.0,,1.0,,3.0,2.0,1.0,3.0,2.0,,,1.0,,1.0,,,3.0,,,,,,,,,,,,,,,
11396446,home,VfL Bochum 1848,Anthony Losilla,anthony-losilla,A. Losilla,M,,185,68,M,119179,EUR,510796800,M,8,8,False,25.0,21.0,3.0,1.0,10.0,11.0,12.0,15.0,4.0,4.0,,,,,,69.0,32.0,6.9,6.0,0.0138,0.0,0.0909745,2.0,1,,,1.0,,1.0,,,2.0,1.0,1.0,,2.0,,,1.0,,1.0,1.0,,,True,,,,,,,,,,,,,,
11396446,home,VfL Bochum 1848,Kevin Stöger,kevin-stoger,K. Stöger,M,7,175,715,M,95381,EUR,746409600,M,7,7,False,62.0,38.0,7.0,4.0,16.0,16.0,24.0,48.0,3.0,9.0,1.0,,,,,84.0,81.0,7.8,27.0,0.9403,1.26,0.239881,1.0,6,,,8.0,4.0,3.0,,,2.0,1.0,,1.0,,3.0,,2.0,,2.0,2.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,
11396446,home,VfL Bochum 1848,Maximilian Wittek,maximilian-wittek,M. Wittek,D,32,173,158,M,254125,EUR,808963200,M,32,32,False,21.0,13.0,5.0,1.0,6.0,6.0,10.0,21.0,4.0,6.0,2.0,,,,,63.0,45.0,7.1,14.0,0.056,0.033,0.106437,3.0,3,,1.0,4.0,1.0,1.0,1.0,,1.0,1.0,2.0,2.0,,1.0,,1.0,1.0,6.0,3.0,1.0,,,,,,,,,,,,,,,,
11396446,home,VfL Bochum 1848,Philipp Hofmann,philipp-hofmann,P. Hofmann,F,33,195,413,M,340719,EUR,733449600,F,33,33,False,16.0,11.0,,,4.0,4.0,7.0,12.0,5.0,2.0,,,,,,63.0,18.0,7.2,6.0,0.0,0.0,0.336411,3.0,0,,2.0,3.0,,,,,,,1.0,1.0,4.0,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,
