match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,captain,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_wonContest,stat_blockedScoringAttempt,stat_wasFouled,player_firstName,player_lastName,stat_totalClearance,stat_outfielderBlock,stat_penaltyConceded,stat_keyPass,stat_shotOffTarget,stat_onTargetScoringAttempt,player_sofascoreId,stat_totalOffside,stat_bigChanceCreated,stat_bigChanceMissed,stat_goals
10408367,home,Getafe,David Soria,david-soria,D. Soria,G,13,192,676,M,604258,EUR,733881600,G,13,13,False,20.0,10.0,17.0,7.0,7.0,12.0,3.0,8.0,2.0,1.0,1.0,1.0,90.0,24.0,6.5,10.0,0.0,0.0,0.00021212,0,0.1323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408367,home,Getafe,Damián Suárez,damian-suarez,D. Suárez,D,22,172,368,M,36982,EUR,578102400,D,22,22,False,24.0,18.0,,,4.0,4.0,14.0,22.0,6.0,,,,72.0,51.0,6.9,13.0,0.0,0.0,0.00992935,0,,2.0,4.0,4.0,1.0,1.0,1.0,3.0,4.0,4.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,
10408367,home,Getafe,Djené,djene,Djené,D,2,178,2527,M,307702,EUR,694137600,D,2,2,False,41.0,31.0,4.0,1.0,21.0,27.0,11.0,15.0,8.0,,,,90.0,56.0,6.6,13.0,0.0238,0.0,0.0259081,1,,1.0,4.0,5.0,2.0,,1.0,2.0,2.0,2.0,3.0,1.0,True,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
10408367,home,Getafe,Domingos Duarte,domingos-duarte,D. Duarte,D,22,191,695,M,576276,EUR,794793600,D,6,6,False,28.0,21.0,5.0,1.0,18.0,19.0,3.0,9.0,4.0,,,,90.0,33.0,6.2,7.0,0.0,0.0,0.00119925,0,,,3.0,1.0,,,,2.0,,,,2.0,,,2.0,1.0,,,,,,1.0,1.0,1.0,,,,,,,,
10408367,home,Getafe,Omar Alderete,omar-alderete,O. Alderete,D,15,187,5163,M,805137,EUR,851558400,D,15,15,False,38.0,24.0,7.0,,15.0,17.0,9.0,21.0,4.0,,,,90.0,44.0,6.3,15.0,0.0,0.0,0.0218864,0,,,3.0,4.0,,1.0,1.0,,,,,1.0,,,1.0,3.0,1.0,,,,,3.0,,,,,,,,,,
10408367,home,Getafe,Juan Iglesias,juan-iglesias,J. Iglesias,D,21,185,520,M,949707,EUR,899424000,D,21,21,False,33.0,20.0,5.0,1.0,11.0,13.0,9.0,23.0,5.0,,,,90.0,62.0,7.0,21.0,0.0,0.0,0.00391337,0,,3.0,3.0,5.0,,,,1.0,4.0,2.0,1.0,2.0,,,1.0,,,,1.0,,,6.0,,,,,,,,,,
10408367,home,Getafe,Ángel Algobia,angel-algobia,Á. Algobia,M,27,186,39,M,966219,EUR,930096000,M,16,16,False,33.0,25.0,5.0,3.0,15.0,19.0,11.0,15.0,5.0,,,,64.0,38.0,6.6,10.0,0.0263,0.0,0.00772449,1,,1.0,2.0,2.0,,,,,,,2.0,3.0,,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,,
10408367,home,Getafe,Luis Milla,luis-milla,L. Milla,M,5,175,1429,M,811629,EUR,781488000,M,5,5,False,39.0,28.0,10.0,5.0,16.0,21.0,15.0,26.0,8.0,,,,90.0,53.0,6.9,17.0,0.0,0.0,0.189594,0,,8.0,8.0,3.0,4.0,1.0,1.0,1.0,1.0,,,3.0,,3.0,,1.0,1.0,,,,,1.0,,,3.0,,,,,,,
10408367,home,Getafe,Carles Aleñá,carles-alena,C. Aleñá,M,10,180,1587,M,794937,EUR,883958400,M,11,11,False,24.0,21.0,4.0,4.0,3.0,3.0,18.0,24.0,5.0,,,,90.0,39.0,6.6,9.0,0.074,0.1119,0.0251593,2,,3.0,9.0,3.0,1.0,2.0,,1.0,1.0,1.0,1.0,5.0,,,2.0,,,,2.0,,,,1.0,,,1.0,1.0,,,,,
10408367,home,Getafe,Enes Ünal,enes-unal,E. Ünal,F,26,185,3634,M,336655,EUR,863222400,F,10,10,False,25.0,18.0,,,2.0,3.0,16.0,23.0,1.0,,,,90.0,33.0,6.5,10.0,0.0768,0.0,0.0451007,1,,1.0,13.0,4.0,1.0,1.0,,,1.0,1.0,1.0,4.0,,,8.0,2.0,,,1.0,,,1.0,,,,1.0,,EnesUnal16,,,,
10408367,home,Getafe,Borja Mayoral,borja-mayoral,B. Mayoral,F,9,182,2532,M,604954,EUR,860198400,F,19,19,False,27.0,24.0,2.0,2.0,9.0,9.0,15.0,21.0,4.0,,,,90.0,42.0,6.6,11.0,0.0673,0.0,0.114801,1,,3.0,5.0,1.0,2.0,1.0,2.0,,,,3.0,,,,1.0,,1.0,,,,,,,,,1.0,,,,,,
10408367,home,Getafe,Gonzalo Villar,gonzalo-villar,G. Villar,M,12,181,1019,M,914765,EUR,890611200,M,24,24,True,14.0,11.0,1.0,,6.0,8.0,5.0,6.0,5.0,,,,26.0,17.0,6.3,4.0,0.0,0.0,0.00132104,0,,,2.0,1.0,,,,,,,1.0,3.0,,,,,,,1.0,,,,,,,,,,,,,
10408367,home,Getafe,Portu,portu,Portu,F,8,167,868,M,218616,EUR,706406400,F,9,9,True,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,,,,18.0,13.0,6.8,2.0,0.0,0.0,0.0148132,0,,2.0,3.0,6.0,,,1.0,,2.0,1.0,,,,1.0,2.0,,,,4.0,,,,,,,,,,,,,
10408367,home,Getafe,Kiko Casilla,kiko-casilla,K. Casilla,G,,190,585,,18184,EUR,528595200,G,1,1,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408367,home,Getafe,Diego Conde,diego-conde,D. Conde,G,13,188,451,M,951008,EUR,909532800,G,27,27,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408367,home,Getafe,Jordan Amavi,jordan-amavi,J. Amavi,D,,176,326,M,342915,EUR,763171200,D,12,12,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408367,home,Getafe,Gastón Álvarez,gaston-alvarez,G. Álvarez,D,17,184,491,M,980578,EUR,953856000,D,4,4,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408367,home,Getafe,Stefan Mitrović,stefan-mitrovic,S. Mitrović,D,23,189,417,M,108736,EUR,643334400,D,23,23,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408367,home,Getafe,Jaime Seoane,jaime-seoane,J. Seoane,M,10,175,156,M,838636,EUR,853891200,M,8,8,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408367,home,Getafe,Nemanja Maksimović,nemanja-maksimovic,N. Maksimović,M,88,184,1287,M,331449,EUR,791078400,M,20,20,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408367,home,Getafe,Jaime Mata,jaime-mata,J. Mata,F,17,185,448,M,351140,EUR,593654400,F,7,7,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408367,home,Getafe,Juanmi Latasa,juanmi-latasa,J. Latasa,F,9,191,1993,M,966679,EUR,985305600,F,14,14,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408367,away,Real Betis,Rui Silva,rui-silva,R. Silva,G,1,191,3299,M,253809,EUR,760579200,G,13,13,False,30.0,18.0,24.0,12.0,12.0,15.0,6.0,15.0,7.0,1.0,,1.0,90.0,35.0,7.2,13.0,0.0,0.0,0.00078643,0,0.1119,,,,,,,,,,,,,,,,,,,Rui,Silva,,,,,,,,,,,
