match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_challengeLost,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,captain,stat_totalCross,stat_accurateCross,stat_shotOffTarget,stat_hitWoodwork,stat_wasFouled,stat_expectedGoals,stat_totalContest,stat_wonContest,stat_keyPass,stat_dispossessed,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_totalOffside,stat_penaltyFaced,stat_punches,stat_outfielderBlock,stat_bigChanceMissed,stat_goalAssist,stat_bigChanceCreated,stat_penaltyConceded
11369945,home,Standard Liège,Wilfried Kanga,wilfried-kanga,W. Kanga,F,7,189,938,M,838640,EUR,888019200,F,14,14,False,12.0,8.0,,,1.0,1.0,7.0,11.0,11.0,,1.0,,,,90.0,20.0,6.8,9.0,0.0252685,2,,,,6.0,4.0,4.0,,,,,1.0,2.0,,,,,,,0.8148,1.0,,,2.0,1.0,1.0,1.0,0.8727,,,,,,,,
11369945,home,Standard Liège,Isaac Price,isaac-price,I. Price,M,21,178,889,M,1066059,EUR,1064534400,M,8,8,True,31.0,19.0,8.0,4.0,8.0,11.0,11.0,21.0,2.0,1.0,4.0,,,,45.0,48.0,6.6,16.0,0.00982712,0,,,,,1.0,5.0,3.0,,2.0,2.0,2.0,,,1.0,,,,2.0,,1.0,,,,,,,,,,,,,,,
11369945,home,Standard Liège,Cihan Çanak,cihan-canak,C. Çanak,M,99,175,582,M,1127335,EUR,1106524800,M,61,61,True,14.0,10.0,,,5.0,6.0,5.0,12.0,3.0,,1.0,,,,45.0,31.0,7.0,13.0,0.10253,0,,Cihan Canak,,,,3.0,,,1.0,1.0,2.0,1.0,,4.0,,,,1.0,,2.0,1.0,1.0,1.0,,,,,,,,,,,,
11369945,home,Standard Liège,Kamal Sowah,kamal-sowah,K. Sowah,M,14,179,840,M,927440,EUR,947376000,F,18,18,True,13.0,11.0,1.0,1.0,2.0,2.0,9.0,12.0,,,1.0,,,,36.0,19.0,6.7,4.0,0.00704091,2,,,,,,,,,,,1.0,,,1.0,,,,,0.1083,,,,,1.0,1.0,,0.2074,2.0,,,,,,,
11369945,home,Standard Liège,Gilles Dewaele,gilles-dewaele,G. Dewaele,D,20,180,52,M,285943,EUR,824169600,D,2,2,True,16.0,13.0,1.0,,5.0,6.0,8.0,10.0,1.0,,3.0,,,,21.0,20.0,6.7,3.0,0.0599113,0,,,,1.0,,2.0,,,1.0,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,
11369945,home,Standard Liège,Ibe Hautekiet,ibe-hautekiet,I. Hautekiet,D,25,188,153,M,964757,EUR,1018656000,D,25,25,True,9.0,3.0,4.0,,,2.0,3.0,7.0,,,1.0,,,,11.0,14.0,6.6,8.0,0.00868583,0,,,,,1.0,3.0,,1.0,2.0,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,
11369945,home,Standard Liège,Matthieu Epolo,matthieu-epolo,M. Epolo,G,1,185,3162,M,1121943,EUR,1105747200,G,40,40,True,,,,,,,,,,,,,,,,,,,,0,,Matthieu Epolo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369945,home,Standard Liège,William Balikwisha,william-balikwisha,W. Balikwisha,M,21,174,684,M,943881,EUR,926467200,M,22,22,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369945,away,Sint-Truidense VV,Zion Suzuki,zion-suzuki,Z. Suzuki,G,31,189,4910,M,905351,EUR,1029888000,G,1,1,False,36.0,28.0,17.0,9.0,24.0,27.0,4.0,9.0,,,8.0,2.0,1.0,1.0,90.0,46.0,7.3,8.0,0.00227089,0,0.0801,,,,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,
11369945,away,Sint-Truidense VV,Rein Van Helden,rein-van-helden,R. V. Helden,D,20,187,193,M,1047163,EUR,1027468800,D,20,20,False,46.0,39.0,5.0,1.0,32.0,35.0,7.0,11.0,2.0,,4.0,,,,90.0,59.0,6.7,11.0,0.00297272,0,,,,,2.0,6.0,3.0,1.0,3.0,2.0,2.0,1.0,,,,,,,,2.0,1.0,,,,,,,,,,,,,,
11369945,away,Sint-Truidense VV,Matte Smets,smets-matte,M. Smets,D,6,184,963,M,1392905,EUR,1073174400,D,16,16,False,61.0,54.0,8.0,5.0,40.0,44.0,14.0,17.0,3.0,,3.0,,,,90.0,77.0,7.4,7.0,0.00591669,0,,,,3.0,1.0,3.0,7.0,3.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,3.0,,,,
11369945,away,Sint-Truidense VV,Bruno Godeau,bruno-godeau,B. Godeau,D,31,190,68,M,247321,EUR,705456000,D,31,31,False,63.0,47.0,12.0,2.0,36.0,41.0,11.0,23.0,2.0,,4.0,,,,90.0,73.0,6.9,17.0,0.00823063,0,,,,2.0,7.0,7.0,5.0,2.0,,,,,True,1.0,,,,,,,,,,,,,,,,,1.0,,,,
11369945,away,Sint-Truidense VV,Daiki Hashioka,daiki-hashioka,D. Hashioka,D,4,185,1039,M,897334,EUR,926899200,M,4,4,False,42.0,33.0,2.0,2.0,20.0,24.0,14.0,20.0,4.0,1.0,5.0,,,,90.0,66.0,7.4,14.0,0.0820457,1,,,,1.0,1.0,6.0,3.0,1.0,2.0,1.0,2.0,2.0,,2.0,1.0,,,3.0,0.0683,,,1.0,,,1.0,,0.1307,,,,1.0,,,,
11369945,away,Sint-Truidense VV,Joel Chima Fujita,joel-chima-fujita,J. C. Fujita,M,16,175,1436,M,1002461,EUR,1013817600,M,8,8,False,62.0,50.0,2.0,1.0,22.0,26.0,28.0,36.0,3.0,,13.0,,,,89.0,77.0,8.2,16.0,0.0898618,1,,,,,1.0,9.0,,1.0,5.0,3.0,2.0,1.0,,,,,,,0.0217,4.0,3.0,3.0,1.0,,1.0,1.0,0.5175,,,,,,,,
11369945,away,Sint-Truidense VV,Mathias Delorge,mathias-delorge-knieper,M. Delorge,M,17,189,582,M,1124749,EUR,1091232000,M,17,17,False,74.0,63.0,11.0,9.0,32.0,35.0,31.0,39.0,3.0,1.0,10.0,,,,90.0,92.0,7.9,12.0,0.0295282,3,,Mathias Delorge-Knieper,,1.0,1.0,6.0,,3.0,1.0,1.0,,,,,,2.0,1.0,3.0,0.1093,2.0,1.0,,,,1.0,,0.1985,,,,,,,,
11369945,away,Sint-Truidense VV,Eric Bocat,eric-bocat,E. Bocat,D,17,182,70,M,1017684,EUR,932083200,M,77,77,False,32.0,23.0,4.0,,13.0,15.0,12.0,19.0,4.0,,5.0,,,,90.0,59.0,6.6,18.0,0.267475,2,,,,1.0,,2.0,,2.0,1.0,,6.0,2.0,,2.0,2.0,1.0,,1.0,0.1876,,,4.0,1.0,,1.0,,0.7569,,,,1.0,1.0,,,
11369945,away,Sint-Truidense VV,Jarne Steuckers,steuckers-jarne,J. Steuckers,M,7,179,987,M,1099462,EUR,1012780800,F,18,18,False,53.0,41.0,8.0,7.0,17.0,23.0,25.0,32.0,6.0,1.0,6.0,,,,89.0,66.0,7.4,18.0,0.298714,1,,,,,,2.0,,,1.0,1.0,1.0,1.0,,2.0,1.0,,,,0.0754,2.0,1.0,5.0,3.0,,1.0,,0.5382,,,,,1.0,1.0,,
11369945,away,Sint-Truidense VV,Aboubakary Koita,aboubakary-koita,A. Koita,M,11,175,1938,M,890110,EUR,906249600,F,7,7,False,21.0,17.0,1.0,1.0,5.0,6.0,13.0,19.0,5.0,,2.0,,,,88.0,51.0,7.8,14.0,0.171301,5,,,,,1.0,9.0,,,1.0,,2.0,1.0,,4.0,1.0,1.0,,4.0,0.161,4.0,3.0,1.0,3.0,1.0,3.0,,0.1032,,,,,,,1.0,
11369945,away,Sint-Truidense VV,Fatih Kaya,fatih-kaya,F. Kaya,F,29,183,257,M,930697,EUR,942364800,F,11,11,False,17.0,13.0,1.0,,5.0,6.0,8.0,11.0,7.0,1.0,2.0,,,,88.0,32.0,7.8,6.0,0.260044,5,,,,2.0,3.0,6.0,2.0,,2.0,1.0,1.0,4.0,,,,5.0,,,0.2763,1.0,1.0,2.0,,,,,,2.0,,,,,,1.0,
11369945,away,Sint-Truidense VV,Rihito Yamamoto,rihito-yamamoto,R. Yamamoto,M,6,179,455,M,1030211,EUR,1008115200,M,6,6,True,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,11.0,4.0,6.4,1.0,0.00256823,0,,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
11369945,away,Sint-Truidense VV,Joselpho Barnes,joselpho-barnes,J. Barnes,F,,185,65,M,1100555,EUR,1008115200,F,23,23,True,,,,,,,,,3.0,,,,,,11.0,3.0,6.2,3.0,,0,,,,1.0,,,,,,,1.0,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,
11369945,away,Sint-Truidense VV,Wolke Janssens,janssens-wolke,W. Janssens,D,22,185,37,M,794418,EUR,789782400,D,22,22,True,1.0,,1.0,,,,,1.0,,,,,,,1.0,1.0,,1.0,,0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0
11369945,away,Sint-Truidense VV,Olivier Dumont,olivier-dumont,O. Dumont,M,14,182,41,M,1127338,EUR,1015372800,M,14,14,True,1.0,1.0,,,1.0,1.0,,,,,,,,,1.0,1.0,,,3.33e-05,0,,Olivier Dumont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369945,away,Sint-Truidense VV,Jo Coppens,jo-coppens,J. Coppens,G,12,190,48,M,45854,EUR,661737600,G,12,12,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369945,away,Sint-Truidense VV,Frederic Ananou,frederic-ananou,F. Ananou,D,27,182,65,M,842276,EUR,874713600,D,27,27,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369945,away,Sint-Truidense VV,Ryotaro Ito,ryotaro-ito,R. Ito,M,13,174,672,M,831697,EUR,886723200,F,13,13,True,,,,,,,,,,,,,,,,,,,,0,,Ryotaro,Ito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
