match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_unsuccessfulTouch,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_blockedScoringAttempt,stat_interceptionWon,stat_wasFouled,stat_totalOffside,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_goalAssist,stat_bigChanceCreated,stat_bigChanceMissed,stat_keyPass,stat_fouls,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_goals,player_sofascoreId,stat_errorLeadToAGoal,stat_goodHighClaim
10382282,home,Excelsior,Stijn van Gassel,,,stijn-van-gassel,S. van Gassel,G,1,185,166,M,367118,EUR,845596800,G,1,1,False,True,35.0,17.0,26.0,8.0,11.0,12.0,6.0,23.0,1.0,6.0,1.0,3.0,6.0,1.0,90.0,44.0,7.5,19.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382282,home,Excelsior,Siebe Horemans,,,siebe-horemans,S. Horemans,D,2,186,201,M,794990,EUR,896745600,D,2,2,False,,35.0,24.0,6.0,3.0,12.0,13.0,13.0,25.0,5.0,6.0,,,,,90.0,62.0,6.3,16.0,3,3.0,1.0,3.0,3.0,8.0,5.0,3.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,
10382282,home,Excelsior,Redouan El Yaakoubi,,,redouan-el-yaakoubi,R. E. Yaakoubi,D,,182,100,M,887617,EUR,822528000,D,4,4,False,,32.0,26.0,6.0,1.0,19.0,21.0,7.0,12.0,4.0,6.0,1.0,,,,90.0,51.0,7.4,9.0,0,1.0,,3.0,3.0,4.0,9.0,1.0,,1.0,1.0,,,1.0,,,1.0,5.0,4.0,,,,,,,,,,,
10382282,home,Excelsior,Kik Pierie,,,kik-pierie,K. Pierie,D,,182,163,M,843762,EUR,964051200,D,3,3,False,,47.0,39.0,8.0,4.0,31.0,35.0,8.0,12.0,3.0,6.0,1.0,,,,85.0,62.0,7.7,9.0,1,,,,3.0,,6.0,,,,,1.0,,4.0,1.0,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,
10382282,home,Excelsior,Arthur Zagre,Arthur,Zagre,zagre-arthur,A. Zagre,D,12,168,411,M,910053,EUR,1002153600,D,12,12,False,,30.0,25.0,5.0,4.0,21.0,23.0,5.0,8.0,1.0,7.0,3.0,,,,90.0,61.0,6.8,11.0,0,1.0,1.0,1.0,,4.0,5.0,,,5.0,3.0,,,1.0,1.0,,,1.0,,,,,1.0,1.0,,,,,,
10382282,home,Excelsior,Julian Baas,,,julian-baas,J. Baas,M,16,184,147,M,1046143,EUR,1018915200,M,33,33,False,,28.0,20.0,2.0,,11.0,16.0,10.0,16.0,2.0,9.0,,,,,90.0,48.0,7.9,11.0,3,4.0,1.0,3.0,,5.0,4.0,1.0,,,,1.0,1.0,1.0,2.0,,,2.0,2.0,,,,1.0,1.0,1.0,1.0,1.0,,,
10382282,home,Excelsior,Peer Koopmeiners,,,peer-koopmeiners,P. Koopmeiners,M,6,186,510,M,922018,EUR,957398400,M,23,23,False,,45.0,30.0,4.0,1.0,21.0,27.0,9.0,18.0,3.0,8.0,1.0,,,,90.0,56.0,6.9,16.0,0,,,1.0,6.0,2.0,7.0,1.0,,,,,,2.0,,,2.0,1.0,,,,,,,,,,,,
10382282,home,Excelsior,Marouan Azarkan,,,marouan-azarkan,M. Azarkan,M,17,165,221,M,987524,EUR,1007769600,M,10,10,False,,23.0,20.0,,,4.0,5.0,16.0,23.0,2.0,4.0,1.0,,,,77.0,43.0,7.2,10.0,0,5.0,,,,2.0,6.0,,1.0,2.0,2.0,,,2.0,2.0,,,2.0,2.0,,,,4.0,1.0,,,,,,
10382282,home,Excelsior,Kenzo Goudmijn,,,kenzo-goudmijn,K. Goudmijn,M,24,174,248,M,916947,EUR,1008633600,M,8,8,False,,32.0,24.0,4.0,2.0,6.0,7.0,18.0,29.0,1.0,5.0,3.0,,,,89.0,57.0,6.7,20.0,3,4.0,,2.0,,7.0,5.0,,2.0,4.0,2.0,1.0,2.0,1.0,2.0,,,1.0,1.0,,,,2.0,1.0,,,,,,
10382282,home,Excelsior,Couhaib Driouech,,,couhaib-driouech,C. Driouech,F,11,175,4625,M,1047395,EUR,1019001600,M,14,14,False,,15.0,12.0,1.0,,6.0,8.0,6.0,8.0,2.0,5.0,2.0,,,,85.0,32.0,7.3,8.0,3,1.0,,1.0,,5.0,4.0,1.0,1.0,2.0,1.0,,1.0,2.0,,,,3.0,2.0,,,,,1.0,2.0,,1.0,,,
