match_id,side,team,player_name,player_firstName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_blockedScoringAttempt,stat_outfielderBlock,stat_expectedGoals,stat_totalContest,stat_wonContest,stat_lastManTackle,player_lastName,stat_accurateCross,stat_bigChanceMissed,stat_shotOffTarget,stat_keyPass,stat_challengeLost,stat_bigChanceCreated,stat_totalOffside,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goals
12421159,home,Standard Liège,Matthieu Epolo,Matthieu Epolo,matthieu-epolo,M. Epolo,G,1,185.0,3162,M,1121943,EUR,1105747200,G,40,40,False,31.0,12.0,28.0,9.0,0.0,5.0,9.0,7.0,22.0,1.0,1.0,3.0,10.0,2.0,5.0,8.0,1.0,1.0,1.0,90.0,49.0,8.4,19.0,0.00578979,0,2.2337,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421159,home,Standard Liège,Aiden O'Neill,,aiden-oneill,A. O'Neill,M,21,178.0,150,M,847938,EUR,899510400,D,24,24,False,27.0,22.0,3.0,,0.0,15.0,16.0,7.0,12.0,1.0,3.0,3.0,5.0,,,,,,,83.0,39.0,6.5,8.0,0.00410593,0,,True,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,
12421159,home,Standard Liège,Boško Šutalo,,bosko-sutalo,B. Šutalo,D,21,188.0,725,M,942992,EUR,946684800,D,4,4,False,26.0,23.0,4.0,4.0,0.0,19.0,20.0,4.0,6.0,1.0,4.0,10.0,3.0,,,,,,,88.0,51.0,7.4,6.0,0.0008565,1,,,,3.0,3.0,,4.0,2.0,1.0,3.0,1.0,,1.0,1.0,0.145,,,,,,,,,,,,,,
12421159,home,Standard Liège,Henry Lawrence,,henry-lawrence,H. Lawrence,D,18,171.0,129,M,976265,EUR,1001030400,D,88,88,False,42.0,29.0,11.0,4.0,0.0,20.0,29.0,9.0,14.0,2.0,8.0,6.0,5.0,,,,,,,90.0,62.0,7.1,17.0,0.0612674,0,,,1.0,1.0,4.0,1.0,3.0,2.0,1.0,2.0,3.0,2.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,
12421159,home,Standard Liège,Marlon Fossey,,marlon-fossey,M. Fossey,M,13,180.0,286,M,880762,EUR,905299200,M,13,13,False,34.0,22.0,3.0,1.0,0.0,14.0,21.0,8.0,16.0,2.0,6.0,3.0,6.0,,,,,,,90.0,58.0,7.2,17.0,0.00812689,0,,,3.0,2.0,3.0,1.0,2.0,2.0,2.0,,1.0,,,1.0,,1.0,1.0,,,,,,,,,,,,
12421159,home,Standard Liège,Léandre Kuavita,Léandre Kuavita,leandre-kuavita,L. Kuavita,M,14,180.0,165,M,1198065,EUR,1085961600,M,14,14,False,19.0,13.0,,,0.0,5.0,8.0,9.0,12.0,,,1.0,1.0,,,,,,,90.0,30.0,6.3,9.0,0.0864576,2,,,1.0,7.0,10.0,1.0,1.0,,,1.0,,1.0,,,0.5376,1.0,,,,1.0,1.0,2.0,1.0,,,,,,
12421159,home,Standard Liège,Isaac Price,,isaac-price,I. Price,M,21,178.0,889,M,1066059,EUR,1064534400,M,8,8,False,43.0,24.0,14.0,5.0,0.0,14.0,22.0,12.0,23.0,2.0,8.0,1.0,9.0,,,,,,,90.0,64.0,7.3,21.0,0.502994,1,,,2.0,3.0,7.0,,4.0,5.0,3.0,,1.0,,,1.0,0.0716,2.0,,,,2.0,,1.0,3.0,2.0,1.0,1.0,,,
12421159,home,Standard Liège,Marko Bulat,,marko-bulat,M. Bulat,M,5,178.0,837,M,905063,EUR,1001462400,M,7,7,False,9.0,5.0,1.0,,0.0,2.0,5.0,3.0,4.0,1.0,2.0,,,,,,,,,45.0,19.0,6.6,7.0,0.0124186,0,,,,2.0,2.0,,2.0,1.0,,3.0,,,,,,,,,,,,,1.0,,,,,,
12421159,home,Standard Liège,Souleyman Doumbia,,souleyman-doumbia,S. Doumbia,D,15,175.0,137,M,366760,EUR,843523200,M,15,15,False,35.0,23.0,7.0,2.0,0.0,17.0,24.0,7.0,12.0,3.0,5.0,8.0,6.0,,,,,,,58.0,61.0,6.5,19.0,0.0191215,0,,,1.0,,3.0,1.0,,2.0,1.0,3.0,,,,,,2.0,,,,1.0,,,,,,,,,
12421159,home,Standard Liège,Andi Zeqiri,,andi-zeqiri,A. Zeqiri,F,9,184.0,672,M,796067,EUR,930009600,F,9,9,False,9.0,5.0,,,0.0,2.0,2.0,3.0,7.0,3.0,4.0,2.0,3.0,,,,,,,90.0,21.0,6.7,10.0,0.00816594,0,,,,2.0,5.0,,,,,4.0,,3.0,,,,2.0,1.0,,,,,,1.0,,,2.0,,,
