match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_lastManTackle,stat_totalTackle,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_totalClearance,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_shotOffTarget,stat_accurateCross,stat_keyPass,stat_challengeLost,stat_onTargetScoringAttempt,captain,stat_blockedScoringAttempt,stat_outfielderBlock,stat_dispossessed,stat_goals,stat_bigChanceMissed,stat_totalOffside,stat_bigChanceCreated,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_errorLeadToAShot,player_sofascoreId,stat_goalAssist
11877069,home,Brentford,Thomas Strakosha,,,thomas-strakosha,T. Strakosha,G,1,191.0,1722,M,227212,EUR,795571200,G,21,21,False,29.0,22.0,10.0,4.0,20.0,25.0,2.0,4.0,1.0,4.0,1.0,1.0,1.0,1.0,90.0,32.0,6.3,7.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11877069,home,Brentford,Zanka,,,zanka,Zanka,D,,189.0,460,M,26404,EUR,640828800,D,13,13,False,50.0,42.0,2.0,1.0,10.0,15.0,32.0,36.0,7.0,3.0,,2.0,,,73.0,73.0,6.9,12.0,0,1.0,2.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11877069,home,Brentford,Ethan Pinnock,,,ethan-pinnock,E. Pinnock,D,5,194.0,1056,M,855864,EUR,738633600,D,5,5,False,82.0,78.0,6.0,6.0,44.0,44.0,34.0,38.0,5.0,1.0,,3.0,,,90.0,91.0,7.4,4.0,0,,,1.0,,2.0,2.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
11877069,home,Brentford,Nathan Collins,,,nathan-collins,N. Collins,D,22,193.0,1558,M,958916,EUR,988588800,D,22,22,False,75.0,65.0,5.0,2.0,34.0,35.0,31.0,40.0,,6.0,,,,,90.0,89.0,6.5,12.0,1,,4.0,,5.0,1.0,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,
11877069,home,Brentford,Mads Roerslev,Mads,Roerslev,mads-roerslev,M. Roerslev,D,2,184.0,427,M,826057,EUR,930182400,M,30,30,False,15.0,12.0,2.0,2.0,2.0,3.0,11.0,16.0,3.0,,,,,,45.0,20.0,6.9,6.0,0,4.0,1.0,2.0,2.0,,,,,1.0,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,
11877069,home,Brentford,Mikkel Damsgaard,,,damsgaard-mikkel,M. Damsgaard,M,24,180.0,3591,M,907072,EUR,962582400,M,24,24,False,59.0,50.0,2.0,,9.0,11.0,41.0,50.0,5.0,4.0,,2.0,,,90.0,73.0,7.1,13.0,1,2.0,1.0,,6.0,,1.0,,1.0,1.0,4.0,2.0,2.0,,,1.0,2.0,1.0,,,,,,,,,,,,,,
11877069,home,Brentford,Christian Nørgaard,,,christian-norgaard,C. Nørgaard,M,16,185.0,9724,M,135256,EUR,763257600,M,6,6,False,5.0,5.0,,,2.0,2.0,3.0,3.0,2.0,1.0,,1.0,,,11.0,8.0,6.6,,0,,,,1.0,,1.0,,1.0,,,,1.0,,,,1.0,,True,,,,,,,,,,,,,
11877069,home,Brentford,Mathias Jensen,,,mathias-jensen,M. Jensen,M,8,180.0,1068,M,799251,EUR,820454400,M,8,8,False,48.0,45.0,3.0,2.0,14.0,14.0,31.0,36.0,2.0,5.0,,,,,73.0,65.0,7.3,11.0,2,2.0,,,1.0,,,4.0,2.0,,1.0,,,1.0,,2.0,,,,1.0,1.0,,,,,,,,,,,
11877069,home,Brentford,Keane Lewis-Potter,,,keane-lewis-potter,K. Lewis-Potter,D,23,170.0,1114,M,972421,EUR,982800000,M,23,23,False,56.0,52.0,3.0,3.0,14.0,14.0,39.0,48.0,3.0,1.0,,1.0,,,90.0,73.0,7.1,13.0,2,6.0,2.0,1.0,5.0,,1.0,3.0,1.0,1.0,,,,1.0,1.0,,1.0,,,1.0,,1.0,,,,,,,,,,
11877069,home,Brentford,Joshua Dasilva,,,joshua-dasilva,J. D. Silva,M,10,184.0,469,M,856260,EUR,909100800,F,10,10,False,33.0,29.0,1.0,1.0,6.0,6.0,23.0,28.0,4.0,1.0,,,,,63.0,46.0,7.5,9.0,2,1.0,1.0,,3.0,,,3.0,1.0,1.0,4.0,3.0,,1.0,,2.0,,1.0,,,,,,,,,,,,,,
