match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialWon,stat_duelLost,stat_duelWon,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,player_sofascoreId,captain,stat_aerialLost,stat_bigChanceCreated,stat_interceptionWon,stat_totalOffside,stat_keyPass,stat_outfielderBlock,stat_wasFouled,stat_totalCross,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_blockedScoringAttempt,stat_hitWoodwork,stat_challengeLost,stat_accurateCross,stat_goals,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
12501574,home,Venezia,Christian Gytkjær,christian-gytkjaer,C. Gytkjær,F,9,185.0,437,M,78939,EUR,641952000,F,9,9,False,8.0,3.0,,,0.0,2.0,2.0,1.0,6.0,1.0,,,,,60.0,14.0,6.6,8.0,0.00025642,0,,,,4.0,10.0,5.0,,,1.0,1.0,1.0,1.0,,,,,7.0,,,,,,,,1.0,1.0,,,,,,,,,,
12501574,home,Venezia,Daniel Fila,fila-daniel,D. Fila,F,17,190.0,449,M,1088870,EUR,1029888000,F,18,18,True,4.0,4.0,,,0.0,2.0,2.0,2.0,2.0,,1.0,,,,36.0,12.0,7.0,2.0,0.00308506,1,,,,1.0,3.0,1.0,,1.0,,,1.0,2.0,0.6535,0.9518,,,,,,1.0,,,,,1.0,,,,,,,,1.0,,,
12501574,home,Venezia,John Yeboah,john-yeboah,J. Yeboah,F,10,170.0,3981,M,879802,EUR,961718400,M,10,10,True,7.0,6.0,1.0,1.0,0.0,1.0,1.0,5.0,6.0,,1.0,,,,30.0,12.0,6.4,4.0,0.0153431,0,,,,,6.0,1.0,,,,,,2.0,,,,,,,,,1.0,,1.0,,1.0,2.0,,,,,1.0,,,,,
12501574,home,Venezia,Ridgeciano Haps,ridgeciano-haps,R. Haps,D,5,175.0,339,M,250501,EUR,739843200,D,5,5,True,8.0,7.0,2.0,2.0,0.0,5.0,5.0,2.0,3.0,2.0,2.0,,,,29.0,11.0,6.7,1.0,0.00049834,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12501574,home,Venezia,Issa Doumbia,issa-doumbia,I. Doumbia,M,8,185.0,313,M,1141754,EUR,1066262400,M,97,97,True,5.0,4.0,,,0.0,2.0,3.0,2.0,2.0,2.0,3.0,,,,20.0,13.0,6.9,3.0,0.00470655,1,,,,,1.0,3.0,,,2.0,1.0,1.0,1.0,0.0492,,,,,,,,,,1.0,,,,,1.0,,,,,,,,
12501574,home,Venezia,Cheick Oumar Condé,conde-cheick-oumar,C. O. Condé,M,26,185.0,537,M,1019971,EUR,964569600,M,17,17,True,7.0,5.0,,,0.0,1.0,1.0,4.0,6.0,,2.0,,,,13.0,10.0,6.7,3.0,0.00938206,0,,,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
12501574,home,Venezia,Matteo Grandi,matteo-grandi,M. Grandi,G,23,190.0,41,M,125807,EUR,718848000,G,23,23,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12501574,home,Venezia,Jesse Joronen,jesse-joronen,J. Joronen,G,66,197.0,329,M,97978,EUR,732672000,G,1,1,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12501574,home,Venezia,Marin Šverko,marin-sverko,M. Šverko,D,33,186.0,248,M,822485,EUR,886550400,D,33,33,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12501574,home,Venezia,Alfred Duncan,alfred-duncan,A. Duncan,M,32,178.0,572,M,232224,EUR,731721600,M,32,32,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12501574,home,Venezia,Francesco Zampano,francesco-zampano,F. Zampano,M,7,177.0,142,M,235656,EUR,749347200,D,7,7,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12501574,home,Venezia,Bjarki Steinn Bjarkason,bjarki-steinn-bjarkason,B. S. Bjarkason,M,19,180.0,137,M,933207,EUR,958003200,M,19,19,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12501574,home,Venezia,Franco Carboni,carboni-franco,F. Carboni,M,29,190.0,965,M,1086199,EUR,1049414400,D,79,79,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12501574,home,Venezia,Marco Ladisa,marco-ladisa,M. Ladisa,F,21,,13,M,2119474,EUR,1152230400,F,36,36,True,,,,,,,,,,,,,,,,,,,,0,,Marco Ladisa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12501574,home,Venezia,Mirko Marić,mirko-maric,M. Marić,F,9,188.0,399,M,190933,EUR,800582400,F,99,99,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12501574,away,Monza,Stefano Turati,stefano-turati,S. Turati,G,13,188.0,559,M,893752,EUR,999648000,G,30,30,False,34.0,18.0,24.0,8.0,0.0,13.0,18.0,5.0,16.0,1.0,9.0,1.0,3.0,,90.0,44.0,7.1,16.0,0.00127937,0,1.2462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0
12501574,away,Monza,Pedro Pereira,pedro-pereira,P. Pereira,M,13,185.0,287,M,807291,EUR,885427200,D,13,13,False,41.0,35.0,5.0,3.0,0.0,20.0,24.0,15.0,18.0,4.0,4.0,,,,90.0,64.0,7.0,9.0,0.00783847,1,,,,3.0,5.0,8.0,,,4.0,2.0,,3.0,0.0099,,,,1.0,,1.0,,,,1.0,1.0,1.0,,,1.0,,,,,,,,
12501574,away,Monza,Armando Izzo,armando-izzo,A. Izzo,D,4,183.0,521,M,165583,EUR,699494400,D,4,4,False,25.0,21.0,2.0,,0.0,19.0,19.0,2.0,6.0,2.0,3.0,,,,50.0,31.0,6.8,4.0,0.00110816,0,,,,5.0,1.0,5.0,,,,,,,,,,,1.0,,2.0,,,,1.0,,,,,,,,,,,,,
12501574,away,Monza,Andrea Carboni,andrea-carboni,A. Carboni,D,44,185.0,201,M,970978,EUR,981244800,D,44,44,False,34.0,26.0,6.0,2.0,0.0,21.0,25.0,5.0,9.0,3.0,3.0,,,,76.0,44.0,6.9,10.0,0.00332255,0,,,,2.0,4.0,6.0,,,3.0,3.0,1.0,1.0,,,,,2.0,,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,
12501574,away,Monza,Samuele Birindelli,samuele-birindelli,S. Birindelli,M,19,175.0,231,M,856729,EUR,932342400,M,19,19,False,25.0,20.0,1.0,1.0,0.0,9.0,11.0,14.0,20.0,,4.0,,,,90.0,49.0,7.3,13.0,0.0904344,1,,,,,4.0,3.0,,,2.0,2.0,2.0,1.0,0.0608,,,,,,,,3.0,1.0,1.0,6.0,2.0,1.0,,1.0,,,,3.0,,,,
12501574,away,Monza,Kacper Urbański,kacper-urbanski,K. Urbański,M,82,182.0,5357,M,1012383,EUR,1094515200,M,8,8,False,24.0,21.0,2.0,2.0,0.0,10.0,10.0,11.0,15.0,1.0,5.0,,,,77.0,36.0,6.7,9.0,0.0250054,1,,,,2.0,7.0,4.0,,1.0,1.0,1.0,2.0,3.0,0.0471,0.226,kacper_urbanski10,,2.0,,,,1.0,,1.0,1.0,3.0,,,,,,,,,,,
12501574,away,Monza,Alessandro Bianco,bianco-alessandro,A. Bianco,M,22,173.0,528,M,1101992,EUR,1033430400,M,42,42,False,53.0,43.0,9.0,7.0,0.0,24.0,27.0,19.0,27.0,1.0,3.0,,,,90.0,70.0,6.8,15.0,0.0143645,0,,,,1.0,6.0,5.0,,,,,1.0,1.0,,,,,1.0,,2.0,,,1.0,4.0,1.0,1.0,2.0,,,,,1.0,,,,,
12501574,away,Monza,Jean-Daniel Akpa Akpro,jean-daniel-akpa-akpro,J. A. Akpro,M,11,180.0,386,M,164511,EUR,718761600,M,7,7,False,20.0,16.0,,,0.0,7.0,8.0,9.0,12.0,2.0,2.0,,,,76.0,36.0,6.7,6.0,0.0122908,0,,,,1.0,4.0,2.0,,,,,2.0,3.0,,,,,1.0,,2.0,,,,,,,1.0,1.0,,,,,,,,,
12501574,away,Monza,Patrick Ciurria,patrick-ciurria,P. Ciurria,F,26,178.0,222,M,346676,EUR,792288000,M,84,84,False,21.0,16.0,1.0,,0.0,9.0,10.0,8.0,17.0,2.0,2.0,,,,90.0,47.0,6.9,13.0,0.096437,0,,,,1.0,6.0,5.0,,,2.0,2.0,,2.0,,,,True,,,,,1.0,,2.0,6.0,2.0,,,,,,2.0,1.0,,,,
12501574,away,Monza,Keita Baldé,keita-balde,K. Baldé,F,17,178.0,2102,M,317699,EUR,794620800,F,17,17,False,4.0,4.0,,,0.0,1.0,1.0,3.0,3.0,,1.0,,,,26.0,8.0,6.6,1.0,0.0040659,0,,,,,1.0,2.0,,,,,1.0,,,,,,1.0,,,,,,2.0,,,,,,,,,,,,,
12501574,away,Monza,Dany Mota,dany-mota,D. Mota,F,47,180.0,827,M,838907,EUR,894067200,F,47,47,False,24.0,15.0,1.0,1.0,0.0,6.0,8.0,9.0,17.0,1.0,1.0,,,,90.0,37.0,6.8,13.0,0.0312668,4,,,,5.0,8.0,7.0,,1.0,,,2.0,4.0,0.242,0.0183,,,5.0,,,,1.0,,2.0,1.0,1.0,,,3.0,,,,,,,,
12501574,away,Monza,Gianluca Caprari,gianluca-caprari,G. Caprari,F,24,170.0,457,M,148458,EUR,743990400,F,10,10,True,34.0,29.0,2.0,2.0,0.0,12.0,12.0,18.0,25.0,,3.0,,,,64.0,52.0,7.2,12.0,0.0705416,3,,,,,2.0,5.0,,1.0,3.0,1.0,3.0,,0.0913,0.015,,,,,,,2.0,,2.0,3.0,1.0,1.0,,,2.0,,,1.0,,,,
12501574,away,Monza,Luca Caldirola,luca-caldirola,L. Caldirola,D,33,189.0,134,M,100565,EUR,665366400,D,5,5,True,17.0,15.0,3.0,1.0,0.0,15.0,15.0,,2.0,1.0,2.0,,,,40.0,23.0,6.5,2.0,0.00015939,1,,,,,2.0,4.0,,,1.0,1.0,,1.0,0.0124,,,,1.0,,,,,,3.0,,,,,1.0,,,,,,,,
12501574,away,Monza,Tomás Palacios,tiago-tomas-palacios,T. Palacios,D,24,195.0,2235,M,1173598,EUR,1051488000,D,22,22,True,8.0,7.0,1.0,,0.0,3.0,3.0,4.0,5.0,,,,,,14.0,14.0,6.9,1.0,0.00223792,0,,,,,,4.0,,,3.0,1.0,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,
12501574,away,Monza,Roberto Gagliardini,roberto-gagliardini,R. Gagliardini,M,63,188.0,567,M,287057,EUR,765676800,M,6,6,True,18.0,13.0,3.0,1.0,0.0,7.0,7.0,6.0,11.0,,3.0,,,,14.0,21.0,6.7,5.0,0.00212933,0,,,,,1.0,2.0,,,2.0,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
12501574,away,Monza,Omari Forson,forson-omari,O. Forson,F,11,179.0,1036,M,1153434,EUR,1090281600,F,20,20,True,9.0,8.0,,,0.0,1.0,1.0,8.0,10.0,,1.0,,,,13.0,11.0,6.7,2.0,0.0277716,0,,,,,1.0,,,,,,,1.0,,,,,,,,,1.0,,,2.0,,,,,,,,1.0,,,,
12501574,away,Monza,Semuel Pizzignacco,semuel-pizzignacco,S. Pizzignacco,G,1,185.0,177,M,923820,EUR,999302400,G,21,21,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12501574,away,Monza,Andrea Mazza,andrea-mazza,A. Mazza,G,22,190.0,80,M,1109940,EUR,1072915200,G,69,69,True,,,,,,,,,,,,,,,,,,,,0,,Andrea Mazza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12501574,away,Monza,Stefan Leković,stefan-lekovic,S. Leković,D,4,194.0,870,M,1146225,EUR,1073606400,D,3,3,True,,,,,,,,,,,,,,,,,,,,0,,Stefan Lekovic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12501574,away,Monza,Arvid Brorsson,arvid-brorsson,A. Brorsson,D,2,193.0,89,M,859741,EUR,926121600,D,2,2,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12501574,away,Monza,Kevin Martins,kevin-martins,K. Martins,M,70,180.0,196,M,1547260,EUR,1107129600,F,55,55,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12501574,away,Monza,Stefano Sensi,stefano-sensi,S. Sensi,M,6,168.0,1044,M,294313,EUR,807580800,M,12,12,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12501574,away,Monza,Gaetano Castrovilli,gaetano-castrovilli,G. Castrovilli,M,8,185.0,640,M,587628,EUR,856137600,M,11,11,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12501574,away,Monza,Samuele Vignato,samuele-vignato,S. Vignato,F,19,170.0,526,M,1119364,EUR,1077580800,F,80,80,True,,,,,,,,,,,,,,,,,,,,0,,Samuele Vignato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12501574,away,Monza,Andrea Petagna,andrea-petagna,A. Petagna,F,37,190.0,474,M,295973,EUR,804470400,F,37,37,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12501574,away,Monza,Silvère Ganvoula,silvere-ganvoula,S. Ganvoula,F,35,191.0,751,M,787448,EUR,836006400,F,35,35,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
