match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_aerialLost,stat_outfielderBlock,stat_interceptionWon,stat_shotOffTarget,stat_wasFouled,stat_expectedGoals,captain,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_goalAssist,stat_goals,stat_ownGoals,player_sofascoreId,stat_totalOffside
11401987,home,FC Volendam,Mio Backhaus,Mio Backhaus,,mio-backhaus,M. Backhaus,G,30,194.0,1073,M,1083390,EUR,1082073600,G,1,1,False,34.0,15.0,27.0,8.0,7.0,9.0,8.0,25.0,1.0,1.0,6.0,16.0,1.0,6.0,8.0,3.0,2.0,2.0,90.0,59.0,7.9,19.0,0.00148542,0,-0.2626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401987,home,FC Volendam,Oskar Buur,,,oskar-buur,O. Buur,D,2,178.0,84,M,797688,EUR,891302400,D,2,2,False,19.0,7.0,3.0,,4.0,9.0,4.0,11.0,,3.0,4.0,1.0,,,,,,,90.0,45.0,5.7,18.0,0.157384,0,,1.0,1.0,5.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,
11401987,home,FC Volendam,Benaissa Benamar,,,benaissa-benamar,B. Benamar,D,5,191.0,226,M,970791,EUR,860457600,D,6,6,False,27.0,20.0,7.0,3.0,16.0,19.0,4.0,8.0,1.0,4.0,2.0,1.0,,,,,,,90.0,40.0,6.3,8.0,0.00243793,0,,,,7.0,2.0,1.0,1.0,1.0,2.0,2.0,,1.0,,3.0,3.0,1.0,,,,,,,,,,,,,,
11401987,home,FC Volendam,Josh Flint,,,josh-flint,J. Flint,D,28,186.0,47,M,966460,EUR,971395200,D,28,28,False,26.0,21.0,4.0,1.0,13.0,14.0,8.0,12.0,,2.0,4.0,1.0,,,,,,,90.0,35.0,5.9,5.0,0.00915079,0,,,,3.0,1.0,,,,2.0,1.0,,2.0,,,,1.0,,,,,,,,,,,,,,
11401987,home,FC Volendam,George Cox,George,Cox,george-cox,G. Cox,M,,171.0,91,M,920556,EUR,884736000,D,5,5,False,15.0,11.0,5.0,2.0,3.0,5.0,8.0,16.0,1.0,4.0,5.0,4.0,,,,,,,78.0,37.0,7.1,11.0,0.011576,2,,6.0,,2.0,2.0,,,,2.0,2.0,,,,,,1.0,2.0,1.0,0.0831,,,,,,,,,,,
11401987,home,FC Volendam,Damon Mirani,,,damon-mirani,D. Mirani,D,4,182.0,56,M,318575,EUR,831945600,M,4,4,False,22.0,14.0,,,9.0,9.0,5.0,13.0,5.0,5.0,2.0,3.0,,,,,,,78.0,28.0,6.5,8.0,0.00544292,0,,,,3.0,,,,,,,,1.0,1.0,2.0,,2.0,,,,True,,,,,,,,,,
11401987,home,FC Volendam,Bilal Ould-Chikh,,,bilal-ould-chikh,B. Ould-Chikh,M,77,170.0,1226,M,544532,EUR,870048000,M,11,11,False,16.0,11.0,2.0,2.0,4.0,5.0,9.0,16.0,,7.0,1.0,3.0,,,,,,,90.0,42.0,6.6,16.0,0.443982,0,,5.0,2.0,7.0,1.0,4.0,7.0,5.0,1.0,1.0,1.0,,2.0,,,,,1.0,,,1.0,,,,,,,,,
11401987,home,FC Volendam,Milan de Haan,Milan de Haan,,milan-de-haan,M. d. Haan,M,8,,32,M,1120949,EUR,1069286400,M,36,36,False,18.0,11.0,4.0,1.0,6.0,7.0,5.0,11.0,,2.0,4.0,2.0,,,,,,,90.0,32.0,6.0,9.0,0.04996,1,,,,4.0,1.0,2.0,,,2.0,,,1.0,,,,,,,0.0209,,,1.0,,,,,,,,
11401987,home,FC Volendam,Robin Maulun,,,robin-maulun,R. Maulun,M,,176.0,35,M,787388,EUR,848707200,M,10,10,False,17.0,12.0,2.0,,4.0,4.0,8.0,13.0,,1.0,,2.0,,,,,,,45.0,19.0,6.4,5.0,0.00454876,0,,,,1.0,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,
11401987,home,FC Volendam,Darius Johnson,,,darius-johnson,D. Johnson,M,22,182.0,68,M,990952,EUR,953078400,M,38,38,False,2.0,1.0,,,1.0,1.0,,1.0,,,,,,,,,,,45.0,5.0,6.4,2.0,1.057e-05,0,,,,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,
11401987,home,FC Volendam,Zach Booth,Zach Booth,,booth-zach,Z. Booth,M,21,184.0,134,M,1138450,EUR,1076976000,F,7,7,False,8.0,5.0,1.0,,5.0,7.0,,3.0,,,,3.0,,,,,,,90.0,20.0,6.6,9.0,0.00020803,3,,2.0,,6.0,1.0,2.0,,,,,2.0,,,3.0,,,1.0,,0.4842,,,,2.0,2.0,1.0,,,,,
11401987,home,FC Volendam,Bram van Driel,,,bram-van-driel,B. v. Driel,M,12,178.0,17,M,1065358,EUR,1117238400,M,48,48,True,8.0,5.0,1.0,,3.0,4.0,2.0,4.0,,1.0,1.0,2.0,,,,,,,45.0,13.0,6.1,5.0,0.00210868,0,,,,4.0,2.0,1.0,,,1.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,
11401987,home,FC Volendam,Vivaldo,,,vivaldo,V. Semedo,F,18,192.0,419,M,1414275,EUR,1106870400,F,9,9,True,10.0,8.0,,,6.0,7.0,2.0,3.0,2.0,3.0,1.0,1.0,,,,,,,45.0,15.0,6.4,4.0,0.00848142,1,,,,6.0,,1.0,,,,,1.0,3.0,,2.0,,,,1.0,0.0502,,,1.0,,,,,,,,
11401987,home,FC Volendam,Achraf Douiri,Achraf Douiri,,achraf-douiri,A. Douiri,F,,180.0,38,M,1084535,EUR,943660800,D,24,24,True,8.0,6.0,,,3.0,3.0,3.0,5.0,,1.0,,2.0,,,,,,,12.0,15.0,6.1,6.0,0.00963498,0,,,,1.0,,1.0,,,1.0,1.0,2.0,,,,,1.0,,,,,,,,,,,,,,
11401987,home,FC Volendam,Garang Kuol,Garang Kuol,,garang-kuol,G. Kuol,F,36,175.0,1238,M,1169124,EUR,1095120000,F,14,14,True,,,,,,,,2.0,,,,1.0,,,,,,,12.0,3.0,6.6,2.0,,1,,2.0,,,,,,,,,,,,,,,1.0,,0.0162,,,,,,,,,,,
11401987,home,FC Volendam,Barry Lauwers,Barry,Lauwers,barry-lauwers,B. Lauwers,G,,187.0,20,M,959060,EUR,943833600,G,22,22,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401987,home,FC Volendam,Kayne van Oevelen,Kayne van Oevelen,,kayne-van-oevelen,K. v. Oevelen,G,1,199.0,269,M,1393970,EUR,1060300800,G,20,20,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401987,home,FC Volendam,Axel Guessand,Axel Guessand,,axel-guessand,A. Guessand,D,19,192.0,125,M,1136819,EUR,1099699200,D,50,50,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401987,home,FC Volendam,Luc van Koeverden,Luc van Koeverden,,luc-van-koeverden,L. v. Koeverden,D,42,,12,M,1618954,EUR,1122163200,D,44,44,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401987,home,FC Volendam,Robert Mühren,,,robert-muhren,R. Mühren,M,21,187.0,188,M,156676,EUR,611452800,F,21,21,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401987,home,FC Volendam,Quincy Hoeve,,,quincy-hoeve,Q. Hoeve,M,,190.0,38,M,1381645,EUR,1049328000,F,27,27,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401987,home,FC Volendam,Mika van der Horst,Mika,van der Horst,mika-van-der-horst,M. v. d. Horst,M,36,,1,M,1632294,EUR,1115769600,M,46,46,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401987,home,FC Volendam,Safouane Karim,Safouane Karim,,karim-safouane,S. Karim,F,,167.0,46,M,1656961,EUR,1090108800,F,30,30,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401987,away,PSV Eindhoven,Walter Benítez,,,walter-benitez,W. Benítez,G,44,193.0,4345,M,249859,EUR,727401600,G,1,1,False,19.0,17.0,2.0,,17.0,19.0,,,,,1.0,4.0,1.0,2.0,2.0,1.0,,,90.0,26.0,6.8,2.0,7.935e-05,0,-0.0029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
