match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_crossNotClaimed,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_onTargetScoringAttempt,stat_interceptionWon,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_outfielderBlock,stat_totalTackle,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_unsuccessfulTouch,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_keyPass,captain,stat_challengeLost,stat_wonTackle,stat_dispossessed,stat_penaltyConceded,stat_goals,stat_shotOffTarget,stat_goalAssist,stat_totalOffside,stat_bigChanceMissed,stat_errorLeadToAGoal,stat_bigChanceCreated,stat_penaltyWon
11409035,home,Chaves,Hugo Souza,hugo-souza,H. Souza,G,1,199,25668,M,hugosouza,950454,EUR,917740800,G,1,1,False,23.0,12.0,22.0,11.0,4.0,5.0,8.0,18.0,1.0,9.0,1.0,2.0,2.0,1.0,2.0,1.0,90.0,34.0,7.2,12.0,0.00377565,0,0.5199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409035,home,Chaves,Thibang Phete,thibang-phete,T. Phete,M,5,186,54,M,,806516,EUR,765417600,D,6,6,False,29.0,24.0,4.0,2.0,16.0,18.0,8.0,11.0,2.0,3.0,,,,,,,57.0,36.0,6.8,5.0,0.00728282,1,,2.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0,0.2193,0.0866,,,,,,,,,,,,,,,,,,,,,,,,
11409035,home,Chaves,Vasco Fernandes,vasco-fernandes,V. Fernandes,D,,181,45,M,,41650,EUR,532137600,D,13,13,False,30.0,23.0,4.0,,21.0,22.0,2.0,8.0,3.0,3.0,,,,,,,90.0,37.0,6.5,7.0,0.00152842,0,,,1.0,1.0,2.0,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11409035,home,Chaves,Júnior Pius,junior-pius,J. Pius,D,40,192,41,M,,604214,EUR,819417600,D,40,40,False,26.0,18.0,4.0,,9.0,10.0,9.0,16.0,1.0,3.0,,,,,,,45.0,33.0,6.4,9.0,0.00697743,1,,2.0,2.0,3.0,3.0,,1.0,,1.0,0.0188,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
11409035,home,Chaves,Carraça,carraca,Carraça,D,15,177,50,M,,589020,EUR,730944000,M,27,27,False,12.0,9.0,2.0,,5.0,7.0,7.0,11.0,,3.0,,,,,,,59.0,27.0,6.2,6.0,0.184243,0,,1.0,,3.0,3.0,,,3.0,2.0,,,,,,,,,,,6.0,3.0,3.0,,,,,,,,,,,,,
11409035,home,Chaves,Guima,ricardo-guimaraes-guima,Guima,M,30,181,615,M,,370710,EUR,816307200,M,21,21,False,19.0,19.0,2.0,2.0,10.0,10.0,10.0,10.0,,2.0,,,,,,,57.0,32.0,7.0,2.0,0.0771303,2,,,,5.0,6.0,1.0,1.0,3.0,3.0,0.0475,0.0621,,1.0,2.0,2.0,1.0,,,,1.0,1.0,,True,2.0,1.0,,,,,,,,,,
11409035,home,Chaves,Dário Essugo,dario-essugo,D. Essugo,M,14,178,9115,M,,1110006,EUR,1110758400,M,14,14,False,38.0,30.0,6.0,2.0,12.0,14.0,18.0,24.0,1.0,,,,,,,,90.0,50.0,6.5,12.0,0.0111157,0,,1.0,2.0,3.0,4.0,,2.0,2.0,1.0,,,,,,,,3.0,,,,,,,,,1.0,,,,,,,,,
11409035,home,Chaves,Sandro Cruz,cruz-sandro,S. Cruz,D,57,182,281,M,,982146,EUR,989625600,M,33,33,False,16.0,11.0,5.0,2.0,5.0,5.0,6.0,12.0,5.0,2.0,,,,,,,90.0,38.0,6.1,10.0,0.0070401,0,,1.0,,4.0,2.0,,,2.0,3.0,,,,,,,,2.0,,,1.0,,,,,,,1.0,,,,,,,,
11409035,home,Chaves,Raphael Guzzo,raphael-guzzo,R. Guzzo,M,14,180,92,M,,190151,EUR,789350400,F,80,80,False,11.0,5.0,1.0,,4.0,4.0,1.0,7.0,,1.0,,,,,,,65.0,15.0,7.3,7.0,0.00021304,1,,1.0,,2.0,1.0,1.0,1.0,,1.0,0.1596,0.2116,,,1.0,1.0,,1.0,,,,,,,,,,,1.0,,,,,,,
11409035,home,Chaves,Héctor Hernández,hector-hernandez,H. Hernández,F,23,180,2876,M,,352448,EUR,811036800,F,23,23,False,11.0,10.0,1.0,1.0,4.0,5.0,6.0,7.0,,4.0,,,,,,,90.0,21.0,7.1,4.0,0.00508691,2,,5.0,,6.0,3.0,1.0,,2.0,1.0,0.4301,0.424,,,1.0,1.0,,2.0,,,1.0,,,,,,,,1.0,1.0,,,,,,
