match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,player_jerseyNumber,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_wasFouled,stat_aerialWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_challengeLost,captain,stat_dispossessed,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_bigChanceCreated,stat_keyPass,stat_shotOffTarget,stat_goalAssist,stat_accurateCross,stat_blockedScoringAttempt,stat_bigChanceMissed,player_sofascoreId
10389953,home,Auxerre,Benoît Costil,benoit-costil,B. Costil,G,188,146,M,26965,EUR,552268800,G,23,23,False,31.0,15.0,25.0,9.0,11.0,16.0,4.0,15.0,1.0,9.0,1.0,4.0,90.0,41.0,7.7,16.0,0.0,0.0,0.000439,0,1.0347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389953,home,Auxerre,Paul Joly,paul-joly,P. Joly,D,182,234,M,1130986,EUR,960336000,D,26,26,False,60.0,46.0,13.0,7.0,24.0,30.0,22.0,31.0,2.0,8.0,,,90.0,83.0,7.1,19.0,0.0,0.0,0.0284126,0,,Paul Joly,,26,1.0,2.0,3.0,4.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
10389953,home,Auxerre,Jubal,jubal,Jubal,D,190,384,M,329195,EUR,746582400,D,4,4,False,32.0,29.0,10.0,7.0,24.0,24.0,5.0,8.0,8.0,6.0,,,90.0,45.0,7.4,4.0,0.0,0.0,0.00161543,0,,,,5,,2.0,2.0,3.0,,,,1.0,,1.0,,3.0,,,,,,,,,,,,,,,,,
10389953,home,Auxerre,Alexandre Coeff,alexandre-coeff,A. Coeff,D,184,94,M,73057,EUR,698544000,D,20,20,False,45.0,37.0,5.0,3.0,26.0,27.0,11.0,18.0,9.0,5.0,,,90.0,62.0,7.5,8.0,0.0,0.0,0.00287406,0,,,,29,,1.0,1.0,4.0,,,1.0,3.0,,,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,
10389953,home,Auxerre,Quentin Bernard,quentin-bernard,Q. Bernard,D,184,16,M,156367,EUR,615772800,D,3,3,False,54.0,44.0,9.0,2.0,23.0,25.0,21.0,31.0,2.0,6.0,,,90.0,71.0,6.6,16.0,0.0,0.0,0.0167133,0,,,,5,2.0,2.0,5.0,,,,,1.0,,,,,,,1.0,2.0,,,,,,,,,,,,,
10389953,home,Auxerre,Birama Touré,birama-toure,B. Touré,M,183,136,M,246507,EUR,707788800,M,12,12,False,43.0,41.0,8.0,8.0,25.0,26.0,16.0,17.0,3.0,6.0,,,90.0,55.0,7.5,2.0,0.0,0.0,0.00946827,0,,,,60,,1.0,1.0,4.0,,,,5.0,,,1.0,2.0,1.0,,,,True,,,,,,,,,,,,
10389953,home,Auxerre,Gaëtan Perrin,gaetan-perrin,G. Perrin,M,169,447,M,827506,EUR,834105600,M,10,10,False,23.0,18.0,1.0,,9.0,10.0,9.0,14.0,1.0,5.0,,,69.0,37.0,6.9,12.0,0.1285,0.2842,0.00440886,1,,,,28,1.0,4.0,9.0,5.0,3.0,2.0,,,,4.0,1.0,2.0,,,,3.0,,1.0,1.0,1.0,2.0,,,,,,,,
10389953,home,Auxerre,Hamza Sakhi,hamza-sakhi,H. Sakhi,M,172,812,M,340547,EUR,834105600,M,22,22,False,40.0,32.0,6.0,4.0,12.0,13.0,20.0,29.0,3.0,5.0,,,90.0,52.0,7.6,11.0,0.0,0.0,0.436562,0,,,,78,2.0,1.0,2.0,5.0,,,,1.0,,,,1.0,4.0,1.0,,1.0,,,,,1.0,1.0,2.0,,,,,,
10389953,home,Auxerre,Gauthier Hein,gauthier-hein,G. Hein,M,170,632,M,842391,EUR,839376000,M,7,7,False,30.0,25.0,4.0,1.0,12.0,15.0,13.0,18.0,1.0,5.0,,,77.0,39.0,6.6,9.0,0.0,0.0,0.0238655,0,,,,10,3.0,1.0,2.0,1.0,,,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,
10389953,home,Auxerre,Mathias Autret,mathias-autret,M. Autret,M,179,39,M,101451,EUR,667785600,M,29,29,False,28.0,22.0,8.0,8.0,11.0,15.0,11.0,16.0,1.0,4.0,,,69.0,45.0,7.3,11.0,0.0288,0.0894,0.0108555,2,,,,,3.0,2.0,4.0,4.0,2.0,2.0,,,,1.0,,,2.0,,,2.0,,,1.0,,1.0,,,1.0,,,,,
