match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,captain,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalClearance,stat_unsuccessfulTouch,stat_fouls,stat_totalTackle,stat_wonTackle,stat_accurateCross,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_blockedScoringAttempt,stat_interceptionWon,stat_expectedGoals,stat_keyPass,player_sofascoreId,stat_onTargetScoringAttempt,stat_goals,stat_wasFouled,stat_expectedGoalsOnTarget,stat_totalOffside,stat_outfielderBlock,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_penaltyConceded,stat_hitWoodwork
12437682,home,Villarreal,Diego Conde,,,diego-conde,D. Conde,G,13,188,451,M,951008,EUR,909532800,G,13,13,False,39.0,33.0,9.0,4.0,0.0,31.0,33.0,2.0,6.0,12.0,3.0,3.0,3.0,90.0,54.0,7.6,6.0,0.00103008,0,0.5602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437682,home,Villarreal,Kiko Femenía,,,kiko-femenia,K. Femenía,D,17,176,444,M,53739,EUR,665452800,D,17,17,False,20.0,16.0,2.0,,0.0,12.0,12.0,4.0,9.0,2.0,,,,24.0,26.0,6.5,7.0,0.001594,0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437682,home,Villarreal,Raúl Albiol,,,raul-albiol,R. Albiol,D,39,190,1235,M,3041,EUR,494640000,D,3,3,False,77.0,66.0,8.0,3.0,0.0,54.0,59.0,12.0,18.0,4.0,,,,90.0,83.0,6.8,12.0,0.00880093,0,,,True,3.0,3.0,3.0,3.0,4.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
12437682,home,Villarreal,Logan Costa,,,logan-costa,L. Costa,D,2,188,677,M,911853,EUR,986083200,D,2,2,False,71.0,62.0,8.0,6.0,0.0,44.0,49.0,18.0,22.0,3.0,,,,90.0,77.0,7.1,9.0,0.0114066,0,,,,2.0,4.0,3.0,5.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
12437682,home,Villarreal,Sergi Cardona,,,sergi-cardona,S. Cardona,D,23,186,1119,M,986245,EUR,932256000,D,23,23,False,27.0,21.0,1.0,1.0,0.0,13.0,17.0,10.0,17.0,2.0,,,,90.0,52.0,7.1,13.0,0.0470123,2,,7.0,,,1.0,4.0,3.0,1.0,,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0939,1.0,,,,,,,,,,,,
12437682,home,Villarreal,Ilias Akhomach,,,ilias-akhomach,I. Akhomach,M,12,175,15826,M,1089108,EUR,1082073600,M,11,11,False,16.0,13.0,1.0,,0.0,6.0,6.0,7.0,12.0,3.0,,,,45.0,26.0,7.2,7.0,0.00647183,2,,2.0,,1.0,,3.0,2.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,,1.0,,0.085,,iliasakhomach,1.0,1.0,1.0,0.7857,,,,,,,
12437682,home,Villarreal,Pape Gueye,,,pape-gueye,P. Gueye,M,18,187,36528,M,879694,EUR,917136000,M,18,18,False,25.0,19.0,4.0,2.0,0.0,7.0,8.0,12.0,18.0,4.0,,,,73.0,46.0,7.4,13.0,0.171069,3,,1.0,,2.0,,6.0,8.0,,2.0,1.0,2.0,2.0,,1.0,1.0,1.0,,2.0,1.0,1.0,0.1838,1.0,p.gueye24,,,6.0,,,,,,,,
12437682,home,Villarreal,Dani Parejo,,,dani-parejo,D. Parejo,M,10,180,1999,M,39182,EUR,608688000,M,10,10,False,65.0,61.0,6.0,4.0,0.0,33.0,33.0,29.0,33.0,5.0,,,,90.0,78.0,7.9,4.0,0.0423686,1,,1.0,,,2.0,2.0,7.0,3.0,,1.0,2.0,2.0,1.0,1.0,,,,,,,0.7884,1.0,,1.0,1.0,3.0,0.7997,,,,,,,
12437682,home,Villarreal,Alejandro Baena,,,alejandro-baena,A. Baena,M,10,174,9564,M,910031,EUR,995587200,M,16,16,False,26.0,13.0,2.0,,0.0,7.0,10.0,7.0,23.0,4.0,,,,90.0,46.0,6.8,22.0,0.0895982,2,,7.0,,1.0,,4.0,2.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,,1.0,1.0,1.0,0.0613,2.0,alexbaena,,,2.0,,,,,,,,
12437682,home,Villarreal,Nicolas Pépé,,,nicolas-pepe,N. Pépé,F,19,183,12582,M,593526,EUR,801705600,F,19,19,False,26.0,22.0,,,1.0,9.0,11.0,13.0,17.0,2.0,,,,73.0,37.0,7.0,11.0,0.0584526,0,,2.0,,1.0,1.0,6.0,5.0,,1.0,1.0,1.0,1.0,,,3.0,2.0,1.0,,,,,1.0,nicolas_pepe19,,,2.0,,2.0,,,,,,
